Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Designe,New-build,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Parking,Garage,Cellar,Lift,Terrace,Terasa 14 m²,Lodžie 5 m²,Balkón 3 m²,Sklep 3 m²,Administrative fee,Lodžie 2 m²,Terasa 18 m²,Balkón 2 m²,Sklep 2 m²,Reconstruction,Balkón 14 m²,Balkón 19 m²,Sklep 4 m²,Terasa 19 m²,Lodžie 19 m²,Balkón 6 m²,Terasa 3 m²,Sklep 1 m²,Balkón 5 m²,Domácí mazlíčci vítáni,Lodžie 3 m²,Balkón 8 m²,Balkón 11 m²,Balkón 15 m²,Terasa 5 m²,Sklep 5 m²,Lodžie 6 m²,Balkón 10 m²,Balkón 16 m²,Terasa 37 m²,Lodžie 7 m²,Terasa 53 m²,Terasa 25 m²,Lodžie 4 m²,Sklep 6 m²,Balkón 4 m²,Sklep 1.5 m²,Lodžie 3.5 m²,Terasa 21 m²,Balkón 2.5 m²,Terasa 20 m²,Lodžie 8 m²,Terasa 16 m²,Balkón 7 m²,Balkón 1 m²,Sklep 25 m²,Balkón 12 m²,Balkón 1.5 m²,Terasa 30 m²,Balkón 40 m²,Terasa 50 m²,Balkón 4.21 m²,Sklep 36 m²,Sklep 7 m²,Terasa 8 m²,Sklep 6.1 m²,Terasa 40 m²,Terasa 15 m²,Enclosed balcony,Terasa 36 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Lodžie 11 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Lodžie 16 m²,Lodžie 9 m²,Balkón 9 m²,Terasa 12 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Terasa 9 m²,Balkón 13 m²,Balkón 2.3 m²,Sklep 2.9 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 20 m²,Terasa 80 m²,Sklep 9 m²,Terasa 13 m²,Lodžie 4.5 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 38,475","CZK 12,825",,744437,4+1,12/1/2022,,,,118 m²,Fully furnished,5,,,,,10.09,941.97,67.62,646.62,248.31,375.19,227.43,495.09,1021.07,415.81,"Grafická, Prague - Smíchov",50.0722637,14.3926388,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,752900,2 bedroom,1/20/2023,,,,50 m²,Fully furnished,2,,,,,153.56,470.42,120.26,269.32,119.55,286.64,325.43,408.05,238.94,203.1,"U Obecního dvora, Prague - Staré Město",50.0911861,14.4228786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,700",CZK 800,"CZK 33,000",743743,2 bedroom,11/28/2022,Personal,C,,49 m²,Fully furnished,2,Brick,Over 50 years,,,472.13,849.31,199.21,501.07,441.82,1013.58,369.96,248.13,894.63,336.62,"Na Výsledku I, Prague - Nusle",50.05579,14.44723,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,765","CZK 3,000","CZK 15,000",753626,2 bedroom,1/1/2023,,G,,50 m²,Fully furnished,6,Prefab concrete,,,,259.11,681.31,288.9,725.1,261.38,742.59,297.76,570.11,515.65,241.88,"Pirinská, Prague - Modřany",50.00761,14.42547,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000",CZK 0,"CZK 30,000",671254,2+kk,1/1/2023,Personal,B,,45 m²,Fully furnished,2,Brick,30 - 50 years,Standard,,137.62,329.88,42.62,106.54,60.9,104.88,191.48,164.59,410.49,236.13,"Žitomírská, Prague - Vršovice",50.06972,14.45683,Very good,,,,,,,,,,,,,,,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,300","CZK 3,200","CZK 15,000",689133,Studio,12/1/2022,Personal,G,,28 m²,Partly,4,Brick,,,,325.63,279.64,115.51,2177.18,130.11,325.04,2.2,206.21,1466.61,480.39,"Školní, Prague - Braník",50.03722,14.41341,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,400","CZK 18,000",443751,3+1,8/26/2022,Cooperative,,Distance,55 m²,Partly,2,Prefab concrete,,,,362.35,947.34,303.22,885.71,543.91,563.58,160.66,206.03,203.73,112.77,"Litvínovská, Prague - Prosek",50.1223913,14.4872322,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,000",CZK 0,574493,2+kk,1/1/2023,Cooperative,,,47 m²,Partly,,Brick,,,,24.68,374.16,20.44,2173.0,72.27,648.24,261.8,486.52,1325.25,369.66,"Branická, Prague - Braník",50.0397479,14.4107911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000","CZK 15,000",518838,2+kk,12/12/2022,Personal,C,Gas boiler,40 m²,Fully furnished,5,Brick,Up to 10 years,Standard,,353.24,480.2,43.91,409.7,237.94,231.02,252.16,770.14,142.95,321.22,"U Akademie, Prague - Bubeneč",50.1024465,14.4256287,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,300","CZK 1,000","CZK 20,000",627404,Studio,11/24/2022,Personal,A,Central,23 m²,Partly,3,Brick,Up to 10 years,Standard,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 1,000","CZK 40,000",617746,4+1,12/5/2022,Personal,G,Gas boiler,120 m²,Partly,2,Brick,,,,163.11,601.98,88.74,419.33,151.39,427.85,189.84,438.13,441.77,220.02,"Dr. Zikmunda Wintra, Prague - Bubeneč",50.101342,14.401897,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 30,000",753609,2+kk,1/1/2023,,G,,50 m²,Partly,1,Brick,,,,306.06,759.0,371.18,685.09,299.84,778.57,448.11,332.65,603.09,213.49,Prague - Vršovice,50.07294,14.46445,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,300","CZK 2,000","CZK 36,600",406371,2+kk,3/1/2023,Personal,G,,42 m²,Partly,3,Brick,,,,198.41,847.36,201.24,690.07,184.61,688.41,522.58,417.84,638.7,160.04,"Bulharská, Prague - Vršovice",50.0718219,14.4630911,Very good,1.0,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,800","CZK 2,000","CZK 37,600",400195,2+kk,3/1/2023,Personal,G,,45 m²,Partly,4,Brick,,,,198.41,847.36,201.24,690.07,184.61,688.41,522.58,417.84,638.7,160.04,"Bulharská, Prague - Vršovice",50.0718219,14.4630911,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,800","CZK 3,000","CZK 19,999",138359,Small studio,12/1/2022,Personal,C,Central,41 m²,Partly,3,Brick,10 to 30 years,,,34.05,1287.81,1274.48,3589.31,1201.82,3073.3,1247.15,1339.08,1485.28,872.51,"Mladých Běchovic, Prague - Běchovice",50.0893655,14.611973,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 4,000","CZK 20,500",753606,2+kk,11/28/2022,,B,,56 m²,Partly,9,Prefab concrete,,,,196.75,1237.78,214.63,1688.14,448.4,389.6,288.96,704.45,1732.99,170.82,"Zdiměřická, Prague - Chodov",50.02377,14.51248,Good,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,400","CZK 28,000",627494,Studio,12/16/2022,Personal,B,Central,33 m²,Partly,4,Brick,Up to 10 years,Luxurious,1.0,159.68,1342.33,445.26,1216.21,365.69,1275.51,554.66,548.14,727.1,279.02,"Novovysočanská, Prague - Libeň",50.099457,14.483119,New-build,,1.0,1.0,,1.0,,,,,,,,,,1.0,Complete,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,375","CZK 11,125",,748396,Studio,12/4/2022,,,,58 m²,Fully furnished,1,,,,,96.44,280.97,14.82,508.63,72.69,336.4,388.51,158.74,542.27,280.28,"Korunní, Prague - Vinohrady",50.075535,14.4452886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,200",CZK 800,"CZK 22,000",753604,2 bedroom,11/28/2022,,G,,46 m²,Partly,2,Brick,,Standard,,130.22,514.43,252.29,393.44,117.65,599.59,269.41,1269.14,154.08,164.58,"Jana Zajíce, Prague - Bubeneč",50.1008,14.41715,Very good,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,376","CZK 2,624","CZK 52,000",752868,2 bedroom,11/23/2022,,D,,61 m²,Unfurnished,2,Brick,,,,110.39,207.89,133.67,587.47,72.57,215.76,133.99,133.99,244.44,93.43,"Vladivostocká, Prague - Vršovice",50.06993,14.47722,Very good,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500","CZK 35,000",753605,Studio,12/1/2022,,B,,33 m²,Fully furnished,4,Brick,,,1.0,216.71,1086.92,205.59,824.42,600.46,949.06,394.74,2232.73,1214.92,221.72,"Sazovická, Prague - Zličín",50.05666,14.2812,New-build,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,500","CZK 50,000",753601,3+kk,1/1/2023,,C,,70 m²,Fully furnished,5,Brick,,,,190.44,1082.94,47.93,1204.32,216.61,320.05,123.88,475.89,233.27,202.29,"Kašparovo náměstí, Prague - Libeň",50.1143,14.46945,Very good,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,700","CZK 2,386","CZK 17,000",753599,2+kk,12/29/2022,Personal,,,50 m²,,1,Other,,,,533.25,1398.7,597.96,1239.42,131.46,630.37,451.77,1001.8,1362.35,319.68,"U Pramene, Prague - Újezd u Průhonic",50.022089,14.5240354,Good,,,,,,,,,,,"CZK 1,941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,882","CZK 2,950","CZK 28,832",753593,3+1,12/26/2022,Personal,,,99 m²,,1,Other,,,,216.77,398.53,16.13,266.67,151.34,483.7,94.17,1145.71,280.03,290.36,"Havanská, Prague - Bubeneč",50.1017178,14.419654,Good,,,,,,,,,,,"CZK 3,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 2,000","CZK 40,000",753591,2 bedroom,12/1/2022,,G,Electric boiler,64 m²,Unfurnished,1,Brick,,Standard,,157.27,816.18,355.62,600.82,209.42,558.09,902.69,280.31,545.82,308.85,"Na Valentince, Prague - Smíchov",50.06732,14.40828,Very good,,,1.0,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,720","CZK 6,240",,752373,Studio,1/20/2023,,,,39 m²,Fully furnished,3,,,,,242.97,1059.53,532.12,754.98,540.99,522.56,564.78,643.33,1692.44,108.38,"Pod Stolovou Horou, Prague - Jinonice",50.0563948,14.3470542,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",752122,2+kk,11/19/2022,Personal,G,Central,52 m²,Fully furnished,1,Brick,Up to 10 years,,1.0,259.42,2131.07,467.19,477.61,599.47,562.14,567.2,1834.38,781.01,118.99,"Do Zahrádek I, Prague - Třebonice",50.056560556714,14.291901399718,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,900","CZK 1,500","CZK 12,900",521610,Studio,12/1/2022,Cooperative,,,24 m²,Partly,3,Brick,,,,257.79,1117.82,63.88,1356.8,101.67,408.01,319.95,299.6,429.34,380.21,"Pod Čertovou skalou, Prague - Libeň",50.1157581,14.4706696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 105,"CZK 40,000",723304,Studio,12/1/2022,Personal,G,,43 m²,Fully furnished,5,Brick,10 to 30 years,Standard,,185.71,419.21,30.18,416.51,289.54,281.44,691.64,335.13,885.21,134.88,Prague - Hlubočepy,50.0316,14.37526,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 5,500","CZK 37,000",753571,3+kk,1/1/2023,,G,,86 m²,Fully furnished,1,Brick,,,,273.82,378.92,163.1,555.71,117.04,149.29,133.15,172.74,654.76,270.92,"Peckova, Prague - Karlín",50.09064,14.44732,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",753570,Studio,1/16/2023,,G,,36 m²,Fully furnished,6,Prefab concrete,,,,52.41,928.28,400.08,965.1,544.66,525.33,180.14,99.37,476.91,80.83,"Kukelská, Prague - Hloubětín",50.1035,14.54911,Very good,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 1,000","CZK 20,500",173909,2+kk,,Personal,,,45 m²,Partly,5,Brick,,,,378.24,650.07,106.61,735.35,177.48,698.93,493.03,220.62,553.75,159.67,"U Havlíčkových sadů, Prague - Vinohrady",50.0704835238,14.4435371127,,,,,,1.0,,,,,,,,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,722","CZK 1,350","CZK 25,000",750719,2 bedroom,11/13/2022,,G,,50 m²,Partly,3,Brick,,,,117.42,680.09,418.78,584.73,107.71,176.21,387.47,504.24,590.23,262.97,"Třeboňská, Prague - Michle",50.04361,14.45668,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 50,000",752201,2+kk,11/20/2022,,C,,68 m²,Fully furnished,3,Brick,,,,249.66,693.57,692.2,1211.41,225.0,494.83,319.69,416.46,396.46,249.66,Prague - Hloubětín,50.10433,14.55168,Very good,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 3,089","CZK 16,079",753565,Studio,11/29/2022,Personal,D,,24 m²,Fully furnished,2,Other,,,,281.46,602.99,267.93,692.17,403.95,688.3,1195.3,523.48,1247.72,159.24,"Peroutkova, Prague - Jinonice",50.05857666666,14.37810388888,Very good,,,,1.0,1.0,,,,,,"CZK 16,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 7,400","CZK 27,400",753563,2+kk,11/28/2022,,G,,45 m²,Fully furnished,2,Brick,,,,12.17,769.98,106.5,189.07,97.4,187.78,343.99,870.84,128.05,456.41,"Muchova, Prague - Dejvice",50.09817,14.40558,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500","CZK 37,000",753551,2 bedroom,1/1/2023,,G,,52 m²,Fully furnished,3,Prefab concrete,,,,29.34,334.41,129.55,156.29,209.29,71.26,413.64,579.11,1056.81,138.15,Prague - Malešice,50.08059,14.50156,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,950","CZK 3,550","CZK 25,000",100882,Studio,7/11/2022,Personal,,,27 m²,Partly,2,Brick,,,,286.14,502.11,145.56,316.52,86.9,298.73,164.33,370.74,733.35,330.31,"Klimentská, Prague - Nové Město",50.0924491,14.4347928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 30,000",753550,Studio,1/1/2023,,B,,32 m²,Fully furnished,2,Brick,,,,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,Very good,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",692176,Studio,12/20/2022,Personal,B,Central,24 m²,Fully furnished,1,Brick,Up to 10 years,Luxurious,1.0,205.66,530.83,108.66,270.37,118.21,197.26,382.84,474.36,641.06,689.01,"Tyršova, Prague - Nové Město",50.07306,14.43085,New-build,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 3,000","CZK 56,000",361189,2+kk,1/10/2023,Personal,B,,80 m²,Fully furnished,4,Brick,,Luxurious,1.0,61.51,303.8,249.25,309.12,63.7,295.0,411.57,316.79,329.52,221.99,"Na žertvách, Prague - Libeň",50.1048339,14.4770456,New-build,,,,,,1.0,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,700","CZK 5,036","CZK 25,000",404809,1 bedroom,1/16/2023,Cooperative,,Other,40 m²,Fully furnished,3,Brick,,,,259.29,607.3,261.17,221.84,36.81,305.05,260.94,664.76,282.79,215.44,"Pernerova, Prague - Karlín",50.0909163,14.4534022,Very good,,,,,1.0,,,,,1.0,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,500","CZK 90,000",747788,3+kk,10/26/2022,,G,,98 m²,Fully furnished,3,Brick,,,,225.61,549.92,121.01,248.92,9.61,235.2,278.79,387.65,180.91,363.2,"Bílkova, Prague - Staré Město",50.09129,14.42169,Very good,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 50,000","CZK 8,000","CZK 116,000",747943,3+kk,1/1/2023,,A,,128 m²,Fully furnished,5,Brick,Up to 10 years,Luxurious,1.0,135.64,501.69,49.29,172.04,34.03,364.04,529.27,334.51,319.97,688.92,Prague - Smíchov,50.07162,14.40618,New-build,,1.0,1.0,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,900",CZK 0,"CZK 19,800",717880,Small studio,1/1/2023,Personal,,,29 m²,Partly,1,Brick,Over 50 years,Standard,,119.95,1153.11,93.25,151.46,130.57,98.23,217.4,440.03,250.34,312.89,"Koněvova, Prague - Žižkov",50.09146,14.47332,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
