Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Terasa 25 m²,Sklep 8 m²,New-build,Parking,Garage,Age,Balkón 4 m²,Sklep 15 m²,Designe,Balkón 18 m²,Sklep 5 m²,Ownership,Heating,Sklep 17 m²,Reconstruction,Sklep 1 m²,Administrative fee,Cellar,Sklep 3 m²,Lodžie 5.1 m²,Balkón 7 m²,Lodžie 4 m²,Lodžie 3 m²,Terasa 70 m²,Terasa 21 m²,Balkón 28 m²,Sklep 2 m²,Balkón 5 m²,Sklep 6 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 10 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Balkón 3 m²,Terasa 32 m²,Balkón 2 m²,Terasa 9 m²,Balkón 6 m²,Lodžie 3.2 m²,Terasa 17 m²,Sklep 4 m²,Balkón 14 m²,Enclosed balcony,Terasa 20 m²,Balkón 8 m²,Sklep 58 m²,Lodžie 7 m²,Balkón 1 m²,Balkón 6.1 m²,Sklep 2.4 m²,Terasa 8 m²,Balkón 12 m²,Sklep 3.2 m²,Terasa 12 m²,Terasa 5 m²,Terasa 200 m²,Terasa 78 m²,Terasa 18 m²,Balkón 40 m²,Terasa 50 m²,Terasa 4 m²,Lodžie 9 m²,Sklep 8.1 m²,Sklep 3.1 m²,Lodžie 1 m²,Lodžie 10 m²,Balkón 9 m²,Lodžie 5 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Sklep 12 m²,Lodžie 8 m²,Sklep 7 m²,Lodžie 2 m²,Terasa 1 m²,Terasa 37 m²,Terasa 15 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 350 m²,Balkón 11 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²,Terasa 300 m²
"CZK 16,000","CZK 1,000",581561,Studio,11/1/2022,43 m²,Fully furnished,2,,234.41,357.34,159.96,2095.09,51.1,484.0,276.41,2488.18,416.64,280.22,"Slavětínská, Prague - Klánovice",50.09285,14.667203,,,"CZK 20,000",Brick,New-build,B,,,1.0,1.0,1.0,Up to 10 years,,,Luxurious,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 2,100",618247,Studio,12/1/2022,53 m²,,4,,56.03,578.98,16.31,165.15,39.19,436.69,90.53,341.23,335.05,263.0,"Moskevská, Prague - Vršovice",50.070905,14.451851,,,"CZK 35,800",Brick,New-build,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,059",CZK 550,747466,2 bedroom,10/25/2022,67 m²,Partly,2,,173.53,713.79,214.13,106.74,245.03,666.29,787.04,519.24,1192.61,201.59,Prague - Horní Počernice,50.1172,14.61911,,,"CZK 20,000",Brick,Good,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",746624,2+kk,11/1/2022,48 m²,Partly,4,1.0,235.16,929.39,612.68,3539.28,286.1,525.01,1025.49,2961.93,893.6,124.05,Prague - Dolní Měcholupy,50.06561,14.55216,,,"CZK 20,000",Brick,Very good,G,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,408","CZK 19,802",742058,4+1,10/29/2022,219 m²,Fully furnished,6,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000",CZK 0,626060,4+1,10/24/2022,134 m²,Fully furnished,3,1.0,141.01,628.17,116.54,298.04,4.95,300.1,379.84,439.62,102.91,345.71,"Krakovská, Prague - Nové Město",50.077639,14.427434,,,"CZK 50,000",Brick,Very good,F,,,,,,,,,Luxurious,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",625188,1 bedroom,10/7/2022,33 m²,Partly,3,1.0,381.53,834.49,344.23,785.88,354.15,1035.88,509.99,603.18,390.33,236.29,"Jasmínová, Prague - Záběhlice",50.05592335,14.5109252,,,"CZK 17,000",Prefab concrete,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,938","CZK 8,312",745022,Studio,12/12/2022,35 m²,Fully furnished,1,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",746650,2 bedroom,12/19/2022,54 m²,Fully furnished,7,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",743331,Studio,12/1/2022,28 m²,Fully furnished,1,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,800",747463,Small studio,10/25/2022,21 m²,Fully furnished,4,1.0,180.24,561.73,109.12,301.5,0.46,241.06,390.47,969.32,291.58,421.06,Prague - Karlín,50.09458,14.45509,,,"CZK 12,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,175","CZK 6,725",744561,Studio,12/9/2022,33 m²,Fully furnished,2,1.0,103.76,101.45,145.18,163.35,18.04,250.43,455.25,533.02,419.63,148.07,"Sokolovská, Prague - Karlín",50.0933405,14.449225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,898","CZK 11,632",744188,2 bedroom,12/5/2022,90 m²,Fully furnished,4,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",746652,2 bedroom,12/19/2022,89 m²,Fully furnished,3,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,469","CZK 11,156",742129,2 bedroom,12/1/2022,85 m²,Fully furnished,6,1.0,228.78,477.17,188.19,476.21,152.93,354.17,176.92,420.71,579.69,570.91,"Wenzigova, Prague - Nové Město",50.0708256,14.4316409,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 1,787",747458,2 bedroom,10/25/2022,51 m²,Fully furnished,4,,257.65,999.84,76.83,327.05,63.37,149.96,322.0,276.46,425.93,352.0,"Buchovcova, Prague - Žižkov",50.09032,14.47262,,,"CZK 40,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,625","CZK 11,875",747095,2+kk,12/22/2022,76 m²,Fully furnished,3,,174.67,442.95,142.17,234.72,17.52,252.04,261.1,243.44,108.85,249.32,"Týnská ulička, Prague - Staré Město",50.0879034,14.4227015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,175","CZK 8,725",747460,Studio,12/24/2022,29 m²,Fully furnished,5,1.0,199.29,530.26,41.72,442.51,28.42,296.91,250.49,239.04,477.71,395.44,"Slavíkova, Prague - Žižkov",50.0799163,14.4476377,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,425","CZK 12,475",747459,2+kk,12/24/2022,60 m²,Fully furnished,3,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",746649,2+kk,12/19/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,000",525017,2+kk,11/1/2022,38 m²,Partly,3,,483.75,1103.55,494.41,737.27,348.93,513.91,727.52,346.53,642.68,319.58,Prague - Libeň,50.120086582637,14.446705930164,,,"CZK 30,000",Prefab concrete,Very good,C,,,,,,30 - 50 years,,,Standard,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,323","CZK 8,107",745276,2 bedroom,12/11/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 7,269",747297,2+kk,10/24/2022,59 m²,Fully furnished,9,1.0,98.46,811.24,163.79,285.18,344.94,266.59,281.48,532.52,226.88,272.41,"Rýmařovská, Prague - Letňany",50.1358,14.50692,,,"CZK 24,000",Prefab concrete,Very good,G,,,,,,10 to 30 years,,,Luxurious,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 1,387",747429,2+kk,10/24/2022,74 m²,Partly,7,1.0,164.03,284.11,153.59,500.31,135.88,314.59,59.78,59.78,255.77,74.07,"Karpatská, Prague - Vršovice",50.0697,14.47606,,,"CZK 42,000",Brick,Very good,A,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",747427,2+kk,10/24/2022,56 m²,Partly,5,1.0,273.48,1267.27,389.64,1364.3,369.74,810.35,645.27,786.94,1076.37,724.78,"Hornoměcholupská, Prague - Horní Měcholupy",50.04896,14.56195,,,"CZK 50,000",Prefab concrete,New-build,A,,,1.0,1.0,1.0,,,,,,1.0,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",588144,2+kk,11/1/2022,60 m²,Fully furnished,3,,356.63,439.08,219.02,466.02,114.3,241.1,466.64,498.17,598.55,460.83,"Křížkovského, Prague - Žižkov",50.081254,14.449109,,,"CZK 20,000",Brick,Very good,D,,,,,,,,,,,,Personal,Gas boiler,,Interior,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 6,250",742817,3+1,11/24/2022,90 m²,Fully furnished,2,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",688167,Studio,11/1/2022,34 m²,Partly,5,1.0,23.52,511.31,126.89,531.33,110.09,476.06,287.76,195.6,265.31,456.05,"Petrohradská, Prague - Vršovice",50.06435,14.45252,1.0,,"CZK 20,000",Brick,New-build,B,,,1.0,,,Up to 10 years,,,Standard,,1.0,Personal,Central,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 1,000",373315,2 bedroom,11/1/2022,75 m²,Unfurnished,1,,229.85,1102.94,1189.53,2143.55,289.89,959.24,1032.32,1196.75,419.13,572.15,"Pikovická, Prague - Braník",50.0304498,14.4076684,,,"CZK 20,000",Brick,Very good,B,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,900",747401,1 bedroom,11/10/2022,30 m²,Fully furnished,3,,79.36,611.57,106.17,303.56,107.15,219.14,363.06,439.06,538.89,625.14,"Zúžená, Prague - Břevnov",50.0834,14.37131,,,"CZK 30,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",747397,2+kk,10/24/2022,50 m²,Partly,,,854.38,3873.32,792.01,3899.19,3418.2,4016.17,3559.1,3521.34,5135.33,823.79,"Starý lis, Prague - Točná",49.9668,14.42462,,,"CZK 26,000",Brick,Very good,B,,,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 4,500",308727,Studio,8/15/2022,26 m²,Partly,1,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,,,"CZK 16,000",Brick,Very good,,,,,,,Over 50 years,,,Standard,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,500",139610,2 bedroom,10/19/2022,46 m²,Fully furnished,5,,140.53,931.29,212.88,415.85,141.86,828.47,460.57,460.04,899.21,361.46,"Kloboučnická, Prague - Nusle",50.0613525,14.4500789,,,"CZK 25,000",Brick,Very good,,,,,,,,,,Standard,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,499","CZK 2,499",747390,2+kk,11/14/2022,55 m²,Partly,3,1.0,343.27,1140.0,1410.58,2058.01,322.96,2182.65,1555.23,2691.62,2132.56,965.94,"Želetická, Prague - Sobín",50.06453,14.27368,,,"CZK 18,998",Low-energy,New-build,A,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,931","CZK 12,644",742150,3+kk,11/1/2022,75 m²,Fully furnished,6,1.0,195.12,1018.19,151.41,722.84,224.35,262.66,303.64,382.55,1097.28,303.28,"Grafická, Prague - Smíchov",50.0726658,14.3919787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,425","CZK 7,475",747388,Studio,11/20/2022,30 m²,Fully furnished,3,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,366","CZK 1,634",743786,1 bedroom,11/15/2022,45 m²,Unfurnished,3,1.0,129.24,11.67,129.87,643.14,94.89,101.48,197.83,270.2,412.1,242.21,"Litevská, Prague - Vršovice",50.07158,14.47671,,,"CZK 42,000",Brick,Very good,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,220","CZK 3,000",746587,2+kk,10/19/2022,56 m²,Fully furnished,1,,233.13,651.17,112.38,907.79,67.69,969.25,438.62,1399.78,409.08,118.92,Prague - Zličín,50.06004,14.29102,,,CZK 0,Brick,Very good,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 3,300",747380,2 bedroom,10/24/2022,52 m²,Fully furnished,4,1.0,256.92,374.05,33.18,541.02,325.93,533.79,283.38,128.85,350.98,209.75,"Dětská, Prague - Strašnice",50.07509,14.49559,,,"CZK 26,000",Brick,Very good,C,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",747376,2+kk,12/1/2022,58 m²,Partly,5,1.0,304.22,307.1,190.87,482.9,214.4,627.63,392.99,190.24,150.2,108.64,"V Mezihoří, Prague - Libeň",50.10226,14.47875,,,"CZK 52,000",Brick,New-build,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,900",CZK 600,499632,Studio,10/24/2022,34 m²,Partly,1,1.0,189.98,399.2,93.35,2076.9,171.2,129.81,215.31,270.01,1564.76,478.57,"Na Vinohradu, Prague - Braník",50.0356293,14.4150772,,,"CZK 20,000",Brick,New-build,,,,1.0,,,Up to 10 years,,,Standard,,,Personal,Distance,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000",746626,2+kk,10/19/2022,55 m²,Fully furnished,5,1.0,206.79,511.13,187.24,169.76,131.6,323.25,808.8,934.79,479.14,344.34,Prague - Karlín,50.09557,14.4512,,,"CZK 32,000",Other,New-build,B,,,1.0,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",213428,Studio,11/20/2022,43 m²,Partly,6,1.0,26.88,492.09,143.29,462.65,430.69,470.49,321.08,608.97,311.75,198.3,"Tlumačovská, Prague - Stodůlky",50.0399305,14.3357572,1.0,,"CZK 20,000",Brick,New-build,,,,1.0,,,Up to 10 years,,,Luxurious,,,Personal,Distance,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",577089,Studio,10/23/2022,34 m²,Partly,3,,448.36,1129.75,547.04,1376.97,505.39,861.59,1255.8,768.87,1169.63,602.82,"Houdova, Prague - Košíře",50.064252,14.3821221,,,"CZK 25,000",Other,Good,E,,,,1.0,,30 - 50 years,,,Standard,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,12/8/2022,46 m²,Fully furnished,2,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,10/29/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 52,500","CZK 17,500",731817,2+kk,11/12/2022,80 m²,Fully furnished,3,1.0,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,175","CZK 9,725",731240,1 bedroom,11/1/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,000","CZK 5,000",746896,4+kk,12/1/2022,148 m²,Partly,1,,,,,,,,,,,,Prague - Velká Chuchle,50.01264,14.38504,,,"CZK 47,000",Brick,New-build,G,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
