Listing ID,Price,Latitude,Longitude,District,Layout,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Floor Space,Refundable security deposit,Ownership Type,Building Type,Heating,Renovation,PENB,Age,Total number of floors,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
432682,"CZK 16,000",50.1009778,14.4897418,"Spojovací, Prague - Vysočany",2 bedroom with open-plan kitchen,CZK 735,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,156,"1,062",158,914,250,"1,231",106,150,464,189,Good,60 m²,"CZK 16,000",Personal,Brick building,Other,Interior,,,Top floor,Standard materials and solutions,,,,,,,
710152,"CZK 12,200",50.07767,14.48701,"Vinohradská, Prague - Strašnice",Studio,CZK 600,Furnished,10,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,92,499,149,166,15,99,482,885,597,119,Excellent,39 m²,"CZK 12,000",Personal,Brick building,District heating,,G,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
710151,"CZK 16,900",50.07496,14.45565,"Sobotecká, Prague - Vinohrady",1 bedroom,"CZK 3,080",Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,180,533,14,391,1,286,230,516,716,71,Excellent,50 m²,"CZK 19,980",Personal,Brick building,,,G,,,,,,,,,,
598652,"CZK 22,000",50.060312,14.409613,"Nádražní, Prague - Smíchov",2 bedroom with open-plan kitchen,"CZK 7,000",Furnished,3,No,No,No,No,No,No,No,01. 08. 2021,29,292,59,"1,341",156,370,"1,229","1,420",628,882,Excellent,72 m²,"CZK 50,000",Personal,Brick building,Electric boiler,Overall,D,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
579783,"CZK 18,000",50.143030031221,14.521689496404,"Hlučkova, Prague - Letňany",1 bedroom with open-plan kitchen,"CZK 4,500",Furnished,2,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,562,918,"1,246",316,"1,042","1,318","1,164",949,113,,New build,51 m²,"CZK 36,000",Personal,Prefab concrete building,,,B,,,,,,,,,,
710148,"CZK 16,000",50.0849147,14.4465791,"Krásova, Prague - Žižkov",2 bedroom,"CZK 2,500",Unfurnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,100,282,16,254,30,303,205,32,364,503,Good,53 m²,"CZK 32,000",Personal,Brick building,,,G,,,,,,,,,,
535601,"CZK 13,000",50.0670162,14.5542436,"Honzíkova, Prague - Dolní Měcholupy",Studio,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,535,"1,220",496,415,675,"1,177","1,184",373,,,New build,32 m²,"CZK 15,000",Cooperative,Brick building,District heating,,B,1 to 10 years years,Middle floor,Standard materials and solutions,,Yes,,,,,
699843,"CZK 14,500",50.12898,14.47246,"Taussigova, Prague - Kobylisy",2 bedroom with open-plan kitchen,"CZK 4,500",Furnished,6,No,No,No,Yes,No,Yes,No,17. 01. 2022,371,240,195,370,308,284,255,565,"1,310",281,Good,64 m²,"CZK 20,000",Personal,Prefab concrete building,Central heating,,D,10 to 30 years years,,Standard materials and solutions,,,,,,,
708933,"CZK 15,294",50.0883868,14.468265,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 4,940",,4,No,No,No,No,No,Yes,No,01. 04. 2022,58,601,90,27,70,180,273,347,293,390,Good,49 m²,"CZK 20,234",Personal,Other,,,,,,,,,"CZK 2,294",,,,
708947,"CZK 11,765",50.0793089,14.4341077,"Španělská, Prague - Vinohrady",Studio,"CZK 1,873",,1,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,148,452,187,402,165,154,377,377,596,750,Good,24 m²,"CZK 13,638",,Other,,,,,,,,,"CZK 1,765",,,,
708951,"CZK 16,176",50.0304313,14.5340501,"Steinerova, Prague - Háje",1 bedroom,"CZK 2,287",,12,No,Yes,No,No,No,Yes,No,01. 04. 2022,130,272,154,198,351,500,232,347,560,259,Good,60 m²,"CZK 18,463",Personal,Other,,,,,,,,,"CZK 2,426",,,,
605805,"CZK 15,000",50.046666,14.415421,"Dvorecké Náměstí, Prague - Podolí",1 bedroom with open-plan kitchen,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,1,"1,412",51,"1,376",49,"1,295","1,433",542,634,,Excellent,48 m²,,Personal,Brick building,District heating,Overall,G,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,"CZK 3,200",Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,69,"1,240",280,57,704,788,"1,119",504,325,,Excellent,27 m²,"CZK 22,000",Personal,Prefab concrete building,District heating,Interior,C,,,,,,,,,,
645284,"CZK 12,000",50.096952,14.4652,"Molákova, Prague - Karlín",Studio,"CZK 3,000",Furnished,8,No,Yes,No,No,No,Yes,No,01. 04. 2022,108,"1,177",92,"1,032",226,771,442,685,901,149,New build,28 m²,"CZK 12,000",Personal,Other,District heating,Overall,C,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
709336,"CZK 22,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,"CZK 5,000",Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,Excellent,75 m²,"CZK 54,000",Personal,Brick building,,,G,,,,,,,,,,
560871,"CZK 19,000",50.0467784,14.5206332,Prague - Hostivař,2 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,1,No,No,Yes,Yes,Yes,Yes,No,16. 06. 2022,210,"1,221",293,"1,184",263,351,564,285,"1,054",71,Excellent,70 m²,"CZK 20,000",Personal,Prefab concrete building,District heating,Overall,B,,Middle floor,Premium materials and solutions,,,,,,,
708931,"CZK 14,935",50.056675,14.4689133,"U Plynárny, Prague - Michle",1 bedroom with open-plan kitchen,"CZK 2,764",,1,No,No,No,No,No,Yes,No,01. 04. 2022,0,"1,097",153,"1,397",642,172,794,"1,002",105,,Good,51 m²,"CZK 17,699",Personal,Other,,,,,,,,,"CZK 2,845",,,,
708938,"CZK 10,706",50.0501104,14.5465898,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,"CZK 5,016",,7,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,271,269,294,275,118,704,235,586,174,,Good,45 m²,"CZK 15,722",Personal,Other,,,,,,,,,"CZK 1,606",,,,
709243,"CZK 21,482",49.9657319,14.3850552,"Nad Starou pískovnou , Prague - Zbraslav",2 bedroom with open-plan kitchen,"CZK 2,178",,4,Yes,No,Yes,No,No,No,No,04. 03. 2022,140,"1,373",296,345,449,398,408,188,,,Good,81 m²,"CZK 24,560",Cooperative,Other,,,,,,,,,"CZK 3,222",,,,
708741,"CZK 11,706",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,"CZK 2,221",,1,No,No,No,No,No,No,No,17. 03. 2022,33,832,168,877,517,"1,461",395,"1,201","1,083",262,Good,32 m²,"CZK 13,927",Personal,Other,,,,,,,,,"CZK 1,756",,,,
709258,"CZK 18,824",50.0952883,14.5096955,"Mezilehlá, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,"CZK 3,158",,2,Yes,No,Yes,No,Yes,No,No,15. 03. 2022,234,545,699,509,"1,007",774,"1,324","1,137",307,,New build,53 m²,"CZK 21,982",Personal,Other,,,,,,,,,"CZK 2,824",,,,
709263,"CZK 11,765",50.0212275,14.5243195,"Vodnická, Prague - Újezd u Průhonic",Studio,"CZK 3,216",,2,Yes,No,Yes,No,No,Yes,No,04. 03. 2022,476,711,"1,379",244,939,474,"1,115","1,475",188,,Good,36 m²,"CZK 14,981",Personal,Other,,,,,,,,,"CZK 1,765",,,,
709590,"CZK 17,178",50.0142496,14.4462334,"Pšenčíkova, Prague - Kamýk",2 bedroom,"CZK 1,777",,6,No,No,No,No,No,No,No,07. 03. 2022,395,897,395,618,536,572,391,578,134,,Good,42 m²,"CZK 18,955",Personal,Other,,,,,,,,,"CZK 2,577",,,,
709763,"CZK 46,786",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,"CZK 15,595",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,142 m²,,,,,,,,,,,,,,,,
704857,"CZK 12,802",50.0594205,14.4500825,"Nuselská, Prague - Michle",1 bedroom,"CZK 1,947",,4,No,No,No,No,No,No,No,26. 01. 2022,51,760,54,167,28,730,214,387,732,216,Good,36 m²,"CZK 16,369",Personal,Other,,,,,,,,,"CZK 1,920",,,,
708954,"CZK 14,167",50.05667,14.46891,"U Plynárny, Prague - Michle",Studio,"CZK 2,681",,3,No,No,No,No,No,Yes,No,01. 04. 2022,0,"1,097",153,"1,397",642,172,794,"1,002",105,,Good,38 m²,"CZK 16,848",Personal,Other,,,,,,,,,"CZK 2,125",,,,
513154,"CZK 14,900",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,"CZK 3,250",Unfurnished,2,No,No,No,No,No,No,No,01. 01. 1970,3,676,93,678,33,557,383,658,659,379,Excellent,50 m²,"CZK 18,500",Personal,Brick building,Gas boiler,Overall,,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
710056,"CZK 14,118",50.1220719,14.5014851,"Ctěnická, Prague - Prosek",1 bedroom with open-plan kitchen,"CZK 2,985",,7,No,No,No,No,No,No,No,31. 03. 2022,232,359,244,448,355,507,162,451,"1,388",162,Good,47 m²,"CZK 17,103",Personal,Other,,,,,,,,,"CZK 2,118",,,,
710059,"CZK 16,471",50.0284076,14.3616407,"Ondrákové, Prague - Hlubočepy",1 bedroom with open-plan kitchen,"CZK 3,036",,4,No,No,No,No,No,No,No,10. 03. 2022,364,"1,439",681,"1,419",392,"1,457",464,890,820,664,Good,57 m²,"CZK 19,507",Personal,Other,,,,,,,,,"CZK 2,471",,,,
710141,"CZK 16,990",50.03391333333,14.47947888888,"Hrudičkova, Prague - Chodov",2 bedroom with open-plan kitchen,"CZK 4,475",Partially furnished,11,Yes,No,Yes,No,No,Yes,No,,394,"1,054",132,"1,172",280,926,143,"1,159",305,264,Excellent,72 m²,"CZK 21,465",Personal,Prefab concrete building,,,C,,,,,,"CZK 21,465

                                
                                
                
i",,,,
493710,"CZK 14,000",50.0709195,14.3828702,"Plzeňská, Prague - Košíře",2 bedroom,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,No,No,01. 04. 2022,207,738,198,"1,113",254,"1,221",111,541,"1,137",491,,64 m²,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
710140,"CZK 22,990",50.04007222222,14.45663111111,"Hornokrčská, Prague - Krč",2 bedroom with open-plan kitchen,"CZK 6,010",Furnished,4,Yes,No,Yes,No,Yes,No,No,,288,"1,177",513,745,370,378,705,"1,002","1,100",461,New build,96 m²,"CZK 29,000",Personal,Brick building,,,C,,,,,Yes,"CZK 29,000

                                
                                
                
i",,,,
205342,"CZK 13,000",50.0842256,14.4142639,"Karoliny Světlé, Prague - Staré Město",Studio,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,05. 07. 2021,92,701,7,419,13,298,555,563,518,191,Excellent,37 m²,"CZK 13,000",Personal,Brick building,Gas boiler,Overall,,,Attic,,,,,,,,
709424,"CZK 12,000",50.10631,14.55386,"Kukelská, Prague - Hloubětín",Studio,"CZK 2,000",Furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,125,463,461,"1,284",237,416,310,"1,010","1,081",264,Good,38 m²,"CZK 36,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
710139,"CZK 24,990",50.08946055555,14.48390472222,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,"CZK 5,276",,3,Yes,No,Yes,No,Yes,Yes,Yes,,480,751,469,511,236,554,378,246,243,38,Excellent,78 m²,"CZK 30,266",Personal,Brick building,,,C,,,,,,"CZK 30,266

                                
                                
                
i",,,,
710138,"CZK 14,990",50.131801605225,14.510899543762,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,"CZK 3,144",Furnished,3,Yes,No,Yes,No,No,Yes,Yes,,44,919,552,380,616,620,130,312,449,165,New build,51 m²,"CZK 18,134",Personal,Brick building,,,B,,,,,Yes,"CZK 18,134

                                
                                
                
i",,,,
710136,"CZK 26,925",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,"CZK 8,975",Furnished,2,No,No,No,No,No,Yes,Yes,20. 03. 2022,22,463,81,96,72,158,361,436,384,451,,30 m²,,,,,,,,,,,,,,,,
710134,"CZK 15,990",50.11088222222,14.48821888888,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 4,090",,3,Yes,No,Yes,No,No,Yes,Yes,,627,881,630,837,198,704,570,722,504,414,Excellent,59 m²,"CZK 20,080",Personal,Brick building,,,C,,,,,,"CZK 20,080

                                
                                
                
i",,,,
600051,"CZK 9,000",50.088478,14.466349,"Žerotínova, Prague - Žižkov",Studio,"CZK 2,500",,5,No,No,No,No,No,Yes,No,01. 04. 2022,230,794,118,215,142,244,466,489,435,328,Excellent,22 m²,"CZK 7,000",Personal,Brick building,,,D,,,,,,,,,,
710132,"CZK 9,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,"CZK 2,859",Unfurnished,1,No,No,No,No,No,No,No,,216,681,568,922,838,635,868,471,,,Good,28 m²,"CZK 12,849",Personal,Brick building,,,G,,,,,,"CZK 12,849

                                
                                
                
i",,,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,"CZK 3,200",Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,184,"1,129",323,565,140,485,462,303,711,319,Excellent,58 m²,"CZK 23,000",Personal,Brick building,Gas boiler,Interior,G,,,Premium materials and solutions,,,,,,,
684383,"CZK 17,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,CZK 133,Unfurnished,6,No,Yes,Yes,No,Yes,Yes,No,08. 04. 2022,,,,,,,,,,,Excellent,50 m²,"CZK 35,000",Personal,Other,,,A,1 to 10 years years,Middle floor,Premium materials and solutions,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,605,
710129,"CZK 21,006",50.0945763,14.4951344,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 7,002",Furnished,4,Yes,No,No,No,No,No,No,06. 04. 2022,131,383,269,715,80,405,303,544,447,208,,50 m²,,,,,,,,,,,,,,,,
705762,"CZK 18,900",50.07465,14.35863,"Jeřabinová, Prague - Motol",2 bedroom with open-plan kitchen,"CZK 4,850",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,355,"1,128",602,846,475,445,393,,,,Excellent,80 m²,"CZK 30,000",Personal,Brick building,,,G,,,,,,,,,,
692406,"CZK 15,000",50.08455,14.4042,"Újezd, Prague - Malá Strana",Studio,"CZK 5,000",Furnished,2,No,No,No,No,No,No,No,15. 12. 2021,66,390,0,445,32,468,170,164,247,253,Excellent,25 m²,"CZK 10,000",Other,Brick building,,,G,,,,,,,,,,
588101,"CZK 15,000",50.102965,14.443613,"Dělnická, Prague - Holešovice",2 bedroom,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,15. 03. 2022,9,200,103,488,258,282,394,546,397,80,Excellent,46 m²,"CZK 19,000",Personal,Brick building,,Interior,G,,,,,,,,,,
534241,"CZK 14,900",50.0210777,14.4669511,"Velké Kunratické, Prague - Kunratice",1 bedroom with open-plan kitchen,"CZK 3,200",Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,338,"1,295","1,172",125,464,648,154,,,,,54 m²,"CZK 25,000",Personal,Brick building,,,C,,,,,,,,,,
529237,"CZK 16,500",50.0077566,14.4193998,"Pejevové, Prague - Modřany",3 bedroom,"CZK 5,000",Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,15. 03. 2022,433,483,264,307,344,300,322,978,993,451,Excellent,69 m²,"CZK 20,000",Personal,Prefab concrete building,District heating,Overall,,,,Standard materials and solutions,,,,,,,
705316,"CZK 12,500",50.1328881,14.506906,"Tupolevova, Prague - Letňany",Studio,"CZK 4,100",Furnished,1,No,No,No,Yes,No,Yes,No,07. 02. 2022,188,"1,146",309,470,487,624,401,215,307,473,New build,50 m²,"CZK 20,000",Personal,Other,,,B,,,,,,,,,,
228019,"CZK 14,200",50.0363726,14.3282926,"Přeučilova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 2,800",Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 05. 2022,414,"1,016",700,"1,094",389,967,743,866,595,139,New build,55 m²,"CZK 17,000",Personal,Brick building,Central heating,,,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
709080,"CZK 11,800",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,"CZK 2,800",Partially furnished,,No,No,Yes,No,No,No,No,01. 04. 2022,699,818,597,886,615,859,685,606,752,906,Excellent,27 m²,"CZK 14,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
705622,"CZK 14,000",50.10681,14.44864,"Poupětova, Prague - Holešovice",1 bedroom,"CZK 2,680",Partially furnished,4,No,No,No,No,No,Yes,No,08. 02. 2022,235,487,69,299,155,303,302,761,400,361,Excellent,50 m²,"CZK 15,680",Personal,Brick building,,,C,,,,,,,,,,
710108,"CZK 20,000",50.0519,14.43314,"Pujmanové, Prague - Nusle",3 bedroom,"CZK 5,000",Unfurnished,8,No,No,Yes,No,No,Yes,No,01. 04. 2022,245,883,367,226,299,142,225,293,496,219,Excellent,68 m²,"CZK 30,000",Other,Prefab concrete building,District heating,Overall,G,,,,,,,,,,
710091,"CZK 12,000",50.0565943,14.4894568,"Ve Slatinách, Prague - Záběhlice",Studio,"CZK 3,000",Furnished,2,Yes,No,Yes,No,No,No,No,01. 04. 2022,357,"1,077",408,"1,459",542,511,574,"1,105",472,627,Excellent,38 m²,"CZK 15,000",Personal,Brick building,,,A,,,,,,,,,,
710118,"CZK 20,000",50.06355,14.45312,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,"CZK 1,000",Unfurnished,5,No,Yes,No,No,No,Yes,No,14. 03. 2022,127,584,125,706,5,569,367,393,371,450,Excellent,60 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
709557,"CZK 35,422",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom,"CZK 11,807",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,05. 04. 2022,123,293,167,222,66,246,411,"1,258",283,254,,93 m²,,,,,,,,,,,,,,,,
288533,"CZK 25,000",50.0697584,14.4499487,"Košická, Prague - Vršovice",2 bedroom with open-plan kitchen,"CZK 2,800",Partially furnished,5,Yes,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,243,660,217,206,156,361,295,458,449,326,,90 m²,"CZK 35,000",Personal,Brick building,,,,,Top floor,,,,,,,,
518635,"CZK 14,500",50.0663273,14.4296422,Prague - Nusle,1 bedroom with open-plan kitchen,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,194,809,124,703,236,246,531,563,200,97,Excellent,38 m²,"CZK 14,500",Personal,Brick building,Gas boiler,,,,,Standard materials and solutions,,,,,,,
709395,"CZK 11,500",50.13039,14.41911,"Poznaňská, Prague - Bohnice",Studio,"CZK 2,913",Unfurnished,7,No,No,Yes,No,No,Yes,No,07. 03. 2022,147,602,403,532,526,417,576,"1,072","1,256",213,Excellent,46 m²,"CZK 20,000",Cooperative,Prefab concrete building,District heating,,B,,Middle floor,Standard materials and solutions,,,,,,,
707449,"CZK 17,998",50.09214,14.48204,"Koněvova, Prague - Žižkov",2 bedroom,"CZK 2,740",Furnished,,No,No,No,No,No,Yes,No,15. 03. 2022,66,633,62,324,37,257,307,247,228,307,Good,70 m²,"CZK 36,000",Personal,Brick building,Central heating,,G,10 to 30 years years,Raised ground floor,Standard materials and solutions,,,,,,,
612329,"CZK 9,500",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",Studio,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,34 m²,"CZK 10,000",Personal,Brick building,,,B,1 to 10 years years,,,,Yes,,,,,
365523,"CZK 12,500",50.044931870921,14.443774523279,"Herálecká II, Prague - Krč",2 bedroom,"CZK 5,500",Partially furnished,3,No,No,No,No,No,No,No,16. 03. 2022,324,421,179,455,153,396,227,345,687,279,,66 m²,"CZK 37,500",Personal,Brick building,,,,,,,,,,,,,
710042,"CZK 17,000",50.10269,14.50844,"Poděbradská, Prague - Vysočany",1 bedroom with open-plan kitchen,"CZK 3,500",Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,63,"1,323",432,923,539,731,305,"1,250","1,440",612,New build,55 m²,"CZK 30,000",Personal,Brick building,District heating,,B,1 to 10 years years,,,,Yes,,,,,
709389,"CZK 23,500",50.11773,14.50783,"Letňanská, Prague - Prosek",2 bedroom with open-plan kitchen,"CZK 4,540",Furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,96,"1,194",513,710,58,679,901,434,919,335,Excellent,90 m²,"CZK 47,000",Personal,Brick building,,,G,,,,,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,"CZK 5,300",Furnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,198,690,414,653,675,694,"1,120",923,679,93,Excellent,63 m²,"CZK 12,000",Personal,Prefab concrete building,District heating,Overall,G,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,"CZK 15,000",Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,322 m²,"CZK 165,000",Personal,Brick building,,,G,,,,,,,,,,
236040,"CZK 8,900",50.055697,14.48176,"Záběhlická, Prague - Záběhlice",Studio,"CZK 3,200",Partially furnished,1,No,No,No,No,No,No,No,10. 03. 2022,149,"1,394",438,"1,407",523,858,"1,163","1,052",488,483,,38 m²,"CZK 19,500",Personal,Brick building,Gas boiler,,,,Middle floor,,,,,,,,
296838,"CZK 18,500",50.0883777,14.4683123,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,55,598,87,24,67,177,270,344,290,393,Excellent,45 m²,"CZK 40,000",Personal,Brick building,Gas boiler,Overall,,,,Premium materials and solutions,,,,,,,
603618,"CZK 12,000",50.058469,14.452668,"Čapkova, Prague - Michle",Studio,"CZK 1,500",Furnished,3,No,No,No,No,No,No,No,15. 03. 2022,275,679,406,348,90,998,200,534,404,346,Excellent,25 m²,"CZK 13,500",Personal,Brick building,District heating,Overall,G,,Attic,,,,,,,,
707378,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,"CZK 11,250",Furnished,3,No,No,No,No,No,No,No,14. 03. 2022,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,,,,,,,,
710094,"CZK 21,750",50.084078,14.4539071,"Chelčického, Prague - Žižkov",3 bedroom,"CZK 7,250",Furnished,4,No,No,No,No,No,No,No,19. 03. 2022,48,286,44,253,92,98,159,290,488,274,,83 m²,,,,,,,,,,,,,,,,
710093,"CZK 19,000",50.0925997,14.4560404,"Šaldova, Prague - Karlín",1 bedroom with open-plan kitchen,"CZK 1,305",Furnished,3,No,No,Yes,No,No,No,No,28. 03. 2022,386,734,126,335,170,198,327,"1,211",249,219,Excellent,48 m²,CZK 1,Cooperative,Brick building,,,B,,,,,,,,,,
403009,"CZK 9,000",50.0572998,14.5099162,"Jahodová, Prague - Záběhlice",Studio,"CZK 1,600",Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,260,661,137,560,303,944,224,434,"1,188",104,Excellent,27 m²,"CZK 10,600",Personal,Prefab concrete building,District heating,Bathroom unit,C,30 to 50 years years,Middle floor,Standard materials and solutions,,,,,,,
588123,"CZK 23,500",50.075306,14.41547,"Dittrichova, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 4,000",Furnished,,No,No,No,No,No,No,No,01. 03. 2022,117,263,234,291,45,337,175,523,739,462,Excellent,69 m²,"CZK 27,500",Cooperative,Brick building,Gas boiler,Interior,G,30 to 50 years years,Ground floor,Standard materials and solutions,,,,,,,
