Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Condition,Ownership,Age,Balcony,Parking,New-build,Terrace,Reconstruction,EPC,Designe,Cellar,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee
"CZK 16,500",CZK 0,730381,1 bedroom,10/1/2022,46 m²,Fully furnished,5,,266.48,680.57,341.5,362.64,201.55,370.26,247.51,544.13,680.05,142.75,Prague - Michle,50.04544,14.45215,"CZK 30,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 38,000","CZK 4,000",730311,3+1,8/22/2022,135 m²,Unfurnished,1,,245.95,829.21,271.92,437.76,294.35,431.58,604.69,77.33,429.89,205.19,Prague - Vinohrady,50.08084,14.44272,"CZK 60,000",Brick,,Very good,,,,,,,,C,,,,,,
"CZK 22,000","CZK 5,500",531774,2+kk,8/1/2022,57 m²,Fully furnished,2,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,"CZK 44,000",Brick,,Good,Personal,,,,,1.0,,,,,,,,
"CZK 16,500","CZK 4,500",443036,2+kk,10/1/2022,54 m²,Unfurnished,2,1.0,366.55,1891.02,174.93,1565.56,1164.21,652.38,915.51,1300.32,1003.83,7.27,"Pod Harfou, Prague - Vysočany",50.1033467,14.5114565,"CZK 20,000",Brick,,,Personal,10 to 30 years,1.0,1.0,,,Interior,C,Standard,,1.0,,,
"CZK 15,900","CZK 2,500",545224,Studio,9/1/2022,38 m²,Partly,4,1.0,109.24,1039.06,442.08,846.12,540.6,637.35,35.01,1310.4,767.89,296.17,Prague - Holešovice,50.11065,14.449746,"CZK 20,000",Brick,Central,New-build,Personal,Up to 10 years,,,1.0,,,B,Luxurious,,,,,
"CZK 45,000","CZK 5,000",729675,2 bedroom,9/1/2022,52 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,"CZK 50,000",Brick,,Very good,,,,,,1.0,,G,,,,,,
"CZK 14,990","CZK 2,245",730281,Studio,8/28/2022,32 m²,Unfurnished,4,1.0,94.95,1132.45,103.67,538.53,105.16,438.79,18.24,373.78,179.33,116.36,"Kovářská, Prague - Libeň",50.10573416666,14.49143999999,"CZK 17,235",Other,,New-build,Personal,,,,1.0,,,B,,,,,,"CZK 17,235"
"CZK 7,880",CZK 0,727583,4+kk,7/27/2022,75 m²,Partly,1,,420.52,1658.05,1076.45,1709.11,538.55,1279.92,1010.73,544.61,894.08,350.84,Prague - Modřany,50.00685,14.43654,"CZK 7,000",Prefab concrete,,Very good,,,,,,,,C,,1.0,,,1.0,
"CZK 17,000",CZK 0,646389,2+kk,9/1/2022,45 m²,Partly,3,1.0,229.05,428.91,317.53,743.48,407.24,177.07,644.95,176.06,563.33,55.22,"Heranova, Prague - Stodůlky",50.04552,14.312901,"CZK 25,000",Prefab concrete,,Very good,Personal,,,,,,,G,,,,,,
"CZK 20,000","CZK 6,000",729802,2 bedroom,8/15/2022,36 m²,Fully furnished,3,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,"CZK 8,000",Brick,,Good,,,,1.0,,,,B,,,,,,
"CZK 16,490","CZK 1,171",730250,2+kk,8/28/2022,44 m²,Partly,4,1.0,291.46,380.53,115.23,69.0,67.47,276.05,173.81,624.08,397.73,27.54,"Jaselská, Prague - Bubeneč",50.09875527777,14.40048833333,"CZK 17,661",Brick,,Good,Cooperative,,,,,,,G,,,,,,"CZK 17,661"
"CZK 19,000","CZK 1,500",730244,2+kk,10/1/2022,56 m²,Partly,5,1.0,224.14,656.8,214.71,257.03,52.44,140.05,289.35,427.62,159.48,537.34,Prague - Holešovice,50.10079,14.43043,"CZK 38,000",Brick,,Very good,,,1.0,1.0,,,,G,,1.0,,,,
"CZK 50,000","CZK 10,610",682234,5+kk,9/1/2022,162 m²,Partly,11,1.0,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,"CZK 50,000",Other,,New-build,Personal,,,,,1.0,,C,,1.0,1.0,,,
"CZK 12,000","CZK 4,000",730158,Small studio,9/1/2022,30 m²,Fully furnished,1,,181.77,836.05,177.05,232.05,126.91,511.38,440.05,285.41,538.27,134.66,Prague - Bubeneč,50.10302,14.40106,"CZK 15,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 14,900","CZK 3,000",657536,Studio,11/1/2022,39 m²,Partly,7,1.0,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,"CZK 30,000",Other,Central,New-build,Personal,Up to 10 years,1.0,,,1.0,,B,Luxurious,1.0,,,1.0,
"CZK 17,990","CZK 4,517",730240,3+kk,8/28/2022,55 m²,Fully furnished,4,1.0,260.07,811.21,109.09,802.45,407.57,827.12,901.91,419.98,366.49,369.83,"Vladycká, Prague - Hostivař",50.05422138888,14.52650805555,"CZK 22,507",Brick,,New-build,Personal,,1.0,1.0,1.0,,,C,,,1.0,,,"CZK 22,507"
"CZK 12,990","CZK 2,312",730236,Studio,8/29/2022,40 m²,Fully furnished,4,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,"CZK 15,302",Brick,,Very good,Personal,,,,,,,D,,,,,,"CZK 15,302"
"CZK 12,990","CZK 2,312",730237,Studio,8/29/2022,40 m²,Fully furnished,4,,401.67,411.64,243.31,840.09,193.77,176.83,359.85,359.85,318.49,196.9,"Na hroudě, Prague - Strašnice",50.069900512695,14.480400085449,"CZK 15,302",Brick,,Very good,Personal,,,,,,,D,,,,,,"CZK 15,302"
"CZK 11,000","CZK 3,000",730234,Studio,9/1/2022,40 m²,Partly,1,,65.34,218.79,100.4,434.15,28.29,425.13,214.32,91.05,807.08,865.26,Prague - Vinohrady,50.07124,14.43563,"CZK 28,000",Brick,,Good,,,,,,,,G,,,,,,
"CZK 12,000","CZK 2,000",583096,Small studio,8/20/2022,27 m²,Fully furnished,3,1.0,113.18,386.47,194.66,339.41,263.29,417.1,315.13,448.25,906.99,131.23,"Počernická, Prague - Malešice",50.080924,14.496629,"CZK 14,000",Prefab concrete,,Very good,Personal,,,,,,,B,,1.0,,,,
"CZK 17,000","CZK 6,500",730057,3+1,8/16/2022,108 m²,Unfurnished,1,,138.59,325.23,586.63,2399.76,302.01,1385.97,1143.24,1676.91,1317.12,360.11,Prague - Libuš,50.01141,14.45905,"CZK 17,000",Brick,,Good,,,,,,,,G,,,,1.0,,
"CZK 16,900","CZK 3,000",730217,2+kk,10/1/2022,46 m²,Partly,1,1.0,229.79,293.08,77.08,237.88,34.66,198.17,64.92,281.76,68.07,564.67,Prague - Žižkov,50.08538,14.44998,"CZK 30,000",Other,,Very good,,,,,,,,C,,,,,,
"CZK 10,000",CZK 0,729631,Small studio,8/31/2022,26 m²,Fully furnished,3,1.0,137.3,643.4,595.04,2614.11,519.43,871.16,518.14,518.14,131.53,491.64,Prague - Kbely,50.13535,14.54158,"CZK 20,000",Brick,,New-build,,,,,1.0,,,C,,,1.0,,,
"CZK 30,000","CZK 5,000",730208,3+kk,8/17/2022,88 m²,Fully furnished,4,1.0,617.6,1263.84,484.11,2402.58,455.18,2080.47,784.66,1309.64,1735.19,224.38,Prague - Dolní Chabry,50.13929,14.4453,"CZK 50,000",Low-energy,,New-build,,,,1.0,1.0,1.0,,G,,1.0,1.0,,,
"CZK 18,000","CZK 3,000",730204,2+kk,8/17/2022,43 m²,Fully furnished,6,1.0,429.21,1235.37,367.37,873.84,266.53,904.62,412.98,488.52,959.42,224.87,Prague - Karlín,50.09537,14.4672,"CZK 20,000",Prefab concrete,,Very good,,,,,,,,E,,1.0,,1.0,1.0,
"CZK 24,000","CZK 3,000",730205,3+1,8/17/2022,76 m²,Partly,1,1.0,395.99,509.43,163.26,504.86,440.33,508.9,453.56,279.74,995.17,176.46,Prague - Hlubočepy,50.03685,14.37189,"CZK 24,000",Prefab concrete,,Very good,,,1.0,,,,,G,,,,,,
"CZK 12,000","CZK 3,000",320811,1 bedroom,10/1/2022,40 m²,Fully furnished,2,,46.46,410.4,413.35,2912.61,234.75,528.18,470.99,1222.1,885.46,315.84,"Jizerská, Prague - Čakovice",50.1499895,14.5253636,"CZK 15,000",Brick,Central,,Personal,Up to 10 years,,1.0,,1.0,,,Standard,,,,,
"CZK 19,500","CZK 4,000",593841,2+kk,9/1/2022,56 m²,Partly,3,1.0,262.67,736.25,283.72,756.23,562.34,942.85,698.71,478.02,754.83,151.91,"Univerzitní, Prague - Malešice",50.086497,14.503346,"CZK 20,000",Brick,Distance,New-build,Personal,Up to 10 years,1.0,1.0,1.0,,,G,Standard,,1.0,,,
"CZK 23,000","CZK 4,000",730199,2+kk,8/17/2022,43 m²,Fully furnished,1,1.0,357.59,1747.78,1125.9,1506.46,596.44,846.28,429.19,909.76,445.41,393.7,Prague - Motol,50.07465,14.35863,"CZK 27,000",Brick,Central,Very good,,Up to 10 years,1.0,1.0,,,Complete,G,Luxurious,,,,,
"CZK 22,000","CZK 4,000",197779,2+kk,9/1/2022,60 m²,Fully furnished,5,1.0,195.44,463.66,233.63,209.44,268.34,316.67,397.32,439.16,752.79,118.29,"Pod Kavalírkou, Prague - Košíře",50.069057434,14.3726345429,"CZK 26,000",Low-energy,Central,Very good,Personal,Up to 10 years,1.0,,,,,,Luxurious,1.0,,,,
"CZK 4,500","CZK 2,500",547762,4+1,8/17/2022,10 m²,,4,1.0,343.53,1075.45,138.13,909.28,382.08,380.0,744.17,1267.9,614.52,46.73,"Hrdličkova, Prague - Chodov",50.0363218,14.4851105,"CZK 7,000",Prefab concrete,Central,,Personal,,1.0,,,,,,,,,,1.0,
"CZK 21,000","CZK 3,000",730149,2+kk,9/1/2022,45 m²,Partly,5,1.0,306.88,153.0,186.74,193.61,149.85,433.62,372.85,468.9,989.51,228.08,Prague - Vinohrady,50.07826,14.45382,"CZK 24,000",Brick,,Very good,,,,,,1.0,,C,,1.0,,,,
"CZK 31,000","CZK 6,000",628613,3+1,9/1/2022,89 m²,Fully furnished,1,1.0,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,"CZK 31,000",Brick,Electric boiler,Very good,Personal,30 - 50 years,,,,,Complete,G,Standard,,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",Brick,Central,New-build,Personal,Up to 10 years,1.0,,1.0,,,B,Luxurious,,,,,
"CZK 46,000","CZK 10,000",607655,4+1,1/15/2022,145 m²,Fully furnished,1,1.0,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,"CZK 92,000",Brick,,Very good,Personal,,1.0,,,,,G,,,,,,
"CZK 20,990","CZK 4,649",730097,3+kk,8/27/2022,70 m²,Partly,4,,18.89,637.86,620.35,1804.84,624.01,576.78,115.89,801.14,901.7,732.61,"Vlastina, Prague - Liboc",50.09144722222,14.31673388888,"CZK 25,639",Prefab concrete,,Very good,Personal,,1.0,,,,,G,,1.0,,,,"CZK 25,639"
"CZK 6,000","CZK 3,000",661029,Small studio,5/3/2021,20 m²,Fully furnished,3,1.0,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,"CZK 9,000",Other,Distance,Very good,,,,,,,,D,Standard,,,,,
"CZK 18,499","CZK 2,900",730088,1 bedroom,9/5/2022,42 m²,Fully furnished,2,1.0,340.95,897.63,209.45,320.71,161.41,757.28,575.98,605.27,662.58,647.43,Prague - Žižkov,50.08608,14.44166,CZK 0,Brick,,Very good,Personal,,,,,,Complete,G,,,,,,
"CZK 26,500","CZK 3,000",724897,3+1,8/11/2022,99 m²,Partly,2,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,"CZK 60,000",Brick,,Good,,,1.0,1.0,,,,G,,1.0,,,,
"CZK 28,000","CZK 3,904",729808,4+1,8/14/2022,90 m²,Partly,1,1.0,372.64,553.15,87.51,772.99,216.28,446.53,178.69,794.53,458.59,198.12,Prague - Chodov,50.03011,14.48337,"CZK 28,000",Prefab concrete,Central,Good,,,,,,,,G,,1.0,,1.0,,
"CZK 16,500","CZK 3,000",729907,2 bedroom,9/12/2022,53 m²,Partly,6,1.0,154.59,121.63,210.28,406.06,427.2,165.42,331.31,69.33,839.62,83.63,Prague - Veleslavín,50.09015,14.34795,"CZK 25,000",Prefab concrete,Distance,Very good,Personal,,,,,,Complete,C,Standard,,,1.0,,
"CZK 10,500","CZK 1,000",414688,2+kk,9/10/2022,38 m²,Fully furnished,4,,118.09,371.62,7.97,75.43,20.86,115.04,321.87,702.68,523.32,460.15,"Nuselská, Prague - Nusle",50.0635878,14.4426882,"CZK 12,000",Brick,Central,,Personal,Up to 10 years,,,,,,C,,,,,,
"CZK 18,500","CZK 3,296",730004,2+kk,11/1/2022,56 m²,Fully furnished,3,1.0,154.0,292.25,263.42,401.63,213.4,265.17,710.68,813.9,917.59,101.49,Prague - Uhříněves,50.02973,14.59703,"CZK 30,000",Brick,,New-build,,,1.0,,1.0,,,B,,1.0,,,,
"CZK 13,600","CZK 2,890",415651,1 bedroom,9/1/2022,45 m²,Partly,1,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 27,200",Brick,,Very good,Other,,,,,,Complete,D,Standard,,,,,
"CZK 18,500","CZK 3,500",568046,2+kk,8/1/2019,50 m²,Partly,2,,115.31,41.79,81.3,214.82,175.84,170.31,293.77,664.87,602.76,201.56,"Vodárenská, Prague - Podolí",50.0585362,14.4205989,"CZK 50,000",Brick,,,Personal,,,,,,,,,,,,,
"CZK 17,000","CZK 3,253",730003,3+kk,8/15/2022,48 m²,Partly,13,1.0,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,"CZK 34,000",Prefab concrete,,Very good,,,,1.0,,,,C,,1.0,,,1.0,
"CZK 15,500","CZK 3,000",660950,Studio,10/1/2022,37 m²,Fully furnished,1,1.0,58.78,415.44,123.63,280.09,0.14,348.3,97.19,129.32,470.2,310.79,"Soukenická, Prague - Nové Město",50.09157,14.43123,"CZK 30,000",Brick,Distance,Very good,Personal,,,1.0,,,Interior,D,Standard,1.0,,,,
"CZK 20,000","CZK 3,000",729985,2+kk,9/1/2022,66 m²,Partly,2,1.0,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,"CZK 40,000",Other,,New-build,,,,,1.0,,,G,,,1.0,,1.0,
"CZK 21,000","CZK 4,000",729997,3+kk,8/31/2022,84 m²,Partly,10,,260.8,329.52,209.48,127.19,366.26,427.71,303.69,423.48,487.81,373.54,Prague - Háje,50.0303,14.53306,"CZK 21,000",Prefab concrete,,Very good,,,,,,,,G,,,,,1.0,
"CZK 17,000","CZK 5,500",666580,3+1,9/1/2022,70 m²,Partly,4,,223.93,440.21,127.34,594.23,354.73,535.09,506.22,227.2,639.45,171.86,"Vrátkovská, Prague - Strašnice",50.07767,14.49751,"CZK 22,500",Prefab concrete,,Good,Cooperative,,,,,,,D,,,,,1.0,
"CZK 25,000","CZK 5,000",672188,4+kk,10/1/2022,75 m²,Partly,6,1.0,347.99,1372.18,309.17,1447.54,319.26,1437.07,229.32,179.55,810.33,112.39,"Pertoldova, Prague - Modřany",50.00133,14.43075,"CZK 30,000",Prefab concrete,,Very good,Personal,,,1.0,,,,G,,1.0,,,1.0,
"CZK 8,000",CZK 600,729995,Other,8/15/2022,20 m²,Partly,,,88.55,218.51,87.34,265.33,101.22,363.34,431.17,555.65,409.01,250.43,Prague - Vršovice,50.067,14.4571,"CZK 7,999",Brick,Electric boiler,Good,,,,,,,,G,,,,,,
"CZK 40,000","CZK 7,000",726083,2 bedroom,7/17/2022,75 m²,Fully furnished,4,,175.91,451.22,76.55,200.12,61.87,336.74,535.56,596.58,855.68,467.15,Prague - Nové Město,50.07405,14.4145,"CZK 80,000",Brick,,Very good,,,,,,,Complete,E,Luxurious,,,,,
"CZK 17,000","CZK 4,000",697632,2 bedroom,9/1/2022,50 m²,Partly,2,1.0,202.75,626.69,131.47,235.42,366.83,797.87,96.63,608.21,504.06,68.68,"náměstí Na Balabence, Prague - Libeň",50.10566,14.48235,"CZK 20,000",Brick,Electric boiler,Very good,Personal,,,,,,Complete,G,Standard,1.0,,,1.0,
"CZK 17,900","CZK 3,000",255108,2+kk,10/1/2022,55 m²,Partly,2,1.0,232.03,881.46,24.72,712.58,417.16,837.22,211.45,2077.16,1086.46,149.0,"Sazovická, Prague - Zličín",50.0577682148,14.2825120987,"CZK 35,800",Brick,Central,New-build,Personal,Up to 10 years,,1.0,1.0,,,,Luxurious,1.0,1.0,,1.0,
"CZK 14,000","CZK 2,880",729823,1 bedroom,8/14/2022,32 m²,Partly,1,,1183.93,1684.93,1612.87,2153.03,1884.46,1989.34,1758.52,1694.5,1317.94,184.88,Prague - Malá Chuchle,50.02254,14.3885,"CZK 28,000",Brick,,Very good,,,,1.0,,1.0,,G,,,,,,
"CZK 25,000","CZK 3,000",729476,3+kk,8/11/2022,69 m²,Partly,8,1.0,41.41,357.85,168.15,189.94,112.9,141.5,627.05,443.81,695.08,98.67,Prague - Žižkov,50.0786,14.46037,"CZK 25,000",Low-energy,,Very good,,,,,,,,B,,1.0,,1.0,,
"CZK 14,000","CZK 3,500",685886,2+kk,10/1/2022,45 m²,Partly,6,,197.45,440.22,120.51,932.98,220.12,436.92,166.15,398.05,246.08,109.28,"Borovanského, Prague - Stodůlky",50.03862,14.34002,"CZK 20,000",Prefab concrete,,Very good,Cooperative,,,,,,,G,,1.0,,,,
"CZK 13,500","CZK 1,000",729961,1 bedroom,9/1/2022,28 m²,Partly,4,,131.52,150.96,141.36,93.73,15.42,210.61,143.91,438.79,121.75,419.4,Prague - Vršovice,50.06817,14.45449,"CZK 15,000",Brick,,Good,,,,,,,,G,,1.0,,1.0,,
"CZK 28,000","CZK 1,860",632286,2 bedroom,11/13/2020,99 m²,Partly,2,,478.8,591.92,370.65,828.73,398.29,798.26,428.22,378.25,620.85,677.83,"Perucká, Prague - Vinohrady",50.068862,14.438625,"CZK 35,000",Brick,,Good,Personal,Over 50 years,,1.0,,,,G,Standard,,,,,
"CZK 18,000","CZK 4,000",422289,3+kk,9/1/2022,62 m²,Partly,1,,349.4,572.95,463.03,504.55,608.98,829.85,376.29,223.35,863.97,146.24,"Borošova, Prague - Háje",50.0303216,14.5380942,"CZK 25,000",Prefab concrete,Central,Very good,Cooperative,,,,,,Interior,,Standard,,,,1.0,
"CZK 16,240","CZK 4,760",598253,3+kk,9/1/2022,62 m²,Fully furnished,2,,43.9,1481.21,321.11,1214.55,271.5,1639.89,581.9,182.8,842.09,733.21,"Jeremenkova, Prague - Podolí",50.045654,14.419161,"CZK 21,000",Brick,,Good,Cooperative,,1.0,,,,,E,,1.0,,,,
"CZK 12,900","CZK 5,100",711589,Studio,9/15/2022,40 m²,Fully furnished,1,1.0,438.88,940.13,77.75,747.77,397.2,513.24,157.25,742.38,1542.92,450.79,"Schwarzenberská, Prague - Jinonice",50.05468,14.35292,"CZK 18,000",Brick,Electric boiler,Good,Personal,10 to 30 years,1.0,,,,,G,Standard,,,,,
"CZK 25,500","CZK 4,200",656580,3+kk,10/15/2022,79 m²,Partly,3,1.0,165.26,428.49,81.56,324.24,167.43,267.04,108.89,330.95,485.95,263.54,Prague - Žižkov,50.0827042,14.455385,"CZK 51,000",Brick,,Very good,Personal,,,,,,,G,,1.0,,,,
"CZK 12,000","CZK 3,000",666043,Studio,9/1/2022,29 m²,Partly,8,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 23,000",Prefab concrete,Electric boiler,Very good,Personal,,,1.0,,,Bathroom unit,D,Standard,,,,,
"CZK 18,000","CZK 1,300",718466,2+kk,8/15/2022,56 m²,Fully furnished,5,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,"CZK 15,000",Brick,Distance,Very good,Personal,Up to 10 years,,,,,,G,Standard,,,,1.0,
"CZK 14,000",CZK 600,538941,Studio,9/1/2022,32 m²,Partly,5,,172.71,932.23,143.93,381.62,49.0,314.45,235.06,275.0,282.85,68.91,Prague - Nové Město,50.0684511,14.4165468,"CZK 14,000",Brick,Electric boiler,,Personal,,,,,,Complete,,,,,,,
"CZK 17,000","CZK 4,000",713312,2+kk,9/1/2022,65 m²,Partly,2,,320.54,804.25,643.24,6158.2,842.45,668.33,418.35,358.48,633.23,430.5,"Moravanská, Prague - Vinoř",50.1484241,14.58219925,"CZK 21,000",Brick,Electric boiler,Very good,Personal,Up to 10 years,,1.0,,,Complete,B,Luxurious,,,,,
"CZK 12,500","CZK 1,500",729925,Studio,10/1/2022,22 m²,Partly,5,,121.93,541.11,118.49,181.69,179.17,561.9,303.13,231.52,434.09,517.31,Prague - Žižkov,50.08574,14.44495,"CZK 20,000",Other,,Very good,,,1.0,,,,,C,,,,,,
"CZK 15,000","CZK 3,600",488212,Other,10/1/2022,50 m²,Fully furnished,1,,70.79,525.09,35.11,155.92,83.28,67.83,136.08,296.99,57.09,406.71,Prague - Holešovice,50.0992805,14.4298792,"CZK 15,000",Brick,Other,,Personal,,,,,,,B,,1.0,,,,
"CZK 17,500","CZK 4,000",729918,Small studio,9/1/2022,46 m²,Partly,4,1.0,429.47,593.72,439.47,420.44,320.34,450.26,320.19,168.85,825.59,243.46,Prague - Vokovice,50.09832,14.35548,"CZK 17,500",Low-energy,,Very good,,,,,,,,B,,1.0,1.0,,,
"CZK 21,900","CZK 3,783",728853,2+kk,10/1/2022,65 m²,Fully furnished,9,1.0,187.61,796.91,219.72,789.56,413.49,693.0,349.3,774.1,429.2,512.14,Prague - Kamýk,50.01897,14.43788,"CZK 40,000",Brick,,New-build,,,,1.0,,1.0,,G,,,,,,
"CZK 21,000","CZK 3,000",703730,2+kk,9/1/2022,47 m²,Fully furnished,5,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,"CZK 21,000",Brick,Central,Very good,Cooperative,10 to 30 years,1.0,,,,Complete,C,Standard,1.0,,,,
"CZK 22,200","CZK 3,800",657252,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,"CZK 26,000",Brick,,Very good,Cooperative,,,,,,,G,,1.0,,,,
"CZK 13,600",CZK 700,729856,2 bedroom,8/14/2022,54 m²,Unfurnished,,,40.93,198.52,62.04,554.48,113.39,283.91,131.16,351.89,510.24,156.24,Prague - Smíchov,50.067,14.3991,"CZK 14,300",Brick,,Good,,,,,,,,E,,,,1.0,,
"CZK 8,500",CZK 500,491568,3+kk,8/22/2022,12 m²,Fully furnished,10,1.0,64.8,576.84,139.85,1549.89,337.01,577.64,489.17,495.03,331.36,261.09,Prague - Chodov,50.036257,14.508483,"CZK 3,000",Prefab concrete,Central,Good,Other,,,,,,,,,,,,,
"CZK 21,000","CZK 6,000",729790,3+kk,8/14/2022,70 m²,Unfurnished,5,1.0,180.86,791.15,144.81,333.58,152.3,335.74,327.57,155.24,1693.35,211.14,Prague - Stodůlky,50.04967,14.35043,"CZK 30,000",Prefab concrete,Central,Very good,,,1.0,1.0,,,,G,,1.0,,,,
"CZK 11,000","CZK 2,000",539202,Studio,9/1/2022,40 m²,Partly,3,,106.7,1582.57,758.41,966.99,749.35,746.68,500.95,640.15,2235.11,368.11,"Ve žlíbku, Prague - Horní Počernice",50.1089946,14.6244569,"CZK 11,000",Brick,Electric boiler,Very good,Personal,,,,,,,B,,,,,,
"CZK 17,000","CZK 5,400",588609,3+1,9/1/2022,82 m²,Partly,2,,106.81,1582.69,758.53,967.11,749.47,746.79,501.07,640.27,2235.23,368.23,"Ve žlíbku, Prague - Horní Počernice",50.108993,14.624449,"CZK 17,000",Brick,Gas boiler,Very good,Personal,,1.0,,,,,B,,,,,,
"CZK 26,500","CZK 3,500",548160,2 bedroom,8/15/2022,110 m²,Fully furnished,4,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,"CZK 30,000",Brick,Gas boiler,Very good,Personal,Up to 10 years,1.0,1.0,,,Complete,,Luxurious,1.0,,,1.0,
"CZK 11,000","CZK 4,000",729801,Studio,10/1/2022,27 m²,Partly,4,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,"CZK 11,000",Brick,,New-build,,,1.0,,1.0,,,A,,1.0,,,,
"CZK 12,000","CZK 4,000",650717,Small studio,10/1/2022,30 m²,Partly,6,1.0,349.58,234.04,223.77,218.5,52.59,230.0,887.25,767.38,602.37,191.58,"Kamelova, Prague - Záběhlice",50.053693,14.51509,"CZK 16,000",Brick,Distance,Very good,Personal,Up to 10 years,,,1.0,1.0,,B,Standard,,,,,
"CZK 15,900","CZK 2,800",728521,Studio,8/3/2022,40 m²,Partly,2,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,"CZK 25,000",Brick,Electric boiler,New-build,,,,1.0,1.0,1.0,,A,,,,,,
"CZK 13,500","CZK 2,500",451453,4+kk,11/1/2022,25 m²,Fully furnished,1,1.0,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,CZK 0,Brick,,,Personal,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",729191,2+kk,8/9/2022,51 m²,Unfurnished,1,1.0,237.87,955.04,102.87,880.14,539.59,387.45,454.6,331.19,1070.89,122.94,Prague - Střížkov,50.12962,14.4931,"CZK 32,000",Brick,,New-build,,,,,,,,C,,,,,1.0,
"CZK 17,900",CZK 0,594058,2+kk,8/9/2022,46 m²,Partly,2,,257.54,337.71,751.77,963.98,478.77,823.83,405.65,1042.81,2237.1,283.15,"K Rovinám, Prague - Jinonice",50.052495,14.365057,"CZK 17,900",Prefab concrete,Central,Very good,Personal,,,,,,Complete,B,Standard,,,,,
"CZK 13,999","CZK 5,000",284845,3+1,,75 m²,Fully furnished,,,147.22,108.13,162.83,574.38,244.0,78.72,238.0,837.51,1013.85,448.35,"Lipí, Prague - Horní Počernice",50.1148176,14.6115998,"CZK 30,000",Brick,,,Personal,,,,,,,,,,,,,
