Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Balcony,Lift,Terrace,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Domácí mazlíčci vítáni,Parking,Ownership,Reconstruction,Age,Designe,Enclosed balcony,Heating,New-build,Garage,Administrative fee,Plot type
"CZK 13,000","CZK 4,500",729305,2+kk,9/1/2022,41 m²,Partly,3,1.0,1.0,,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,"CZK 26,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 16,900","CZK 3,500",583541,2+kk,11/1/2022,60 m²,Fully furnished,2,1.0,,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,"CZK 20,000",A,New-build,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Standard,1.0,Gas boiler,,1.0,,
"CZK 17,000","CZK 5,500",729288,2 bedroom,8/9/2022,51 m²,Partly,3,,1.0,,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,"CZK 34,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 29,500","CZK 6,000",667774,3+kk,9/15/2022,80 m²,Fully furnished,4,,1.0,,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,"CZK 60,000",G,Very good,Brick,1.0,,,Personal,Complete,,,,,,,,
"CZK 19,308","CZK 3,000",729276,2+kk,9/12/2022,67 m²,Fully furnished,3,1.0,1.0,,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 40,000",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 17,000","CZK 2,410",571042,2+kk,8/1/2022,46 m²,Partly,3,,1.0,,115.04,910.67,58.66,835.25,34.01,372.09,301.04,269.97,102.07,144.7,"Bělohorská, Prague - Břevnov",50.0850112,14.3789362,"CZK 34,000",,,Brick,,,1.0,Personal,Complete,,,,,,,,
"CZK 18,000","CZK 5,000",728153,Studio,8/1/2022,23 m²,Fully furnished,,,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,"CZK 46,000",G,Very good,Brick,,,1.0,,,Up to 10 years,Standard,,,,,,
"CZK 21,500","CZK 4,200",621022,2+kk,9/1/2020,68 m²,Partly,4,1.0,1.0,,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,"CZK 30,000",D,Very good,Brick,,,,Personal,,10 to 30 years,Standard,,Distance,,1.0,,
"CZK 12,500","CZK 2,600",681431,Studio,8/10/2022,32 m²,Fully furnished,2,,1.0,,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,"CZK 20,000",G,Very good,Prefab concrete,1.0,,1.0,Personal,,,,,,,,,
"CZK 8,000",CZK 0,83969,3+1,9/1/2022,80 m²,Fully furnished,5,,1.0,,216.28,288.05,286.73,258.61,205.43,266.44,287.95,507.27,616.75,205.9,"Brdičkova, Prague - Stodůlky",50.0435032,14.3300848,"CZK 8,000",A,,Prefab concrete,,,1.0,Personal,,,,,,,,,
"CZK 20,000",CZK 1,729242,2 bedroom,8/9/2022,65 m²,Unfurnished,3,,,,41.06,683.12,60.19,451.26,68.46,458.12,263.36,133.96,373.0,291.83,Prague - Vršovice,50.0704,14.46059,"CZK 40,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 17,000","CZK 7,000",729238,4+kk,8/15/2022,103 m²,Partly,1,,,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,"CZK 34,000",G,Very good,Other,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",728741,Studio,8/25/2022,48 m²,Unfurnished,2,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",728742,Studio,8/25/2022,42 m²,Unfurnished,2,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,,Complete,,,,,,,,
"CZK 40,000","CZK 10,000",728751,2+kk,8/25/2022,74 m²,Unfurnished,3,,,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,G,Very good,Other,,,,,Complete,,,,,,,,
"CZK 23,000","CZK 4,000",546603,4+kk,10/1/2022,94 m²,Unfurnished,2,,,,252.64,1786.07,339.48,1343.33,121.57,664.57,874.09,517.53,121.91,140.28,Prague - Letňany,50.1444167,14.5069968,"CZK 30,000",B,Very good,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,,,Electric boiler,,,,
"CZK 24,000","CZK 4,000",729219,2+kk,10/1/2022,62 m²,Fully furnished,8,1.0,1.0,,174.3,970.54,39.31,895.64,476.02,323.89,470.1,346.69,1007.32,78.8,Prague - Střížkov,50.12917,14.49331,"CZK 48,000",B,New-build,Brick,,,1.0,Personal,,Up to 10 years,Luxurious,,Central,1.0,1.0,,
"CZK 25,000","CZK 3,000",729220,2+kk,8/9/2022,50 m²,Unfurnished,2,,1.0,,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",729217,2+kk,8/9/2022,50 m²,Unfurnished,2,,1.0,,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 11,500","CZK 3,100",729209,Studio,8/22/2022,23 m²,Partly,3,,,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,"CZK 23,000",G,New-build,Low-energy,1.0,,,,,,,,,,,,
"CZK 30,000","CZK 5,967",729202,3+kk,10/1/2022,84 m²,Partly,6,1.0,1.0,,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,"CZK 55,000",C,New-build,Brick,,,1.0,,,,,,,1.0,1.0,,
"CZK 12,500","CZK 5,500",535787,2+kk,9/1/2022,45 m²,Partly,4,,1.0,,400.69,581.2,115.56,801.04,107.93,474.58,190.59,822.58,484.6,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,"CZK 20,000",,,Prefab concrete,,,,Personal,Complete,,,,,,,,
"CZK 20,000",CZK 850,413470,2 bedroom,9/1/2022,71 m²,Partly,4,,,,248.94,735.12,54.07,227.84,66.68,310.21,357.9,95.57,411.28,380.53,"Trojická, Prague - Nové Město",50.0705526,14.4159105,"CZK 25,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 26,000","CZK 4,000",726412,3+kk,9/1/2022,55 m²,Partly,1,1.0,,,110.56,129.83,135.71,231.47,30.61,425.17,229.3,557.24,377.32,204.43,"Újezd, Prague - Malá Strana",50.08327825,14.4041547,"CZK 26,000",G,Very good,Brick,1.0,,,Personal,,,,,,,,,
"CZK 18,500","CZK 3,500",265593,2+kk,10/1/2022,66 m²,Fully furnished,9,1.0,1.0,,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,CZK 0,,,Brick,,,,Personal,,,,,,1.0,,,
"CZK 6,000","CZK 1,000",692180,3+1,9/2/2022,65 m²,Fully furnished,1,1.0,1.0,,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,"CZK 5,000",G,Very good,Prefab concrete,,,,Other,,,Standard,,,,,,
"CZK 17,000","CZK 5,000",729141,2 bedroom,8/8/2022,52 m²,Unfurnished,3,1.0,,,127.28,2111.35,245.44,2086.26,713.84,1446.1,1054.89,704.11,703.85,213.33,Prague - Ruzyně,50.07659,14.32312,"CZK 34,000",G,New-build,Brick,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",566615,2+kk,8/20/2022,50 m²,Fully furnished,2,,,,114.2,1322.09,241.11,1249.22,163.52,612.28,492.74,471.65,593.19,408.08,"V Zahradách, Prague - Libeň",50.1153277,14.4734875,"CZK 17,000",D,,Brick,,,,Cooperative,Complete,,,,Electric boiler,,,,
"CZK 11,000","CZK 4,000",729112,Studio,8/8/2022,30 m²,Partly,3,1.0,1.0,,342.78,726.85,790.48,1771.92,162.54,1113.67,1404.44,1181.38,1220.0,810.76,Prague - Lhotka,50.01785,14.45167,"CZK 15,000",G,New-build,Brick,1.0,,1.0,,,,,,,1.0,,,
"CZK 16,500","CZK 1,000",517734,Studio,8/8/2022,26 m²,Fully furnished,5,1.0,,1.0,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,"CZK 17,500",C,Very good,Other,1.0,,1.0,Personal,Complete,Up to 10 years,Standard,,Distance,,,,
"CZK 12,000","CZK 4,700",726861,Studio,7/21/2022,24 m²,Fully furnished,5,,1.0,,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,"CZK 12,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 14,000","CZK 4,700",726862,Studio,7/21/2022,26 m²,Fully furnished,4,,1.0,,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,"CZK 14,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 19,500","CZK 3,958",207886,3+1,8/8/2022,85 m²,Partly,3,,1.0,,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,"CZK 19,500",,Very good,Brick,,,,Personal,,Over 50 years,Standard,,Gas boiler,,,,
"CZK 15,000","CZK 6,000",729098,3+kk,8/8/2022,62 m²,Partly,4,,,,350.63,315.52,225.33,282.69,231.57,180.87,243.18,561.85,1121.23,213.69,Prague - Vokovice,50.09591,14.35742,"CZK 20,000",G,Good,Prefab concrete,1.0,,,,,,,1.0,,,,,
"CZK 11,000","CZK 2,000",360488,1 bedroom,8/15/2022,25 m²,Partly,-1,,,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,CZK 0,,,Brick,,,,Personal,Interior,Over 50 years,Standard,,Gas boiler,,,,
"CZK 17,000","CZK 4,000",691082,2+kk,8/10/2022,46 m²,Unfurnished,-1,,,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,"CZK 17,000",,Very good,Brick,,,,Personal,,,Standard,,,,,,
"CZK 16,500","CZK 5,000",729039,2+kk,8/8/2022,42 m²,Fully furnished,6,,1.0,,367.59,398.07,131.61,483.36,175.47,197.64,772.54,273.87,330.6,286.39,Prague - Chodov,50.02777,14.4907,"CZK 33,000",G,Very good,Prefab concrete,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",593117,Studio,8/15/2022,36 m²,Partly,4,1.0,,1.0,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,"CZK 16,000",G,Very good,Brick,,,,Personal,,,Standard,,Central,,,,
"CZK 21,000","CZK 3,814",729020,3+kk,9/1/2022,75 m²,Partly,7,,1.0,,149.88,334.44,154.17,283.95,84.86,236.79,585.99,392.19,849.51,203.28,Prague - Uhříněves,50.03223,14.59649,"CZK 42,000",E,Very good,Prefab concrete,1.0,,1.0,,,,,1.0,,,,,
"CZK 22,000","CZK 4,500",728893,Studio,9/12/2022,39 m²,Partly,5,,1.0,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,"CZK 50,000",B,New-build,Low-energy,1.0,,1.0,,,,,1.0,,1.0,1.0,,
"CZK 28,500","CZK 8,500",728777,4+kk,9/1/2022,100 m²,Fully furnished,2,,,1.0,523.64,1041.55,985.72,994.09,516.32,962.69,700.79,733.64,1715.41,552.46,Prague - Suchdol,50.14274,14.37986,"CZK 50,000",G,Very good,Brick,,,1.0,Personal,,10 to 30 years,Standard,,,,,,
"CZK 26,000","CZK 4,000",725142,3+kk,8/15/2022,70 m²,Partly,3,1.0,1.0,,102.6,979.52,389.37,632.25,469.04,711.41,316.23,477.86,771.51,402.85,Prague - Háje,50.02635,14.53098,"CZK 60,000",B,New-build,Brick,1.0,,1.0,Personal,,,,,,1.0,1.0,,
"CZK 11,000","CZK 3,000",625238,Studio,9/8/2020,32 m²,,3,,1.0,1.0,12.31,1552.19,580.67,2461.31,917.78,1288.61,1485.66,1485.66,1099.05,1002.83,Prague - Kbely,50.131721,14.537994,"CZK 15,000",A,New-build,Brick,,,,Personal,,,,,,,1.0,,
"CZK 19,800","CZK 5,200",728975,3+1,8/7/2022,78 m²,Unfurnished,4,1.0,,,341.07,1215.26,262.18,1608.48,228.97,524.24,559.27,423.8,470.78,210.67,Prague - Háje,50.03828,14.51238,"CZK 30,000",B,Very good,Prefab concrete,,,,,,,,,,,,,
"CZK 17,300","CZK 7,200",728963,3+kk,11/5/2022,70 m²,Partly,5,,1.0,,65.38,333.35,346.81,1573.13,338.86,236.46,658.18,455.1,460.18,237.84,Prague - Hostivař,50.04843,14.54548,"CZK 34,600",G,Very good,Prefab concrete,1.0,,,,,,,1.0,,,,,
"CZK 11,000","CZK 2,000",526598,Studio,9/1/2022,25 m²,Partly,3,,,,219.46,674.72,268.44,1311.06,859.96,597.04,379.44,72.18,1076.56,233.39,"Generála Janouška, Prague - Černý Most",50.1039246,14.5656797,"CZK 13,000",,,Prefab concrete,,,,Personal,,,,,,,,,
"CZK 8,150",CZK 0,728950,3+1,9/1/2022,100 m²,Partly,1,,,1.0,220.5,1099.18,116.17,821.44,240.44,688.53,1001.61,367.76,806.11,349.25,Prague - Smíchov,50.06345,14.39013,"CZK 8,150",C,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 18,000","CZK 4,000",727161,Studio,9/1/2022,44 m²,Fully furnished,4,,1.0,,145.74,122.09,199.62,338.5,304.59,445.73,360.63,454.11,826.39,399.99,Prague - Košíře,50.0696,14.37593,"CZK 40,000",C,New-build,Brick,,,,,Complete,,Luxurious,,Central,1.0,,,
"CZK 18,500","CZK 2,500",527389,Studio,9/1/2022,52 m²,Partly,5,,1.0,,195.63,362.93,68.48,331.81,20.63,280.66,278.47,412.31,653.28,297.93,Prague - Žižkov,50.0826385,14.4533897,"CZK 30,000",,,Brick,1.0,,,Personal,,,,,,,,,
"CZK 17,829","CZK 2,000",728348,2+kk,8/2/2022,42 m²,Fully furnished,8,,1.0,,66.96,672.24,233.95,511.93,198.85,128.91,217.4,629.67,272.59,147.55,Prague - Letňany,50.13562,14.50983,"CZK 40,000",C,Good,Prefab concrete,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",683563,2 bedroom,11/1/2021,53 m²,Partly,2,,1.0,,139.82,553.25,209.82,678.79,82.79,187.02,660.66,499.46,626.16,338.08,"V Olšinách, Prague - Vršovice",50.07135,14.48404,"CZK 22,000",B,Very good,Brick,1.0,,1.0,Cooperative,,,,,,,1.0,,
"CZK 12,000","CZK 6,000",532676,3+1,9/1/2022,60 m²,Partly,1,,,,188.33,796.67,258.26,459.72,365.28,352.49,138.04,420.78,527.32,108.18,"Nepomucká, Prague - Košíře",50.0690773,14.3651686,"CZK 30,000",,,Prefab concrete,,,,,,,,1.0,,,,,
"CZK 13,000","CZK 2,000",691264,Studio,5/15/2022,30 m²,Partly,2,1.0,1.0,,435.47,1340.21,676.51,1321.76,889.71,685.89,1271.32,1316.26,844.72,268.93,"Nepelova, Prague - Hloubětín",50.10614,14.5219,"CZK 15,000",G,New-build,Brick,,,,Personal,,,,,,,,,
"CZK 14,500","CZK 2,556",634373,Studio,8/14/2022,32 m²,Fully furnished,3,1.0,1.0,,146.95,1516.04,82.45,1034.06,184.59,543.01,271.56,795.82,561.32,143.76,"Braunerova, Prague - Libeň",50.113187,14.475355,"CZK 14,000",C,Very good,Brick,,,1.0,Personal,,,,,Central,1.0,,,
"CZK 32,000","CZK 4,000",612685,3+1,9/1/2022,87 m²,Partly,4,,1.0,,102.67,56.69,188.25,49.53,25.61,239.0,342.44,495.24,450.02,603.24,"Anglická, Prague - Vinohrady",50.076237,14.434579,"CZK 60,000",C,Very good,Brick,,,,Personal,Complete,Over 50 years,Luxurious,,Central,,,,
"CZK 18,500","CZK 2,500",728920,Studio,8/7/2022,37 m²,Partly,2,,1.0,,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,"CZK 37,000",B,New-build,Brick,1.0,,,,,,,,,1.0,,,
"CZK 20,000","CZK 5,000",728910,3+1,8/7/2022,84 m²,Partly,4,,1.0,,39.61,415.96,183.61,350.8,350.83,379.81,251.2,284.26,1684.22,356.33,Prague - Troja,50.12772,14.41349,"CZK 20,000",G,Very good,Prefab concrete,1.0,,,,,,,1.0,,,,,
"CZK 15,000","CZK 2,000",728904,Studio,9/15/2022,37 m²,Partly,1,,1.0,1.0,197.65,543.84,1444.02,2611.34,612.99,1120.54,520.09,2149.46,2397.16,739.64,Prague - Dolní Počernice,50.09157,14.58187,"CZK 15,000",B,New-build,Brick,1.0,,,Personal,,Up to 10 years,,,,1.0,1.0,,
"CZK 25,000",CZK 0,728125,2 bedroom,8/1/2022,62 m²,Fully furnished,3,,,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,"CZK 55,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",724861,3+kk,9/1/2022,95 m²,Fully furnished,1,,,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,"CZK 40,000",G,Very good,Brick,,,,Personal,Complete,,,,Electric boiler,,,,
"CZK 17,000","CZK 4,000",505757,2+kk,8/1/2022,55 m²,Partly,2,,,1.0,62.71,1752.79,217.92,2388.85,105.34,1636.27,181.2,822.72,1145.48,640.88,Prague - Hlubočepy,50.0454793,14.4066166,"CZK 21,000",A,,Brick,1.0,,,Personal,,,,,,,,,
"CZK 23,000","CZK 6,000",728232,2+kk,8/31/2022,83 m²,Partly,3,,1.0,,119.42,122.54,82.16,414.46,151.65,165.78,249.01,446.89,605.24,211.56,Prague - Smíchov,50.06805,14.39953,"CZK 46,000",G,Very good,Brick,1.0,,1.0,,Complete,Up to 10 years,Luxurious,,,,,,
"CZK 21,000","CZK 8,000",483897,3+kk,8/15/2022,92 m²,Fully furnished,2,,,,137.91,1008.34,405.32,637.44,539.18,1087.18,1284.46,996.81,1069.33,273.85,"Uzoučká, Prague - Suchdol",50.13279,14.36972,"CZK 42,000",,Very good,Brick,1.0,,1.0,Personal,,Up to 10 years,Standard,,Gas boiler,,,,
"CZK 17,000","CZK 4,300",575497,2+kk,9/1/2022,50 m²,Fully furnished,2,,1.0,,134.81,1230.46,485.17,488.62,0,491.85,797.74,375.33,365.39,548.59,"5. května, Prague - Nusle",50.0562485,14.4371791,"CZK 34,000",E,Very good,Brick,1.0,,,Personal,Complete,Up to 10 years,Standard,,Central,,,,
"CZK 13,000","CZK 4,000",393654,Small studio,8/15/2022,26 m²,Fully furnished,1,,,1.0,240.76,1142.0,1045.26,1053.63,697.13,1064.35,924.02,421.08,1614.86,248.41,"Otvovická, Prague - Suchdol",50.1426796,14.3870953,"CZK 26,000",B,New-build,Brick,,,1.0,Personal,Complete,Up to 10 years,Luxurious,,Geothermal,1.0,,,
"CZK 17,900","CZK 4,900",424503,2+kk,9/1/2022,58 m²,Partly,3,1.0,1.0,,177.05,701.22,49.81,477.87,27.64,476.21,290.82,287.65,526.7,223.0,Prague - Vršovice,50.0719083,14.4601797,"CZK 30,000",,Very good,Brick,,,,Cooperative,,,Standard,,Central,,,,
"CZK 15,000","CZK 2,000",728879,1 bedroom,8/6/2022,46 m²,Partly,1,,,,141.46,1286.42,232.19,1088.15,143.15,531.21,392.3,1625.77,420.21,696.82,Prague - Holešovice,50.1087,14.43751,"CZK 17,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 9,000","CZK 1,250",728872,2 bedroom,10/1/2022,70 m²,Partly,3,,,,191.02,1134.02,193.0,571.22,318.41,213.69,362.28,887.88,233.66,181.75,Prague - Libeň,50.11029,14.473,"CZK 9,000",G,Very good,Brick,,,1.0,,,,,,,,,,
"CZK 19,000",CZK 580,623115,2 bedroom,10/1/2022,55 m²,,3,,,,120.4,778.1,120.38,48.38,67.8,267.02,598.26,627.49,572.95,170.07,"Koněvova, Prague - Žižkov",50.089674,14.465655,"CZK 19,580",E,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 26,000","CZK 4,500",728159,3+kk,8/1/2022,70 m²,Partly,5,1.0,,,219.55,212.06,332.73,367.96,260.06,216.4,444.55,445.71,492.32,104.03,Prague - Žižkov,50.09111,14.49059,"CZK 31,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",705562,2+kk,10/10/2022,45 m²,Fully furnished,5,,1.0,,125.19,415.53,168.81,321.31,133.39,291.21,468.63,656.91,299.75,230.15,"Koněvova, Prague - Žižkov",50.08868,14.46064,"CZK 30,000",,Very good,Brick,,,,Personal,Complete,,,,Electric boiler,,,,
"CZK 14,200","CZK 4,800",641075,2 bedroom,8/8/2022,42 m²,Fully furnished,5,,1.0,,230.71,261.67,340.99,371.23,133.86,409.58,439.54,562.77,307.63,103.71,"Na Strži, Prague - Krč",50.048129,14.439351,"CZK 19,000",C,Very good,Prefab concrete,1.0,,,Personal,Complete,,,,Central,,,,
"CZK 28,235","CZK 5,289",728132,4+kk,9/1/2022,99 m²,Partly,1,,,,202.61,529.78,235.18,323.22,88.92,261.38,106.14,367.73,96.61,432.73,Prague - Vinohrady,50.07836,14.44153,"CZK 60,000",B,Good,Brick,,,1.0,,,,,,,,,,
"CZK 11,500","CZK 4,500",308727,Studio,8/15/2022,26 m²,Partly,1,,,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,"CZK 16,000",,Very good,Brick,,,,Personal,,Over 50 years,Standard,,Electric boiler,,,,
"CZK 10,000","CZK 5,000",573912,2+kk,9/1/2022,60 m²,Fully furnished,,,,,335.77,1228.06,224.6,959.03,263.3,1106.47,165.98,416.9,771.61,539.0,"Nad Ondřejovem, Prague - Podolí",50.0456918,14.42738,"CZK 6,000",,,Brick,,,,Personal,,,,,,,,,
"CZK 20,000","CZK 4,000",549773,2+kk,9/1/2022,56 m²,Fully furnished,2,1.0,1.0,,176.69,403.88,153.94,1565.43,431.87,1526.66,1975.05,314.94,747.91,539.36,Prague - Troja,50.116926967792,14.418454054492,"CZK 40,000",A,Very good,Brick,1.0,,1.0,Personal,,Up to 10 years,Standard,,Central,,1.0,,
"CZK 15,000","CZK 3,900",633986,2+kk,8/1/2022,43 m²,Fully furnished,3,,1.0,,248.73,517.92,177.98,409.83,52.97,388.62,89.35,255.17,74.96,226.55,"Šrobárova, Prague - Vinohrady",50.076081,14.468274,"CZK 30,000",G,Very good,Brick,,,,Cooperative,Complete,,,,,,,,
"CZK 19,000","CZK 3,000",193582,2 bedroom,7/31/2022,57 m²,Partly,7,,1.0,,71.1,445.44,253.63,398.38,322.26,468.05,273.05,406.17,864.91,145.43,"Počernická, Prague - Malešice",50.0808128,14.4959816,"CZK 38,000",C,Very good,Prefab concrete,,,,Personal,Complete,30 - 50 years,Standard,,Distance,,,,
"CZK 19,000","CZK 2,000",694814,1 bedroom,9/1/2022,45 m²,Fully furnished,3,,1.0,,357.35,364.83,124.77,547.52,167.77,271.55,261.98,410.71,702.64,231.42,"Stupkova, Prague - Holešovice",50.10108,14.44575,"CZK 17,000",G,Good,Brick,1.0,,,Cooperative,Complete,,,,Electric boiler,,,,
"CZK 17,000","CZK 2,500",728803,2+kk,10/1/2022,48 m²,Fully furnished,5,,1.0,,160.89,142.85,141.1,376.12,54.48,63.95,91.19,239.91,480.67,100.29,Prague - Holešovice,50.10146,14.44676,"CZK 20,000",G,Very good,Brick,,,,Personal,Complete,Up to 10 years,,,,,,,
"CZK 28,500","CZK 6,600",691271,3+kk,9/30/2022,75 m²,Fully furnished,3,1.0,1.0,,203.17,1204.35,397.85,1051.32,518.69,1097.6,996.62,686.7,724.63,557.62,"U Staré cihelny, Prague - Žižkov",50.08634,14.48319,"CZK 40,000",B,New-build,Brick,1.0,,1.0,Personal,,Up to 10 years,,,Central,1.0,1.0,,
"CZK 35,000","CZK 7,500",726113,4+kk,7/17/2022,116 m²,Partly,3,1.0,1.0,,213.16,1557.4,113.33,1597.38,167.25,156.32,725.71,314.88,1252.41,63.57,Prague - Hostivař,50.04466,14.51691,"CZK 70,000",C,Very good,Brick,1.0,,1.0,Personal,,,,,Central,,1.0,,
"CZK 20,000","CZK 8,000",728764,Studio,8/5/2022,82 m²,Fully furnished,2,,1.0,,166.76,694.81,55.67,243.87,46.46,228.56,428.25,860.22,357.81,495.77,Prague - Nové Město,50.08387,14.42349,"CZK 28,000",A,Very good,Other,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",727894,2+kk,8/15/2022,48 m²,Fully furnished,3,,,,332.16,1254.98,633.39,1353.74,116.68,980.22,599.21,648.4,1031.63,492.97,Prague - Kobylisy,50.13567,14.47728,"CZK 10,000",G,Very good,Brick,,,1.0,,Complete,,,,Electric boiler,,,,
"CZK 14,990","CZK 3,800",728776,2+kk,8/20/2022,45 m²,Fully furnished,4,,,,239.27,613.24,226.59,701.74,305.81,228.21,419.76,1176.72,370.12,345.62,"U staré plynárny, Prague - Holešovice",50.10730138888,14.44518555555,"CZK 18,790",C,Very good,Brick,1.0,,,Personal,,,,,,,,"CZK 18,790",
"CZK 14,990","CZK 2,836",728768,2+kk,8/21/2022,43 m²,Fully furnished,4,1.0,1.0,,107.44,156.77,60.01,805.86,110.11,100.1,468.11,174.74,750.31,129.86,"Podjavorinské, Prague - Chodov",50.03165166666,14.51930527777,"CZK 17,826",C,Very good,Prefab concrete,1.0,,,Personal,,,,,,,,"CZK 17,826",
"CZK 17,990","CZK 6,177",728762,2 bedroom,8/21/2022,67 m²,Fully furnished,2,,,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",D,Very good,Brick,1.0,,,Personal,,,,,,,,"CZK 24,167",
