Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Reconstruction,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Lift,Designe,Parking,Garage,Cellar,New-build,Domácí mazlíčci vítáni,Terrace,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 15,000","CZK 4,800","CZK 15,000",732350,2+kk,9/4/2022,,G,,41 m²,Unfurnished,1,Brick,,,265.75,508.09,179.93,634.31,65.13,318.37,271.59,466.73,229.44,267.03,Prague - Nusle,50.06574,14.43265,Very good,,,,,,,,,,,,,
"CZK 14,500","CZK 3,900","CZK 29,000",736222,Studio,9/12/2022,,G,,36 m²,Partly,4,Prefab concrete,,,112.71,1186.18,101.83,1028.19,56.44,779.74,433.23,768.44,926.9,143.6,Prague - Karlín,50.09687,14.46518,Very good,,,,,,,,,1.0,,,,
"CZK 13,000","CZK 2,700","CZK 20,000",465739,Studio,9/12/2022,Personal,B,Other,42 m²,Partly,1,Low-energy,,,172.35,187.38,350.23,1804.46,175.39,507.94,576.02,216.66,4922.15,134.61,"Neumannova, Prague - Zbraslav",49.964282,14.3845102,Very good,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 37,000",730591,2+kk,8/20/2022,Personal,A,Central,42 m²,Partly,11,Prefab concrete,,Complete,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,Very good,,1.0,,,,1.0,,,,,,,
"CZK 23,000","CZK 5,000","CZK 46,000",339212,4+1,10/1/2022,Personal,B,Central,92 m²,Partly,2,Prefab concrete,10 to 30 years,Bathroom unit,352.69,404.39,354.15,410.03,329.48,347.43,293.66,163.56,1156.18,117.17,"Dominova, Prague - Stodůlky",50.0528727,14.3421907,Good,,,Standard,,,,,,,1.0,,,
"CZK 9,500",CZK 0,"CZK 8,500",722641,Small studio,9/12/2022,,B,,16 m²,Fully furnished,1,Brick,,,177.74,384.18,335.3,2874.87,236.27,644.72,291.7,291.7,392.29,483.17,Prague - Kbely,50.13577,14.546,Good,,,,,,,,,,,,,
"CZK 21,500",CZK 0,"CZK 25,000",736216,Small studio,9/12/2022,,G,,40 m²,Fully furnished,2,Brick,,,188.61,665.38,138.31,582.02,12.68,635.95,359.43,352.67,364.12,161.68,Prague - Vršovice,50.07099,14.44582,Very good,,1.0,,1.0,1.0,1.0,1.0,,,,,,
"CZK 16,000","CZK 3,000","CZK 40,000",736119,2+kk,10/1/2022,,G,,70 m²,Fully furnished,1,Other,,,49.97,4883.86,2158.03,6112.9,2560.28,5549.15,2371.8,2363.9,3226.12,2297.08,Prague - Radotín,49.99739,14.32149,Very good,,,,1.0,,,,,,,,,
"CZK 11,500","CZK 2,900","CZK 22,000",572649,Studio,10/1/2022,Personal,,,32 m²,Fully furnished,1,Brick,,Complete,2.67,1404.03,47.64,1376.7,52.19,1551.03,345.73,245.89,573.99,628.07,"Dvorecké náměstí, Prague - Podolí",50.0467108,14.4153928,Very good,,,Luxurious,,,1.0,,,,,,,
"CZK 15,000","CZK 4,900","CZK 15,000",673130,2+kk,9/1/2021,Personal,,,46 m²,Fully furnished,,Prefab concrete,,Interior,46.63,623.66,131.23,367.52,111.76,590.04,473.88,206.45,398.82,418.22,Prague - Vršovice,50.0675661,14.461916,Very good,,1.0,,,,,,,,,,,
"CZK 13,500","CZK 3,000","CZK 16,500",704809,Studio,7/1/2022,Personal,G,Central,17 m²,Fully furnished,6,Brick,,Complete,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,New-build,,1.0,,,,,,,,,,,
"CZK 12,900","CZK 1,100","CZK 14,000",681356,Studio,9/12/2022,Personal,G,,20 m²,Partly,3,Brick,,,187.64,722.0,114.27,106.66,7.49,148.42,243.33,399.08,36.36,385.04,"Národní, Prague - Staré Město",50.0826,14.41828,New-build,,1.0,,,,,,,,,,,
"CZK 27,000","CZK 3,000","CZK 40,000",162415,2+kk,10/30/2022,Personal,,Gas boiler,70 m²,Fully furnished,3,Brick,,Complete,162.74,407.84,159.14,290.76,157.32,242.36,387.56,452.94,188.07,159.18,"Anežská, Prague - Staré Město",50.0919997,14.423822,Very good,1.0,,Luxurious,,,,,,1.0,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",201798,Studio,9/12/2022,Personal,B,Electric boiler,43 m²,Fully furnished,3,Brick,,,386.11,337.87,327.6,420.89,126.16,333.83,1007.3,712.74,535.42,295.41,"Mattioliho, Prague - Záběhlice",50.0527787,14.5150765,,1.0,1.0,,,1.0,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 36,000",659168,2+kk,9/12/2022,Personal,B,Gas boiler,55 m²,Partly,,Brick,Up to 10 years,,135.23,522.91,299.1,2037.79,257.79,540.58,540.91,349.2,1200.13,204.5,Prague - Čimice,50.1380872,14.431068,New-build,,,Standard,1.0,,,1.0,,1.0,,,,
"CZK 23,000","CZK 1,500","CZK 30,000",731903,2+kk,10/1/2022,Personal,G,Central,82 m²,Partly,2,Brick,Over 50 years,Complete,378.93,951.45,269.95,786.53,428.13,920.27,279.63,122.79,839.47,361.04,Prague - Nusle,50.05516,14.44648,Very good,,,Luxurious,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 16,000",736205,2+kk,9/11/2022,,G,Central,54 m²,Partly,1,Other,Up to 10 years,,314.96,1209.04,423.19,1397.99,718.55,442.37,1599.3,753.81,1128.25,222.87,Prague - Michle,50.0578,14.46654,Very good,,,Standard,1.0,,1.0,,,,,,,
"CZK 19,000","CZK 5,000","CZK 24,000",729732,2+kk,9/11/2022,Personal,D,Central,70 m²,Partly,10,Brick,10 to 30 years,,89.43,581.54,41.72,274.67,150.07,467.2,802.27,315.71,549.57,154.7,Prague - Krč,50.04088,14.43696,Very good,1.0,1.0,Standard,,1.0,,,,,,,,
"CZK 16,000","CZK 1,050","CZK 15,000",733053,2+kk,10/1/2022,,G,,43 m²,Fully furnished,7,Prefab concrete,,,115.75,445.36,125.25,916.87,412.84,385.9,301.09,326.0,303.92,127.4,Prague - Chodov,50.03311,14.51756,Very good,,1.0,,1.0,,,,,,,,,
"CZK 23,000","CZK 3,500","CZK 46,000",735632,3+kk,10/1/2022,,C,Electric boiler,60 m²,Fully furnished,3,Brick,Over 50 years,Complete,91.5,308.2,71.45,366.45,197.25,242.7,341.01,525.84,224.46,327.36,Prague - Žižkov,50.08871,14.45973,Very good,1.0,1.0,Luxurious,,,,,,,,,,
"CZK 20,000",CZK 0,"CZK 32,000",736171,2+kk,9/11/2022,,G,,43 m²,Partly,2,Prefab concrete,,,294.96,636.75,245.55,836.2,145.95,633.45,197.89,558.06,117.97,75.29,Prague - Stodůlky,50.03777,14.33652,Good,,1.0,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",734038,Studio,10/1/2022,,B,,36 m²,Fully furnished,1,Low-energy,,,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,New-build,,1.0,,1.0,,1.0,1.0,,1.0,,,,
"CZK 17,000","CZK 2,050","CZK 17,000",369503,2+kk,1/1/2019,Personal,,,43 m²,Fully furnished,9,Prefab concrete,,,386.07,655.36,342.07,622.82,431.09,581.61,124.6,415.55,352.71,222.12,Prague - Chodov,50.0237246,14.4934818,,,,Standard,,,,,,,,,,
"CZK 19,900","CZK 3,900","CZK 40,000",726744,Small studio,8/1/2022,,C,,42 m²,Fully furnished,,Brick,30 - 50 years,Complete,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,Very good,,,Luxurious,1.0,,,,,,,,,
"CZK 10,000",CZK 0,"CZK 40,000",726746,2 bedroom,9/10/2022,Personal,C,,76 m²,Fully furnished,1,Brick,30 - 50 years,Complete,209.89,2580.19,364.32,2252.43,430.13,183.08,1288.15,1638.37,999.77,373.58,Prague - Motol,50.07106,14.34318,Very good,,,Luxurious,,,1.0,,,,,,,
"CZK 13,000","CZK 3,000","CZK 26,000",736206,1 bedroom,9/11/2022,,G,,41 m²,Partly,6,Prefab concrete,,,207.52,797.15,132.52,1975.0,778.35,1114.9,572.64,590.35,696.04,127.73,Prague - Čimice,50.13514,14.43621,Very good,,1.0,,,,,,,,,,,
"CZK 16,990","CZK 2,954","CZK 35,000",621757,Studio,9/12/2022,Personal,B,Central,39 m²,Fully furnished,2,Brick,Up to 10 years,,287.78,632.02,284.32,1023.79,212.63,704.51,528.72,663.39,621.77,179.67,"U Nikolajky, Prague - Smíchov",50.0658762,14.3930527,New-build,,1.0,Luxurious,,,,1.0,,,,,,
"CZK 26,500","CZK 4,500","CZK 45,000",600611,2+kk,9/26/2022,Personal,G,Central,67 m²,Fully furnished,2,Brick,,Complete,97.05,540.28,10.71,165.23,4.56,325.45,567.85,373.09,358.55,727.5,"Na Bělidle, Prague - Smíchov",50.071508,14.40566,Very good,,1.0,,,,,,,,,,,
"CZK 13,000","CZK 3,800","CZK 25,000",584694,2+kk,9/12/2022,Personal,C,,30 m²,Fully furnished,1,Brick,,,534.78,698.52,674.15,680.07,296.88,700.33,332.07,390.21,648.6,431.05,"Hostavická, Prague - Hloubětín",50.100688,14.537479,Very good,,,,,,,,,,,,,
"CZK 14,500","CZK 3,500","CZK 29,000",732663,Studio,10/1/2022,,G,,45 m²,Fully furnished,1,Brick,,,168.65,1167.95,645.66,1514.59,267.9,1039.25,795.58,994.9,661.58,343.57,Prague - Chodov,50.0406,14.49894,Very good,1.0,1.0,,,,1.0,,,,,,,
"CZK 21,800","CZK 5,800","CZK 41,600",736200,2+kk,11/1/2022,,G,,66 m²,Partly,3,Brick,,,180.81,603.61,129.15,415.98,0.0,199.84,194.24,693.01,295.16,243.73,Prague - Holešovice,50.10742,14.45085,New-build,1.0,1.0,,,1.0,1.0,1.0,,,,,,
"CZK 14,000","CZK 3,000","CZK 15,000",736195,2+kk,9/11/2022,,G,,38 m²,Unfurnished,3,Brick,,,133.33,1015.98,234.0,218.2,234.39,302.74,168.61,188.22,304.07,379.63,Prague - Žižkov,50.09172,14.47753,Very good,,1.0,,,,1.0,,,,,,,
"CZK 14,500","CZK 5,500","CZK 20,000",736192,2+kk,10/3/2022,,G,,61 m²,Partly,4,Brick,10 to 30 years,,104.52,387.44,258.23,444.25,87.81,433.74,434.8,328.65,310.45,337.26,Prague - Libeň,50.10498,14.47881,Good,,1.0,Standard,,,,,,,,,,
"CZK 22,900","CZK 6,500","CZK 30,000",288880,1 bedroom,9/16/2022,Personal,,,40 m²,Fully furnished,3,Brick,,,155.43,635.73,116.88,416.91,211.27,239.55,65.19,711.04,125.56,503.16,"Umělecká, Prague - Holešovice",50.1022043,14.4276994,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",732384,2 bedroom,9/4/2022,,G,,56 m²,Partly,2,Brick,,,185.26,595.66,156.14,448.5,141.95,466.27,189.28,299.96,582.88,174.0,Prague - Břevnov,50.08567,14.34655,Very good,,,,1.0,,1.0,,,,,,,
"CZK 13,000",CZK 500,"CZK 13,000",733606,1 bedroom,9/6/2022,,B,,37 m²,Partly,1,Brick,,,173.23,983.18,830.15,1328.81,235.14,972.83,799.29,705.37,1337.26,248.5,Prague - Braník,50.03836,14.42214,Very good,,,,,,1.0,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",736183,3+1,9/11/2022,,B,,80 m²,Partly,2,Brick,,,236.31,407.87,452.16,2905.06,430.63,430.45,283.97,283.97,89.78,137.53,Prague - Kbely,50.1331,14.54542,Very good,,,,1.0,,1.0,,,,,,,
"CZK 13,500","CZK 2,500","CZK 25,000",736178,Studio,9/18/2022,,B,,23 m²,Partly,4,Other,,,280.39,2002.3,609.31,1676.84,1024.62,565.79,824.56,1657.83,1177.39,455.4,Prague - Vysočany,50.102962057472,14.518802683522,New-build,,1.0,,,,,1.0,,1.0,,,,
"CZK 9,200","CZK 2,800","CZK 12,000",253614,Studio,9/30/2022,Personal,A,Central,33 m²,Partly,2,Brick,Up to 10 years,,330.42,3234.09,586.62,3478.5,344.13,2874.01,2204.11,2534.5,2749.63,363.71,"Kestřanská, Prague - Cholupice",49.9889024,14.4450727,New-build,,,Standard,1.0,1.0,1.0,1.0,,,,,,
"CZK 13,000","CZK 3,500","CZK 16,000",736179,2+kk,9/11/2022,,G,,47 m²,Partly,14,Prefab concrete,,,231.67,1223.15,316.39,1048.52,810.29,1098.35,572.91,551.59,891.26,36.54,Prague - Kamýk,50.01473,14.41782,Very good,,1.0,,1.0,,,,,,1.0,,,
"CZK 16,000","CZK 1,744","CZK 16,000",628460,Studio,9/1/2022,Personal,G,Distance,43 m²,Unfurnished,1,Brick,,,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,Good,,1.0,,,,,,,,,,,
"CZK 11,900","CZK 2,500","CZK 15,000",86915,2+kk,9/12/2022,Personal,,,48 m²,Fully furnished,3,Brick,,,212.9,699.7,163.89,65.56,30.73,313.69,616.42,611.95,557.41,214.92,"Hájkova, Prague - Žižkov",50.0892301,14.4649476,Very good,,1.0,,,,1.0,,,,,,,
"CZK 9,500",CZK 0,"CZK 9,500",643257,4+1,5/1/2022,Personal,C,,143 m²,Partly,2,Brick,,,268.97,523.86,128.31,471.01,98.75,200.35,254.09,224.78,159.24,495.36,"Mánesova, Prague - Vinohrady",50.077916,14.44267,Good,1.0,1.0,,,,,,,,,,,
"CZK 14,500","CZK 5,500","CZK 30,000",520175,2 bedroom,10/1/2022,Personal,,Distance,51 m²,,2,Prefab concrete,10 to 30 years,,578.8,1553.35,752.62,1394.07,269.41,785.03,606.42,1201.42,1517.01,120.66,"Vodnická, Prague - Újezd u Průhonic",50.0215911,14.5257973,Good,,1.0,Standard,,,1.0,,,,1.0,,,
"CZK 21,700","CZK 4,720","CZK 25,000",330840,2+kk,10/1/2022,Personal,A,Electric boiler,60 m²,Partly,3,Brick,,Complete,148.81,907.42,172.42,579.26,88.62,145.14,389.11,363.95,541.83,409.53,"Křížkovského, Prague - Žižkov",50.0811205,14.4474401,Very good,,1.0,Standard,,,1.0,,,,,,,
"CZK 26,000","CZK 6,300","CZK 50,000",549924,3+1,10/1/2022,Cooperative,,Distance,80 m²,Fully furnished,3,Brick,,Interior,217.06,836.0,532.68,1632.55,390.74,731.29,193.67,639.92,883.9,714.81,"Nová Šárka, Prague - Liboc",50.092312,14.3189191,Very good,1.0,,Luxurious,1.0,1.0,1.0,,,,,,,
"CZK 13,000","CZK 3,500","CZK 20,000",394777,Studio,9/5/2022,Personal,A,,30 m²,Fully furnished,1,Brick,,,153.65,1091.92,498.72,1004.45,337.18,1046.03,1222.62,1203.94,1142.71,328.59,"Chlupáčova, Prague - Hlubočepy",50.0353336,14.3859746,,,,,,,,,,,,,,
"CZK 13,650","CZK 4,034","CZK 25,000",736170,Studio,9/11/2022,,B,,44 m²,Partly,8,Brick,,,79.4,863.8,384.81,1183.67,250.36,286.0,278.16,798.55,93.98,256.66,Prague - Záběhlice,50.05582,14.49291,Very good,1.0,,,,,,,1.0,,,,,
"CZK 19,000","CZK 3,000","CZK 19,000",736167,2+kk,9/11/2022,,G,,62 m²,Fully furnished,4,Other,,,236.12,1109.92,250.41,408.38,297.61,371.55,424.12,636.14,451.49,184.56,Prague - Žižkov,50.09176,14.47078,Good,,1.0,,,,,,1.0,,,,,
"CZK 19,000","CZK 2,500","CZK 30,000",721706,Studio,9/24/2022,Personal,B,Electric boiler,32 m²,Fully furnished,3,Brick,Up to 10 years,,184.9,491.18,201.53,600.56,185.71,464.1,909.61,880.1,1116.52,293.82,Prague - Uhříněves,50.02854,14.59565,New-build,,1.0,Luxurious,,,1.0,1.0,,,1.0,,,
"CZK 17,000","CZK 4,900","CZK 17,000",671052,2+kk,9/6/2022,Personal,G,Other,69 m²,Partly,1,Brick,,,295.69,579.96,120.83,366.9,70.62,355.16,297.56,338.33,675.54,94.01,"Baranova, Prague - Žižkov",50.0799,14.4577,Very good,,1.0,,,,,,,,,,,
"CZK 14,500","CZK 1,200","CZK 29,000",734033,2+kk,9/6/2022,,G,,33 m²,Unfurnished,1,Brick,,,323.57,962.34,242.42,636.89,346.36,660.48,373.36,617.87,946.73,449.0,Prague - Vysočany,50.10394,14.50117,Very good,,,,,,,,,,,,,
"CZK 17,500","CZK 3,692","CZK 22,000",736159,2+kk,9/18/2022,,B,,49 m²,Fully furnished,2,Brick,,,186.56,1673.65,357.52,1785.95,374.33,363.41,914.28,497.1,1217.46,128.98,Prague - Hostivař,50.04464,14.51424,New-build,,1.0,,1.0,,,1.0,,,1.0,,,
"CZK 15,580","CZK 1,440","CZK 26,000",577869,2+kk,9/19/2022,Personal,G,Gas boiler,42 m²,Partly,4,Brick,,Complete,232.54,712.2,301.69,1009.67,252.03,393.41,334.16,610.2,900.51,339.38,"Vrchlického, Prague - Košíře",50.0703151,14.3848167,Very good,,,Standard,,,1.0,,,,,,,
"CZK 15,950","CZK 3,200","CZK 30,000",628601,2+kk,1/1/2023,Personal,C,Central,52 m²,Fully furnished,2,Brick,,,301.38,199.8,249.86,1089.69,26.04,924.63,458.73,668.84,740.22,216.8,"Voskovcova, Prague - Hlubočepy",50.02983,14.364324,Very good,1.0,1.0,Luxurious,,,,,,,1.0,,,
"CZK 17,900","CZK 2,500","CZK 20,000",617859,2+kk,10/1/2022,Personal,C,,67 m²,Partly,1,Brick,Up to 10 years,Complete,154.34,430.86,85.42,317.28,40.01,296.07,3.5,332.81,125.75,134.0,"Náměstí Jiřího Z Lobkovic, Prague - Vinohrady",50.076683,14.468127,Very good,,,Luxurious,,,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 28,000",571694,2+kk,11/1/2022,Personal,,Gas boiler,50 m²,Partly,3,Brick,Up to 10 years,Complete,363.16,967.45,113.09,523.77,349.14,904.5,263.86,180.03,841.31,345.27,"U Družstva Život, Prague - Nusle",50.0560071,14.446201,Good,,,Standard,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 25,000",736148,Studio,9/15/2022,,C,,38 m²,Partly,4,Other,,,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,Prague - Strašnice,50.07153,14.50459,New-build,1.0,1.0,,,,1.0,1.0,,,,,,
"CZK 23,500","CZK 3,000","CZK 30,000",626961,2 bedroom,9/12/2022,Personal,A,Central,55 m²,Unfurnished,4,Brick,Up to 10 years,Complete,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,Very good,1.0,,Standard,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 20,000",682672,Studio,11/1/2022,Personal,B,,38 m²,Partly,4,Low-energy,Up to 10 years,,274.79,810.12,422.82,622.93,137.36,665.53,568.22,316.0,355.76,133.63,"Olgy Havlové, Prague - Žižkov",50.0886644,14.484117,New-build,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,
"CZK 13,900","CZK 2,400","CZK 16,300",251709,Studio,9/30/2022,Personal,A,,27 m²,Partly,2,Brick,Up to 10 years,Interior,158.09,417.51,60.62,299.36,87.46,438.29,192.72,107.92,437.58,581.73,"Krásova, Prague - Žižkov",50.0855213,14.4464324,Very good,,,Standard,,,,,,,,,,
"CZK 12,900",CZK 800,"CZK 25,800",645678,2+kk,9/25/2022,Personal,G,,43 m²,Partly,1,Brick,,,303.49,262.46,62.17,54.01,79.05,158.73,355.41,640.49,384.59,150.55,"Dejvická, Prague - Bubeneč",50.098966,14.399117,Very good,,1.0,,,,,,,,,,,
"CZK 21,000","CZK 3,000","CZK 21,000",703730,2+kk,9/1/2022,Cooperative,C,Central,47 m²,Fully furnished,5,Brick,10 to 30 years,Complete,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,Very good,1.0,1.0,Standard,,,1.0,,,,,,,
"CZK 11,990",CZK 0,"CZK 5,000",613404,Small studio,9/11/2022,Personal,G,Gas boiler,18 m²,Fully furnished,1,Brick,,Interior,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,Good,,,Standard,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 30,000",736138,2+kk,9/11/2022,,G,,50 m²,Fully furnished,3,Brick,,,229.48,717.23,196.55,407.89,91.49,229.61,618.28,461.16,255.66,56.49,Prague - Nusle,50.05769,14.42881,Very good,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 50,000",725938,2+kk,9/1/2022,,C,,70 m²,Partly,3,Brick,,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,Very good,,,,,,,,,,,,,
"CZK 24,500","CZK 4,500","CZK 29,000",732263,2+kk,10/1/2022,Personal,G,Electric boiler,70 m²,Fully furnished,5,Brick,,Complete,103.95,769.3,376.39,634.05,166.32,268.33,409.9,342.03,573.96,371.36,Prague - Břevnov,50.0862,14.37286,Very good,,,,,,,,,1.0,,,,
"CZK 21,900","CZK 4,500","CZK 21,900",732943,1 bedroom,9/6/2022,,B,,62 m²,Fully furnished,5,Brick,,,291.61,184.22,159.81,343.76,98.8,382.28,349.22,55.72,247.17,362.7,Prague - Vinohrady,50.07608,14.46399,Very good,,1.0,,1.0,,,,1.0,1.0,,,,
"CZK 16,000","CZK 4,300","CZK 20,000",736135,1 bedroom,9/11/2022,,G,,50 m²,Partly,3,Brick,,,362.63,286.52,102.7,322.99,130.28,112.57,190.73,573.85,1253.21,319.82,Prague - Vokovice,50.09553,14.35921,Very good,,,,,,1.0,,1.0,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",616112,2+kk,11/1/2022,Cooperative,G,Distance,54 m²,Fully furnished,5,Brick,,,470.34,1535.86,900.1,4153.08,589.73,876.81,1259.54,3402.58,1334.26,512.72,"Honzíkova, Prague - Dolní Měcholupy",50.06814,14.557242,New-build,1.0,1.0,,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732939,2+kk,9/6/2022,,G,Central,51 m²,Fully furnished,3,Brick,Up to 10 years,,188.12,1451.5,169.85,1998.98,554.22,905.38,1616.69,2380.48,539.07,116.66,Prague - Hostavice,50.08657,14.5637,New-build,1.0,1.0,,1.0,1.0,,1.0,,,,,,
"CZK 21,900","CZK 1,000","CZK 21,900",440293,2+kk,9/12/2022,Personal,G,Gas boiler,54 m²,Fully furnished,3,Brick,Up to 10 years,Complete,141.81,403.7,32.7,156.13,13.9,198.14,338.4,461.18,177.04,434.78,"Heřmanova, Prague - Holešovice",50.1003257,14.4274943,Very good,,1.0,,,,1.0,,,,,,,
"CZK 22,000","CZK 4,000","CZK 40,000",735765,2+kk,9/15/2022,,B,,68 m²,Partly,2,Brick,,,174.96,525.98,515.7,510.44,275.01,521.94,958.88,864.6,590.23,481.71,Prague - Záběhlice,50.05253,14.51119,New-build,1.0,1.0,,1.0,1.0,,1.0,,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",421388,2+kk,9/12/2022,Personal,C,,52 m²,Unfurnished,9,Other,,,152.87,281.78,143.05,1503.09,318.42,899.1,911.82,970.87,827.35,314.52,"V Štíhlách, Prague - Krč",50.0199473,14.4538245,Very good,1.0,1.0,,,,,1.0,,,,,,
"CZK 19,000","CZK 2,000","CZK 19,500",732034,Studio,9/1/2022,,G,,33 m²,Partly,1,Brick,,,259.4,483.19,126.87,501.11,25.7,450.98,61.28,77.34,565.99,370.66,Prague - Nové Město,50.07863,14.41614,Very good,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,Personal,G,,43 m²,Partly,1,Brick,,,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,New-build,1.0,1.0,,,1.0,1.0,,,,,,,
"CZK 23,000","CZK 3,000","CZK 25,000",736120,2 bedroom,9/11/2022,,G,,65 m²,Partly,3,Brick,,,112.29,462.77,129.41,341.79,101.72,547.94,217.54,1217.49,134.54,322.92,Prague - Bubeneč,50.10172,14.4181,Very good,,,,,,1.0,,1.0,,,,,
"CZK 14,000","CZK 3,000",CZK 0,247623,Studio,6/20/2022,Personal,,,42 m²,Fully furnished,4,Other,,,193.99,899.6,744.58,870.17,177.21,878.0,756.21,915.27,370.64,213.08,"Raichlova, Prague - Stodůlky",50.0376699,14.3294192,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,100","CZK 20,000",736116,Studio,9/11/2022,,G,,33 m²,Fully furnished,8,Prefab concrete,,,79.11,361.61,237.97,296.44,296.47,289.43,305.55,423.31,1629.87,410.69,Prague - Troja,50.12768,14.41425,Very good,,1.0,,,,1.0,,,,,,,
"CZK 17,000","CZK 4,750","CZK 25,000",736115,2+kk,10/1/2022,,G,,44 m²,Partly,2,Prefab concrete,,,169.16,1348.13,483.03,1114.07,235.3,1345.54,1083.35,660.09,816.23,272.89,Prague - Braník,50.04099,14.42687,Very good,,1.0,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 23,000",736114,2+kk,9/11/2022,,G,,60 m²,Unfurnished,2,Brick,,,120.54,1414.18,754.5,1053.65,193.15,897.35,406.15,456.15,375.65,222.29,Prague - Prosek,50.11591,14.48947,Very good,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000","CZK 20,000",736113,Studio,9/20/2022,Personal,G,Electric boiler,23 m²,Partly,2,Brick,,Complete,160.07,409.69,19.96,182.07,93.54,316.19,346.42,397.56,305.37,371.17,Prague - Holešovice,50.09927,14.42722,New-build,,,Standard,,,1.0,,,,,,,
"CZK 16,814","CZK 4,000","CZK 33,628",736112,2+kk,10/1/2022,,C,,53 m²,Partly,9,Prefab concrete,,,448.98,1037.24,116.71,1528.91,131.44,792.15,534.77,123.73,510.12,158.04,Prague - Háje,50.0383,14.5148,Good,,1.0,,1.0,,1.0,,,,1.0,,,
"CZK 40,000","CZK 10,000","CZK 50,000",736109,5+kk,9/11/2022,,G,Distance,130 m²,Unfurnished,1,Brick,,Complete,67.1,196.96,125.57,1122.44,61.09,957.38,169.07,566.2,449.35,192.09,Prague - Hlubočepy,50.02866,14.36628,Very good,,1.0,,,1.0,,,,1.0,,,,
"CZK 25,000","CZK 1,500","CZK 30,000",726920,2+kk,10/1/2022,,C,,57 m²,Fully furnished,4,Brick,,,64.45,541.35,120.34,386.58,181.4,454.53,411.15,252.51,657.82,401.25,Prague - Vinohrady,50.07509,14.45867,New-build,,1.0,,,1.0,1.0,1.0,,1.0,,,,
"CZK 21,500","CZK 4,500","CZK 21,500",545806,2+kk,11/1/2022,Personal,C,,45 m²,Fully furnished,1,Brick,,Complete,140.26,422.02,64.13,210.61,88.43,350.09,387.62,365.04,350.84,313.21,"Malešická, Prague - Žižkov",50.0869231,14.468838,Very good,,1.0,Luxurious,,,,,,,,,,
"CZK 24,990","CZK 5,000","CZK 50,000",732234,3+kk,9/3/2022,Personal,C,Central,100 m²,Fully furnished,2,Brick,Up to 10 years,,407.13,1424.18,250.92,1362.56,410.67,783.94,319.99,524.97,364.23,289.83,Prague - Střížkov,50.12272,14.48252,Very good,1.0,,Standard,,1.0,,,,,,,,
