Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 35,000","CZK 5,500",723928,4+kk,8/15/2022,134 m²,Unfurnished,6,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,"CZK 40,000",Brick,,,Very good,,G,,,1.0,,,1.0,1.0,,,,,,
"CZK 12,800","CZK 3,062",197481,1 bedroom,6/28/2022,48 m²,Partly,4,,219.92,522.99,254.42,318.08,291.14,512.99,288.04,869.5,254.51,133.4,"Podolská, Prague - Podolí",50.0554479,14.4208775,CZK 0,Brick,,,Good,Personal,,Gas boiler,Standard,1.0,,,,,,,,,,
"CZK 13,500","CZK 3,500",723915,1 bedroom,6/28/2022,38 m²,Fully furnished,2,,143.93,918.06,70.87,636.72,48.74,284.46,233.75,395.0,379.56,180.62,Prague - Libeň,50.10703,14.49249,"CZK 20,000",Brick,,,Very good,,E,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",584646,1 bedroom,7/1/2022,45 m²,Partly,3,,203.38,789.0,669.2,888.4,463.31,553.33,685.27,132.83,358.11,399.02,"Fráni Šrámka, Prague - Smíchov",50.069368,14.3914011,"CZK 11,000",Brick,,,Good,Personal,G,Other,,,1.0,,,,,,,,,
"CZK 15,900","CZK 3,500",723914,Studio,6/27/2022,40 m²,Partly,4,1.0,181.97,38.89,154.29,1515.19,133.09,946.56,1057.6,649.16,829.44,34.07,Prague - Stodůlky,50.04617,14.30339,"CZK 31,800",Brick,,,New-build,,B,,,,1.0,,,,1.0,,,,,
"CZK 13,500",CZK 480,723911,2+kk,6/27/2022,35 m²,Partly,1,,6.8,1962.21,13.22,1876.38,26.42,1907.06,587.2,348.88,184.58,125.27,Prague - Hlubočepy,50.04094,14.39394,"CZK 32,000",Brick,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 20,000","CZK 4,000",722868,2+kk,6/27/2022,52 m²,Fully furnished,10,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,"CZK 20,000",Low-energy,Up to 10 years,,New-build,Personal,G,,Standard,1.0,,1.0,,1.0,1.0,1.0,,,,
"CZK 18,500","CZK 4,500",600447,Studio,9/1/2021,31 m²,Fully furnished,4,1.0,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,"CZK 20,000",Brick,,Interior,Very good,Personal,B,Distance,,,,,,,,,,,,
"CZK 18,400","CZK 1,400",723897,2+kk,7/1/2022,54 m²,Partly,4,1.0,228.17,733.65,140.62,333.14,70.82,408.98,351.48,320.3,435.87,100.87,Prague - Bubeneč,50.10292,14.40153,"CZK 18,400",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 17,500","CZK 3,500",280018,2+kk,7/1/2022,57 m²,Partly,4,,164.04,430.44,350.57,436.1,217.31,581.99,559.04,170.08,817.97,97.66,"Božecká, Prague - Malešice",50.0834585,14.5052297,"CZK 45,000",Other,10 to 30 years,Complete,,Personal,B,Distance,Luxurious,1.0,1.0,1.0,,,,,,,,
"CZK 9,990",CZK 1,598809,Studio,7/1/2022,25 m²,Fully furnished,2,1.0,73.23,340.5,173.32,250.41,107.45,275.78,371.66,507.63,827.46,406.19,"Dittrichova, Prague - Nové Město",50.07394,14.416005,"CZK 13,990",Brick,,,Good,Personal,C,Gas boiler,Standard,,,,,,,,,,,
"CZK 12,500",CZK 0,723553,1 bedroom,6/24/2022,35 m²,Fully furnished,3,,298.85,949.96,319.31,516.39,206.06,519.61,458.74,642.48,393.15,441.42,Prague - Nusle,50.05898,14.43552,"CZK 15,000",Brick,,,Good,,G,,Standard,,,,,,,,,,,
"CZK 18,824","CZK 2,500",723888,2 bedroom,6/27/2022,58 m²,Partly,4,1.0,270.6,232.91,79.3,455.68,144.54,154.01,180.96,329.69,570.73,144.67,Prague - Holešovice,50.10083,14.44664,"CZK 40,000",Brick,,,Good,,C,,,,1.0,,,,,,,,,
"CZK 12,500","CZK 5,500",337513,2+kk,7/1/2022,40 m²,Fully furnished,1,,228.84,852.5,135.82,1493.77,395.02,899.59,499.03,1127.2,241.58,107.95,"Štúrova, Prague - Lhotka",50.0253603,14.4514434,"CZK 36,000",Prefab concrete,,Complete,Very good,Personal,,Distance,,,,,,,,,,,,
"CZK 30,675","CZK 10,225",721648,Studio,6/30/2022,30 m²,Fully furnished,2,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",257946,2+kk,6/29/2022,42 m²,Fully furnished,3,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,"CZK 20,000",Brick,Up to 10 years,Complete,Very good,Personal,C,Other,Standard,,,1.0,,,,,,,,
"CZK 17,000","CZK 4,466",607720,2+kk,7/1/2022,60 m²,,4,1.0,217.41,150.1,237.98,1550.57,184.13,981.94,1092.98,684.53,864.82,172.09,"Klementova, Prague - Stodůlky",50.045569,14.303954,"CZK 34,000",Brick,,,Very good,Cooperative,B,,,,1.0,,,1.0,,,,,,
"CZK 15,500","CZK 5,500",723882,2 bedroom,8/8/2022,52 m²,Fully furnished,5,,121.68,524.51,177.12,384.91,94.96,401.76,115.44,258.33,613.27,110.41,Prague - Břevnov,50.08598,14.34611,"CZK 30,000",Prefab concrete,,,Very good,,G,,,,,,,,,,,,,
"CZK 30,000","CZK 8,600",720007,4+kk,6/6/2022,120 m²,Fully furnished,2,1.0,,,,,,,,,,,Prague - Kobylisy,50.1321,14.47843,"CZK 45,000",Prefab concrete,,Complete,Good,,G,Central,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",588449,1 bedroom,8/1/2022,36 m²,Fully furnished,3,,82.42,116.84,133.14,197.88,52.97,302.27,173.57,260.69,296.16,360.12,"Heydukova, Prague - Libeň",50.102738,14.475744,"CZK 17,000",Brick,30 - 50 years,Interior,Very good,Personal,E,Electric boiler,Luxurious,,,,,,,,,,,
"CZK 15,500","CZK 5,500",707466,2+kk,2/27/2022,53 m²,Partly,,1.0,49.4,550.24,228.48,473.3,36.37,500.49,418.32,233.73,645.19,170.2,"Makovského, Prague - Řepy",50.06632,14.30279,"CZK 15,499",Prefab concrete,,,Very good,Personal,C,Central,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",723859,2+kk,7/5/2022,55 m²,Partly,3,1.0,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,Prague - Hloubětín,50.10855,14.52602,"CZK 40,000",Brick,,,New-build,,B,Central,,1.0,,1.0,,1.0,1.0,1.0,,,,
"CZK 12,000","CZK 3,000",365677,Studio,7/15/2022,36 m²,Partly,3,,428.26,1078.94,761.2,1119.07,411.48,1038.67,773.45,929.29,619.55,308.12,Prague - Stodůlky,50.036731,14.3283986,"CZK 17,000",Brick,,,,Personal,,,,,1.0,,,,,,,,,
"CZK 13,000","CZK 3,800",712652,3+kk,4/2/2022,71 m²,Fully furnished,6,1.0,251.54,431.37,161.76,650.54,402.97,324.7,452.58,608.42,575.63,196.07,"Petýrkova, Prague - Chodov",50.02923,14.48587,"CZK 33,600",Prefab concrete,,,Good,Personal,G,,,,,,,,,1.0,,,,
"CZK 23,970","CZK 7,990",723857,2 bedroom,8/12/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",720700,2+kk,7/4/2022,60 m²,Fully furnished,2,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,498",656729,4+kk,8/15/2022,93 m²,Partly,6,1.0,358.57,675.83,287.64,295.46,180.37,284.84,212.46,135.23,341.59,56.79,"U Jezera, Prague - Stodůlky",50.0465,14.32517,"CZK 50,000",Prefab concrete,10 to 30 years,Complete,Very good,Personal,E,Distance,Luxurious,1.0,1.0,,,,,1.0,,,,
"CZK 18,000","CZK 4,674",558568,2+kk,6/27/2022,57 m²,Fully furnished,3,1.0,166.82,321.29,307.97,4108.55,213.59,3086.73,223.75,408.35,461.87,199.6,"Mladých Běchovic, Prague - Běchovice",50.0819529,14.6152376,"CZK 20,000",Brick,Up to 10 years,,Very good,Personal,B,Central,Luxurious,1.0,,,,,1.0,,,,,
"CZK 15,990","CZK 4,812",723845,4+kk,6/28/2022,95 m²,Unfurnished,3,,690.5,966.08,881.11,963.43,768.55,845.22,881.81,1225.3,1131.99,689.65,"Gabčíkova, Prague - Libeň",50.11849583333,14.45980166666,"CZK 20,802",Brick,,,Very good,Personal,G,,,,,,,,,,"CZK 20,802",,,
"CZK 29,990","CZK 6,519",723841,3+kk,6/29/2022,89 m²,Unfurnished,5,1.0,82.36,848.82,201.91,517.52,18,472.36,689.35,949.28,332.13,348.7,"Jankovcova, Prague - Holešovice",50.10538472222,14.45624805555,"CZK 36,509",Brick,,,New-build,Personal,C,,,1.0,,1.0,,,1.0,,"CZK 36,509",,,
"CZK 25,000","CZK 1,600",652210,4+kk,7/4/2022,104 m²,Unfurnished,1,1.0,339.67,681.0,88.32,387.89,38.18,463.73,389.47,371.96,490.62,70.52,"Puškinovo Náměstí, Prague - Bubeneč",50.102945,14.401963,"CZK 48,000",Brick,,Complete,Very good,Personal,D,Gas boiler,,,,,,,,,,,,
"CZK 16,500","CZK 4,500",444974,2+kk,7/4/2022,45 m²,Partly,1,,335.13,700.95,174.9,416.72,185.87,385.06,385.19,526.43,366.94,233.12,"U Libeňského pivovaru, Prague - Libeň",50.1078255,14.4754171,"CZK 25,000",Low-energy,Up to 10 years,,,Personal,B,,,,1.0,,1.0,,1.0,,,,,
"CZK 10,000","CZK 3,000",604342,Studio,5/1/2022,28 m²,Partly,1,,45.13,142.85,293.08,5254.21,20.65,274.87,528.61,203.98,348.04,339.15,"Mladoboleslavská, Prague - Vinoř",50.1431534,14.5786456,"CZK 13,000",Brick,,Complete,Good,Personal,C,Central,,,,,,,,,,,,
"CZK 36,000","CZK 6,000",528897,3+1,6/22/2022,120 m²,Fully furnished,3,,146.64,442.17,50.87,75.01,23.87,70.51,213.14,404.97,599.27,668.7,Prague - Vinohrady,50.0740216,14.4323776,CZK 0,Brick,Up to 10 years,Complete,,Personal,,Gas boiler,Luxurious,,1.0,,,,,,,,,
"CZK 14,500","CZK 3,500",678710,2+kk,8/1/2022,48 m²,Partly,1,1.0,210.19,904.42,795.57,3491.91,359.37,598.28,1137.22,2914.62,868.63,99.08,"Kryšpínova, Prague - Dolní Měcholupy",50.06541,14.55227,"CZK 29,000",Prefab concrete,,,Very good,Personal,C,Central,Standard,,1.0,,,,1.0,,,,,
"CZK 43,500","CZK 14,500",717644,2 bedroom,7/17/2022,82 m²,Fully furnished,3,1.0,154.88,368.87,146.98,651.03,45.07,545.33,204.63,327.9,671.18,484.21,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,,,,,,,,
"CZK 4,000",CZK 0,723832,Studio,6/27/2022,10 m²,Fully furnished,1,,231.24,1224.16,81.26,10.74,37.15,105.4,608.75,959.18,576.79,135.87,Prague - Libeň,50.10424,14.49114,CZK 0,Brick,,,Good,,G,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,518",611114,Studio,7/1/2022,39 m²,Partly,2,1.0,233.64,379.3,328.92,309.17,288.89,375.83,443.2,610.78,1494.95,164.09,"Řešovská, Prague - Bohnice",50.129053,14.415561,"CZK 12,000",Prefab concrete,30 - 50 years,Complete,Very good,Personal,D,Distance,Standard,,,,,,,1.0,,,,
"CZK 13,900","CZK 5,100",723823,2 bedroom,6/27/2022,59 m²,Partly,2,,232.61,146.06,13.95,221.87,10.19,63.91,278.39,443.83,1225.33,285.5,Prague - Vokovice,50.09625,14.3602,"CZK 18,000",Brick,,,Good,Personal,G,,Standard,1.0,,1.0,,,,,,,,
"CZK 16,000","CZK 4,000",712727,2+kk,4/4/2022,50 m²,Partly,,,238.26,485.62,271.09,285.4,308.65,482.73,253.77,835.29,278.63,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,"CZK 48,000",Brick,,Complete,Very good,Personal,G,Gas boiler,Luxurious,1.0,,,,,,,,,,
"CZK 25,000",CZK 560,712211,2 bedroom,6/30/2022,58 m²,Partly,6,,129.45,366.07,93.44,572.45,110.37,437.43,202.82,135.34,728.88,541.68,"Záhřebská, Prague - Vinohrady",50.07286,14.43954,"CZK 25,000",Brick,,,Very good,Personal,G,Gas boiler,,,1.0,,1.0,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,6/30/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,250",372292,2 bedroom,7/1/2022,54 m²,Fully furnished,2,,116.12,48.01,106.23,118.52,132,280.95,119.29,459.45,712.08,173.84,Prague - Malešice,50.082399002396,14.49976269259,"CZK 36,000",Prefab concrete,,Complete,Very good,Cooperative,,Distance,Standard,1.0,,,,,,1.0,,,,
"CZK 16,500","CZK 1,500",723817,2+kk,8/1/2022,50 m²,Unfurnished,3,1.0,147.74,337.52,62.09,149.9,21.37,153.45,326.66,608.86,322.9,397.57,Prague - Holešovice,50.10604,14.44953,"CZK 18,000",Brick,,,Very good,,G,,,1.0,1.0,,,,,,,,,
"CZK 13,000",CZK 490,723816,Small studio,8/1/2022,30 m²,Partly,2,,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,"CZK 15,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",576765,1 bedroom,7/1/2022,41 m²,Fully furnished,1,,337.55,804.98,708.24,768.33,386.51,727.33,503.7,714.82,1277.85,312.52,"Ke Kolonii, Prague - Suchdol",50.1402088,14.3836043,"CZK 30,000",Brick,,Complete,,Personal,C,,,,,,,,,,,,,
"CZK 22,000","CZK 1,500",723814,3+kk,7/1/2022,75 m²,Partly,2,1.0,139.18,730.06,149.48,506.26,184.7,573.77,324.83,709.94,773.22,470.32,Prague - Smíchov,50.07178,14.39452,"CZK 24,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 14,000","CZK 2,000",723813,Studio,6/27/2022,27 m²,Partly,5,1.0,68.23,522.53,32.55,158.48,85.84,70.38,138.64,299.55,59.65,409.27,Prague - Holešovice,50.09935,14.42987,"CZK 14,000",Brick,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 17,000",CZK 650,723255,2 bedroom,7/1/2022,65 m²,Unfurnished,3,1.0,232.96,462.76,188.12,464.13,140.84,398.67,187.9,408.03,556.12,583.57,Prague - Nové Město,50.07083,14.43181,"CZK 17,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 16,900","CZK 3,100",617632,2+kk,6/25/2022,44 m²,Partly,2,1.0,339.5,258.78,154.1,328.9,36.49,237.37,731.05,965.96,1127.37,353.92,"Olštýnská, Prague - Troja",50.127794,14.42029,"CZK 40,000",Prefab concrete,Up to 10 years,Interior,Very good,Personal,B,Distance,Standard,,1.0,,,,,,,,,
"CZK 15,000","CZK 5,000",723806,2 bedroom,6/27/2022,65 m²,Fully furnished,6,1.0,124.76,476.83,133.4,1552.82,730.74,533.59,583.85,611.67,1098.22,377.85,Prague - Černý Most,50.10685,14.56483,"CZK 20,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 35,000","CZK 5,000",596022,4+kk,6/27/2022,110 m²,,4,1.0,83.44,674.35,10.56,512.21,64.3,646.21,254.27,247.5,258.95,247.98,"Voroněžská, Prague - Vršovice",50.071549,14.446247,"CZK 70,000",Brick,,,Good,Personal,G,,,,1.0,,1.0,,,,,,,
"CZK 15,000","CZK 4,000",644756,2 bedroom,7/1/2022,48 m²,Partly,5,1.0,157.83,287.36,196.02,171.83,233.27,279.06,451.39,404.08,789.79,119.75,"Pod Kavalírkou, Prague - Košíře",50.069319,14.372789,"CZK 20,000",Brick,,,Good,Personal,C,,,1.0,,,,,,,,,,
"CZK 23,000","CZK 3,944",659097,2+kk,9/1/2022,58 m²,Fully furnished,1,1.0,480.56,1973.94,169.45,1648.48,1294.97,766.39,1094.91,1383.24,1086.76,157.32,"Pod Harfou, Prague - Vysočany",50.10422,14.5085,"CZK 25,000",Brick,,,New-build,Personal,B,,,,1.0,1.0,,1.0,,,,,,
"CZK 20,000","CZK 7,000",723593,3+kk,6/25/2022,74 m²,Unfurnished,5,1.0,163.83,814.57,260.8,784.91,447.71,638.79,278.57,577.63,307.23,136.14,Prague - Chodov,50.02223,14.49515,"CZK 50,000",Prefab concrete,30 - 50 years,Complete,Very good,Personal,G,Central,Standard,1.0,,,,,,1.0,,,,
"CZK 11,000",CZK 900,700235,Small studio,7/1/2022,22 m²,Fully furnished,3,,230.86,521.79,311.67,341.15,281.6,307.25,480.22,632.6,398.43,603.03,"Legerova, Prague - Vinohrady",50.0809557,14.4337557,"CZK 11,000",Brick,,,Very good,Personal,D,,,,,,,,,,,,,
"CZK 16,000","CZK 2,600",533156,2+kk,7/1/2022,50 m²,Fully furnished,3,,288.88,761.78,245.67,574.15,277.36,374.11,204.22,1033.11,504.66,192.33,Prague - Holešovice,50.1091872,14.449446,"CZK 18,600",Brick,,,Very good,Cooperative,,Gas boiler,Standard,1.0,1.0,,,,,,,,,
"CZK 22,500","CZK 3,000",703730,2+kk,9/1/2022,47 m²,Fully furnished,5,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,"CZK 22,500",Brick,,Complete,Very good,Cooperative,C,Central,Standard,,1.0,,,,,,,,,
"CZK 18,500","CZK 5,000",723793,3+kk,6/27/2022,67 m²,Partly,2,,240.15,1229.76,663.49,1151.97,207.94,897.97,1163.17,739.5,67.17,192.62,Prague - Strašnice,50.082,14.48192,"CZK 35,000",Brick,,,Very good,Personal,G,,,,,1.0,,,,,,,,
"CZK 15,000","CZK 3,500",669553,Studio,7/1/2022,30 m²,Fully furnished,4,1.0,253.46,715.91,204.93,459.56,323.43,459.33,600.87,480.55,685.12,537.59,"Bartoškova, Prague - Nusle",50.06311,14.44835,"CZK 18,500",Brick,,,Very good,Personal,G,,,,,1.0,,,,,,,,
"CZK 56,475","CZK 18,825",723104,3+kk,7/1/2022,67 m²,Fully furnished,2,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 10,990","CZK 3,481",723791,Studio,6/29/2022,39 m²,Partly,4,1.0,354.07,812.96,323.22,1155.17,197.61,209.38,320.45,279.63,1232.01,131.39,"Jašíkova, Prague - Chodov",50.02672416666,14.51745194444,"CZK 14,471",Prefab concrete,,,Good,Personal,C,,,1.0,1.0,,,,,,"CZK 14,471",,,
"CZK 10,000","CZK 4,500",445036,Studio,6/27/2022,32 m²,Fully furnished,1,,368.45,848.39,179.81,708.38,275.48,833.02,69.77,1935.48,944.78,104.37,"Míšovická, Prague - Zličín",50.0580695,14.2841563,"CZK 20,000",Prefab concrete,,,,Personal,,,,,,1.0,1.0,,,,,,,
"CZK 12,000","CZK 2,500",600130,Studio,8/1/2022,30 m²,Partly,1,,92.94,924.32,20.31,628.98,228.79,267.1,209.78,387.0,1003.42,307.72,"Plzeňská, Prague - Smíchov",50.072442,14.392718,"CZK 14,500",Brick,,,Very good,Personal,G,Central,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",614013,Studio,7/1/2022,38 m²,Fully furnished,,1.0,239.9,898.28,492.58,763.17,617.18,354.86,455.88,556.66,1256.24,365.57,"Modenská, Prague - Horní Měcholupy",50.040081,14.568147,"CZK 22,000",Other,Up to 10 years,,New-build,Personal,B,Central,Standard,1.0,,,1.0,1.0,1.0,,,,,
"CZK 30,000","CZK 7,000",118686,3+kk,7/1/2022,110 m²,Fully furnished,2,,357.8,1260.77,961.85,1327.31,647.87,1114.49,769.88,534.69,576.95,211.24,"Na Fialce II, Prague - Řepy",50.0695036,14.3174676,"CZK 70,000",Brick,10 to 30 years,,Very good,Personal,D,Gas boiler,Luxurious,,1.0,,,1.0,,,,,,
"CZK 17,900","CZK 5,000",723780,2+kk,6/27/2022,53 m²,Fully furnished,8,,259.54,1273.98,193.66,1349.34,203.75,1338.88,302.7,214.95,651.85,178.52,Prague - Modřany,50.00138,14.429,"CZK 25,000",Prefab concrete,,,New-build,,C,,,1.0,1.0,,,,,,,,,
"CZK 24,000",CZK 0,650731,2 bedroom,7/1/2022,82 m²,Partly,2,,93.95,645.22,59.73,654.46,227.53,678.47,424.07,583.21,396.52,483.58,"Bělehradská, Prague - Vinohrady",50.068487,14.433087,"CZK 24,000",Brick,,Complete,Very good,Personal,G,,Standard,,,,,,,,,,,
"CZK 18,000","CZK 4,500",723778,2 bedroom,9/1/2022,44 m²,Fully furnished,1,,352.32,225.43,4.78,266.05,15.87,445.04,295.47,480.36,839.24,181.21,Prague - Vinohrady,50.0793,14.45253,"CZK 36,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 21,000","CZK 3,500",723683,Studio,7/4/2022,32 m²,Fully furnished,2,,337.03,1072.93,226.01,998.03,650.5,486.61,572.49,449.08,1170.05,93.25,Prague - Střížkov,50.13037,14.49293,"CZK 21,000",Brick,,,New-build,,A,,,,1.0,,,,,,,,,
"CZK 16,500","CZK 2,500",404507,2+kk,8/15/2022,44 m²,Partly,3,1.0,314.12,465.35,344.55,234.05,291.91,454.65,173.32,780.57,389.91,135.89,Prague - Podolí,50.0561286,14.4214707,"CZK 20,000",Brick,,Complete,Very good,Personal,,Central,Standard,1.0,1.0,1.0,,,,,,,,
"CZK 19,500","CZK 4,000",722862,3+1,6/30/2022,69 m²,Fully furnished,2,1.0,99.2,923.14,341.81,830.65,180.35,888.93,1055.5,1040.99,1009.08,409.96,Prague - Hlubočepy,50.03429,14.38612,"CZK 19,500",Prefab concrete,,,Very good,,G,,,1.0,1.0,1.0,,1.0,,,,,,
"CZK 36,338","CZK 12,112",720849,5+kk,8/1/2022,180 m²,Fully furnished,1,,694.98,2420.26,2010.62,3106.64,842.97,2503.88,2486.48,2324.36,2496.33,921.15,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,,,,1.0,,1.0,1.0,,,,,,
"CZK 17,000","CZK 1,800",723733,1 bedroom,9/1/2022,36 m²,Fully furnished,4,,276.78,622.55,288.58,249.25,52.06,323.19,276.19,680.01,310.2,242.85,Prague - Karlín,50.09068,14.45339,"CZK 19,800",Brick,,Complete,Very good,,G,Electric boiler,Luxurious,,1.0,,,,,,,,,
"CZK 19,238","CZK 6,412",721076,1 bedroom,8/3/2022,33 m²,Fully furnished,2,,135.92,330.6,21.29,283.59,0.72,258.44,286.71,1006.7,365.94,373.3,"Sokolovská, Prague - Karlín",50.0922065,14.4436651,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 74,813","CZK 24,937",722375,4+1,8/17/2022,136 m²,Fully furnished,3,1.0,305.35,609.48,123.44,435.97,59.26,202.94,375.9,628.46,401.54,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,,,,,,,,,,
"CZK 41,250","CZK 13,750",719175,2 bedroom,7/17/2022,50 m²,Fully furnished,-1,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 42,000","CZK 6,000",360662,3+1,9/1/2022,132 m²,Partly,2,,233.39,1012.59,639.48,1120.68,597.19,1099.32,837.76,1205.03,563.58,207.62,"Fráni Šrámka, Prague - Smíchov",50.0694751,14.3887278,"CZK 50,000",Brick,Over 50 years,Complete,Very good,Personal,G,Gas boiler,,1.0,1.0,,,1.0,,,,,,
"CZK 22,478","CZK 7,492",717623,Studio,8/4/2022,30 m²,Fully furnished,3,1.0,99.26,368.43,492.48,556.35,425.89,352.32,496.3,585.08,429.78,490.62,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,,,,,1.0,,,,,,
"CZK 27,000","CZK 3,000",723728,3+1,6/26/2022,96 m²,Partly,2,1.0,183.56,579.67,205.79,363.03,0.23,328.98,358.25,366.97,441.23,271.5,Prague - Karlín,50.0905,14.44145,"CZK 50,000",Brick,,Interior,Very good,,G,Electric boiler,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",561822,3+kk,8/1/2022,78 m²,Fully furnished,2,,537.48,1723.48,670.75,1047.14,668.35,675.67,362.45,214.32,277.64,160.49,"Šárecká, Prague - Dejvice",50.105383,14.37997,"CZK 21,000",Brick,,,,Personal,,Other,,,1.0,1.0,,,,,,,,
"CZK 12,000","CZK 5,000",453746,2+kk,9/1/2022,45 m²,Partly,8,1.0,296.12,907.02,321.62,836.9,718.53,335.1,389.94,1155.13,1339.5,481.99,"Poznaňská, Prague - Bohnice",50.1304257,14.4196149,"CZK 12,000",Prefab concrete,,Complete,,Cooperative,D,Central,,1.0,,,,,,,,,,
"CZK 17,000","CZK 1,500",723725,2+kk,6/26/2022,43 m²,Partly,2,,353.72,2282.69,201.34,1954.93,154.4,616.32,910.41,1682.31,702.27,255.78,Prague - Motol,50.07134,14.34932,"CZK 51,000",Brick,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 16,000","CZK 5,500",233474,2+kk,8/1/2022,55 m²,Fully furnished,5,,202.25,403.95,250.74,171.76,212.66,44.18,709.96,823.25,357.87,360.18,"Paříkova, Prague - Vysočany",50.1114075,14.4976225,"CZK 32,000",Brick,10 to 30 years,,New-build,Personal,,Distance,Luxurious,,1.0,1.0,,,,,,,,
"CZK 20,000","CZK 5,072",723721,2+kk,9/1/2022,74 m²,Fully furnished,1,1.0,349.48,364.52,250.06,1987.32,499.5,539.27,876.98,110.23,5223.12,130.5,Prague - Zbraslav,49.96249,14.38226,"CZK 40,000",Prefab concrete,,,Very good,,B,,,1.0,,1.0,,,,,,,,
"CZK 25,000","CZK 2,000",723720,3+1,6/26/2022,85 m²,Partly,10,1.0,328.75,252.53,251.22,223.09,169.91,230.93,276.57,447.0,669.74,212.13,Prague - Stodůlky,50.04365,14.33295,"CZK 25,000",Prefab concrete,,,Very good,,G,,,,1.0,1.0,,,,1.0,,,,
"CZK 17,500",CZK 800,681824,2+kk,7/15/2022,47 m²,Partly,7,1.0,220.78,675.95,325.93,605.83,581.85,339.41,535.81,1038.18,1221.11,287.6,"Poznaňská, Prague - Bohnice",50.13033,14.42015,"CZK 20,000",Prefab concrete,,Complete,Very good,Cooperative,C,Central,,1.0,,,,,,,,,,
