Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
587207,"CZK 15,000",50.126437,14.505518,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,49 m²,"CZK 3,200",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,339,959,153,988,362,"1,079",146,634,"1,406",195,Excellent,"CZK 18,200",Personal,Brick building,1 to 10 years years,District heating,Middle floor,,G,Standard materials and solutions,,,,,,
714182,"CZK 16,999",50.13583,14.43442,"K Ládví, Prague - Čimice",2 bedroom,70 m²,"CZK 3,000",Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,17. 04. 2022,167,913,204,695,925,512,529,812,243,,Excellent,CZK 1,Personal,Prefab concrete building,,District heating,,,C,,,,,,,
714233,"CZK 11,000",50.07258,14.42761,"Ke Karlovu, Prague - Nové Město",Small studio,24 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,18. 04. 2022,32,712,303,460,10,37,337,383,602,637,Excellent,"CZK 11,000",Personal,Brick building,,,,,F,,,,,,,
649333,"CZK 11,000",50.108253,14.47255,"Zenklova, Prague - Libeň",Studio,35 m²,"CZK 1,500",Partially furnished,3,No,No,Yes,No,Yes,Yes,Yes,15. 05. 2022,22,857,45,342,289,112,85,751,88,284,New build,"CZK 11,000",Personal,Brick building,,,,,B,,,Yes,,,,
714217,"CZK 79,000",50.09653,14.34031,"Ke Dvoru, Prague - Vokovice",2 bedroom with open-plan kitchen,164 m²,"CZK 13,000",Furnished,4,No,Yes,Yes,No,Yes,Yes,No,18. 04. 2022,394,719,228,720,786,603,890,166,618,,New build,"CZK 158,000",Personal,Other,,,,,B,,,,,,,
713594,"CZK 14,000",50.0293758,14.5967803,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,51 m²,"CZK 2,500",Partially furnished,4,No,No,No,Yes,No,Yes,Yes,01. 08. 2022,178,317,291,426,238,290,736,817,943,127,New build,"CZK 30,000",Personal,Brick building,,,,,C,,,,,,,
526567,"CZK 20,000",50.0227826,14.4347777,"U Koupadel, Prague - Lhotka",1 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,2,No,Yes,No,No,No,No,Yes,01. 06. 2022,153,219,239,212,279,193,589,696,565,218,,"CZK 40,000",Personal,Other,,,Top floor,,,,,,,,,
220725,"CZK 19,400",50.0524391,14.3234207,Prague - Stodůlky,1 bedroom with open-plan kitchen,66 m²,"CZK 3,600",Partially furnished,2,Yes,Yes,No,No,Yes,No,No,10. 02. 2020,324,"1,401",846,"1,024",736,930,"1,176",684,427,586,New build,"CZK 23,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,B,Premium materials and solutions,18 m²,Yes,,,,
714191,"CZK 15,000",50.08909,14.46321,"Domažlická, Prague - Žižkov",Studio,53 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,82,598,306,130,79,456,643,754,413,284,Excellent,"CZK 35,000",Personal,Brick building,,Central heating,Attic,,G,Standard materials and solutions,,,,,,
709919,"CZK 18,000",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,65 m²,"CZK 4,500",Furnished,1,No,No,No,Yes,No,Yes,No,01. 05. 2022,419,363,210,351,"1,148","1,116",743,904,84,,New build,"CZK 18,000",Personal,Brick building,,,,,G,,,,,,,
714186,"CZK 12,000",50.03209,14.37514,"Brichtova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,15. 05. 2022,149,366,86,363,332,355,705,281,907,79,Excellent,"CZK 24,000",Personal,Prefab concrete building,,,,,G,,,,,,,
482006,"CZK 14,000",50.1313942,14.4656912,"Bojasova, Prague - Kobylisy",2 bedroom,63 m²,"CZK 3,178",Partially furnished,4,No,No,No,Yes,No,Yes,No,01. 05. 2022,297,599,202,524,550,499,308,157,"1,307",294,Good,"CZK 22,000",Personal,Prefab concrete building,,District heating,Middle floor,,D,Standard materials and solutions,,,,,,
30826,"CZK 15,000",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,63 m²,"CZK 6,000",Furnished,3,Yes,No,Yes,No,No,Yes,No,14. 04. 2022,198,690,414,653,675,694,"1,120",923,679,93,Excellent,"CZK 21,000",Personal,Prefab concrete building,10 to 30 years years,District heating,Middle floor,Overall,G,Standard materials and solutions,,,,,,
635057,"CZK 15,000",50.085811,14.444745,"Husinecká, Prague - Žižkov",1 bedroom with open-plan kitchen,47 m²,"CZK 4,823",Furnished,2,No,No,No,Yes,No,No,No,01. 05. 2022,111,494,104,167,165,515,311,244,449,503,Excellent,"CZK 30,000",Cooperative,Brick building,,Gas boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,62 m²,"CZK 6,500",Unfurnished,,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,167,612,"1,210",716,"1,193","1,106",239,653,701,,New build,"CZK 50,000",Cooperative,Other,1 to 10 years years,Central heating,Ground floor,,B,Premium materials and solutions,,Yes,,,,
14734,"CZK 24,000",50.0750479,14.3287835,"Na Břevnovské pláni, Prague - Břevnov",3 bedroom,96 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,Yes,No,No,01. 05. 2022,250,425,625,893,726,990,514,,,,Excellent,"CZK 45,000",Personal,Brick building,1 to 10 years years,Gas boiler,Top floor,Overall,C,Standard materials and solutions,,,,,,
714156,"CZK 11,990",50.02520305555,14.44032111111,"Nad lesním divadlem, Prague - Braník",Studio,28 m²,"CZK 1,396",Furnished,9,No,No,No,No,No,Yes,No,,242,574,93,545,621,600,593,81,"1,122",86,Excellent,"CZK 13,386",Personal,Prefab concrete building,,,,,G,,,,"CZK 13,386

                                
                                
                
i",,,
332052,"CZK 15,000",50.0637436,14.4091919,"Kotevní, Prague - Smíchov",1 bedroom,41 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,81,252,239,964,172,791,942,"1,147",436,673,Excellent,"CZK 30,000",Personal,Brick building,1 to 10 years years,Gas boiler,Top floor,Overall,,,,,,,,
714152,"CZK 16,490",50.02615527777,14.43546416666,"Nad lesním divadlem, Prague - Braník",2 bedroom with open-plan kitchen,59 m²,"CZK 2,722",Unfurnished,4,Yes,No,No,No,No,Yes,No,,231,273,232,244,321,300,633,477,905,478,Good,"CZK 19,212",Personal,Prefab concrete building,,,,,G,,,,"CZK 19,212

                                
                                
                
i",,,
714149,"CZK 13,000",50.09172,14.44197,"Prvního pluku, Prague - Karlín",Studio,26 m²,"CZK 2,500",Unfurnished,2,No,No,No,No,No,Yes,No,15. 06. 2022,178,418,151,176,28,151,401,899,263,325,Excellent,,Other,Other,,,,,G,,,,,,,
682537,"CZK 21,000",50.12858,14.44067,"Chotovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,70 m²,"CZK 6,000",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,15. 05. 2022,453,853,667,"1,183",669,619,816,589,523,166,New build,"CZK 50,000",Personal,Brick building,1 to 10 years years,District heating,Middle floor,Interior,G,Premium materials and solutions,,,,,,
714125,"CZK 11,000",50.1001944,14.4359751,"Farského, Prague - Holešovice",Studio,35 m²,"CZK 2,000",Partially furnished,6,No,No,No,No,No,Yes,No,01. 06. 2022,92,"1,045",22,255,181,187,174,"1,380",604,769,Excellent,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
400631,"CZK 10,900",50.0174124,14.3528786,"U Svahu, Prague - Slivenec",Studio,35 m²,"CZK 2,940",Partially furnished,2,No,No,Yes,No,No,Yes,No,14. 04. 2022,552,911,983,"1,030","1,066","1,217",646,,,,New build,"CZK 13,840",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,B,Premium materials and solutions,,Yes,,,,
550855,"CZK 16,500",50.0872487,14.4510246,Prague - Žižkov,2 bedroom,63 m²,CZK 880,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,79,419,40,409,74,415,222,523,222,651,,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,
297151,"CZK 15,000",50.071252,14.464839,Prague - Vršovice,1 bedroom,48 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,2,708,126,624,266,585,373,276,760,245,,"CZK 19,000",Personal,Brick building,,,Middle floor,Interior,A,,,,,,,
673571,"CZK 15,000",50.07159,14.40686,"Staropramenná, Prague - Smíchov",1 bedroom with open-plan kitchen,35 m²,"CZK 2,000",Furnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,119,466,30,128,37,308,560,"1,040","1,081",506,Excellent,"CZK 17,000",Personal,Brick building,,Gas boiler,,Interior,G,,,,,,,
714050,"CZK 14,000",50.0565447,14.291731850686,"Do Zahrádek I, Prague - Třebonice",Studio,30 m²,"CZK 2,000",Furnished,1,Yes,No,No,No,No,No,No,13. 04. 2022,252,"1,167",549,493,805,604,603,827,444,,New build,"CZK 16,000",Personal,Brick building,,,,,B,,,,,,,
714045,"CZK 11,500",50.10235,14.47493,"Palmovka, Prague - Libeň",1 bedroom,41 m²,"CZK 4,071",Partially furnished,1,No,No,Yes,No,No,Yes,No,03. 05. 2022,42,192,30,121,112,196,35,159,357,520,Good,"CZK 11,500",Personal,Brick building,,,,,D,,,,,,,
713340,"CZK 14,500",50.10526,14.51782,"Sousedíkova, Prague - Vysočany",Studio,31 m²,"CZK 2,900",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,367,619,"1,082",628,"1,294","1,097",890,112,,,New build,"CZK 15,000",Personal,Brick building,,,,,C,,,,,,,
714027,"CZK 26,000",50.0735,14.43822,"Varšavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,Yes,No,01. 07. 2022,173,260,105,449,91,350,139,305,832,679,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,D,,,,,,,
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,114 m²,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,158,603,131,173,31,68,243,317,159,223,Excellent,"CZK 40,000",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,B,Premium materials and solutions,,,,,,
713301,"CZK 14,900",50.09695,14.40419,"Milady Horákové, Prague - Hradčany",1 bedroom,52 m²,"CZK 3,100",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,59,807,119,24,0,147,131,"1,138",204,434,Excellent,"CZK 19,000",Personal,Brick building,,,,,G,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,01. 01. 1970,39,336,123,153,117,153,645,534,689,73,Excellent,"CZK 37,000",Personal,Brick building,,,,,A,,,,,,,
713303,"CZK 13,000",50.10745,14.44647,"Osadní, Prague - Holešovice",1 bedroom,45 m²,"CZK 4,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,73,462,168,475,205,330,259,815,385,187,Excellent,"CZK 17,000",Personal,Brick building,,,,,G,,,,,,,
257303,"CZK 18,000",50.0702435,14.3993777,"Na Zatlance, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,No,No,01. 07. 2022,329,223,215,246,224,306,73,691,743,262,,"CZK 30,000",Personal,Brick building,over 50 years years,Other,Middle floor,Interior,,Standard materials and solutions,,,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,57 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,No,No,No,10. 04. 2022,134,655,158,471,93,382,369,753,93,202,Excellent,"CZK 25,000",Personal,Brick building,,,,,,,20 m²,,,,,
704809,"CZK 12,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,17 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,"CZK 15,500",Personal,Brick building,,Central heating,,Overall,G,,,,,,,
596994,"CZK 9,990",50.026395,14.521774,"Opatovská, Prague - Chodov",Studio,38 m²,CZK 1,,3,No,No,No,No,No,No,No,15. 04. 2022,93,811,106,828,378,311,421,414,924,222,New build,"CZK 18,000",Personal,Brick building,,,,,A,,,,,,,
586296,"CZK 16,000",50.118133,14.630169,"Náchodská, Prague - Horní Počernice",3 bedroom with open-plan kitchen,103 m²,"CZK 6,000",Unfurnished,2,No,No,No,No,No,No,No,02. 12. 2019,114,"1,475",88,793,102,"1,343",171,312,,,Excellent,"CZK 35,000",Personal,Brick building,,,,,G,,,,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,64 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,125,373,219,81,55,115,351,847,"1,021",405,New build,"CZK 20,000",,Brick building,10 to 30 years years,Gas boiler,Middle floor,,,Standard materials and solutions,,,,,,
628517,"CZK 22,000",50.056007,14.308113,"Pod Zličínem, Prague - Stodůlky",2 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,No,No,12. 04. 2022,205,"1,173",290,"1,214","1,161","1,320","1,304","1,102",828,489,New build,"CZK 22,000",Personal,Brick building,1 to 10 years years,Electric boiler,Raised ground floor,Overall,G,Premium materials and solutions,,,,,,
582294,"CZK 20,500",50.091065,14.477632,"Biskupcova, Prague - Žižkov",2 bedroom with open-plan kitchen,65 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,16. 05. 2022,224,"1,029",202,309,326,391,259,288,395,345,Excellent,"CZK 20,500",Personal,Brick building,,,,,E,,,,,,,
713902,"CZK 10,500",50.0636028,14.435896,"Boleslavova, Prague - Nusle",1 bedroom,50 m²,CZK 490,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,367,379,243,313,382,484,259,353,404,331,Excellent,"CZK 10,500",Personal,Brick building,,,,,G,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,45 m²,"CZK 2,660",Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,,"CZK 15,000",Personal,Brick building,,,Ground floor,,,,,,,,,
590755,"CZK 16,800",50.073647,14.416906,"Na Moráni, Prague - Nové Město",2 bedroom,60 m²,CZK 500,,5,No,No,No,No,No,No,No,12. 04. 2022,136,344,79,149,75,217,342,430,752,269,Good,"CZK 16,782",Personal,Brick building,,,,,A,,,,,,,
713112,"CZK 35,000",50.02094,14.41331,"U Zátiší, Prague - Hodkovičky",2 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,18. 04. 2022,253,"1,412","1,277","1,370",489,"1,491",183,,,,Excellent,"CZK 60,000",Personal,Brick building,,,,,A,,,,,,,
713312,"CZK 16,000",50.1317955,14.5448996,Prague - Kbely,1 bedroom with open-plan kitchen,65 m²,"CZK 3,700",Partially furnished,2,Yes,Yes,No,No,No,No,No,01. 05. 2022,383,732,636,571,596,430,430,252,495,,Excellent,"CZK 16,000",Personal,Brick building,,,,,B,,15 m²,,,,,
713837,"CZK 9,500",50.10681,14.44864,"Poupětova, Prague - Holešovice",Small studio,25 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,Yes,No,14. 04. 2022,235,487,69,299,155,303,302,761,400,361,Excellent,"CZK 12,500",Personal,Brick building,,,,,C,,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,70 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,192,884,534,587,289,570,226,375,881,372,Excellent,"CZK 48,000",Personal,Brick building,,,,,G,,,,,,,
713828,"CZK 18,600",50.0718493,14.4552977,"Norská, Prague - Vršovice",2 bedroom,46 m²,"CZK 3,000",Furnished,1,No,No,No,No,Yes,No,No,12. 05. 2022,211,660,85,437,55,435,140,205,545,175,Excellent,"CZK 18,600",Personal,Brick building,,Gas boiler,Middle floor,Overall,G,Standard materials and solutions,,,,,,
190925,"CZK 11,500",50.0241471,14.4558453,"Hurbanova, Prague - Krč",Studio,34 m²,"CZK 2,500",Unfurnished,3,No,No,Yes,Yes,No,No,No,11. 04. 2022,426,931,475,512,466,534,"1,372",499,447,,,"CZK 15,000",Cooperative,Prefab concrete building,,District heating,,,,,,,,,,
536913,"CZK 16,000",50.0848545,14.483906,Prague - Strašnice,Studio,52 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,,"CZK 20,000",Personal,Brick building,1 to 10 years years,,Middle floor,,,Premium materials and solutions,,Yes,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Partially furnished,,No,No,No,No,No,No,No,,174,305,331,840,"1,019","1,366",220,,,,,"CZK 14,000",Personal,Brick building,,Gas boiler,Raised ground floor,Interior,,Standard materials and solutions,,,,,,
400345,"CZK 14,000",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,64 m²,"CZK 2,000",Partially furnished,3,No,Yes,No,No,Yes,No,No,16. 05. 2022,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,Excellent,"CZK 28,000",Personal,Brick building,10 to 30 years years,Gas boiler,Attic,,,,120 m²,,,,,
713794,"CZK 15,500",50.0848285,14.3763459,"Bělohorská, Prague - Břevnov",Studio,29 m²,"CZK 2,000",Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 05. 2022,53,824,62,397,57,161,81,398,262,273,Excellent,"CZK 20,000",Other,Brick building,,,,,F,,,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,40 m²,CZK 1,Partially furnished,2,No,No,No,No,No,No,No,12. 04. 2022,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,New build,"CZK 18,000",Personal,Brick building,,District heating,,,A,Premium materials and solutions,,,,,,
658032,"CZK 21,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,425,383,567,433,477,975,428,"1,467",364,,New build,"CZK 24,900",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,A,Standard materials and solutions,,Yes,,,,
713618,"CZK 10,000",50.06458,14.40079,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,50 m²,"CZK 1,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 05. 2022,263,540,292,883,413,627,239,212,455,136,Good,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,
529688,"CZK 16,000",50.0748582,14.5011723,"U Kombinátu, Prague - Strašnice",1 bedroom with open-plan kitchen,71 m²,"CZK 5,000",Partially furnished,5,No,No,No,No,No,No,No,01. 09. 2018,383,822,90,873,249,827,118,397,995,541,Good,"CZK 32,000",Personal,Brick building,10 to 30 years years,Gas boiler,Attic,,,Standard materials and solutions,,,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,31 m²,"CZK 2,500",Furnished,3,Yes,No,No,No,No,Yes,No,06. 04. 2022,178,355,421,403,"1,191",556,"1,036",237,,,New build,"CZK 25,000",Personal,Prefab concrete building,,,,,C,,,,,,,
693907,"CZK 11,999",50.08737,14.46042,"Ostromečská, Prague - Žižkov",2 bedroom,52 m²,"CZK 5,999",Furnished,3,Yes,No,No,No,No,Yes,No,07. 12. 2021,50,386,148,485,177,358,375,450,277,170,Good,"CZK 27,999",Personal,Prefab concrete building,,District heating,,,G,,,,,,,
605756,"CZK 9,980",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,40 m²,CZK 1,,2,No,No,No,No,No,No,No,11. 04. 2022,220,"1,006",357,800,699,786,300,321,"1,201",51,New build,"CZK 18,000",Personal,Brick building,,,,,A,,,,,,,
632492,"CZK 16,000",50.111335,14.39601,"Šestidomí, Prague - Bubeneč",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,No,Yes,04. 04. 2022,181,258,998,393,773,866,558,647,331,,Excellent,"CZK 19,500",Personal,Brick building,,District heating,Middle floor,Overall,G,Standard materials and solutions,,,,,,
713736,"CZK 14,000",50.05164,14.3346,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,291,676,225,641,629,196,609,724,869,455,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,B,,,,,,,
690101,"CZK 19,000",50.08168,14.36474,"Hošťálkova, Prague - Břevnov",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,,No,Yes,No,No,No,No,No,01. 07. 2022,471,617,427,485,369,576,393,865,515,328,Excellent,"CZK 25,000",Personal,Brick building,1 to 10 years years,Other,Ground floor,Overall,G,Standard materials and solutions,8 m²,,,,,
713725,"CZK 13,000",50.10219,14.40399,"Raisova, Prague - Bubeneč",2 bedroom,53 m²,"CZK 3,700",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,314,842,165,568,146,620,415,550,577,134,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
712727,"CZK 19,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,No,04. 04. 2022,238,486,271,285,309,483,254,835,279,151,Excellent,"CZK 40,000",Personal,Brick building,,Gas boiler,Ground floor,Overall,G,Premium materials and solutions,,,,,,
368861,"CZK 11,000",50.0855492,14.4700332,"Jana Želivského, Prague - Žižkov",Studio,35 m²,"CZK 4,000",Partially furnished,3,No,No,No,No,No,No,No,20. 05. 2022,23,239,67,341,97,376,517,444,478,500,,"CZK 15,986",Personal,Brick building,,,Middle floor,,G,,,,,,,
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,05. 04. 2022,326,689,159,654,642,209,622,604,946,558,New build,"CZK 20,000",Personal,Brick building,,,,,C,,,,,,,
643771,"CZK 22,900",50.065524,14.425584,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,70 m²,"CZK 4,600",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,145,"1,036",163,291,28,250,632,648,467,258,Excellent,"CZK 23,000",Personal,Brick building,,,,,C,,,,,,,
587270,"CZK 19,900",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,39 m²,"CZK 1,300",Furnished,2,No,No,No,No,Yes,Yes,No,01. 05. 2022,61,143,110,127,39,497,225,617,198,373,Excellent,,Personal,Brick building,,,Middle floor,Overall,G,Premium materials and solutions,,,,,,
