Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 13,501","CZK 1,500",189710,1 bedroom,10/1/2022,38 m²,Fully furnished,,,173.35,310.17,262.09,2308.82,105.24,239.11,757.87,994.55,2521.74,323.39,"Prunéřovská, Prague - Dolní Chabry",50.1451706,14.4501183,"CZK 16,000",Brick,Over 50 years,Standard,Good,Personal,C,Central,,,,,,1.0,,,,,,
"CZK 13,800","CZK 2,297",448060,Studio,8/21/2022,31 m²,Partly,4,1.0,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,"CZK 13,800",Brick,Up to 10 years,Standard,New-build,Personal,A,,1.0,,1.0,1.0,1.0,,,,,,,
"CZK 19,000","CZK 5,000",657207,2+kk,11/1/2022,50 m²,Partly,2,1.0,216.57,427.63,168.14,309.85,188.68,185.58,298.25,344.11,177.98,404.59,"Sámova, Prague - Vršovice",50.06697,14.4515,"CZK 24,000",Brick,,,Very good,Personal,F,,,Interior,,1.0,1.0,,,,,,,
"CZK 30,000","CZK 6,000",733504,3+kk,9/12/2022,74 m²,Partly,6,1.0,192.57,352.64,15.08,200.15,102.53,203.32,529.68,605.19,222.59,295.16,Prague - Holešovice,50.10458,14.45224,"CZK 50,000",Brick,,,New-build,,G,,1.0,,,1.0,1.0,,,1.0,,,,
"CZK 15,000","CZK 4,000",515356,2+kk,12/1/2022,40 m²,Partly,3,1.0,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,Prague - Kyje,50.115837,14.563305,"CZK 20,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Central,1.0,,,,1.0,1.0,,1.0,,,,
"CZK 29,000","CZK 5,500",731960,3+kk,10/1/2022,81 m²,Fully furnished,5,1.0,393.03,1027.39,258.04,1001.43,706.51,542.62,526.95,452.48,1226.06,80.7,Prague - Střížkov,50.13044,14.49426,"CZK 50,000",Brick,Up to 10 years,Standard,New-build,,B,Electric boiler,1.0,,1.0,,,1.0,,,,,,
"CZK 11,000","CZK 4,500",543888,Studio,10/1/2022,30 m²,Partly,1,1.0,226.08,914.29,66.73,626.52,329.1,751.16,123.39,1989.1,998.4,147.06,"Sazovická, Prague - Zličín",50.0577491,14.2835448,"CZK 20,000",Brick,,Standard,New-build,Personal,,,1.0,,1.0,1.0,1.0,,,,,,,
"CZK 13,000","CZK 4,000",733282,3+1,9/6/2022,77 m²,Partly,,,291.39,1027.86,215.49,680.32,633.1,804.61,1178.47,291.34,2491.02,166.14,Prague - Černý Most,50.10307,14.58197,"CZK 10,000",Prefab concrete,,,Good,,G,,,,,1.0,1.0,,,1.0,,,,
"CZK 23,000","CZK 5,000",732375,3+kk,11/1/2022,74 m²,Partly,2,1.0,234.04,1583.45,231.92,1255.78,278.04,219.26,471.98,201.41,552.16,60.46,Prague - Strašnice,50.067,14.51166,"CZK 23,000",Brick,,,Very good,,G,,,,,,,,,,1.0,,,
"CZK 15,000","CZK 5,000",528574,Studio,8/9/2018,35 m²,Fully furnished,1,,658.96,997.02,1317.3,1575.98,205.87,1113.2,1402.44,1230.44,383.12,175.07,"Hlučkova, Prague - Letňany",50.1425334,14.5228207,"CZK 20,000",Brick,,,Very good,Personal,B,,,,1.0,1.0,,1.0,,,,,,
"CZK 24,000","CZK 4,800",732007,3+1,9/15/2022,80 m²,Unfurnished,3,,178.23,245.7,373.27,270.65,450.71,376.96,384.46,685.83,1318.51,167.44,Prague - Řepy,50.06253,14.30883,"CZK 48,000",Prefab concrete,,,Very good,,G,,,,,,,,,,1.0,,,
"CZK 18,000","CZK 4,500",582936,3+kk,9/1/2022,56 m²,Unfurnished,1,,231.73,136.03,189.78,194.29,137.29,225.81,43.12,382.88,71.25,292.35,"Saratovská, Prague - Strašnice",50.075045,14.492493,"CZK 36,000",Brick,,,Very good,Personal,G,Central,,Complete,,1.0,,,,,,,,
"CZK 17,400","CZK 5,000",415980,2+kk,9/6/2022,52 m²,Fully furnished,1,1.0,82.83,718.77,7.41,50.58,61.81,78.58,381.32,466.35,411.81,343.17,Prague - Žižkov,50.0894498,14.4676983,"CZK 22,400",Brick,Over 50 years,Standard,Very good,Personal,,Gas boiler,,Complete,,1.0,,,,,,,,
"CZK 27,000","CZK 6,000",496025,3+kk,10/1/2022,94 m²,Partly,1,1.0,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,"V Kapslovně, Prague - Žižkov",50.086872,14.4629213,"CZK 35,000",Brick,,,,Personal,,Central,,,,,1.0,1.0,1.0,,,,,
"CZK 21,900","CZK 4,000",732829,3+1,9/6/2022,78 m²,Partly,2,1.0,306.33,463.37,351.98,741.76,441.7,156.13,723.53,210.52,597.79,46.29,Prague - Stodůlky,50.04541,14.31331,"CZK 25,000",Prefab concrete,,,Very good,,G,,,,,1.0,1.0,1.0,,1.0,,,,
"CZK 19,800","CZK 2,500",597750,2+kk,9/12/2022,56 m²,,2,1.0,349.33,623.35,107.22,439.57,293.31,350.6,374.18,434.11,387.31,297.53,"Musílkova, Prague - Košíře",50.067502,14.370077,"CZK 30,000",Brick,Up to 10 years,Standard,Very good,Personal,C,Gas boiler,,,,,1.0,1.0,1.0,1.0,,,,
"CZK 22,000","CZK 3,000",732833,2 bedroom,9/6/2022,57 m²,Partly,1,1.0,95.66,526.1,96.83,456.1,170.98,496.91,370.21,499.14,518.01,175.58,Prague - Žižkov,50.08722,14.46211,"CZK 25,000",Brick,,,Very good,,G,,,Complete,,,,,,,,,,
"CZK 11,000","CZK 4,000",613420,Studio,10/1/2022,31 m²,,3,1.0,265.39,510.79,358.01,1348.79,523.71,610.43,33.71,489.51,816.07,237.2,"Bachova, Prague - Chodov",50.030742,14.512007,"CZK 15,000",Prefab concrete,,,Very good,Personal,B,,,Complete,,,,,,,,,,
"CZK 22,000",CZK 700,731874,2 bedroom,8/31/2022,52 m²,Fully furnished,3,1.0,113.11,379.86,71.41,241.99,45.66,98.49,295.44,275.59,558.97,269.92,Prague - Vinohrady,50.0755,14.45124,"CZK 44,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000",725560,3+kk,7/10/2022,138 m²,Unfurnished,1,1.0,217.64,234.28,240.62,629.17,210.31,68.85,525.17,314.44,226.55,376.18,Prague - Žižkov,50.08457,14.46719,"CZK 80,000",Other,,,Very good,,G,Central,,,,,,,,,,,,
"CZK 29,000","CZK 5,200",554565,3+kk,10/1/2022,77 m²,Partly,1,1.0,811.38,1504.11,710.84,1041.71,276.11,1058.02,650.87,802.52,639.07,735.93,"Podvinný mlýn, Prague - Libeň",50.1109789,14.4891272,"CZK 58,000",Brick,10 to 30 years,Standard,Very good,Personal,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
"CZK 11,501",CZK 0,698590,5+1,10/1/2022,130 m²,Fully furnished,2,1.0,244.34,824.44,86.79,277.59,61.66,236.34,404.32,820.6,583.23,930.33,"Schnirchova, Prague - Holešovice",50.10177,14.43515,"CZK 11,500",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 17,499","CZK 2,500",722445,2+kk,9/1/2022,37 m²,Partly,8,1.0,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",Prefab concrete,10 to 30 years,Standard,New-build,,D,Central,1.0,Complete,,1.0,1.0,1.0,1.0,,,,,
"CZK 15,000","CZK 5,300",728043,2+kk,9/3/2022,50 m²,Unfurnished,3,,472.29,943.14,661.04,1348.71,676.16,989.59,1050.16,1126.49,1467.83,658.23,"Hůrská, Prague - Kyje",50.105237577283,14.554041749073,"CZK 40,000",Brick,,Standard,New-build,Personal,A,Central,1.0,,,,1.0,1.0,,,,,,
"CZK 21,500","CZK 4,000",725359,2 bedroom,8/28/2022,80 m²,Partly,1,,379.01,2220.31,438.76,1628.78,367.87,1674.19,2055.82,2977.16,401.69,189.22,Prague - Hostavice,50.08462,14.55603,"CZK 43,000",Brick,10 to 30 years,Luxurious,Very good,Personal,,,,,1.0,,1.0,1.0,,,,,,
"CZK 12,000","CZK 2,700",732695,Studio,9/6/2022,26 m²,Partly,3,,233.33,597.58,424.82,268.33,15.01,1219.3,217.85,552.03,354.24,393.59,Prague - Michle,50.05793,14.45218,"CZK 24,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",730933,2 bedroom,9/7/2022,53 m²,Fully furnished,6,1.0,249.45,542.09,188.53,762.13,138.43,578.41,416.88,123.11,714.28,256.3,Prague - Žižkov,50.09051,14.49609,"CZK 40,000",Brick,,,Very good,Personal,E,Central,,Complete,,1.0,1.0,1.0,,,,,,
"CZK 17,000","CZK 3,539",709488,Studio,9/7/2022,32 m²,Fully furnished,2,1.0,15.98,569.97,162.62,196.99,41.32,221.23,152.56,579.07,569.44,156.87,"Batelovská, Prague - Michle",50.04577,14.44959,"CZK 30,000",Brick,,Luxurious,Very good,Personal,G,Distance,,Complete,,,,,,,,,,
"CZK 18,000","CZK 4,000",731912,1 bedroom,11/1/2022,41 m²,Fully furnished,3,1.0,50.4,136.37,17.92,343.39,46.61,70.87,203.62,387.13,82.88,253.52,Prague - Žižkov,50.08769,14.45695,"CZK 18,000",Brick,Up to 10 years,Standard,Very good,,G,Central,1.0,Complete,,,1.0,,,1.0,,,,
"CZK 23,500","CZK 5,000",731940,3+kk,8/31/2022,80 m²,Fully furnished,1,,118.78,574.72,620.35,1071.13,489.08,568.38,719.0,646.65,464.63,340.39,Prague - Letňany,50.14089,14.51512,"CZK 40,000",Prefab concrete,10 to 30 years,Standard,Very good,Cooperative,E,Central,,Complete,,1.0,,1.0,,1.0,1.0,,,
"CZK 10,500","CZK 3,500",508804,1 bedroom,10/1/2022,32 m²,Partly,2,,97.42,775.46,434.8,564.79,33.22,419.85,703.27,593.35,1151.55,236.72,"Vykáňská, Prague - Strašnice",50.0782191,14.5043979,"CZK 14,000",Brick,,Standard,Very good,Personal,,,,Interior,,,1.0,,,,,,,
"CZK 13,500","CZK 5,000",731590,2+kk,8/29/2022,46 m²,Partly,,,107.51,957.82,19.08,1367.93,79.59,248.01,375.18,199.96,506.8,438.33,Prague - Libeň,50.11625,14.46934,"CZK 20,000",Brick,Over 50 years,,Good,,G,Electric boiler,,,,,,,,,,,,
"CZK 30,000","CZK 3,600",732664,3+kk,9/16/2022,71 m²,Unfurnished,2,1.0,80.58,970.2,288.35,326.95,469.13,383.3,436.86,1714.08,660.71,182.37,Prague - Třebonice,50.05601,14.29032,"CZK 60,000",Brick,,,New-build,,B,,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 16,800","CZK 5,000",261360,1 bedroom,9/1/2022,42 m²,Partly,1,,331.24,781.05,684.31,744.39,389.49,703.4,548.2,708.51,1253.91,306.21,Prague - Suchdol,50.1402544,14.3836969,"CZK 30,000",Brick,Over 50 years,Luxurious,Very good,Personal,,Central,,Complete,,,,,,,,,,
"CZK 17,000","CZK 5,828",732658,2+kk,9/5/2022,55 m²,Fully furnished,1,,352.01,626.03,109.91,442.25,295.99,353.28,376.87,436.79,384.62,300.21,Prague - Košíře,50.06769,14.36999,"CZK 25,000",Brick,10 to 30 years,Standard,New-build,Personal,D,,,,1.0,1.0,,,1.0,,,,,
"CZK 17,000","CZK 4,148",651280,2+kk,9/15/2022,48 m²,Partly,2,,228.11,1233.41,633.21,1332.18,221.1,1084.64,641.83,537.24,927.23,388.57,"Javorová, Prague - Kobylisy",50.136303,14.476185,"CZK 17,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Electric boiler,1.0,Complete,,1.0,,1.0,,,,,,
"CZK 13,990","CZK 3,554",732649,1 bedroom,9/16/2022,37 m²,Fully furnished,2,,205.96,1473.39,136.32,1145.72,182.43,123.65,514.34,163.28,592.77,122.93,"Vyžlovská, Prague - Strašnice",50.06713416666,14.51026305555,"CZK 17,544",Brick,,,Good,Personal,G,,,,,1.0,1.0,,,,,"CZK 17,544",,
"CZK 22,000","CZK 3,500",731901,2+kk,9/29/2022,50 m²,Fully furnished,7,,311.79,937.12,217.43,494.16,172.3,251.34,607.78,1093.67,297.97,798.29,Prague - Holešovice,50.10363,14.43617,"CZK 44,000",Low-energy,,,New-build,,E,,,,1.0,,,,,,,,,
"CZK 15,990","CZK 2,354",732638,3+kk,9/17/2022,55 m²,Fully furnished,5,1.0,85.93,367.36,151.37,308.95,330.61,1309.05,339.93,609.93,1041.94,517.48,"Hlavní, Prague - Záběhlice",50.04760944444,14.49129833333,"CZK 18,344",Brick,,,Good,Cooperative,G,,,,,1.0,1.0,,,,,"CZK 18,344",,
"CZK 13,500","CZK 2,500",731890,1 bedroom,8/31/2022,34 m²,Unfurnished,5,1.0,246.83,1125.71,266.13,1352.95,317.8,547.91,323.27,954.4,383.94,131.64,Prague - Záběhlice,50.05399,14.49154,"CZK 25,000",Prefab concrete,,,Very good,,G,,,,,,,,,,,,,
"CZK 14,900","CZK 4,000",731332,Studio,12/15/2022,32 m²,Unfurnished,1,,662.77,671.97,654.76,3976.71,693.43,964.64,2776.84,3399.37,829.83,566.35,Prague - Dubeč,50.06447,14.58301,"CZK 20,000",Brick,Over 50 years,Standard,Good,,G,Central,,Interior,,,,,,,,,,
"CZK 24,000","CZK 3,892",731882,2+kk,8/31/2022,80 m²,Partly,1,1.0,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,"CZK 24,000",Low-energy,Up to 10 years,Standard,Very good,,G,Central,,,,1.0,1.0,,1.0,,,,,
"CZK 17,900","CZK 4,000",731562,2+kk,8/31/2022,52 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 21,900",Other,,,New-build,,B,,1.0,,,,1.0,,,,,,,
"CZK 15,000","CZK 7,500",732495,2 bedroom,9/5/2022,78 m²,Unfurnished,2,,134.33,305.85,402.68,2461.66,151.56,379.69,716.53,915.02,2639.7,463.98,Prague - Dolní Chabry,50.14444,14.44953,"CZK 30,000",Brick,,,Good,,G,,,,,,1.0,,,,,,,
"CZK 79,000","CZK 20,000",714217,3+kk,9/1/2022,164 m²,Fully furnished,4,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,"CZK 158,000",Other,,Luxurious,New-build,Personal,B,Distance,,,1.0,1.0,,1.0,,,,,,
"CZK 14,500",CZK 500,609104,2 bedroom,9/5/2022,59 m²,,,,225.1,1115.58,252.13,729.25,344.37,1317.53,145.66,230.19,667.68,276.5,"Spojovací, Prague - Vysočany",50.101403,14.489725,"CZK 25,000",Brick,,,Good,Personal,G,,,,,,,,,,,,,
"CZK 28,000","CZK 3,000",732487,2+kk,9/6/2022,60 m²,Partly,3,,,,,,,,,,,,Prague - Nové Město,50.07124,14.4155,"CZK 56,000",Brick,,,Very good,,D,,,,,,,,,,,,,
"CZK 19,990","CZK 3,900",697963,Studio,7/9/2022,53 m²,Fully furnished,3,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",Brick,Up to 10 years,Luxurious,Very good,Personal,B,Distance,,Complete,1.0,,,,,,,,,
"CZK 16,900","CZK 3,000",682598,1 bedroom,10/1/2022,50 m²,Partly,1,,276.94,538.07,192.49,734.47,116.14,237.14,176.65,167.91,731.97,327.41,"Vítkova, Prague - Karlín",50.08981,14.44593,"CZK 16,900",Brick,,,Very good,Personal,G,,,Complete,,1.0,,1.0,,,,,,
"CZK 8,900","CZK 1,000",732473,Small studio,9/5/2022,18 m²,Fully furnished,1,,245.72,226.56,270.26,667.18,324.83,306.12,928.21,543.25,842.34,608.35,Prague - Libeň,50.11951,14.46319,"CZK 10,000",Other,,,Good,,F,,,,,,,,,1.0,,,,
"CZK 10,000","CZK 3,000",642394,Small studio,9/9/2022,21 m²,Partly,1,,40.4,128.96,206.2,624.34,291.79,589.26,489.02,532.48,381.68,101.04,"Jabloňová, Prague - Záběhlice",50.056632,14.502264,"CZK 10,000",Brick,,,Very good,Personal,G,Distance,,Interior,,1.0,,,,,,,,
"CZK 18,000","CZK 5,000",731774,2 bedroom,8/30/2022,70 m²,Partly,3,,161.29,337.38,55.19,381.29,71.73,300.17,292.09,311.56,471.93,346.14,Prague - Uhříněves,50.02907,14.60114,"CZK 20,000",Brick,,,Good,,G,Electric boiler,,,,1.0,,,,1.0,,,,
"CZK 20,000","CZK 8,100",729666,3+kk,9/15/2022,70 m²,Fully furnished,1,1.0,202.84,1000.51,965.34,2744.15,598.14,946.39,806.09,3874.68,843.89,666.43,Prague - Štěrboholy,50.0747,14.55265,"CZK 33,000",Brick,,Standard,Good,Personal,G,,,,,,1.0,,,1.0,,,,
"CZK 130,000","CZK 15,000",732450,5+kk,11/1/2022,212 m²,Partly,5,1.0,41.4,344.12,274.72,457.52,50.64,434.5,143.34,584.82,59.77,467.53,Prague - Josefov,50.09114,14.41807,"CZK 145,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 11,000","CZK 4,500",732445,2 bedroom,9/5/2022,50 m²,Partly,2,,138.36,260.49,64.57,2286.67,152.81,596.12,233.0,457.72,1468.53,482.31,Prague - Braník,50.0388,14.41097,"CZK 11,000",Brick,,,Good,,G,,,,,,1.0,,,,,,,
"CZK 25,000",CZK 0,728125,2 bedroom,8/1/2022,62 m²,Fully furnished,3,,125.04,183.88,167.97,409.44,108.62,78.69,404.34,686.89,845.04,243.87,Prague - Smíchov,50.06945,14.40026,"CZK 55,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 25,000","CZK 1,100",572986,3+1,10/1/2022,75 m²,Partly,1,1.0,20.73,736.07,76.78,653.85,228.84,695.13,411.28,309.72,543.02,290.23,"Dvacátého osmého pluku, Prague - Vršovice",50.070779649373,14.463591322468,"CZK 36,000",Brick,Up to 10 years,Luxurious,Very good,Personal,,Gas boiler,,Complete,,,1.0,,,,,,,
"CZK 36,000","CZK 4,000",732293,2+kk,9/20/2022,80 m²,Fully furnished,6,1.0,109.24,338.67,210.43,245.14,72.06,262.46,126.24,372.44,234.85,464.61,Prague - Josefov,50.08998,14.41986,"CZK 35,000",Brick,,,Very good,,E,,,,,1.0,,,,,,,,
"CZK 39,900","CZK 5,600",730978,4+kk,9/1/2022,128 m²,Fully furnished,4,1.0,93.39,822.37,236.32,755.17,455.41,558.27,194.88,1179.37,603.42,182.98,Prague - Holešovice,50.11028,14.44754,"CZK 45,500",Brick,Over 50 years,Luxurious,Very good,Personal,G,,,Complete,,1.0,1.0,,1.0,,,,,
"CZK 40,000",CZK 0,24335,3+kk,10/1/2022,95 m²,Fully furnished,4,1.0,177.64,664.92,172.37,77.54,38.15,125.87,36.04,110.57,370.0,231.91,"Ječná , Prague - Nové Město",50.0755456,14.426963,"CZK 40,000",Brick,Over 50 years,Luxurious,Very good,Personal,C,Gas boiler,,Complete,,,,,,,,,,
"CZK 21,000","CZK 4,500",732433,2+kk,9/5/2022,57 m²,Partly,1,1.0,198.12,494.77,405.3,2112.15,214.94,623.55,623.8,428.45,1401.93,83.85,Prague - Čimice,50.13871,14.42853,"CZK 40,000",Brick,,,New-build,,G,,1.0,,1.0,1.0,,1.0,1.0,,,,,
"CZK 12,999","CZK 2,999",661680,Studio,10/1/2022,34 m²,Fully furnished,3,,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,"CZK 26,000",Other,,Luxurious,Very good,Personal,D,Distance,,Complete,,1.0,,1.0,,,1.0,,,
"CZK 10,000","CZK 4,000",728693,Small studio,8/5/2022,52 m²,Fully furnished,2,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,"CZK 14,000",Brick,,,Good,,F,,,,,1.0,,,,,,,,
"CZK 18,000","CZK 3,500",732416,2+kk,10/1/2022,55 m²,Fully furnished,1,,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,"CZK 36,000",Other,,,New-build,,G,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 4,500",532966,1 bedroom,9/15/2022,50 m²,Fully furnished,,,42.39,900.33,776.91,1023.52,561.54,907.81,1006.95,861.82,711.36,235.65,Prague - Modřany,49.9991704,14.4145554,"CZK 12,000",Brick,Up to 10 years,Luxurious,Very good,Personal,C,Electric boiler,,Complete,,,,,,,,,,
"CZK 14,000","CZK 4,300",731314,Studio,9/8/2022,31 m²,Unfurnished,,1.0,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,"CZK 42,000",Brick,Up to 10 years,Standard,New-build,Personal,G,,1.0,,1.0,1.0,,,,,,,,
"CZK 14,500","CZK 4,000",460708,Studio,10/1/2022,18 m²,Partly,5,,126.75,443.61,90.84,239.9,90.13,257.23,296.01,378.63,212.13,176.29,"U Obecního dvora, Prague - Staré Město",50.0911789,14.4233778,"CZK 20,000",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000",650442,2+kk,3/15/2021,75 m²,Fully furnished,6,1.0,439.43,329.93,177.27,299.2,234.8,530.92,164.73,508.99,866.38,246.87,Prague - Vinohrady,50.079607,14.453788,"CZK 25,000",Brick,,,New-build,Personal,A,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 8,000",732379,2 bedroom,9/4/2022,65 m²,Partly,1,,271.79,987.78,578.94,747.64,342.74,685.19,763.29,183.58,325.86,803.27,Prague - Radotín,49.98923,14.36573,"CZK 34,000",Brick,,,New-build,,G,,,Complete,,,,,,,,,,
"CZK 13,000","CZK 3,700",661944,Studio,10/1/2022,32 m²,Fully furnished,3,1.0,209.79,1264.1,641.88,1245.65,914.53,1190.94,1194.21,1204.06,1094.16,456.8,"Granitova, Prague - Hloubětín",50.10882,14.52671,"CZK 15,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Distance,,,,1.0,,,1.0,,1.0,,,
"CZK 16,500","CZK 2,500",732373,3+1,10/1/2022,76 m²,Partly,1,,33.87,671.64,695.37,656.1,332.69,667.6,737.99,672.8,398.43,310.62,Prague - Záběhlice,50.05376,14.50915,"CZK 30,000",Prefab concrete,,,Very good,,G,,,,,,1.0,,,,,,,
"CZK 22,000","CZK 3,000",732369,2+kk,10/1/2022,71 m²,Partly,4,,131.2,915.6,436.61,1235.47,302.16,337.8,329.96,850.35,145.78,308.46,Prague - Záběhlice,50.0558,14.49219,"CZK 25,000",Brick,,,Very good,,G,,,,,,1.0,1.0,,,,,,
"CZK 16,900","CZK 3,500",580875,2+kk,10/1/2022,42 m²,Partly,4,1.0,94.6,945.39,147.86,626.72,133.28,186.97,270.0,589.53,310.73,214.83,"Svojetická, Prague - Strašnice",50.069457,14.492818,"CZK 16,900",Prefab concrete,30 - 50 years,Luxurious,Very good,Personal,C,Central,,Complete,,1.0,,,,,1.0,,,
"CZK 20,000","CZK 5,000",731959,2 bedroom,9/1/2022,55 m²,Fully furnished,2,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,"CZK 35,000",Brick,Over 50 years,Standard,Very good,,G,,,,,1.0,1.0,,,,,,,
"CZK 30,000","CZK 9,000",731752,3+kk,10/1/2022,120 m²,Fully furnished,10,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,"CZK 60,000",Other,,,New-build,,C,,1.0,,,1.0,1.0,1.0,,,1.0,,,
"CZK 25,900","CZK 2,500",690553,2+kk,11/1/2022,58 m²,Partly,5,1.0,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,"CZK 40,000",Brick,Up to 10 years,Standard,Very good,Personal,B,Electric boiler,,Complete,,,,,,,,,,
"CZK 13,500","CZK 1,000",732261,2+kk,9/3/2022,49 m²,Partly,1,1.0,104.63,1369.05,148.72,1041.39,146.03,207.21,616.34,246.83,697.12,206.48,Prague - Strašnice,50.06724,14.50881,"CZK 27,000",Prefab concrete,,,Good,,G,,,,,1.0,,,,,,,,
"CZK 15,900","CZK 5,000",720255,2+kk,7/1/2022,35 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,,New-build,,A,,1.0,,,,,1.0,,,,,,
"CZK 14,900","CZK 5,000",720261,2+kk,7/1/2022,45 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",Brick,,,New-build,,A,,1.0,,1.0,,,1.0,,,,,,
"CZK 14,900","CZK 5,000",720267,Studio,7/1/2022,35 m²,Partly,2,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",Brick,,,New-build,,A,,1.0,,,,,1.0,,,,,,
"CZK 16,000","CZK 5,000",720270,Studio,7/1/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,,New-build,,A,,1.0,,,,,1.0,,,,,,
"CZK 33,000","CZK 8,850",727597,3+kk,9/1/2022,91 m²,Partly,3,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,"CZK 70,000",Brick,Up to 10 years,Luxurious,Very good,Personal,,,,Complete,,,,1.0,,,,,,
"CZK 15,500","CZK 4,000",731640,2 bedroom,9/15/2022,57 m²,Partly,1,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,"CZK 19,500",Brick,,,Good,,B,Central,,,,,,1.0,,,,,,
"CZK 23,000","CZK 4,000",730684,3+1,8/21/2022,90 m²,Partly,1,,277.75,748.23,269.12,722.31,157.77,746.58,201.36,325.29,680.02,360.28,Prague - Strašnice,50.07413,14.49928,"CZK 46,000",Brick,,,Good,,G,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,500",724007,2 bedroom,10/1/2022,50 m²,Partly,7,1.0,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,"CZK 25,000",Prefab concrete,,,Good,,F,,,,,,1.0,,,,,,,
"CZK 24,999","CZK 4,900",731412,2+kk,8/27/2022,57 m²,Fully furnished,1,1.0,181.87,1408.66,55.3,979.08,153,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,"CZK 24,999",Brick,,,New-build,,A,,1.0,,,1.0,,1.0,,1.0,,,,
"CZK 16,500","CZK 3,000",732302,Studio,9/3/2022,42 m²,Fully furnished,4,1.0,245.59,500.79,157.5,216.41,190.06,344.54,252.65,462.1,379.8,441.99,Prague - Vršovice,50.0687,14.4517,"CZK 20,000",Low-energy,,,Very good,Personal,,Central,,,,,1.0,,1.0,,,,,
