Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Administration fee,Ownership Type,PENB,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
547560,"CZK 20,000",50.1019705,14.426384,"U Studánky, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 4,000","CZK 20,000",Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,,Premium materials and solutions,Electric boiler,Middle floor,253,536,18,254,136,284,164,41,406,,,Personal,G,Overall,,,,,
600532,"CZK 65,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,Excellent,165 m²,"CZK 10,000","CZK 65,000",Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,279,223,344,342,68,418,193,839,"1,059",309,,Personal,G,,,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,New build,31 m²,"CZK 2,500","CZK 25,000",Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,06. 04. 2022,,,,,178,355,421,403,"1,191",556,"1,036",237,,,,Personal,C,,,,,,
713747,"CZK 19,500",50.07719,14.47697,"Hollarovo náměstí, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000","CZK 39,000",Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 05. 2022,,,,,146,902,104,492,168,134,761,817,290,130,,Personal,G,,,,,,
713745,"CZK 19,000",50.11747,14.49905,"Pískovcová, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 1,000","CZK 19,000",Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,144,817,203,162,217,294,531,480,902,151,,Personal,G,,,,,,
240218,"CZK 23,000",50.1006309409,14.5283497609,"Nademlejnská, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 7,000","CZK 30,000",Other,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,654,"1,303",788,"1,284",520,"1,010",866,981,639,327,,Personal,B,,Yes,,,,
693907,"CZK 11,999",50.08737,14.46042,"Ostromečská, Prague - Žižkov",2 bedroom,Good,52 m²,"CZK 5,999","CZK 27,999",Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,07. 12. 2021,,,District heating,,50,386,148,485,177,358,375,450,277,170,,Personal,G,,,,,,
707951,"CZK 21,500",50.08013,14.45882,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,500","CZK 24,000",Brick building,Furnished,5,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Top floor,292,578,395,418,20,396,577,454,619,207,,Personal,C,,,,,,
668931,"CZK 16,500",50.0733,14.39517,"Grafická, Prague - Smíchov",Studio,New build,34 m²,"CZK 2,100","CZK 33,000",Brick building,Furnished,1,No,Yes,No,No,No,No,No,11. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Ground floor,219,826,112,517,59,608,33,"1,064",874,365,,Personal,G,Overall,,,,,
605756,"CZK 9,980",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,New build,40 m²,CZK 1,"CZK 18,000",Brick building,,2,No,No,No,No,No,No,No,11. 04. 2022,,,,,220,"1,006",357,800,699,786,300,321,"1,201",51,,Personal,A,,,,,,
632492,"CZK 16,000",50.111335,14.39601,"Šestidomí, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 19,500",Brick building,Furnished,3,No,No,Yes,No,No,No,Yes,04. 04. 2022,,Standard materials and solutions,District heating,Middle floor,181,258,998,393,773,866,558,647,331,,,Personal,G,Overall,,,,,
713736,"CZK 14,000",50.05164,14.3346,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,500","CZK 20,000",Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,,,,,291,676,225,641,629,196,609,724,869,455,,Personal,B,,,,,,
570551,"CZK 15,000",50.0597191,14.4684711,"Na Křivce, Prague - Michle",1 bedroom,,40 m²,,"CZK 19,998",Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,Gas boiler,Middle floor,235,"1,005",353,"1,050",364,489,"1,258",420,985,259,,Personal,,,,,,,
377630,"CZK 14,500",50.0854373,14.3450668,"Volavkova, Prague - Břevnov",2 bedroom,,57 m²,"CZK 2,854","CZK 18,000",Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,10. 04. 2022,,,District heating,Middle floor,145,578,139,341,63,358,177,166,573,157,,Cooperative,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 13,000",Prefab concrete building,Furnished,9,No,No,Yes,No,Yes,Yes,No,12. 04. 2022,,,,,123,"1,094",507,"1,191",86,966,252,125,490,18,,Personal,B,,,,,,
561107,"CZK 26,500",50.067138793,14.399408500327,"U Santošky, Prague - Smíchov",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 3,440","CZK 29,940",Brick building,Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,,,District heating,Middle floor,51,182,26,521,128,268,140,356,618,125,,Personal,,Overall,,,,,
690101,"CZK 16,000",50.08168,14.36474,"Hošťálkova, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 25,000",Brick building,Furnished,,No,Yes,No,No,No,No,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Other,Ground floor,471,617,427,485,369,576,393,865,515,328,,Personal,G,Overall,,8 m²,,,
541309,"CZK 14,990",50.1155148,14.5655166,"Federova, Prague - Kyje",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,200",,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,30. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,353,993,768,"1,362","1,242",780,,,,,,Personal,A,,Yes,,,,
713728,"CZK 35,000",50.07792,14.42263,"Příčná, Prague - Nové Město",4 bedroom,Excellent,89 m²,"CZK 8,000","CZK 35,000",Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,216,537,130,225,29,230,302,479,475,416,,Personal,G,,,,,,
713727,"CZK 12,500",50.04078,14.43895,"Antala Staška, Prague - Krč",1 bedroom with open-plan kitchen,Good,45 m²,CZK 700,"CZK 13,200",Brick building,Partially furnished,3,No,No,No,No,No,No,No,18. 04. 2022,,,,,91,521,82,144,41,364,641,309,675,273,,Personal,G,,,,,,
713725,"CZK 13,000",50.10219,14.40399,"Raisova, Prague - Bubeneč",2 bedroom,Good,53 m²,"CZK 3,700","CZK 20,000",Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,314,842,165,568,146,620,415,550,577,134,,Personal,G,,,,,,
689606,"CZK 20,000",50.08066,14.42627,"Štěpánská, Prague - Nové Město",1 bedroom,Excellent,45 m²,"CZK 4,500","CZK 40,000",Brick building,Furnished,1,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,,Standard materials and solutions,Central heating,Middle floor,247,539,205,85,19,242,259,683,228,486,,Personal,G,Interior,,,,,
712727,"CZK 20,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 40,000",Brick building,Partially furnished,,No,No,Yes,No,No,No,No,04. 04. 2022,,,,,238,486,271,285,309,483,254,835,279,151,,Personal,G,,,,,,
216865,"CZK 15,000",50.136703,14.5147525,Prague - Letňany,3 bedroom,Excellent,68 m²,"CZK 2,136","CZK 36,000",Prefab concrete building,Unfurnished,4,No,No,Yes,Yes,No,Yes,No,11. 04. 2022,,Standard materials and solutions,District heating,Middle floor,159,149,727,468,158,119,409,990,560,319,,Personal,,Interior,,,,,
368861,"CZK 11,000",50.0855492,14.4700332,"Jana Želivského, Prague - Žižkov",Studio,,35 m²,"CZK 4,000","CZK 15,986",Brick building,Partially furnished,3,No,No,No,No,No,No,No,20. 05. 2022,,,,Middle floor,23,239,67,341,97,376,517,444,478,500,,Personal,G,,,,,,
713719,"CZK 15,000",50.11589,14.47303,"Františka Kadlece, Prague - Libeň",2 bedroom,Excellent,55 m²,"CZK 5,000","CZK 20,000",Brick building,Unfurnished,2,Yes,No,Yes,No,No,No,No,10. 04. 2022,,,,,284,"1,434",467,"1,356",114,728,655,"1,422","1,002",393,,Personal,G,,,,,,
713718,"CZK 13,000",50.07981,14.44908,"Blodkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 1,200","CZK 26,000",Brick building,Partially furnished,,No,No,Yes,No,No,No,No,07. 04. 2022,,,,,313,378,140,377,89,311,246,286,593,273,,Personal,B,,,,,,
385565,"CZK 17,200",50.1242673,14.503465,"Měšická, Prague - Prosek",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 2,800",,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,,,,,,250,490,232,751,190,868,334,362,"1,492",65,,Personal,A,,,,,,
226603,"CZK 16,790",50.1010663,14.3658334,Prague - Dejvice,2 bedroom,Excellent,55 m²,"CZK 3,180","CZK 20,000",Brick building,Partially furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,,Standard materials and solutions,District heating,Middle floor,371,778,804,414,512,679,906,703,"1,121",189,,Personal,,Overall,,,,,
713712,"CZK 12,900",50.0596745,14.4494645,"Jaurisova, Prague - Nusle",1 bedroom,Excellent,51 m²,"CZK 2,900","CZK 13,000",Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,11. 04. 2022,,Standard materials and solutions,,Middle floor,60,817,100,184,24,705,267,433,789,178,,Personal,E,,,,,,
713710,"CZK 13,000",50.0899626,14.4238646,Prague - Staré Město,Small studio,Excellent,43 m²,"CZK 5,000","CZK 18,000",Other,,,No,Yes,No,No,No,Yes,No,,,,,,123,339,128,99,49,81,238,220,246,248,,Other,D,,,,,,
713711,"CZK 24,000",50.06041,14.43263,"5. května, Prague - Nusle",2 bedroom,Excellent,78 m²,"CZK 3,000","CZK 24,000",Brick building,Furnished,4,No,No,No,No,No,Yes,No,07. 05. 2022,,,,,371,"1,048",147,459,22,408,419,587,531,558,,Personal,B,,,,,,
545954,"CZK 17,800",50.0929923,14.5636808,Prague - Hostavice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 6,500","CZK 50,600",Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,,,,,299,"1,492",825,"1,107",247,,,,,,,Personal,,,,,,,
713709,"CZK 12,000",50.11073,14.39609,"Ve Struhách, Prague - Bubeneč",Studio,Excellent,30 m²,"CZK 3,500","CZK 12,000",Brick building,Unfurnished,1,No,Yes,Yes,No,Yes,No,No,11. 04. 2022,,,,,255,271,"1,011",406,786,689,613,660,406,,,Other,G,,,,,,
712995,"CZK 17,000",50.09048,14.4696,"Koněvova, Prague - Žižkov",2 bedroom with open-plan kitchen,Good,69 m²,"CZK 3,600","CZK 20,000",Brick building,Partially furnished,6,Yes,No,No,No,No,Yes,No,05. 04. 2022,,Standard materials and solutions,Central heating,Top floor,41,885,69,200,41,172,482,436,589,477,,Personal,G,Interior,,,,,
698894,"CZK 15,000",50.012400271582,14.401224848854,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 3,100","CZK 20,000",Low-energy building,Partially furnished,,No,Yes,Yes,No,No,Yes,No,21. 03. 2022,,Premium materials and solutions,Central heating,Ground floor,117,991,328,"1,235",653,"1,296","1,298",575,,,,Personal,B,,Yes,20 m²,,,
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 20,000",Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,05. 04. 2022,,,,,326,689,159,654,642,209,622,604,946,558,,Personal,C,,,,,,
643771,"CZK 22,900",50.065524,14.425584,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,600","CZK 23,000",Brick building,Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,,,,,145,"1,036",163,291,28,250,632,648,467,258,,Personal,C,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,188,582,118,232,196,272,254,118,913,245,,Personal,C,,Yes,,,,
713699,"CZK 16,000",50.04177,14.44966,"U Krčské vodárny, Prague - Krč",2 bedroom,Excellent,68 m²,"CZK 1,500","CZK 20,000",Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,,,,,187,753,252,446,151,140,295,504,"1,130",482,,Personal,B,,,,,,
713700,"CZK 28,559",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,49 m²,"CZK 9,520",,,Furnished,2,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,
620731,"CZK 14,000",50.107712,14.393587,"Koulova, Prague - Dejvice",Studio,Excellent,33 m²,"CZK 2,000","CZK 14,000",Brick building,Furnished,,No,No,No,No,No,Yes,No,10. 08. 2020,,,Central heating,Ground floor,174,"1,284",221,679,260,127,518,343,541,387,,Personal,G,Bathroom unit,,,,,
713693,"CZK 12,000",50.07794,14.47652,"Vinohradská, Prague - Vinohrady",Studio,Excellent,32 m²,"CZK 2,300","CZK 12,000",Brick building,Furnished,1,No,No,No,No,No,No,No,15. 04. 2022,,,,,10,965,32,465,31,2,720,876,154,132,,Personal,G,,,,,,
587270,"CZK 22,000",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,Excellent,39 m²,"CZK 1,300",,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,Premium materials and solutions,Electric boiler,Middle floor,61,143,110,127,39,497,225,617,198,373,,Personal,G,Overall,,,,,
713689,"CZK 12,500",50.0937135,14.4905148,"K Lučinám, Prague - Žižkov",2 bedroom,Good,54 m²,"CZK 4,700","CZK 20,000",Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,11. 04. 2022,,,,,325,274,121,359,220,252,78,325,331,133,,Personal,G,,,,,,
712585,"CZK 13,000",50.10457,14.39648,"N. A. Někrasova, Prague - Bubeneč",1 bedroom,Excellent,57 m²,"CZK 3,000","CZK 30,000",Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,04. 04. 2022,,Standard materials and solutions,Other,,127,738,134,167,33,143,316,211,416,52,,Personal,G,Overall,,,,,
713681,"CZK 13,000",50.12767,14.42004,"Olštýnská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 2,800","CZK 20,000",Prefab concrete building,Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,324,244,274,314,52,222,726,978,"1,136",350,,Personal,C,,,,,,
547996,"CZK 11,500",50.0663622,14.439065,"Bělehradská, Prague - Nusle",1 bedroom,Excellent,38 m²,CZK 800,"CZK 15,000",Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,15. 04. 2022,,Standard materials and solutions,Electric boiler,Middle floor,133,222,237,243,67,320,502,563,581,428,,Personal,G,Overall,,,,,
713679,"CZK 19,500",50.04415,14.45549,"Sedlčanská, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 2,000","CZK 25,000",Brick building,Furnished,3,Yes,No,No,No,No,No,No,19. 04. 2022,over 50 years years,Standard materials and solutions,Central heating,Middle floor,265,711,439,470,107,327,289,536,622,222,,Personal,F,Interior,,,,,
713678,"CZK 13,900",50.04765,14.44215,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 25,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,,472,577,331,510,357,467,394,803,751,490,,Personal,G,,,,,,
705683,"CZK 12,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,909","CZK 15,899",Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,,,,,,292,651,149,322,332,382,437,317,442,286,"CZK 15,899

                                
                                
                
i",Personal,C,,,,,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,773","CZK 16,600",Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,21. 05. 2022,1 to 10 years years,,,Middle floor,348,583,98,393,284,341,406,"1,061",433,249,,Personal,,,,,,,
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,Excellent,31 m²,"CZK 3,828","CZK 25,000",Brick building,Unfurnished,1,No,Yes,Yes,No,No,Yes,No,19. 04. 2022,1 to 10 years years,Standard materials and solutions,,Ground floor,134,879,669,"1,248","1,186",682,,,,,,Personal,G,,,71 m²,,,
712923,"CZK 10,500",50.04567,14.43783,"Stallichova, Prague - Krč",1 bedroom,Excellent,32 m²,"CZK 3,410","CZK 20,000",Brick building,Partially furnished,2,No,No,Yes,Yes,No,No,No,05. 04. 2022,,,,,144,609,218,714,399,739,179,252,249,125,,Cooperative,G,,,,,,
707989,"CZK 20,000",50.07247,14.40411,"Štefánikova, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,66 m²,"CZK 4,500","CZK 40,000",Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,11. 04. 2022,,,,,73,468,151,4,31,15,550,"1,212","1,222",459,,Personal,G,,,,,,
456712,"CZK 17,000",50.1046697,14.4538237,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,57 m²,"CZK 4,270","CZK 34,000",Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,,,Gas boiler,Top floor,83,626,65,321,68,158,631,730,335,356,,Personal,D,,,,,,
704085,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,42 m²,CZK 750,"CZK 13,000",Brick building,Partially furnished,4,No,Yes,No,No,No,No,No,28. 01. 2022,,Standard materials and solutions,Electric boiler,,151,665,424,620,142,633,400,440,482,450,,Personal,G,Interior,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,Personal,B,Overall,,,,,
534922,"CZK 19,000",50.0715416,14.4496461,Prague - Vršovice,1 bedroom with open-plan kitchen,,59 m²,"CZK 4,000","CZK 35,000",Brick building,Furnished,1,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,,,,,154,719,167,265,110,580,208,493,284,405,,Personal,D,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,Excellent,38 m²,"CZK 5,000","CZK 15,000",Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,155,688,102,642,119,330,220,"1,047",563,175,,Personal,D,,,,,,
688197,"CZK 10,000",50.13261,14.4228,"Hlivická, Prague - Bohnice",Studio,Good,40 m²,"CZK 3,315","CZK 20,000",Prefab concrete building,Furnished,11,No,No,Yes,Yes,Yes,No,No,01. 06. 2022,,,,,245,"1,087",195,"1,017",796,275,289,993,"1,235",138,,Personal,G,,,,,,
520854,"CZK 13,500",50.0382031,14.3889379,Prague - Hlubočepy,1 bedroom with open-plan kitchen,,53 m²,"CZK 4,000","CZK 5,000",Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,10 to 30 years years,,,,52,"1,149",940,"1,063",778,"1,094","1,024","1,021",956,632,,Personal,C,,,,,,
641426,"CZK 18,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 3,500","CZK 21,500",Brick building,Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,11. 04. 2022,1 to 10 years years,,,Ground floor,287,755,238,717,532,759,"1,182",642,491,399,,Personal,B,,Yes,75 m²,,,
713653,"CZK 25,000",50.09913,14.3737,"Evropská, Prague - Dejvice",4 bedroom,Good,86 m²,"CZK 4,776","CZK 50,000",Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,11. 04. 2022,,,,,133,"1,029",112,716,325,208,915,506,815,206,,Personal,D,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 5,500","CZK 30,000",Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,09. 04. 2022,,,District heating,Middle floor,397,790,342,720,85,786,589,418,343,,,Personal,C,,,,,,
713648,"CZK 19,000",50.05305,14.51006,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,82 m²,"CZK 2,400","CZK 38,000",Other,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,,86,866,762,814,500,862,899,734,840,392,,Personal,G,,,,,,
408757,"CZK 15,000",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,Excellent,63 m²,"CZK 6,200","CZK 30,000",Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 07. 2022,1 to 10 years years,,Gas boiler,Middle floor,181,"1,036",258,385,220,237,720,21,368,346,,Personal,G,Overall,,236 m²,,,
713641,"CZK 19,900",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,000","CZK 40,000",Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 05. 2022,,Standard materials and solutions,Gas boiler,,220,"1,072",524,783,465,671,407,341,958,277,,Personal,G,,,,,,
713638,"CZK 14,900",50.05704,14.44173,"Soudní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500","CZK 25,000",Brick building,Furnished,1,No,No,No,No,Yes,No,No,09. 04. 2022,,,,,62,"1,226",278,757,256,674,415,390,658,134,,Personal,E,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,New build,46 m²,"CZK 3,700","CZK 25,000",Brick building,Furnished,5,No,No,No,No,No,Yes,Yes,01. 07. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,112,878,245,551,47,485,672,982,361,307,,Personal,A,,Yes,,,,
713636,"CZK 25,099",50.0703658,14.4506912,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,,46 m²,"CZK 8,366",,,Furnished,3,No,No,No,No,No,No,No,15. 04. 2022,,,,,160,577,135,124,74,442,212,390,369,306,,,,,,,,,
