Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Developer name,Project name,Kód jednotky,Front garden,Administration fee,Investment Advisor
716792,"CZK 22,000",50.13141,14.47152,"Famfulíkova, Prague - Kobylisy",3 bedroom,69 m²,"CZK 5,500",Partially furnished,7,No,No,No,Yes,Yes,Yes,No,01. 06. 2022,148,483,222,580,208,458,315,372,138,,Excellent,"CZK 22,000",Personal,Prefab concrete building,,,,,C,,,,,,,,
716785,"CZK 16,500",50.04257,14.44224,"Krčská, Prague - Krč",2 bedroom,67 m²,"CZK 2,800",Furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,240,223,273,437,194,256,488,269,737,273,Excellent,"CZK 31,000",Personal,Brick building,,,,,F,,,,,,,,
510207,"CZK 15,500",50.0889731,14.3043643,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,45 m²,"CZK 2,000",Partially furnished,5,No,No,No,No,No,Yes,No,,225,486,448,435,345,492,357,"1,259",46,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,1 to 10 years years,Central heating,Middle floor,C,Premium materials and solutions,Overall,,,,,,
641733,"CZK 21,000",50.072553,14.430241,"Legerova, Prague - Nové Město",2 bedroom with open-plan kitchen,72 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,203,551,112,217,140,254,301,481,641,639,Excellent,"CZK 42,000",Personal,Brick building,,1 to 10 years years,Gas boiler,,G,Standard materials and solutions,,,,,,,
700087,"CZK 19,500",50.07173,14.41968,"Na Hrádku, Prague - Nové Město",2 bedroom,50 m²,"CZK 4,000",Furnished,,No,No,Yes,No,No,No,No,19. 01. 2022,138,519,100,168,160,80,339,287,459,360,Excellent,"CZK 19,500",Personal,Brick building,,,,,G,,,,,,,,
324795,"CZK 20,000",50.0410429,14.3224894,"Bellušova, Prague - Stodůlky",2 bedroom with open-plan kitchen,73 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 07. 2022,384,920,595,566,716,630,330,689,483,215,Excellent,"CZK 10,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,Middle floor,,Premium materials and solutions,Overall,,,,,,
716778,"CZK 10,000",50.09795,14.35746,"Evropská, Prague - Vokovice",Small studio,22 m²,"CZK 2,600",Partially furnished,10,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,151,395,240,221,121,251,208,104,997,355,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
509105,"CZK 13,500",50.1058662,14.4495428,"U Měšťanského pivovaru, Prague - Holešovice",1 bedroom,49 m²,"CZK 4,200",Furnished,4,No,No,No,No,No,Yes,No,,134,324,75,137,35,140,340,599,310,417,,"CZK 20,000",Cooperative,Brick building,,,,,C,,,,,,,,
716190,"CZK 11,400",50.09068,14.45339,"Thámova, Prague - Karlín",Small studio,28 m²,CZK 960,Partially furnished,3,No,No,No,No,No,No,No,28. 04. 2022,275,621,289,249,52,323,279,834,310,243,Excellent,"CZK 11,400",Personal,Brick building,,,,,G,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 16,550",Furnished,6,No,No,No,No,No,Yes,No,19. 05. 2022,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,,,,,,,
713497,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,38 m²,"CZK 12,875",Furnished,4,No,No,No,No,No,Yes,No,29. 05. 2022,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,,,,,,
716775,"CZK 11,000",50.09156,14.48126,"Biskupcova, Prague - Žižkov",Studio,30 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,100,744,74,435,74,368,418,136,213,237,Excellent,"CZK 16,000",Personal,Brick building,,,,,G,,,,,,,,
711585,"CZK 15,000",49.98832,14.41191,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,50 m²,"CZK 2,000",Furnished,12,No,No,Yes,No,No,Yes,No,01. 04. 2022,416,428,430,598,,,,,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,B,,,,,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,62 m²,"CZK 6,500",Unfurnished,,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,167,612,"1,210",716,"1,193","1,106",239,653,701,,New build,"CZK 50,000",Cooperative,Other,Yes,1 to 10 years years,Central heating,Ground floor,B,Premium materials and solutions,,,,,,,
715722,"CZK 12,000",50.12741,14.5036,"Terezínská, Prague - Letňany",1 bedroom with open-plan kitchen,54 m²,"CZK 4,500",Partially furnished,2,Yes,No,Yes,Yes,Yes,Yes,No,01. 06. 2022,248,911,152,941,485,"1,055",269,586,238,,Good,"CZK 16,500",Personal,Brick building,,,,,G,,,,,,,,
716761,"CZK 16,500",50.1069,14.56511,"Cíglerova, Prague - Černý Most",3 bedroom,75 m²,"CZK 5,500",Furnished,7,No,No,No,No,No,Yes,No,09. 05. 2022,51,506,83,"1,163",725,563,613,697,"1,410",389,Excellent,"CZK 35,000",Personal,Prefab concrete building,,,,,C,,,,,,,,
534510,"CZK 14,500",50.1218065,14.4874006,"Litvínovská, Prague - Prosek",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Unfurnished,5,No,No,No,Yes,No,No,No,01. 07. 2022,298,894,250,832,594,510,96,185,263,171,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,District heating,,,,Overall,,,,,,
599783,"CZK 16,900",50.098652,14.373412,"Zavadilova, Prague - Dejvice",1 bedroom,46 m²,"CZK 3,500",Furnished,2,No,No,Yes,No,No,No,No,01. 07. 2022,231,917,134,751,358,242,"1,013",604,727,152,Excellent,"CZK 20,400",Personal,Brick building,,,Central heating,Middle floor,B,Standard materials and solutions,Overall,,,,,,
713467,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 7,875",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,220,310,47,185,156,218,202,"1,485",496,451,,,,,,,,,,,,,,,,,
713506,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,30 m²,"CZK 12,475",Furnished,2,No,No,No,No,No,Yes,No,15. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,,
393866,"CZK 18,000",50.0692954,14.4739425,"Amurská, Prague - Vršovice",2 bedroom,53 m²,"CZK 1,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,294,442,218,324,110,505,76,195,144,184,,"CZK 36,000",Personal,Brick building,,,,,,,,,,,,,
668805,"CZK 14,000",50.0123602,14.5107549,Prague - Šeberov,1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Furnished,2,Yes,No,Yes,No,Yes,No,No,01. 07. 2022,274,480,429,27,857,152,,,,,Excellent,"CZK 28,000",Personal,Brick building,Yes,1 to 10 years years,Gas boiler,Ground floor,B,Standard materials and solutions,,,,,,,
600532,"CZK 59,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,165 m²,"CZK 12,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,11. 04. 2022,279,223,344,342,68,418,193,839,"1,059",309,Excellent,"CZK 60,000",Personal,Brick building,,1 to 10 years years,Central heating,Top floor,G,Premium materials and solutions,,,,,,,
713465,"CZK 31,725",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 10,575",Furnished,3,No,No,No,No,No,Yes,No,21. 06. 2022,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,,,,,,
646251,"CZK 12,000",50.065706,14.433726,"Na Folimance, Prague - Vinohrady",Studio,35 m²,"CZK 3,000",Furnished,4,Yes,No,No,No,Yes,Yes,No,06. 05. 2022,244,444,188,579,162,360,212,265,171,319,Excellent,"CZK 15,000",Personal,Brick building,,,,,D,,,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 5,720",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,344,729,279,694,682,249,662,777,922,508,New build,"CZK 22,720",Personal,Brick building,,1 to 10 years years,,Middle floor,G,Standard materials and solutions,Interior,,,,3 m²,,
716029,"CZK 30,744",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,45 m²,"CZK 10,248",Furnished,2,No,No,No,No,No,Yes,Yes,05. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
710120,"CZK 17,000",50.09243,14.44636,"Karlínské náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,4,No,No,Yes,No,No,No,No,05. 05. 2022,58,206,68,430,100,499,278,"1,248",588,185,Good,"CZK 19,000",Cooperative,Brick building,,,,,C,,,,,,,,
653851,"CZK 13,000",50.08344,14.509,"Počernická, Prague - Malešice",Studio,35 m²,"CZK 3,400",Furnished,5,Yes,No,Yes,No,No,Yes,Yes,01. 06. 2022,40,740,80,680,33,602,868,643,644,288,New build,"CZK 15,000",Personal,Brick building,,1 to 10 years years,Central heating,,A,,,,,,,,
716153,"CZK 17,000",50.02973,14.59703,"Oty Bubeníčka, Prague - Uhříněves",Studio,32 m²,"CZK 2,000",Furnished,4,No,No,Yes,Yes,Yes,Yes,No,01. 07. 2022,153,292,295,401,213,265,711,814,918,101,New build,"CZK 50,000",Personal,Brick building,,,,,B,,,,,,,,
714283,"CZK 21,900",50.05814,14.37359,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,42 m²,"CZK 4,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,03. 05. 2022,156,365,313,"1,248",325,427,967,164,"1,424",210,New build,CZK 2,Personal,Brick building,,,,,C,,,,,,,,
277546,"CZK 24,999",50.073377,14.443233,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,76 m²,"CZK 4,999",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,184,362,68,779,132,669,370,549,491,244,Excellent,"CZK 60,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Middle floor,F,Premium materials and solutions,Interior,,,,,,
648716,"CZK 12,000",50.04791,14.556934,"Boloňská, Prague - Horní Měcholupy",Studio,49 m²,"CZK 5,000",Partially furnished,,No,No,Yes,No,Yes,No,No,01. 06. 2022,34,904,139,981,346,"1,048",552,404,678,335,Excellent,"CZK 15,000",Personal,Prefab concrete building,,1 to 10 years years,,,C,,,,,,,,
485350,"CZK 10,000",50.1283194,14.4685875,Prague - Kobylisy,Studio,25 m²,"CZK 2,200",Partially furnished,6,No,No,No,No,No,No,No,,311,185,134,207,250,156,409,409,"1,137",155,,"CZK 10,000",Personal,Prefab concrete building,,,,,,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,27 m²,"CZK 3,200",Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,69,"1,240",280,57,704,788,"1,119",504,325,,Excellent,"CZK 22,000",Personal,Prefab concrete building,,,District heating,,C,,Interior,,,,,,
454800,"CZK 18,500",50.0773435,14.4009876,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,83 m²,CZK 800,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,188,514,319,533,229,506,480,942,762,354,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
538565,"CZK 24,800",50.0355664,14.4120967,"Ke Krči, Prague - Braník",2 bedroom with open-plan kitchen,82 m²,"CZK 2,200",Furnished,3,Yes,No,No,No,No,No,No,18. 05. 2022,59,357,126,119,310,307,186,"1,295",325,,,"CZK 24,800",Personal,Brick building,,1 to 10 years years,Gas boiler,Attic,A,Premium materials and solutions,Overall,,,,,,
275083,"CZK 22,900",50.0855268,14.4464269,"Krásova, Prague - Žižkov",2 bedroom with open-plan kitchen,71 m²,CZK 790,Unfurnished,2,No,No,No,No,No,No,No,04. 05. 2022,159,357,61,299,88,378,280,107,439,583,,"CZK 22,900",Personal,Brick building,,1 to 10 years years,,Middle floor,,Standard materials and solutions,Interior,,,,,,
716128,"CZK 14,000",49.96188,14.39462,"Žitavského, Prague - Zbraslav",1 bedroom with open-plan kitchen,53 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,27. 04. 2022,260,593,"1,177","1,363","1,185",875,"1,293",,,,Excellent,"CZK 14,000",Personal,Brick building,,,,,G,,,,,,,,
716719,"CZK 10,500",50.05551,14.44094,"Nad Jezerkou, Prague - Nusle",Studio,21 m²,"CZK 1,950",Partially furnished,4,No,Yes,No,No,No,No,No,02. 05. 2022,145,"1,092",260,581,113,494,421,349,668,229,New build,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,,
716714,"CZK 14,000",50.07619,14.46518,"Písecká, Prague - Vinohrady",1 bedroom,33 m²,"CZK 1,500",Furnished,3,No,No,No,No,No,Yes,No,30. 05. 2022,275,416,225,523,47,529,229,591,168,251,Excellent,"CZK 21,000",Personal,Brick building,,,,,A,,,,,,,,
497894,"CZK 37,000",50.0947079,14.4561382,"Březinova, Prague - Karlín",2 bedroom with open-plan kitchen,76 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,Yes,No,,136,648,119,388,25,295,302,"1,209",346,376,,"CZK 70,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,,,Overall,,,,,,
716710,"CZK 11,500",50.08328,14.37314,"Šlikova, Prague - Břevnov",Studio,33 m²,CZK 524,Unfurnished,4,No,No,No,No,No,No,No,02. 05. 2022,260,773,258,273,236,291,379,688,506,779,Excellent,"CZK 11,500",Personal,Brick building,,,,,G,,,,,,,,
716711,"CZK 11,500",50.08102,14.40624,"Šeříková, Prague - Malá Strana",1 bedroom,50 m²,"CZK 4,100",Partially furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,74,241,111,503,30,225,123,526,346,383,Good,"CZK 11,500",Personal,Brick building,,,,,G,,,,,,,,
716712,"CZK 18,824",50.0303807,14.5956461,"Jindřicha Bubeníčka, Prague - Uhříněves",3 bedroom,75 m²,"CZK 3,966",,3,No,No,No,No,No,No,No,02. 05. 2022,138,284,141,375,96,235,702,796,909,204,Good,"CZK 22,790",Personal,Other,,,,,,,,,,,,"CZK 2,824",
698535,"CZK 10,000",50.13068,14.43328,"Bukolská, Prague - Bohnice",Studio,30 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,293,147,573,55,897,651,201,236,80,,Excellent,"CZK 10,000",Personal,Prefab concrete building,,,Central heating,,G,,,,,,,,
716707,"CZK 14,900",50.12031,14.48518,"Litoměřická, Prague - Prosek",Studio,54 m²,"CZK 3,000",Furnished,3,No,No,No,Yes,No,No,Yes,02. 05. 2022,70,"1,176",104,"1,115",367,793,242,266,448,115,New build,"CZK 14,900",Personal,Brick building,,,,,G,,,,,,,,
649500,"CZK 17,000",50.059194,14.403452,"Pod Kesnerkou, Prague - Smíchov",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Furnished,1,No,No,No,No,Yes,No,Yes,01. 05. 2022,15,858,411,"1,303",399,415,979,"1,118",996,258,Excellent,"CZK 21,000",Personal,Brick building,,,Gas boiler,,G,Standard materials and solutions,,,,,,,
568519,"CZK 11,500",50.0905831,14.4805142,"Jeseniova, Prague - Žižkov",Studio,36 m²,"CZK 2,600",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,289,904,132,467,227,528,502,127,226,228,Excellent,"CZK 10,000",Personal,Brick building,,,Gas boiler,,E,Standard materials and solutions,Interior,,,,,,
716117,"CZK 29,419",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,40 m²,"CZK 9,806",Furnished,2,No,Yes,No,No,No,Yes,No,09. 06. 2022,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,,,,,,,
716115,"CZK 56,093",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom with open-plan kitchen,160 m²,"CZK 18,698",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
716108,"CZK 14,000",50.04626,14.45966,"Hodonínská, Prague - Michle",Studio,30 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,172,498,97,591,165,570,403,230,189,118,Excellent,"CZK 28,000",Personal,Brick building,,,,,B,,,,,,,,
588561,"CZK 13,000",50.0359746,14.3314215,"Nad Dalejským údolím, Prague - Stodůlky",Studio,39 m²,"CZK 3,500",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,381,784,466,"1,178",243,744,479,635,658,79,Excellent,"CZK 25,000",Personal,Brick building,,,,Top floor,G,,,,,,,,
641217,"CZK 24,000",50.063138,14.447026,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,68 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,01. 06. 2022,278,735,249,438,352,481,623,637,801,694,New build,"CZK 27,000",Personal,Other,,,,,G,,,,,,,,
716673,"CZK 22,000",50.0849492,14.3771226,"Bělohorská, Prague - Břevnov",3 bedroom,84 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,109,881,5,453,0,218,138,341,238,216,Excellent,"CZK 27,000",Personal,Brick building,,over 50 years years,Gas boiler,Middle floor,G,Standard materials and solutions,Interior,,,,,,
716689,"CZK 15,500",50.09936,14.42266,"Jirečkova, Prague - Holešovice",2 bedroom,78 m²,"CZK 3,700",Unfurnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,176,147,165,167,41,207,277,550,376,,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
716686,"CZK 15,000",50.00921,14.40993,"Na Holém vrchu, Prague - Modřany",2 bedroom,60 m²,"CZK 5,000",Partially furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,200,854,774,756,562,674,535,899,"1,465",519,Good,"CZK 18,000",Personal,Brick building,,,,,D,,,,,,,,
716680,"CZK 21,500",50.09593,14.36114,"Na Dlouhém lánu, Prague - Vokovice",2 bedroom with open-plan kitchen,61 m²,"CZK 3,200",Partially furnished,1,No,No,Yes,No,No,No,No,06. 05. 2022,354,217,70,343,111,140,288,565,"1,176",407,Excellent,"CZK 21,500",Personal,Brick building,,,,,G,,,,,,,,
24757,"CZK 7,500",50.0939141,14.5324196,Prague - Hloubětín,Studio,28 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,Ihned,293,747,"1,083","1,062","1,356","1,185","1,300",688,557,,,"CZK 10,000",Personal,Brick building,,,Central heating,,B,,,,,,,,
624625,"CZK 19,000",50.0991748,14.3997706,"Valerije Pavloviče Čkalova, Prague - Bubeneč",2 bedroom,80 m²,"CZK 1,125",Unfurnished,1,Yes,No,No,No,No,No,No,15. 09. 2020,225,377,85,131,36,275,278,654,368,180,Good,"CZK 41,326",Personal,Brick building,,,Gas boiler,Middle floor,D,Standard materials and solutions,Interior,,,,,,
716097,"CZK 14,500",50.08415,14.44908,"Víta Nejedlého, Prague - Žižkov",1 bedroom with open-plan kitchen,47 m²,CZK 500,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,287,125,75,152,66,146,133,200,244,514,New build,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
705981,"CZK 16,500",50.085698,14.4449948,"Husinecká, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,CZK 670,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,255,222,50,211,7,189,62,278,94,553,Excellent,"CZK 30,000",Personal,Other,,1 to 10 years years,Other,Middle floor,C,Standard materials and solutions,Overall,,,,,,
716674,"CZK 11,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,30 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,Excellent,"CZK 25,000",Personal,Brick building,,,,,G,,,,,,,,
282676,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,10. 05. 2022,227,598,447,816,474,336,342,438,"1,207",51,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,Central heating,,B,,,,,,,,
716016,"CZK 28,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,300",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,250,377,223,384,63,344,89,302,89,726,Excellent,"CZK 56,000",Personal,Brick building,,,,,F,,,,,,,,
463258,"CZK 17,900",50.0648387,14.4266126,"Nezamyslova, Prague - Nusle",1 bedroom with open-plan kitchen,44 m²,CZK 590,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 07. 2022,118,606,34,402,51,332,587,637,455,268,Good,"CZK 17,900",Personal,Brick building,,,Other,Middle floor,,Standard materials and solutions,Overall,,,,,,
534713,"CZK 16,500",50.09430137852,14.453672516828,"Sokolovská, Prague - Karlín",Studio,40 m²,"CZK 3,500",Furnished,3,No,Yes,Yes,No,No,No,No,01. 06. 2022,125,436,29,176,3,244,501,"1,352",367,483,New build,"CZK 20,000",Personal,Brick building,Yes,,,,,,,,,,45 m²,,
716669,"CZK 29,281",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",Studio,50 m²,"CZK 9,760",Furnished,5,Yes,Yes,No,No,No,Yes,Yes,05. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
716668,"CZK 31,039",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,95 m²,"CZK 10,346",Furnished,3,No,Yes,No,No,No,Yes,Yes,06. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
716094,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 12,500",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,,,,,,,
542065,"CZK 24,000",50.0825929,14.4476311,Prague - Žižkov,2 bedroom with open-plan kitchen,100 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,Yes,No,11. 01. 2021,405,356,105,383,47,86,152,259,516,449,Excellent,"CZK 40,000",Personal,Brick building,,over 50 years years,Gas boiler,Middle floor,B,Premium materials and solutions,Overall,,,,,,
716664,"CZK 16,000",50.08584,14.34099,"Mahulenina, Prague - Břevnov",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,15. 05. 2022,173,832,481,536,337,518,225,387,925,306,Excellent,"CZK 16,000",Personal,Prefab concrete building,,,,,C,,,,,,,,
602514,"CZK 24,900",50.081285,14.429989,"Opletalova, Prague - Nové Město",3 bedroom,90 m²,"CZK 4,900",Partially furnished,2,No,No,No,No,No,No,No,19. 06. 2022,321,287,33,198,42,52,259,967,178,570,Excellent,"CZK 29,800",Personal,Brick building,,1 to 10 years years,Geothermal heat pump,Middle floor,G,Premium materials and solutions,Overall,,,,,,
691264,"CZK 13,000",50.10614,14.5219,"Nepelova, Prague - Hloubětín",Studio,30 m²,"CZK 2,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,435,"1,338",677,"1,319",890,686,"1,267","1,297",846,269,New build,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,,
