Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,New-build,Designe,Age,Terasa 3 m²,Parking,Balkón 7.5 m²,Sklep 4 m²,Ownership,Heating,Balkón 4 m²,Reconstruction,Sklep 6 m²,Lodžie 7 m²,Cellar,Balkón 6 m²,Balkón 7 m²,Terasa 16 m²,Domácí mazlíčci vítáni,Terasa 18 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Balkón 8 m²,Balkón 5 m²,Sklep 7 m²,Terasa 35 m²,Sklep 1 m²,Terasa 15 m²,Administrative fee,Terasa 5 m²,Lodžie 6 m²,Terasa 11 m²,Terasa 100 m²,Balkón 3 m²,Balkón 12 m²,Terasa 10 m²,Sklep 5 m²,Terasa 24 m²,Sklep 0.1 m²,Lodžie 4.6 m²,Terasa 20 m²,Terasa 30 m²,Terasa 40 m²,Balkón 9.8 m²,Balkón 2 m²,Enclosed balcony,Lodžie 5 m²,Sklep 8 m²,Lodžie 4 m²,Lodžie 8 m²,Sklep 1.5 m²,Terasa 25 m²,Balkón 9 m²,Lodžie 28 m²,Terasa 7 m²,Terasa 12 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Balkón 20 m²,Terasa 80 m²,Terasa 17 m²,Terasa 78 m²,Balkón 10 m²,Terasa 2 m²,Balkón 15 m²,Sklep 2.4 m²,Terasa 6 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Balkón 29 m²,Terasa 49 m²,Sklep 44 m²,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Sklep 9 m²,Sklep 1.2 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 1 m²,Balkón 3.2 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Terasa 27 m²,Terasa 300 m²,Balkón 2.6 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 200 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Terasa 23 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 19,000","CZK 7,000",748902,2+kk,11/21/2022,52 m²,Fully furnished,1,258.42,658.62,83.81,189.85,147.84,306.27,729.84,568.82,554.28,317.34,"Jindřicha Plachty, Prague - Smíchov",50.07083,14.40948,1.0,,,,"CZK 19,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,500",749993,2+kk,12/1/2022,55 m²,Fully furnished,4,78.12,229.71,77.47,62.06,34.73,13.75,538.1,310.56,582.69,85.58,Prague - Vinohrady,50.07765,14.46069,1.0,,,,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,824","CZK 2,533",748899,2 bedroom,12/1/2022,56 m²,Partly,3,82.0,429.66,104.52,156.47,0.13,237.29,554.44,861.23,393.18,476.28,Prague - Karlín,50.0946,14.45312,,,,,"CZK 60,000",C,Good,Brick,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,800",566720,Studio,1/1/2023,36 m²,Fully furnished,6,253.31,313.39,157.44,299.8,70.84,219.63,442.04,670.38,228.53,369.19,"U Měšťanského pivovaru, Prague - Holešovice",50.106072,14.4474259,1.0,,,,"CZK 18,001",,,Brick,,,,,,,,Personal,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,991",749989,Studio,11/8/2022,47 m²,Fully furnished,5,289.02,593.35,269.47,262.28,151.82,405.47,819.27,1024.92,561.36,458.65,Prague - Karlín,50.0961,14.45217,1.0,,,1.0,"CZK 17,000",A,New-build,Low-energy,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",744830,2+kk,11/21/2022,52 m²,Unfurnished,3,209.56,1319.99,270.71,994.54,331.79,830.27,270.88,975.52,1259.78,1085.64,"Čerpadlová, Prague - Vysočany",50.10153,14.50496,1.0,,,1.0,"CZK 25,000",B,New-build,Brick,1.0,,,,,,,Personal,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,500",749977,Studio,12/1/2022,43 m²,Fully furnished,2,330.18,900.85,311.07,472.66,108.67,754.08,1091.77,672.95,916.08,428.26,"Na Staré vinici, Prague - Krč",50.03807,14.43668,,,,,"CZK 16,000",E,Very good,Brick,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",706453,2+kk,12/1/2022,55 m²,Partly,1,247.64,1134.25,797.93,954.31,604.14,1009.82,681.55,1051.65,671.69,96.45,"Kakosova, Prague - Řeporyje",50.03934,14.32273,1.0,,,,"CZK 35,000",C,New-build,Brick,1.0,,Up to 10 years,,,,,Personal,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,000",728693,Small studio,8/5/2022,52 m²,Fully furnished,2,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,1.0,,,,"CZK 14,000",F,Good,Brick,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000",735997,2+kk,10/1/2022,45 m²,Partly,4,242.11,743.55,234.62,558.09,149.5,127.18,136.73,332.66,432.82,258.55,Prague - Břevnov,50.08486,14.37363,1.0,,,,"CZK 25,000",G,Very good,Brick,,Standard,,,,,,Personal,Central,,Complete,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000",CZK 999,749945,2+kk,11/8/2022,70 m²,Partly,5,178.07,872.29,721.69,3482.18,395.11,634.02,1141.8,2904.83,836.51,72.11,"Františka Jansy, Prague - Dolní Měcholupy",50.06505,14.55267,1.0,,,1.0,"CZK 30,000",C,New-build,Brick,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,750","CZK 14,250",749030,2+kk,11/10/2022,85 m²,Fully furnished,7,169.08,367.08,43.61,764.11,102.42,664.54,336.21,309.35,459.44,272.25,"Máchova, Prague - Vinohrady",50.072329,14.4425286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,800","CZK 4,000",307392,2 bedroom,11/8/2022,50 m²,Partly,5,344.77,1315.89,373.98,800.78,368.95,369.2,403.64,900.77,446.65,320.44,"Kandertova, Prague - Libeň",50.1117034,14.4708055,1.0,,1.0,,CZK 0,,Very good,Brick,,,,,,,,Personal,Central,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,300","CZK 4,900",624596,Studio,11/9/2022,34 m²,Fully furnished,5,99.62,630.69,70.94,39.12,2.18,65.65,171.37,307.14,85.83,416.86,"Milady Horákové, Prague - Holešovice",50.099393,14.431395,,,,,"CZK 22,200",A,Very good,Brick,,,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",11362,2+kk,11/10/2022,50 m²,Fully furnished,7,40.44,211.67,106.07,146.84,38.45,164.17,56.16,38.5,136.63,121.65,"Masná, Prague - Staré Město",50.0893653,14.4243355,1.0,,,,"CZK 42,000",,,Brick,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,990","CZK 1,265",749778,5+1,11/9/2022,133 m²,Fully furnished,3,132.15,546.76,164.7,59.11,31.19,223.78,355.08,429.61,424.65,472.61,"Sokolská, Prague - Nové Město",50.07507305555,14.42927027777,,1.0,,,"CZK 57,255",G,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 57,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500",647672,Studio,2/1/2023,34 m²,Partly,5,422.25,2098.33,1716.97,2092.5,405.38,1960.81,1218.59,2136.21,369.49,1105.34,"Šífařská, Prague - Hodkovičky",50.021423,14.402726,1.0,,,,"CZK 17,000",B,New-build,Brick,,Standard,Up to 10 years,,,,,Personal,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,450",618294,Studio,12/1/2022,23 m²,Partly,1,301.39,1043.27,754.88,752.19,362.47,857.62,1079.09,386.0,683.25,187.37,"Na Vysočanských Vinicích, Prague - Vysočany",50.115462,14.507455,,,,,"CZK 15,000",B,Very good,Brick,,Luxurious,,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",302655,Studio,3/1/2021,30 m²,Fully furnished,4,190.83,323.45,97.6,509.09,134.86,230.18,223.55,372.28,661.27,119.4,Prague - Holešovice,50.1019491,14.4444775,1.0,,,,"CZK 20,000",,,Brick,,,,,,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,300",633454,Studio,11/22/2022,26 m²,Fully furnished,2,245.52,1188.69,382.51,842.74,251.75,498.43,887.54,1012.83,1117.05,582.17,"Budějovická, Prague - Krč",50.039692,14.458488,,,,,"CZK 15,000",G,Very good,Brick,,,,,,,,Cooperative,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 6,500",749513,2 bedroom,12/1/2022,60 m²,Partly,3,97.14,1352.54,695.22,648.92,646.72,1838.55,944.55,619.48,313.37,312.03,Prague - Záběhlice,50.04193,14.47247,,,,,"CZK 29,000",B,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,500",749508,3+1,11/8/2022,74 m²,Partly,3,167.03,1132.84,194.23,1172.81,244.2,463.68,301.15,324.42,827.85,127.36,"Vajdova, Prague - Hostivař",50.04747,14.52054,,,,,"CZK 30,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000",749504,2 bedroom,12/1/2022,68 m²,Partly,3,231.27,696.99,76.93,196.35,65.26,292.53,356.69,93.55,410.06,379.32,"Trojická, Prague - Nové Město",50.07079,14.41604,1.0,,,,"CZK 25,000",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,900","CZK 6,000",748803,2+kk,11/21/2022,52 m²,Fully furnished,3,72.23,197.7,63.89,25.76,89.02,131.27,241.95,432.64,885.12,24.15,"Počernická, Prague - Malešice",50.0812,14.50015,1.0,,,1.0,"CZK 70,000",G,New-build,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",748855,1 bedroom,11/30/2022,50 m²,Partly,1,46.69,979.62,671.75,1186.39,628.1,696.27,692.31,464.66,548.72,171.24,"Nad Popelkou, Prague - Smíchov",50.06849725,14.3879003,,,,,"CZK 32,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,900","CZK 9,300",749502,Studio,11/10/2022,45 m²,Fully furnished,2,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 2,000",748585,3+kk,11/1/2022,83 m²,Partly,2,243.05,353.08,6.86,85.34,61.13,148.41,258.36,435.79,122.07,352.65,"Národní obrany, Prague - Bubeneč",50.10094,14.39813,,,,,"CZK 35,000",A,Very good,Brick,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,900","CZK 4,100",595683,2+kk,11/1/2022,48 m²,Partly,2,146.46,1623.37,782.64,2757.7,1791.96,2417.39,1395.19,2299.17,361.52,505.79,"Zbraslavská, Prague - Malá Chuchle",50.023614,14.393964,,,,,"CZK 24,800",,Very good,Brick,,Standard,,,,,,Personal,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,900","CZK 1,300",645258,3+kk,11/4/2022,94 m²,Partly,2,121.48,1227.99,928.72,1099.69,499.69,876.19,826.93,1182.44,637.73,82.41,Prague - Řeporyje,50.03812,14.322755,1.0,,,,"CZK 50,000",C,Very good,Brick,,Standard,10 to 30 years,,1.0,,,Personal,Central,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,749498,4+kk,11/8/2022,138 m²,Partly,2,308.92,1277.86,491.58,1214.86,372.03,981.02,506.73,931.74,440.2,390.3,"Na Dračkách, Prague - Střešovice",50.09384,14.37482,,,,,"CZK 35,000",A,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500","CZK 4,000",749492,Small studio,12/1/2022,20 m²,Fully furnished,2,929.82,1304.97,1897.81,3822.93,1566.71,3723.25,1969.75,2021.5,4529.82,1007.21,Prague - Sedlec,50.13206,14.39499,,,,,"CZK 12,500",C,Good,Brick,,,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 1,500",744927,2+kk,11/1/2022,40 m²,Fully furnished,15,249.68,1071.21,144.61,1049.2,785.58,224.66,187.15,948.53,1189.66,225.38,"Hlivická, Prague - Bohnice",50.13272,14.42283,,,,,"CZK 20,000",G,Very good,Prefab concrete,,Standard,,,,,,,,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",749486,2 bedroom,11/20/2022,55 m²,Partly,,352.8,871.44,247.5,412.34,347.69,767.33,243.05,685.71,590.41,323.17,Prague - Libeň,50.10704,14.4854,1.0,,,,"CZK 20,000",B,Good,Prefab concrete,,,,,,,,Personal,Central,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,950",CZK 950,658789,Small studio,12/1/2022,30 m²,Partly,5,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,"Drahobejlova, Prague - Libeň",50.10608,14.4905,1.0,,,,"CZK 25,000",C,Very good,Brick,,Standard,,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",483887,2+kk,11/1/2022,36 m²,Fully furnished,3,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,,,,,"CZK 25,000",E,,Brick,,Standard,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,400","CZK 3,500",581842,1 bedroom,11/2/2022,39 m²,Partly,2,153.14,505.33,91.47,187.05,15.88,379.79,532.9,338.15,323.61,703.92,"Na Bělidle, Prague - Smíchov",50.071815,14.406029,,,,,"CZK 29,000",C,Very good,Brick,,Luxurious,,,,,,Personal,Other,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 4,500",577288,2+kk,12/18/2022,60 m²,Fully furnished,6,183.97,1118.9,5.8,558.34,121.65,425.24,124.13,356.18,285.18,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,1.0,,,,"CZK 40,000",C,Very good,Brick,,Standard,,,1.0,,,Personal,Gas boiler,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",749478,Studio,12/31/2022,33 m²,Partly,1,98.62,679.61,375.78,607.84,500.38,199.52,300.55,439.86,1127.82,210.24,"Hornoměcholupská, Prague - Horní Měcholupy",50.0399,14.56649,,,,,"CZK 16,000",C,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",749393,2 bedroom,11/14/2022,59 m²,Partly,3,169.83,708.74,671.96,786.48,429.18,704.69,740.01,747.67,400.45,311.11,"Jasmínová, Prague - Záběhlice",50.05427,14.50941,,,,,"CZK 50,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,500",748722,Studio,11/2/2022,30 m²,Fully furnished,1,122.4,4811.45,2085.62,6040.49,2487.87,5476.74,2299.39,2291.49,3298.55,2369.51,"Na Cikánce, Prague - Radotín",49.99684,14.3205,,,,,"CZK 25,000",G,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",748763,2+kk,12/1/2022,50 m²,Partly,2,136.8,1077.23,126.59,1050.88,249.02,238.27,623.96,381.09,1394.81,157.24,Prague - Smíchov,50.07237,14.38782,1.0,,,1.0,"CZK 30,000",B,New-build,Other,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",749476,Studio,11/8/2022,31 m²,Fully furnished,4,539.16,652.28,431.01,800.54,458.65,779.36,488.58,438.61,675.98,738.19,"Perucká, Prague - Vinohrady",50.06881,14.43794,1.0,,,,"CZK 24,000",C,New-build,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",746897,3+kk,11/8/2022,78 m²,Partly,4,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,"U Libeňského pivovaru, Prague - Libeň",50.10861,14.47539,1.0,,,,"CZK 30,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 1,000",606731,1 bedroom,11/15/2022,39 m²,,2,167.72,564.9,181.54,1516.77,385.41,680.56,477.22,478.53,434.27,364.0,"Šperlova, Prague - Chodov",50.035348,14.509842,,,,1.0,"CZK 13,500",C,Very good,Brick,,,,,1.0,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 10,000",748848,3+kk,11/3/2022,116 m²,Partly,2,279.61,15.61,87.04,1168.37,151.56,1003.31,381.58,613.7,661.86,137.06,"Voskovcova, Prague - Hlubočepy",50.02907,14.36447,,,,,"CZK 30,000",A,Very good,Brick,,,,,1.0,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
