Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Balcony,Parking,Age,Reconstruction,Ownership,Heating,Designe,Enclosed balcony,Cellar,Terrace,New-build,Administrative fee,Domácí mazlíčci vítáni,Garage,Plot space,Plot type
"CZK 20,250","CZK 6,750",732111,2 bedroom,11/1/2022,48 m²,Fully furnished,1,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,1.0,,,,,,,,,1.0,,,,,,
"CZK 21,750","CZK 7,250",732112,2+kk,11/1/2022,56 m²,Fully furnished,1,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,,,,,,,,,,,
"CZK 81,750","CZK 27,250",735517,3+kk,11/7/2022,110 m²,Fully furnished,6,1.0,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",524061,Small studio,9/30/2022,24 m²,Fully furnished,2,,91.78,580.81,32.71,585.83,4.83,464.23,508.34,544.94,531.96,283.89,"Michelská, Prague - Michle",50.050462,14.4588805,"CZK 24,999",D,,Brick,,,Up to 10 years,Interior,Personal,Electric boiler,,,,,,,,,,
"CZK 11,000","CZK 4,500",629358,2+kk,9/10/2022,37 m²,Unfurnished,3,,272.4,2094.06,1253.2,2237.72,696.58,1849.23,1539.46,1807.23,852.06,1343.97,"Pod Karlovarskou Silnicí, Prague - Ruzyně",50.07776,14.300779,"CZK 15,499",F,Very good,Brick,,,,,Personal,Central,Standard,,,,,,,,,
"CZK 19,500","CZK 3,396",735493,Studio,9/7/2022,77 m²,Partly,1,,664.6,1184.6,690.99,2151.46,424.13,1012.99,678.88,742.88,384.79,240.93,Prague - Kamýk,50.0111,14.44677,"CZK 19,500",C,Very good,Brick,,,,,,,,,,1.0,,,1.0,1.0,,
"CZK 11,000","CZK 3,000",735490,Studio,9/7/2022,26 m²,Fully furnished,1,,71.82,1155.13,667.44,821.2,321.12,783.31,770.05,430.95,2336.32,607.25,Prague - Újezd nad Lesy,50.07387,14.67211,"CZK 11,000",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 27,000","CZK 6,820",735489,2+kk,9/18/2022,57 m²,Fully furnished,3,1.0,372.2,1186.23,751.01,1390.52,180.6,1087.12,919.65,1229.04,105.92,333.17,Prague - Střešovice,50.0945,14.36816,"CZK 40,000",B,New-build,Brick,,,,,Personal,,,1.0,1.0,,1.0,,,1.0,,
"CZK 11,000","CZK 3,000",735488,Studio,9/7/2022,25 m²,Fully furnished,1,,233.33,597.58,424.82,268.33,15.01,1219.3,217.85,552.03,354.24,393.59,Prague - Michle,50.05793,14.45218,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,1.0,,,
"CZK 16,000","CZK 3,000",735486,Studio,9/7/2022,30 m²,Partly,4,,80.58,970.2,288.35,326.95,469.13,383.3,436.86,1714.08,660.71,182.37,Prague - Třebonice,50.05601,14.29032,"CZK 32,000",B,New-build,Low-energy,,,,,,,,,1.0,1.0,,,,,,
"CZK 16,000","CZK 5,000",589972,3+kk,9/12/2022,64 m²,Partly,13,1.0,273.07,633.8,55.89,734.25,289.87,560.88,278.02,72.44,1370.48,59.06,"Chabařovická, Prague - Kobylisy",50.129853,14.476675,"CZK 32,000",C,Very good,Prefab concrete,,,30 - 50 years,Complete,Personal,Distance,Standard,1.0,,,,,,,,
"CZK 17,000","CZK 5,000",735467,2 bedroom,11/1/2022,52 m²,Partly,3,,259.57,169.5,228.9,216.61,320.45,408.86,274.71,450.32,856.1,305.91,Prague - Malešice,50.0829,14.49993,"CZK 30,000",G,Very good,Prefab concrete,,,,Complete,,Central,,,,,,,,,,
"CZK 22,990","CZK 4,424",735471,2 bedroom,9/9/2022,85 m²,Partly,5,1.0,411.48,480.93,233.74,478.91,83.59,408.06,289.69,73.27,91.64,140.17,"Na Balkáně, Prague - Žižkov",50.09490333333,14.48939916666,"CZK 27,414",G,Very good,Brick,1.0,,,,Personal,,,,1.0,,,"CZK 27,414",,,,
"CZK 22,000","CZK 6,000",735470,3+kk,10/17/2022,74 m²,Partly,3,1.0,405.96,554.48,127.21,416.85,404.22,445.92,164.65,727.62,580.02,145.17,Prague - Modřany,50.00835,14.41991,"CZK 40,000",G,Very good,Prefab concrete,1.0,,,,,,,,1.0,,,,,,,
"CZK 27,000","CZK 3,000",517931,2+kk,11/1/2022,55 m²,Fully furnished,2,,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,"CZK 30,000",,,Brick,1.0,,Up to 10 years,Interior,Cooperative,Electric boiler,Luxurious,,,,,,,,,
"CZK 11,500",CZK 720,313945,Studio,9/10/2022,34 m²,Partly,3,1.0,269.89,735.82,250.89,439.63,303.65,479.24,620.65,567.08,701.54,692.11,"U Pernštejnských, Prague - Nusle",50.0631534,14.4470668,"CZK 23,000",,Good,Brick,,,,Interior,Personal,Gas boiler,,,,,,,,,,
"CZK 18,000","CZK 3,500",734031,Studio,10/1/2022,34 m²,Fully furnished,,,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,Prague - Strašnice,50.07918,14.48536,"CZK 18,000",G,Very good,Brick,,,10 to 30 years,,Personal,Central,Standard,,,1.0,,,,,,
"CZK 17,500","CZK 3,900",607379,Studio,9/15/2022,24 m²,Fully furnished,2,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,"CZK 36,000",E,Very good,Brick,,,Up to 10 years,Complete,Personal,Central,Standard,,,,,,,,,
"CZK 16,990","CZK 1,953",735464,3+1,9/8/2022,58 m²,Partly,7,1.0,81.2,538.01,352.16,523.22,360.47,332.22,189.5,132.25,1123.67,311.71,"Novodvorská, Prague - Braník",50.02687027777,14.42904444444,"CZK 18,943",G,Very good,Prefab concrete,,,,,Cooperative,,,,1.0,,,"CZK 18,943",,,,
"CZK 14,000","CZK 3,000",731675,Studio,9/10/2022,34 m²,Fully furnished,4,1.0,159.96,318.63,144.94,410.41,117.64,270.71,737.06,831.3,943.97,238.54,Prague - Uhříněves,50.03064,14.59533,"CZK 30,000",G,Very good,Brick,,1.0,,,,,,1.0,1.0,,,,,,,
"CZK 15,000","CZK 1,500",415259,1 bedroom,9/9/2022,47 m²,Partly,2,1.0,61.12,117.05,6.26,507.36,31.23,164.69,226.1,226.1,333.66,106.19,"Vršovická, Prague - Vršovice",50.0705542,14.4768657,"CZK 16,500",C,,Brick,,,,,Personal,Central,,,1.0,,,,,,,
"CZK 19,000","CZK 3,000",732197,2+kk,10/30/2022,69 m²,Fully furnished,3,,159.91,405.02,156.31,287.94,154.49,245.19,390.39,450.11,190.9,156.36,Prague - Staré Město,50.09195,14.42392,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",735462,3+1,10/19/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",731240,1 bedroom,10/4/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",732196,Studio,10/1/2022,42 m²,Fully furnished,3,1.0,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,"CZK 30,000",B,New-build,Low-energy,1.0,1.0,,,,,Luxurious,,,,1.0,,,1.0,,
"CZK 28,000","CZK 3,000",162415,2+kk,10/30/2022,70 m²,Fully furnished,3,,162.74,407.84,159.14,290.76,157.32,242.36,387.56,452.94,188.07,159.18,"Anežská, Prague - Staré Město",50.0919997,14.423822,"CZK 50,000",,Very good,Brick,1.0,,,Complete,Personal,Gas boiler,Luxurious,,,1.0,,,,,,
"CZK 15,500","CZK 4,450",732193,Studio,9/2/2022,44 m²,Partly,3,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,Prague - Strašnice,50.07153,14.50459,"CZK 20,000",B,New-build,Low-energy,1.0,,,,,,,,1.0,,,,,1.0,,
"CZK 9,200","CZK 1,500",732128,6+kk,9/24/2022,30 m²,Fully furnished,6,1.0,234.8,215.63,259.34,719.06,313.91,295.2,831.77,407.77,706.11,433.61,"U Stírky, Prague - Libeň",50.11987065,14.46188655,"CZK 10,000",G,Very good,Other,1.0,1.0,,,,,,,,,,,,,,
"CZK 23,000","CZK 2,000",735452,2+kk,10/1/2022,52 m²,Partly,1,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,"CZK 46,000",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 15,000","CZK 3,100",733270,2+kk,10/1/2022,48 m²,Fully furnished,,,75.97,940.38,255.24,863.44,61.31,812.69,738.49,520.91,194.73,88.27,Prague - Řepy,50.066,14.29848,"CZK 15,000",C,Very good,Prefab concrete,,,,Bathroom unit,,Distance,,,1.0,,,,1.0,,,
"CZK 17,500","CZK 3,688",735450,2+kk,10/1/2022,48 m²,Partly,4,1.0,291.16,100.7,172.13,1188.31,165.94,1023.26,425.81,635.91,707.3,117.83,Prague - Hlubočepy,50.02944,14.36394,"CZK 35,000",C,New-build,Brick,,,,,,,,1.0,1.0,,1.0,,,1.0,,
"CZK 20,900","CZK 6,379",196494,3+kk,10/1/2022,98 m²,Fully furnished,5,1.0,454.58,1009.29,218.22,988.36,663.54,604.17,508.86,477.54,1287.6,98.59,"Zakšínská, Prague - Střížkov",50.1303717159,14.4956803405,"CZK 30,000",,Very good,Brick,1.0,,Up to 10 years,,Personal,Distance,Standard,,,1.0,,,,,,
"CZK 34,500","CZK 11,500",728709,2+kk,10/8/2022,45 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,000",735446,Studio,9/7/2022,23 m²,Fully furnished,3,1.0,51.7,1483.2,433.92,1157.74,558.05,744.26,305.46,1138.73,1422.98,612.08,Prague - Vysočany,50.103156,14.5190992,"CZK 30,000",G,New-build,Other,,,Up to 10 years,Complete,Personal,Central,Luxurious,,,1.0,1.0,,,,,
"CZK 16,500","CZK 2,000",382637,2 bedroom,9/15/2022,52 m²,Fully furnished,3,,213.38,661.71,176.78,365.51,229.54,405.13,560.35,510.57,645.03,676.1,"Mojmírova, Prague - Nusle",50.0635629,14.4460371,"CZK 20,000",,,Brick,1.0,1.0,,,Personal,,,1.0,,,,,,1.0,,
"CZK 17,900","CZK 1,100",682818,2+kk,10/1/2022,48 m²,Partly,1,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,"CZK 25,000",G,Very good,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 15,000",CZK 0,735437,Studio,10/1/2022,39 m²,Fully furnished,1,1.0,190.4,240.06,234.63,174.89,174.92,213.21,606.9,769.3,1356.69,302.01,Prague - Troja,50.12696,14.41845,"CZK 20,000",A,Very good,Prefab concrete,1.0,,,,,,,,,,,,1.0,,,
"CZK 16,600","CZK 3,200",732169,3+kk,9/2/2022,68 m²,Partly,3,,173.25,388.72,283.99,452.53,492.57,558.85,250.68,377.95,1208.66,194.6,Prague - Řepy,50.06546,14.31237,"CZK 33,200",C,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,1.0,,,
"CZK 22,000","CZK 5,000",491258,3+1,9/7/2022,77 m²,Partly,1,,397.31,1435.34,473.4,1071.54,471.0,440.05,224.41,357.84,257.04,354.31,"Sušická, Prague - Dejvice",50.1031476,14.3765489,"CZK 27,000",,,Brick,1.0,,,,Personal,,,,,1.0,,,,,,
"CZK 16,000","CZK 6,000",735431,2+kk,10/15/2022,48 m²,Partly,,,41.82,869.1,80.42,578.78,441.7,947.93,1187.02,898.39,144.87,172.64,Prague - Sedlec,50.13036,14.38268,"CZK 40,000",G,Very good,Other,,,,,,,,,,1.0,,,1.0,,,
"CZK 19,800",CZK 690,404702,2 bedroom,9/20/2022,61 m²,Unfurnished,2,,270.22,537.35,570.44,550.42,221.96,239.82,692.29,766.72,780.58,197.31,"Nad Bořislavkou, Prague - Vokovice",50.0956992,14.3662381,"CZK 35,000",,,Brick,,,,Complete,Personal,Gas boiler,,,1.0,,,,,,,
"CZK 42,075","CZK 14,025",726062,2 bedroom,10/2/2022,80 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,700",735420,4+1,9/7/2022,79 m²,Partly,4,1.0,374.24,422.22,80.73,326.1,309.29,351.09,269.18,839.0,653.38,49.14,Prague - Modřany,50.00729,14.42024,"CZK 22,000",G,Good,Prefab concrete,1.0,1.0,,,,Central,,,,,,,,,,
"CZK 25,000","CZK 1,500",735422,1 bedroom,9/7/2022,48 m²,Fully furnished,1,,180.41,265.03,100.33,44.88,51.54,142.63,259.17,277.26,206.84,257.24,Prague - Staré Město,50.09007,14.42482,"CZK 30,000",E,Very good,Brick,,1.0,,Complete,Personal,Central,,,1.0,,,,,,,
"CZK 19,900","CZK 7,000",735409,2 bedroom,9/15/2022,83 m²,Fully furnished,3,1.0,311.61,491.04,420.26,954.01,315.32,438.76,826.48,258.6,469.61,508.05,Prague - Smíchov,50.0648,14.40972,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 53,510","CZK 17,836",725486,4+1,10/14/2022,110 m²,Fully furnished,7,1.0,348.55,940.69,207.03,294.37,97.8,272.7,322.85,445.04,400.99,361.6,"Divadelní, Prague - Staré Město",50.0824664,14.4140344,,,,,1.0,,,,,,,,,1.0,,,,,,
"CZK 17,990","CZK 2,790",488862,2+kk,9/12/2022,44 m²,Partly,1,,392.57,267.17,173.05,308.31,107.52,470.03,317.73,393.0,720.93,221.47,"Ondříčkova, Prague - Vinohrady",50.07994,14.4517114,"CZK 20,000",,Very good,Brick,,,,,Personal,Central,,,,,,,,,,
"CZK 15,000","CZK 3,000",631633,1 bedroom,10/17/2020,40 m²,,1,1.0,311.37,344.25,99.63,655.78,87.41,505.7,74.08,99.28,823.58,590.1,"Jana Masaryka, Prague - Vinohrady",50.071485,14.438257,"CZK 30,000",G,Very good,Brick,1.0,1.0,,,Personal,,,,1.0,,,,1.0,,,
"CZK 6,000",CZK 1,603260,Other,6/30/2022,120 m²,Fully furnished,1,1.0,93.86,355.52,190.16,381.87,43.18,335.72,486.36,228.61,381.24,99.62,"Ronkova, Prague - Libeň",50.105767,14.476739,"CZK 6,500",D,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 23,000","CZK 9,000",735408,3+1,9/7/2022,105 m²,Unfurnished,5,1.0,174.31,478.5,120.42,94.53,46.33,21.42,249.47,441.3,567.11,636.54,Prague - Vinohrady,50.07382,14.43183,"CZK 46,000",C,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 19,500",CZK 1,732034,Studio,9/1/2022,33 m²,Partly,1,,259.4,483.19,126.87,501.11,25.7,450.98,61.28,77.34,565.99,370.66,Prague - Nové Město,50.07863,14.41614,"CZK 19,500",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 14,000","CZK 1,000",456139,Small studio,9/7/2022,20 m²,Partly,1,,269.28,526.7,269.64,703.49,80.55,297.14,178.11,169.37,802.54,445.66,Prague - Karlín,50.0899013,14.4468287,"CZK 30,000",,Very good,Brick,,,,,Cooperative,Electric boiler,,,,,,,,,,
"CZK 18,500","CZK 2,500",735402,Studio,9/15/2022,37 m²,Partly,2,,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,"CZK 37,000",D,New-build,Brick,,,,,,,,,1.0,,,,,,,
"CZK 14,500","CZK 2,500",612251,Studio,9/1/2022,25 m²,,1,,211.15,237.15,355.34,868.62,194.77,283.9,145.14,177.97,611.03,466.53,"Omská, Prague - Vršovice",50.072914,14.478114,"CZK 25,000",B,New-build,Brick,,,,,Personal,,,,,,,,,,,
"CZK 12,990",CZK 0,681721,Small studio,9/7/2022,20 m²,Fully furnished,1,,155.39,507.59,93.73,189.31,18.14,382.05,535.16,340.41,325.87,706.18,"Na Bělidle, Prague - Smíchov",50.07176,14.40601,"CZK 5,000",G,Good,Brick,,,,Interior,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 14,000","CZK 3,000",735321,Studio,10/1/2022,42 m²,Partly,5,1.0,297.76,788.54,277.56,532.19,299.09,531.96,617.8,430.56,757.75,487.6,Prague - Nusle,50.06288,14.44909,"CZK 17,000",G,Very good,Brick,1.0,,,,,,,1.0,,,,,,,,
"CZK 24,000","CZK 5,200",733392,Studio,9/10/2022,35 m²,Fully furnished,3,1.0,130.34,674.95,328.7,662.91,182.49,531.16,929.62,307.24,572.75,335.78,Prague - Smíchov,50.06745,14.40788,"CZK 48,000",B,New-build,Brick,,,,,Personal,,,,1.0,1.0,,,,,,
"CZK 29,690",CZK 0,731887,2+kk,8/31/2022,50 m²,Fully furnished,2,1.0,399.93,432.91,26.98,381.82,37.96,635.24,269.06,511.7,970.71,313.61,Prague - Vinohrady,50.07956,14.45426,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,200",735206,2+kk,9/7/2022,72 m²,Partly,4,1.0,23.95,430.92,31.85,121.68,7.68,296.01,127.87,292.46,595.72,409.34,"Myslíkova, Prague - Nové Město",50.0781276,14.41841035,"CZK 30,000",E,Very good,Brick,,,,,Personal,,Standard,,,,,,,,,
"CZK 17,000","CZK 4,500",728905,2+kk,8/20/2022,52 m²,Partly,3,1.0,421.53,1650.45,368.8,2020.44,576.51,1104.33,1815.64,2607.26,521.97,205.56,Prague - Hostavice,50.08478,14.56296,"CZK 30,000",C,New-build,Brick,1.0,,,,,,,,1.0,,1.0,,,,,
"CZK 17,000","CZK 3,400",735195,1 bedroom,9/26/2022,38 m²,Fully furnished,4,,378.94,508.23,121.25,345.12,310.01,393.17,215.61,349.39,1160.21,203.79,Prague - Stodůlky,50.04779,14.34583,"CZK 20,400",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 24,938","CZK 8,312",732307,1 bedroom,10/4/2022,16 m²,Fully furnished,2,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",695001,2+kk,10/1/2022,45 m²,Fully furnished,4,1.0,215.1,468.42,94.48,267.26,12.54,274.1,406.04,365.15,170.64,322.72,"Tusarova, Prague - Holešovice",50.101841946188,14.452939237593,"CZK 20,000",B,New-build,Brick,,,,,Personal,,,,,,,,,,,
"CZK 15,000","CZK 5,000",483887,2+kk,10/1/2022,36 m²,Fully furnished,3,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,"CZK 25,000",E,,Brick,,,,Complete,Personal,,Standard,,,,,,,,,
"CZK 21,000","CZK 2,000",735180,2 bedroom,9/23/2022,60 m²,Unfurnished,4,1.0,788.49,1496.01,1446.83,1705.51,320.08,1391.84,1531.97,1359.97,512.65,429.05,Prague - Letňany,50.14243,14.52565,"CZK 42,000",B,New-build,Low-energy,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,
"CZK 18,000","CZK 4,000",730591,2+kk,8/20/2022,42 m²,Partly,11,1.0,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,"CZK 37,000",A,Very good,Prefab concrete,,,,Complete,Personal,Central,,,1.0,,,,,,,
"CZK 14,000","CZK 3,500",735179,Studio,9/7/2022,27 m²,Fully furnished,3,1.0,335.07,589.94,203.34,490.57,272.38,255.37,249.48,103.14,1050.25,44.47,Prague - Střížkov,50.12665,14.49526,"CZK 28,000",G,Very good,Prefab concrete,1.0,,,,,,,,1.0,,,,,,,
"CZK 16,500","CZK 3,300",735176,Studio,10/1/2022,30 m²,Fully furnished,1,,195.12,867.74,62.52,586.39,83.23,257.18,288.89,320.22,267.74,209.92,Prague - Libeň,50.10745,14.49183,"CZK 19,800",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",735075,2+kk,9/7/2022,41 m²,Partly,1,,370.75,1265.27,341.98,843.86,320.29,1025.67,1000.01,218.25,1013.68,332.92,Prague - Dejvice,50.09786,14.37792,"CZK 13,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 20,625","CZK 6,875",728424,2 bedroom,10/2/2022,45 m²,Fully furnished,10,1.0,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",724514,2 bedroom,9/24/2022,76 m²,Fully furnished,5,1.0,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,700",735077,2+kk,9/7/2022,45 m²,Fully furnished,2,,170.17,1331.31,235.88,524.55,177.99,210.9,532.56,369.39,754.76,240.87,Prague - Kobylisy,50.12578,14.44526,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 490,584599,3+1,10/1/2022,115 m²,Fully furnished,3,,235.09,750.04,190.44,609.02,147.66,390.52,438.65,258.58,274.37,269.57,"Krkonošská, Prague - Vinohrady",50.07954,14.444944,"CZK 35,000",G,Very good,Brick,,,,Complete,Personal,Electric boiler,Luxurious,,,,,,,,,
"CZK 11,000","CZK 5,000",735067,Studio,9/19/2022,40 m²,Partly,2,1.0,158.85,954.73,49.53,719.01,424.8,843.65,219.09,2084.8,1094.1,124.51,Prague - Zličín,50.05714,14.28274,"CZK 22,000",C,New-build,Prefab concrete,1.0,1.0,,,,,,,,,1.0,,,1.0,,
"CZK 19,500","CZK 3,000",527000,2+kk,9/30/2022,43 m²,Fully furnished,4,1.0,220.48,487.86,331.81,500.55,362.83,355.62,688.63,837.35,355.75,380.71,Prague - Holešovice,50.1054837,14.4433027,"CZK 30,000",A,Very good,Brick,,,Up to 10 years,Interior,Personal,Gas boiler,,,,,,,,,,
"CZK 11,499","CZK 1,000",732406,Small studio,9/5/2022,40 m²,Partly,3,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 18,000",G,Very good,Brick,,,,,,Electric boiler,,,,,,,,,,
"CZK 17,000","CZK 1,000",489773,3+kk,9/8/2022,70 m²,Partly,1,,295.71,485.94,173.5,324.82,82.85,336.11,275.34,322.04,342.03,295.64,Prague - Holešovice,50.0982368,14.4271526,"CZK 23,000",,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 51,840","CZK 17,280",728059,3+1,9/30/2022,85 m²,Fully furnished,2,1.0,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",563487,Studio,9/15/2022,48 m²,Fully furnished,5,1.0,349.01,1306.15,1183.34,2547.15,135.98,470.61,639.86,1578.35,1607.92,164.68,"Velké Kunratické, Prague - Kunratice",50.0208963,14.466772,"CZK 20,000",,,Brick,,,,,Personal,Distance,,,,1.0,,,,,,
"CZK 20,500","CZK 4,500",734036,Studio,11/1/2022,33 m²,Fully furnished,5,1.0,67.34,328.41,86.16,267.56,16.87,168.1,114.81,345.18,762.28,689.5,Prague - Vinohrady,50.07463,14.43756,"CZK 41,000",G,Very good,Brick,,,,Complete,,,,,1.0,,,,,,,
"CZK 20,000","CZK 6,000",732072,2 bedroom,9/15/2022,55 m²,Fully furnished,2,,197.51,1068.45,165.26,322.44,270.55,354.75,196.83,404.6,919.7,310.39,Prague - Troja,50.12383,14.44862,"CZK 40,000",G,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 21,000","CZK 6,000",732353,2+kk,9/4/2022,55 m²,Unfurnished,2,1.0,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,"CZK 50,000",G,Very good,Brick,,1.0,Up to 10 years,,,,Standard,1.0,,,,,,1.0,,
"CZK 27,195","CZK 9,065",730051,2+kk,10/15/2022,50 m²,Fully furnished,1,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,1.0,,,,,,,,,1.0,,,,,,
"CZK 14,500","CZK 3,500",732663,Studio,10/1/2022,45 m²,Fully furnished,1,1.0,168.65,1167.95,645.66,1514.59,267.9,1039.25,795.58,994.9,661.58,343.57,Prague - Chodov,50.0406,14.49894,"CZK 29,000",G,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 20,250","CZK 6,750",734662,2+kk,10/8/2022,60 m²,Fully furnished,5,1.0,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,,,,,,,,,,,,,,,,1.0,,
"CZK 17,250","CZK 5,750",731385,3+1,10/26/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,
"CZK 20,990","CZK 3,827",725109,2+kk,9/8/2022,63 m²,Partly,6,1.0,398.2,1416.77,693.72,1232.72,635.57,870.63,1111.49,712.15,619.1,290.41,"Zvěřinova, Prague - Strašnice",50.08507833333,14.48646111111,"CZK 24,817",B,New-build,Other,1.0,1.0,,,Personal,,,,,,1.0,"CZK 24,817",,,,
"CZK 27,000","CZK 9,000",732124,1 bedroom,11/1/2022,36 m²,Fully furnished,1,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,,,,1.0,,,,,,,,,1.0,,,,,,
"CZK 41,438","CZK 13,812",732123,Studio,11/1/2022,26 m²,Fully furnished,2,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",717682,2+kk,9/10/2022,69 m²,Fully furnished,6,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,1.0,,,,,,,,,1.0,,,,,,
