Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
707365,"CZK 65,475",50.0817698,14.4068623,"Všehrdova, Prague - Malá Strana",2 bedroom with open-plan kitchen,,77 m²,"CZK 21,825",,,Furnished,2,Yes,No,No,No,No,Yes,Yes,02. 03. 2022,,127,322,219,536,76,333,171,448,336,251,,,,,,,,,,,,,
707347,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,Furnished,4,No,No,No,No,No,Yes,No,02. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,
707349,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,
707350,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,Furnished,1,No,No,No,No,No,Yes,No,02. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,
707362,"CZK 13,875",50.0787721,14.4457646,"Polská, Prague - Vinohrady",1 bedroom,,25 m²,"CZK 4,625",,,Furnished,5,No,No,No,No,No,No,No,31. 03. 2022,,377,625,12,482,23,353,301,64,259,378,,,,,,,,,,,,,
707392,"CZK 101,363",50.0915501,14.4268683,"Hradební, Prague - Staré Město",5 bedroom,,160 m²,"CZK 33,787",,,Furnished,6,No,Yes,No,No,No,Yes,No,02. 03. 2022,,102,183,98,123,98,108,208,406,183,306,,,,,,,,,,,,,
707334,"CZK 26,006",50.0684378,14.4104352,"Hořejší nábřeží, Prague - Smíchov",2 bedroom,,80 m²,"CZK 8,669",,,Furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,,435,892,279,490,236,702,754,992,495,60,,,,,,,,,,,,,
707325,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,Furnished,6,Yes,Yes,No,No,No,Yes,No,02. 03. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,
707355,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,45 m²,"CZK 7,000",,,Furnished,4,No,No,No,No,No,Yes,Yes,18. 04. 2022,,41,255,33,612,69,567,246,441,558,371,,,,,,,,,,,,,
707357,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,65 m²,"CZK 8,750",,,Furnished,2,No,No,No,No,No,No,No,02. 03. 2022,,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,
707315,"CZK 20,790",50.0710848,14.4324122,"Lublaňská, Prague - Vinohrady",2 bedroom,,60 m²,"CZK 6,930",,,Furnished,1,No,No,No,No,No,No,No,31. 03. 2022,,226,415,211,417,137,461,362,345,557,644,,,,,,,,,,,,,
707301,"CZK 32,063",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,,54 m²,"CZK 10,687",,,Furnished,7,No,No,No,No,No,Yes,No,06. 03. 2022,,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,,
707337,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,,65 m²,"CZK 7,612",,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,,,,,,,
707288,"CZK 29,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 9,975",,,Furnished,-1,No,No,No,No,No,No,No,19. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,
707294,"CZK 32,063",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 10,687",,,Furnished,1,No,Yes,No,No,No,No,No,13. 03. 2022,,337,356,19,335,43,634,392,362,865,215,,,,,,,,,,,,,
707276,"CZK 22,800",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,,27 m²,"CZK 7,600",,,Furnished,4,No,No,No,No,No,Yes,No,13. 03. 2022,,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,
707289,"CZK 48,750",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,,72 m²,"CZK 16,250",,,Furnished,2,No,No,No,No,No,No,No,18. 04. 2022,,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,,,
707319,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,34 m²,"CZK 8,693",,,Furnished,6,Yes,No,No,No,No,Yes,Yes,02. 03. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,
707310,"CZK 65,250",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 21,750",,,Furnished,3,No,No,No,No,No,Yes,No,02. 03. 2022,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,,,
707265,"CZK 60,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 20,000",,,Furnished,4,No,No,No,No,No,Yes,Yes,01. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,
707254,"CZK 20,175",50.0564738,14.5142373,"Švehlova, Prague - Záběhlice",1 bedroom with open-plan kitchen,,65 m²,"CZK 6,725",,,Furnished,4,No,Yes,No,No,No,Yes,Yes,08. 03. 2022,,88,519,253,482,504,524,542,798,830,228,,,,,,,,,,,,,
707261,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,,
707267,"CZK 29,250",50.0830689,14.4668702,"Olšanská d, Prague - Žižkov",1 bedroom with open-plan kitchen,,85 m²,"CZK 9,750",,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,,213,228,353,747,332,258,643,491,336,409,,,,,,,,,,,,,
620955,"CZK 16,000",50.058032,14.282323,"Sazovická, Prague - Zličín",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,500",Personal,Other,Furnished,6,Yes,No,Yes,No,No,Yes,No,14. 03. 2022,C,293,939,815,744,829,869,218,"1,091",161,,"CZK 20,000",,,Middle floor,,,,,,,,,
708311,"CZK 14,000",50.0235966,14.2976964,"Ořešská, Prague - Řeporyje",2 bedroom,Excellent,67 m²,"CZK 1,550",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,G,207,326,"1,440","1,288","1,372","1,460",,,,,,,,,,,,,,,,,
588276,"CZK 12,000",50.121331,14.4572,"Na Hlinách, Prague - Kobylisy",Studio,New build,32 m²,CZK 700,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,B,376,383,300,470,249,264,649,401,915,473,"CZK 15,000",1 to 10 years years,,,Overall,Premium materials and solutions,,,,,,,
461856,"CZK 11,832",50.1064671,14.4542935,"U Parního mlýna, Prague - Holešovice",1 bedroom,Excellent,33 m²,"CZK 1,168",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,,306,717,105,530,107,410,474,981,318,267,"CZK 26,000",,Other,,,Standard materials and solutions,,,,,,,
700035,"CZK 15,500",50.013,14.40077,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,500",Personal,Brick building,Furnished,7,No,No,No,No,No,Yes,Yes,21. 01. 2022,D,147,"1,079",416,"1,323",741,"1,384","1,245",663,,,"CZK 15,500",,District heating,Top floor,,,Yes,,,,,,
708308,"CZK 12,000",50.1054,14.48955,"U Svobodárny, Prague - Libeň",1 bedroom,Excellent,40 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,03. 03. 2022,G,175,68,11,223,148,316,251,464,95,128,"CZK 15,000",,Other,Middle floor,,Standard materials and solutions,,,,,,,
698674,"CZK 14,000",50.0718,14.48473,"Pod Rapidem, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 2,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 03. 2022,C,65,651,288,468,35,161,580,419,616,224,"CZK 14,000",,,,,,,,,,,,
707599,"CZK 12,000",50.0857064,14.3688259,"Mládeže, Prague - Břevnov",2 bedroom,Good,52 m²,"CZK 4,000",Cooperative,Brick building,Furnished,6,No,No,Yes,No,No,Yes,No,21. 02. 2022,G,370,599,323,414,327,502,520,51,604,690,"CZK 24,000",,,,,,,,,,,,
506828,"CZK 17,000",50.1048782,14.446700994043,"Osadní, Prague - Holešovice",2 bedroom,,50 m²,"CZK 2,500",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,,170,193,37,205,68,44,377,529,279,423,"CZK 30,000",1 to 10 years years,Central heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
708305,"CZK 46,800",50.0606031,14.3995501,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,,47 m²,"CZK 15,600",,,Furnished,1,No,No,No,No,No,Yes,Yes,02. 03. 2022,,149,907,200,914,210,455,590,729,652,530,,,,,,,,,,,,,
707590,"CZK 20,000",50.06379,14.44171,"Nuselská, Prague - Nusle",2 bedroom,Excellent,74 m²,CZK 800,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,20. 02. 2022,G,69,290,16,5,97,68,321,560,531,400,"CZK 20,000",,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
644906,"CZK 15,900",50.11155,14.497226,"Podnádražní, Prague - Vysočany",Studio,Excellent,38 m²,"CZK 2,400",Personal,Low-energy building,Furnished,1,No,Yes,No,No,No,No,No,03. 01. 2021,G,102,451,298,219,260,92,724,799,310,374,,,Central heating,Ground floor,Interior,Premium materials and solutions,,,8 m²,,,,
573663,"CZK 21,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,900",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,188,582,118,232,196,272,254,118,913,245,"CZK 35,000",1 to 10 years years,Central heating,Top floor,,Premium materials and solutions,Yes,,,,,,
696664,"CZK 12,000",50.02838,14.59518,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,000",Personal,Brick building,Partially furnished,2,No,No,No,Yes,No,Yes,Yes,20. 12. 2021,G,202,509,229,618,203,481,927,898,"1,134",325,"CZK 25,000",,,,,,Yes,,,,,,
634818,"CZK 10,000",50.102926,14.584562,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 5,000",Personal,Prefab concrete building,Furnished,7,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,C,506,844,416,710,703,996,"1,395",814,484,,"CZK 20,000",,District heating,Middle floor,Exterior,Standard materials and solutions,,,,,,,
707614,"CZK 17,000",50.02628,14.53074,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,000",Personal,Low-energy building,Furnished,4,Yes,No,Yes,No,No,Yes,Yes,21. 02. 2022,C,98,973,382,630,464,704,311,473,765,410,"CZK 34,000",1 to 10 years years,District heating,Middle floor,,Standard materials and solutions,,,,,,,
486388,"CZK 17,000",50.0745045,14.3736779,"Na Vršku, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 2,900",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,,127,845,369,"1,039",581,922,884,858,434,132,"CZK 19,900",,Central heating,Attic,Interior,,,,,,,,
519849,"CZK 21,000",50.0771546,14.4683767,Prague - Vinohrady,2 bedroom,Excellent,59 m²,"CZK 3,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,01. 03. 2022,,141,452,19,213,144,197,107,869,229,124,"CZK 24,980",1 to 10 years years,Central heating,Middle floor,Interior,,,,,,,,
626921,"CZK 10,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,Excellent,37 m²,"CZK 1,500",Personal,Brick building,,2,No,No,No,No,No,No,No,01. 03. 2022,F,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,"CZK 18,000",,,,,,,,,,,,
507927,"CZK 18,000",50.0526452,14.3664369,Prague - Jinonice,1 bedroom with open-plan kitchen,,42 m²,"CZK 2,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,,C,476,533,638,285,709,245,"1,090",655,126,,"CZK 25,000",,District heating,Middle floor,Interior,Premium materials and solutions,,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500",Personal,Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,01. 03. 2022,C,414,428,459,605,193,334,656,302,197,59,"CZK 35,000",,,,,,,,,,,,
699698,"CZK 35,000",50.08274,14.4226,"Jungmannova, Prague - Nové Město",3 bedroom with open-plan kitchen,Excellent,133 m²,"CZK 5,000",Other,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,24. 01. 2022,G,244,749,191,92,50,195,281,667,395,142,"CZK 37,000",,,,,,,,,,,,
705597,"CZK 10,000",50.02361,14.57837,"V Pitkovičkách, Prague - Pitkovice",Studio,New build,39 m²,"CZK 2,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,No,No,01. 03. 2022,B,86,"1,438","1,260",177,,,,,,,"CZK 20,000",1 to 10 years years,Electric boiler,Middle floor,,Premium materials and solutions,Yes,,,,,,
698760,"CZK 19,000",50.07462,14.31678,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 3,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,10. 01. 2022,G,206,710,174,"1,363","1,187",341,454,360,,,"CZK 25,000",,Gas boiler,Ground floor,Overall,,,,50 m²,,,,
434137,"CZK 15,000",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,01. 01. 2022,D,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,"CZK 20,000",1 to 10 years years,Gas boiler,Attic,Interior,Standard materials and solutions,,,,,,,
700535,"CZK 15,900",50.07626,14.46931,"Soběslavská, Prague - Vinohrady",2 bedroom,Excellent,49 m²,"CZK 2,912",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,E,335,688,258,393,135,471,171,797,157,309,"CZK 15,900",,,,,,,,,,,,
707556,"CZK 18,000",50.03233,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,500",Personal,Brick building,Furnished,1,No,No,Yes,Yes,Yes,Yes,Yes,28. 02. 2022,G,195,"1,067",233,"1,076",574,"1,020",592,"1,095",737,276,"CZK 36,000",,,,,,,,,,,,
708286,"CZK 18,456",50.0945763,14.4951344,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,,50 m²,"CZK 6,152",,,Furnished,4,Yes,No,No,No,No,No,No,02. 03. 2022,,131,383,269,715,80,405,303,544,447,208,,,,,,,,,,,,,
603192,"CZK 15,000",50.071586,14.406861,"Staropramenná, Prague - Smíchov",Studio,Excellent,40 m²,"CZK 2,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,01. 12. 2020,G,120,467,30,128,37,308,560,"1,040","1,080",505,"CZK 17,000",1 to 10 years years,Central heating,Middle floor,Interior,Standard materials and solutions,,,,,,,
707544,"CZK 10,000",50.0366328,14.4098252,"Na Mlejnku, Prague - Braník",Studio,Excellent,32 m²,"CZK 1,781",Cooperative,Brick building,Partially furnished,4,Yes,No,No,No,Yes,No,No,21. 02. 2022,G,186,360,229,249,340,367,374,"1,197",192,,"CZK 13,000",,Central heating,,Interior,Standard materials and solutions,,,,,,,
584391,"CZK 8,700",50.044084,14.463891,"Na Nivách, Prague - Michle",Studio,Excellent,30 m²,"CZK 1,300",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,G,296,"1,056",410,"1,114",375,530,500,556,747,316,"CZK 10,000",,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
708277,"CZK 15,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,953",Personal,Brick building,Partially furnished,4,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,G,176,168,143,114,939,958,584,745,127,,"CZK 20,000",,,,,,,,,,,,
477574,"CZK 14,000",50.1025299,14.4540414,Prague - Holešovice,Studio,,50 m²,"CZK 3,800",Personal,Other,Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,,100,612,106,273,170,112,545,507,162,441,"CZK 20,000",,,,,,,,,,,,
180353,"CZK 9,000",50.0669648,14.4568866,"Minská, Prague - Vršovice",Studio,Excellent,25 m²,"CZK 4,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 03. 2022,G,77,213,74,284,89,368,459,588,374,298,"CZK 13,000",,,Middle floor,,Standard materials and solutions,,,,,,,
708271,"CZK 11,000",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",Studio,Good,29 m²,"CZK 2,500",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,D,76,143,67,473,86,349,656,604,456,529,"CZK 22,000",,Other,,,Standard materials and solutions,,,,,,,
463537,"CZK 14,500",50.1110539,14.4977212,"Paříkova, Prague - Vysočany",Studio,Excellent,46 m²,"CZK 2,500",Personal,Brick building,Unfurnished,5,No,Yes,No,No,No,No,No,01. 03. 2022,,150,364,211,132,173,4,631,784,355,376,"CZK 25,000",,Central heating,Middle floor,Interior,,,,,,,,
346444,"CZK 11,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,Excellent,33 m²,"CZK 3,400",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,C,35,844,178,921,286,988,492,344,633,275,"CZK 20,000",,District heating,Top floor,,,,,,,,,
564087,"CZK 8,700",50.114529360668,14.4747935,"Zenklova, Prague - Libeň",Small studio,Good,20 m²,"CZK 2,500",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,E,119,"1,407",322,"1,193",114,699,491,"1,348",838,351,"CZK 12,500",10 to 30 years years,Gas boiler,Top floor,,Standard materials and solutions,,,,,,,
663234,"CZK 28,500",50.07202,14.44518,"Francouzská, Prague - Vinohrady",3 bedroom,,72 m²,CZK 133,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,04. 04. 2022,,98,759,121,4,359,124,370,164,253,225,"CZK 57,000",1 to 10 years years,Gas boiler,Middle floor,Overall,Premium materials and solutions,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,201,
672978,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,47 m²,CZK 133,Personal,Other,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,"CZK 40,600",1 to 10 years years,,Middle floor,,Premium materials and solutions,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,410,
684383,"CZK 17,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 133,Personal,Other,Unfurnished,6,No,Yes,Yes,No,Yes,Yes,No,08. 04. 2022,A,,,,,,,,,,,"CZK 35,000",1 to 10 years years,,Middle floor,,Premium materials and solutions,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,605,
707732,"CZK 20,300",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,48 m²,CZK 133,Personal,Other,Furnished,5,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,"CZK 40,600",,,,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,513,
708041,"CZK 33,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,99 m²,CZK 133,Personal,Other,Furnished,14,No,Yes,Yes,No,Yes,Yes,No,11. 04. 2022,A,,,,,,,,,,,"CZK 67,000",1 to 10 years years,,Top floor,,Premium materials and solutions,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1405,
140674,"CZK 14,000",50.0715118,14.4692524,Prague - Vršovice,1 bedroom with open-plan kitchen,,46 m²,"CZK 3,500",Personal,Brick building,Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,G,129,503,233,371,218,246,272,149,730,198,"CZK 17,500",,District heating,Top floor,,,,,,,,,
707540,"CZK 12,000",49.96735,14.38596,"Paškova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 4,000",Personal,Prefab concrete building,Furnished,6,No,No,No,No,Yes,Yes,No,01. 03. 2022,G,153,"1,192",60,"1,352",350,212,381,395,23,,"CZK 12,000",,,,,,,,,,,,
550047,"CZK 12,000",50.0411423,14.5672805,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,New build,44 m²,"CZK 3,400",Personal,Brick building,Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,,B,41,730,337,542,462,245,393,402,"1,126",329,,,,,,,Yes,,,,,,
550047,"CZK 12,000",50.0411423,14.5672805,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,New build,44 m²,"CZK 3,400",Personal,Brick building,Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,,B,41,730,337,542,462,245,393,402,"1,126",329,,,,,,,Yes,,,,,,
678729,"CZK 15,400",50.13643,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,800",Personal,Other,Furnished,3,No,Yes,No,No,Yes,No,Yes,01. 09. 2021,C,48,"1,008",337,802,951,497,383,907,339,,"CZK 20,000",,Central heating,,,,,,500 m²,,,,
685842,"CZK 22,000",50.0849763,14.4166195,"Liliová, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 8,500",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 10. 2021,B,295,456,131,473,16,50,422,735,463,100,"CZK 44,000",,,,,,,,,,,,
707458,"CZK 16,000",50.08474,14.3458,"Brunclíkova, Prague - Břevnov",2 bedroom,Excellent,56 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,20. 02. 2022,G,303,680,142,445,168,463,274,178,497,328,"CZK 20,000",,District heating,Middle floor,Overall,,,,,,,,
704970,"CZK 9,500",50.11192,14.47837,"Pod Labuťkou, Prague - Libeň",Studio,Excellent,20 m²,"CZK 1,500",Personal,Brick building,Unfurnished,1,No,No,Yes,No,Yes,No,No,01. 01. 1970,G,121,"1,389",512,"1,079",82,724,858,"1,120",802,63,"CZK 19,000",,Gas boiler,Ground floor,Overall,,,,,,,,
707521,"CZK 15,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 3,500",Personal,Prefab concrete building,Partially furnished,4,No,No,No,Yes,No,Yes,No,21. 02. 2022,G,328,768,645,561,460,509,"1,368",908,667,,"CZK 18,500",,District heating,Middle floor,Bathroom unit,Standard materials and solutions,,,,,,,
708255,"CZK 13,500",50.13111,14.4717,"Famfulíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500",Personal,Prefab concrete building,Unfurnished,7,No,No,No,No,No,No,No,25. 02. 2022,G,183,447,257,545,243,423,323,407,"1,474",102,"CZK 27,000",,,,,,,,,,,,
