Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Age,Designe,Ownership,Heating,Terasa 4 m²,Sklep 4 m²,Garage,New-build,Parking,Terasa 12 m²,Reconstruction,Sklep 2 m²,Balkón 6 m²,Terasa 8 m²,Balkón 7 m²,Sklep 5 m²,Balkón 2 m²,Lodžie 4 m²,Lodžie 9 m²,Balkón 8 m²,Sklep 8.1 m²,Balkón 1 m²,Sklep 8 m²,Lodžie 7 m²,Sklep 3.1 m²,Lodžie 1 m²,Terasa 20 m²,Sklep 3 m²,Terasa 5 m²,Lodžie 3 m²,Terasa 32 m²,Domácí mazlíčci vítáni,Administrative fee,Cellar,Balkón 4 m²,Lodžie 10 m²,Sklep 15 m²,Balkón 5 m²,Terasa 9 m²,Balkón 9 m²,Balkón 10 m²,Lodžie 5 m²,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6 m²,Balkón 15 m²,Terasa 25 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Lodžie 6 m²,Sklep 12 m²,Enclosed balcony,Lodžie 5.1 m²,Terasa 11 m²,Lodžie 8 m²,Sklep 7 m²,Terasa 1 m²,Terasa 37 m²,Sklep 1 m²,Terasa 17 m²,Terasa 15 m²,Sklep 14 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Balkón 18 m²,Sklep 3.2 m²,Balkón 30 m²,Terasa 18 m²,Terasa 200 m²,Terasa 350 m²,Sklep 10 m²,Balkón 11 m²,Balkón 28 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 6 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Balkón 12 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 24,000","CZK 3,000","CZK 26,000",745172,4+kk,10/14/2022,4,E,100 m²,Partly,Very good,Brick,1.0,41.14,225.84,61.56,214.97,51.82,406.76,157.65,238.7,534.55,761.94,Prague - Vinohrady,50.07813,14.43571,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,500","CZK 41,000",715239,Studio,4/20/2022,7,A,38 m²,Partly,New-build,Brick,1.0,274.79,810.12,422.82,622.93,137.36,665.53,568.22,316.0,355.76,133.63,"Olgy Havlové, Prague - Žižkov",50.0886644,14.484117,,,Up to 10 years,Luxurious,Personal,Central,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,735565,2+kk,11/1/2022,2,,45 m²,Fully furnished,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 30,000",145040,1 bedroom,10/24/2022,,,40 m²,Fully furnished,,Brick,,221.47,1124.11,262.51,357.53,275.21,266.92,373.83,642.0,851.8,361.78,Prague - Kobylisy,50.126128,14.4530888,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 24,000",508559,1 bedroom,10/24/2022,4,,34 m²,Partly,,Prefab concrete,,421.61,591.17,138.61,633.85,637.35,684.7,261.45,220.71,409.32,214.01,"Útulná, Prague - Malešice",50.0830856,14.493829,,,,,Personal,Central,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000","CZK 30,000",576693,2+kk,11/1/2022,4,A,54 m²,Fully furnished,Very good,Brick,1.0,238.84,156.4,198.69,393.46,68.03,77.5,107.92,256.65,494.22,121.55,"Tusarova, Prague - Holešovice",50.1016999,14.4461424,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 6,000","CZK 20,000",703700,2+kk,12/1/2022,2,C,57 m²,Partly,Very good,Brick,,179.64,657.51,195.05,670.2,72.18,145.32,351.24,1010.16,403.73,262.77,"Plynární, Prague - Holešovice",50.10811,14.44456,,,,,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",,747328,4+1,10/26/2022,2,,102 m²,Fully furnished,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,800","CZK 25,000",747035,3+kk,11/18/2022,3,G,80 m²,Unfurnished,Very good,Brick,1.0,397.96,1116.03,371.13,884.37,197.39,680.14,609.51,582.44,370.77,349.03,Prague - Břevnov,50.08273,14.37769,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 46,000",732362,2+kk,11/1/2022,6,B,63 m²,Partly,New-build,Brick,1.0,87.37,985.86,126.7,812.34,239.26,921.87,733.17,940.07,415.24,340.92,Prague - Vysočany,50.1104462,14.5132181,1.0,,Up to 10 years,Standard,Personal,Central,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 2,000","CZK 30,000",746521,2+kk,11/1/2022,2,G,64 m²,Partly,Very good,Brick,,124.22,514.17,172.48,139.63,79.97,225.12,513.86,312.74,295.06,46.84,Prague - Bubeneč,50.10262,14.3957,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 3,900","CZK 50,000",747321,3+1,10/24/2022,3,G,90 m²,Partly,Very good,Brick,,382.69,615.08,428.7,437.84,403.89,494.22,353.15,874.3,631.07,318.96,"Nad Rokoskou, Prague - Libeň",50.1188,14.45501,,,,,,,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,800","CZK 40,000",747324,2+kk,12/1/2022,3,G,60 m²,Fully furnished,Very good,Brick,1.0,41.91,391.08,286.35,454.89,494.93,389.47,370.88,383.49,1157.45,259.18,"Zrzavého, Prague - Řepy",50.06641,14.31094,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",624409,2+kk,11/1/2022,4,G,54 m²,Partly,Very good,Other,1.0,150.25,277.67,204.7,718.22,193.94,11.61,367.1,367.1,390.53,211.0,"Kubánské náměstí, Prague - Vršovice",50.070736,14.479547,,,,,Other,Distance,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,500","CZK 38,000",605581,Studio,9/18/2022,2,G,56 m²,Fully furnished,Very good,Brick,1.0,217.55,355.43,177.49,208.16,248.04,282.66,416.33,199.53,505.95,271.97,"Ke Stírce, Prague - Kobylisy",50.121671,14.458096,,,Up to 10 years,Standard,Personal,Gas boiler,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000","CZK 28,000",744764,2+kk,11/4/2022,2,B,51 m²,Fully furnished,New-build,Low-energy,1.0,419.22,1300.74,1308.62,1345.5,1021.54,1398.09,651.81,482.16,1045.55,376.02,"Naskové, Prague - Košíře",50.06164,14.36178,,,Up to 10 years,,Personal,Distance,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",,747317,2+kk,10/26/2022,4,,55 m²,Fully furnished,,,1.0,133.41,746.44,140.84,173.7,31.83,137.6,327.54,209.19,423.22,58.39,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",50.1045704,14.3964833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 30,000",747314,3+1,11/1/2022,2,G,127 m²,Partly,Very good,Brick,,315.08,403.38,197.67,271.51,167.57,488.54,192.41,1150.55,407.0,222.48,"Čechova, Prague - Bubeneč",50.1024,14.42027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 12,000",131411,Studio,11/1/2022,4,,20 m²,Fully furnished,Very good,Brick,,94.0,222.82,40.58,189.53,23.13,29.1,182.63,300.98,417.98,343.94,"Seifertova, Prague - Žižkov",50.0842289,14.4529373,,,Over 50 years,Standard,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 20,000",501064,1 bedroom,11/1/2022,,,35 m²,Fully furnished,Very good,Brick,,201.22,1175.81,288.12,861.16,401.72,467.23,632.44,555.86,665.07,388.51,"U Hadovky, Prague - Dejvice",50.1011137,14.3749753,,,,Luxurious,Personal,,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,857","CZK 4,300","CZK 49,714",714225,Studio,10/14/2022,6,D,39 m²,Fully furnished,Very good,Brick,1.0,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,,,Over 50 years,Standard,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,588","CZK 5,600","CZK 61,198",714221,2+kk,9/15/2022,2,D,42 m²,Fully furnished,Very good,Brick,1.0,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,,,Over 50 years,Standard,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,464","CZK 4,300","CZK 50,928",719023,Studio,10/15/2022,6,G,34 m²,Fully furnished,Very good,Brick,1.0,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,,,Over 50 years,Standard,Personal,Electric boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,190","CZK 4,300","CZK 42,380",747307,Studio,11/1/2022,3,D,31 m²,Fully furnished,Very good,Brick,1.0,89.34,325.18,164.01,204.47,66.92,89.63,146.08,352.5,546.1,468.33,"Petrská, Prague - Nové Město",50.0919,14.43588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",746533,Studio,10/20/2022,3,G,40 m²,Fully furnished,New-build,Brick,,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,,Up to 10 years,Luxurious,,Central,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 24,000",735563,2 bedroom,11/1/2022,2,G,67 m²,Partly,Good,Brick,1.0,53.14,744.49,10.83,499.37,74.4,40.81,754.38,250.75,197.06,128.37,Prague - Vinohrady,50.07782,14.4771,,,,,Other,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,990","CZK 3,000","CZK 17,000",745442,1 bedroom,10/24/2022,4,G,40 m²,Partly,Very good,Low-energy,,73.13,649.66,191.22,1162.14,190.47,124.32,919.62,725.78,818.98,527.72,"Na Neklance, Prague - Smíchov",50.06122,14.40449,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 3,000",CZK 0,284484,Small studio,11/1/2022,1,,27 m²,Fully furnished,,Brick,,492.34,478.87,294.45,489.22,322.63,305.38,267.36,601.6,1145.41,90.52,Prague - Vokovice,50.0945847,14.3564837,,,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 5,500","CZK 40,000",566587,2+kk,12/1/2022,3,,59 m²,Fully furnished,,Brick,1.0,514.61,1251.36,638.33,1232.91,800.86,774.73,1190.65,1245.31,933.56,201.61,"Modrého, Prague - Hloubětín",50.1059942,14.523181,,,Up to 10 years,Luxurious,Personal,Central,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,001","CZK 1,000","CZK 30,000",540339,2+kk,10/1/2022,,G,44 m²,Unfurnished,,Brick,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 30,000",490306,2+kk,11/2/2022,5,C,53 m²,Fully furnished,New-build,Brick,,291.65,796.5,495.73,3725.65,636.29,1418.98,891.55,,1980.85,423.03,Prague - Čakovice,50.1578335,14.5233121,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,500","CZK 16,500",,746686,2 bedroom,10/26/2022,6,,160 m²,Fully furnished,,,1.0,378.41,424.44,160.64,353.94,178.02,209.44,330.47,847.09,220.58,277.38,"Sochařská, Prague - Bubeneč",50.1019195,14.4242685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000","CZK 20,000",747282,2 bedroom,10/24/2022,2,E,72 m²,Partly,Good,Brick,1.0,70.76,245.37,77.21,539.16,46.4,193.96,352.91,16.15,399.82,375.08,"Šumavská, Prague - Vinohrady",50.0759,14.44407,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 10,000","CZK 32,000",747272,3+1,10/26/2022,4,G,68 m²,Unfurnished,Good,Prefab concrete,1.0,164.69,78.6,128.06,75.91,157.18,56.12,466.64,213.57,790.22,125.76,"Krškova, Prague - Hlubočepy",50.03392,14.37665,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 24,000",746648,3+1,11/1/2022,13,G,78 m²,Partly,Very good,Prefab concrete,1.0,218.41,607.32,359.6,393.97,164.97,403.63,174.26,630.81,606.8,139.84,"Bítovská, Prague - Michle",50.04589,14.4514,,,,,Personal,Central,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 5,785","CZK 20,000",526561,2+kk,12/1/2022,1,,60 m²,Partly,,Brick,,72.23,803.2,709.32,3179.83,655.29,1083.37,872.38,785.59,946.11,377.74,Prague - Kbely,50.1397126,14.5473277,,,10 to 30 years,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 43,000","CZK 6,500",CZK 0,328770,3+kk,12/6/2021,3,,92 m²,Fully furnished,New-build,Brick,1.0,127.84,622.21,113.7,719.84,173.59,657.84,458.51,526.25,398.43,423.05,"U Zvonařky, Prague - Vinohrady",50.0691704,14.4336586,,1.0,Up to 10 years,Luxurious,Personal,Gas boiler,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZK 1,"CZK 2,000",CZK 1,747235,3+1,10/24/2022,2,G,107 m²,Unfurnished,Under construction,Brick,,261.32,369.9,189.95,760.08,189.22,495.41,255.48,280.96,452.06,238.59,"Lužická, Prague - Vinohrady",50.07363,14.44468,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,300","CZK 30,000",705428,2+kk,12/1/2022,3,,45 m²,Fully furnished,Very good,Brick,1.0,403.36,440.06,187.07,466.99,97.98,220.29,455.26,551.53,599.68,646.83,"Bořivojova, Prague - Žižkov",50.08287,14.44889,,,,,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,100","CZK 24,000",529061,2+kk,11/1/2022,2,A,68 m²,Unfurnished,New-build,Brick,1.0,114.59,243.5,104.77,1462.31,277.64,899.43,878.29,930.09,827.68,273.74,Prague - Krč,50.0199331,14.4536045,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 75,000",747101,3+1,10/23/2022,1,B,82 m²,Partly,Very good,Prefab concrete,,253.83,355.35,279.33,399.14,374.83,416.63,388.53,886.46,716.38,86.66,"Nikoly Vapcarova, Prague - Modřany",50.00633,14.42138,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 25,000",654021,2 bedroom,12/1/2022,2,D,52 m²,Partly,Very good,Prefab concrete,,238.13,148.07,207.47,195.17,299.02,387.43,253.27,428.89,834.67,284.48,Prague - Malešice,50.0829438,14.500182,,,,,Personal,Distance,,,,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,700","CZK 30,000",564980,2+kk,,1,,45 m²,Fully furnished,Very good,Brick,,331.92,614.65,328.17,740.87,316.86,542.74,395.31,590.44,170.82,346.27,"Rejskova, Prague - Vinohrady",50.0667631,14.4340247,,,,,Personal,Electric boiler,,1.0,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",,747234,2 bedroom,10/26/2022,3,,98 m²,Fully furnished,,,,192.35,383.34,427.05,822.58,481.62,462.91,761.57,364.78,635.91,363.41,"Na Okrouhlíku, Prague - Libeň",50.1205891,14.4642463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",741728,2+kk,9/22/2022,3,G,40 m²,Partly,Very good,Prefab concrete,1.0,732.4,1059.19,980.14,1158.92,175.51,1042.93,548.26,670.49,192.28,726.84,Prague - Hostivař,50.03688,14.54672,,,,,Personal,Central,,,,,,,Complete,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 30,000",662820,Studio,10/1/2022,1,G,43 m²,Partly,New-build,Brick,1.0,426.71,1033.48,242.4,1012.54,635.67,576.3,533.04,449.67,1259.73,70.72,"Zakšínská, Prague - Střížkov",50.13041,14.49516,1.0,,,,Personal,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,900","CZK 35,000",740986,2+kk,11/1/2022,6,G,44 m²,Partly,New-build,Brick,1.0,723.78,1509.39,1245.03,1549.36,755.23,1542.52,1033.44,1108.57,984.48,987.82,Prague - Hostivař,50.04744,14.53055,,,,Standard,Personal,Distance,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,500",CZK 0,"CZK 40,000",400077,3+1,1/1/2023,2,C,109 m²,Partly,,Brick,1.0,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,558","CZK 25,000",747226,2 bedroom,10/24/2022,5,G,53 m²,Partly,Good,Brick,,68.47,1024.35,99.34,338.92,104.21,311.36,123.31,366.99,678.07,110.42,Prague - Bubeneč,50.10685,14.39612,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,400","CZK 4,400","CZK 35,000",565913,3+kk,7/1/2019,5,C,91 m²,Partly,Very good,Brick,1.0,290.46,1247.59,1124.79,2529.49,92.33,396.92,721.61,1660.1,1534.23,172.0,"V Zeleném údolí, Prague - Kunratice",50.0214074,14.4662731,,,10 to 30 years,Luxurious,Personal,Distance,,,1.0,1.0,1.0,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
