Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 17,852","CZK 5,148",497125,2+kk,1/24/2021,55 m²,Fully furnished,1,1.0,289.31,1030.71,185.29,875.56,580.15,1000.2,374.44,2240.15,1249.45,201.42,"Sazovická, Prague - Zličín",50.0570157,14.2807456,"CZK 23,000",,New-build,Brick,,1.0,,,,,,Up to 10 years,,Personal,Central,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 6,300",746718,3+kk,10/20/2022,96 m²,Unfurnished,1,1.0,195.86,942.66,203.64,529.88,366.09,654.52,200.72,1923.76,905.95,240.27,"Sazovická, Prague - Zličín",50.05685,14.28507,"CZK 50,000",G,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,500",746715,3+1,10/20/2022,69 m²,Fully furnished,1,1.0,331.26,776.51,182.53,1766.9,652.48,931.42,628.32,727.89,675.4,120.64,"Na Hranicích, Prague - Čimice",50.13488,14.43347,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 7,600",746413,2+kk,10/18/2022,52 m²,Fully furnished,2,1.0,107.25,880.93,101.06,2014.99,142.54,834.77,546.72,1084.24,895.2,423.87,"Pelušková, Prague - Kyje",50.10912,14.55818,"CZK 32,000",G,Very good,Prefab concrete,,,,,1.0,,,,,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,999","CZK 1,744",628460,Studio,10/16/2022,43 m²,Unfurnished,1,1.0,327.31,584.04,205.09,356.41,172.42,367.7,158.25,176.48,373.62,150.08,"Kamenická, Prague - Holešovice",50.0976,14.427997,"CZK 14,999",G,Good,Brick,,,,,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 4,500",746712,3+kk,10/20/2022,79 m²,Fully furnished,3,1.0,333.02,789.23,285.45,712.29,348.55,640.77,612.01,310.47,398.77,59.92,"Španielova, Prague - Řepy",50.06739,14.29992,"CZK 50,000",G,Very good,Prefab concrete,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000",CZK 0,603246,2 bedroom,11/1/2022,75 m²,Fully furnished,2,,261.28,644.86,113.3,267.35,86.99,225.25,317.31,208.42,545.62,316.27,"Sudoměřská, Prague - Žižkov",50.080602,14.458238,"CZK 500,000",C,Very good,Brick,,,,,,,,,,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 8,000",746696,3+1,12/15/2022,117 m²,Partly,4,,211.28,292.73,61.31,278.7,118.85,293.16,119.95,258.76,590.35,174.11,"Laubova, Prague - Vinohrady",50.07906,14.44976,"CZK 63,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",600849,2+kk,3/28/2020,40 m²,Fully furnished,2,,131.72,110.37,69.99,426.75,163.94,178.08,236.84,434.72,593.07,199.4,"U Santošky, Prague - Smíchov",50.067941,14.399612,"CZK 30,000",C,Very good,Brick,,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,500","CZK 16,500",746686,2 bedroom,10/22/2022,160 m²,Fully furnished,6,1.0,378.41,424.44,160.64,353.94,178.02,209.44,330.47,847.09,220.58,277.38,"Sochařská, Prague - Bubeneč",50.1019195,14.4242685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,500","CZK 2,500",740781,4+1,11/1/2022,125 m²,Partly,2,,245.49,324.34,443.7,957.46,358.12,444.67,207.73,1127.25,404.03,338.04,Prague - Radotín,49.98364,14.35419,"CZK 35,000",G,Very good,Brick,1.0,1.0,,,1.0,,,,Standard,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",332369,2+kk,11/1/2022,40 m²,Partly,3,1.0,418.06,521.57,384.5,546.79,380.0,529.54,763.76,431.9,1995.89,515.97,"Bryksova, Prague - Černý Most",50.1062117,14.5850518,"CZK 17,000",,Good,Prefab concrete,,,,,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,500",603233,2+kk,10/16/2022,45 m²,Fully furnished,3,1.0,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,"CZK 23,000",,Very good,Brick,,,,,,,,,Standard,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",598847,Studio,9/26/2022,42 m²,Fully furnished,1,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 20,000",A,New-build,Brick,,,,,,,,Up to 10 years,Luxurious,Personal,Geothermal,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,990","CZK 5,900",604441,3+kk,10/17/2022,49 m²,Fully furnished,11,1.0,104.5,1177.98,93.63,1019.98,48.23,771.54,441.43,776.65,918.7,151.81,"Molákova, Prague - Karlín",50.096952,14.4652,"CZK 45,000",C,New-build,Other,,,,,,,,Up to 10 years,,Personal,Distance,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500",700489,Studio,11/1/2022,28 m²,Fully furnished,4,1.0,467.81,610.06,423.69,551.7,342.85,540.66,768.7,708.5,440.72,384.7,"Ocelářská, Prague - Vysočany",50.1069733,14.497176624888,"CZK 15,000",B,New-build,Brick,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,000",666715,2+kk,11/14/2022,54 m²,Unfurnished,3,,125.95,893.98,452.03,589.04,72.54,292.2,633.38,1126.67,78.89,782.81,"U Výstaviště, Prague - Holešovice",50.10535,14.43385,"CZK 17,000",G,New-build,Brick,,,,,,,,,Standard,Personal,,,,,,Complete,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 800,746676,2 bedroom,10/20/2022,44 m²,Partly,2,,240.7,461.67,272.7,413.56,223.08,530.03,353.55,369.03,437.26,482.85,Prague - Libeň,50.10051,14.47212,"CZK 31,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,750","CZK 14,250",746675,2 bedroom,11/9/2022,103 m²,Fully furnished,4,,71.5,216.2,23.03,92.83,11.33,221.06,242.67,352.18,699.99,362.69,"Karlovo náměstí, Prague - Nové Město",50.0770016,14.41918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,500",618201,3+kk,6/10/2022,90 m²,,1,1.0,249.16,369.67,308.68,479.05,292.86,342.59,674.41,689.74,862.2,245.35,"Oty Bubeníčka, Prague - Uhříněves",50.029235,14.597578,"CZK 31,500",B,New-build,Brick,,1.0,,,1.0,,,,,Personal,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 5,000",683548,2+kk,10/1/2022,68 m²,Partly,4,1.0,231.82,688.19,238.77,396.79,288.67,346.25,666.97,484.38,370.9,167.66,"Janýrova, Prague - Strašnice",50.0792694,14.4866147,"CZK 45,000",D,Very good,Brick,,1.0,,,1.0,,,,,Personal,Distance,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 8,200",665597,4+kk,12/1/2022,105 m²,Partly,2,1.0,396.01,549.44,157.22,388.26,59.79,212.95,448.07,522.4,570.4,483.84,"Kubelíkova, Prague - Žižkov",50.08216,14.45073,"CZK 50,000",G,Very good,Brick,,,,1.0,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,500","CZK 9,000",400077,3+1,1/1/2023,109 m²,Partly,2,1.0,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,"CZK 40,000",C,,Brick,,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",651300,2+kk,11/1/2022,54 m²,Fully furnished,1,,475.31,710.1,557.08,1630.89,537.23,699.75,526.21,439.45,1639.34,550.58,"Nad Křížkem, Prague - Braník",50.037543,14.419151,"CZK 20,000",,Very good,Brick,,,,,,,,30 - 50 years,Standard,Personal,Central,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",743215,2+kk,12/3/2022,45 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,175","CZK 6,725",744561,Studio,12/9/2022,33 m²,Fully furnished,2,1.0,103.76,101.45,145.18,163.35,18.04,250.43,455.25,533.02,419.63,148.07,"Sokolovská, Prague - Karlín",50.0933405,14.449225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,725","CZK 6,575",745390,2 bedroom,12/16/2022,90 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,425","CZK 12,475",745389,2+kk,12/16/2022,61 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,971","CZK 13,324",744560,2 bedroom,12/11/2022,56 m²,Fully furnished,1,,323.47,356.02,19.06,334.55,43.47,635.94,360.96,349.33,865.49,201.5,"U Lužického semináře, Prague - Malá Strana",50.0877117,14.4091678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",746652,2 bedroom,12/19/2022,89 m²,Fully furnished,3,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 47,025","CZK 15,675",746651,1 bedroom,12/19/2022,117 m²,Fully furnished,2,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",746650,2 bedroom,12/19/2022,54 m²,Fully furnished,7,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,675","CZK 11,225",746649,2+kk,12/19/2022,55 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,400","CZK 3,600",482440,2+kk,12/1/2022,47 m²,Fully furnished,3,,314.07,824.18,564.86,594.94,185.09,538.48,580.77,484.51,737.68,367.72,Prague - Stodůlky,50.0489403,14.3256408,"CZK 18,000",G,Good,Prefab concrete,,,,1.0,,,,,,Personal,Central,,,,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,000",746646,Small studio,10/19/2022,18 m²,Fully furnished,3,1.0,111.41,700.74,395.96,594.09,29.87,605.82,379.08,415.74,454.03,438.21,"Orebitská, Prague - Žižkov",50.08631,14.44651,"CZK 12,000",B,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,000",688922,3+kk,1/1/2023,94 m²,Fully furnished,5,1.0,161.4,397.16,102.71,297.58,13.61,246.43,312.7,433.93,663.36,331.56,"Bořivojova, Prague - Žižkov",50.08298,14.45354,"CZK 36,000",E,Very good,Brick,,,,,,,,10 to 30 years,Standard,Personal,,,,,,Complete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,649",556599,2+kk,7/1/2021,58 m²,Fully furnished,5,1.0,240.74,1321.12,710.07,1233.65,682.67,1275.23,1314.9,1308.51,1247.36,12.97,Prague - Hlubočepy,50.0345184,14.3885707,"CZK 20,000",B,,Other,,1.0,,,,,,Up to 10 years,Standard,Personal,Gas boiler,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000",746626,2+kk,10/19/2022,55 m²,Fully furnished,5,1.0,206.79,511.13,187.24,169.76,131.6,323.25,808.8,934.79,479.14,344.34,Prague - Karlín,50.09557,14.4512,"CZK 32,000",B,New-build,Other,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 750,570243,1 bedroom,11/1/2022,46 m²,Partly,2,,161.22,1301.96,183.64,202.37,47.08,154.58,264.5,487.14,301.25,363.8,"Biskupcova, Prague - Žižkov",50.0906289,14.4745234,"CZK 13,750",,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",746624,2+kk,11/1/2022,48 m²,Partly,4,1.0,235.16,929.39,612.68,3539.28,286.1,525.01,1025.49,2961.93,893.6,124.05,Prague - Dolní Měcholupy,50.06561,14.55216,"CZK 20,000",G,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000",745205,5+1,10/24/2022,133 m²,Partly,3,1.0,82.77,526.39,40.08,236.08,22.64,168.91,620.99,581.12,566.57,532.49,Prague - Smíchov,50.0697,14.40529,"CZK 41,000",C,Very good,Brick,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,600",351360,2+kk,11/1/2021,47 m²,Partly,1,1.0,198.57,1212.13,446.36,946.94,68.18,1178.42,1046.69,522.08,773.99,335.55,"Roškotova, Prague - Braník",50.0405305,14.4282244,"CZK 20,000",C,,Other,,,,,,,,,Standard,Personal,Distance,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,200",626244,2 bedroom,10/24/2022,54 m²,,2,,110.58,581.77,241.93,310.47,123.82,328.25,189.68,217.65,711.94,169.05,"Fajmanové, Prague - Břevnov",50.08647,14.344197,"CZK 30,000",E,Very good,Prefab concrete,,,1.0,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",445464,3+kk,12/1/2022,65 m²,Partly,7,1.0,456.71,1103.44,64.67,1216.66,244.1,714.78,168.22,1169.48,375.6,334.81,"Hrudičkova, Prague - Chodov",50.0339099,14.4785155,CZK 0,C,Very good,Prefab concrete,,,,,,,,,Standard,Cooperative,Central,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,323","CZK 8,107",745276,2 bedroom,12/11/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",746620,2+kk,11/2/2022,48 m²,Fully furnished,3,1.0,188.32,492.36,64.31,169.76,16.44,202.35,307.51,551.4,544.96,488.43,"Řeznická, Prague - Nové Město",50.0781758,14.4220203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 3,000",649336,3+1,11/1/2022,120 m²,Fully furnished,3,,125.67,569.28,79.15,362.64,24.85,230.89,675.28,518.74,504.2,470.12,Prague - Smíchov,50.0698,14.406067,"CZK 33,000",F,Very good,Other,,,,,,,,,Luxurious,Personal,Gas boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000",CZK 500,581091,Small studio,11/1/2022,12 m²,Fully furnished,1,,134.04,1830.94,1663.87,2394.03,702.67,2095.67,896.56,3521.84,2809.9,1117.55,"U Letiště, Prague - Ruzyně",50.101873,14.288164,"CZK 12,000",C,Good,Brick,,,,,,,,,Standard,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,900",CZK 900,732406,2 bedroom,10/20/2022,56 m²,Partly,,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 16,000",G,Very good,Brick,,,,,,,,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",746595,2+kk,10/25/2022,96 m²,Fully furnished,5,1.0,184.65,1559.55,392.55,1907.68,459.06,448.13,1047.9,447.71,1103.37,139.46,"Athénská, Prague - Hostivař",50.04302,14.51427,"CZK 50,000",G,Very good,Other,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",745188,2 bedroom,10/14/2022,87 m²,Partly,1,,408.04,444.74,55.68,471.68,144.85,224.98,459.95,556.21,604.36,651.52,Prague - Žižkov,50.08238,14.44813,"CZK 50,000",G,Very good,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500",745187,3+kk,11/14/2022,84 m²,Partly,7,1.0,358.11,1274.59,648.44,1061.38,636.12,1151.2,941.1,351.64,1295.74,639.6,"Černochova, Prague - Košíře",50.063,14.37985,"CZK 40,000",G,New-build,Other,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
