Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Cellar,New-build,Parking,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Reconstruction,Administrative fee,Plot type
"CZK 18,000",CZK 0,"CZK 16,000",730625,2 bedroom,8/20/2022,1,Brick,Over 50 years,,70 m²,Partly,Good,,G,,,,116.18,1129.79,507.6,1052.84,342.54,826.51,467.99,680.11,864.92,474.26,Prague - Řepy,50.07081,14.30226,,,,1.0,,1.0,,Interior,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,Brick,Up to 10 years,,22 m²,Fully furnished,Very good,Personal,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,,,,,,Complete,,
"CZK 12,000","CZK 1,000","CZK 31,000",731777,Studio,9/1/2022,3,Other,10 to 30 years,Standard,49 m²,Fully furnished,Very good,,B,Central,,,406.44,1042.14,249.25,1071.49,759.39,1028.76,543.05,720.52,1724.73,169.88,Prague - Letňany,50.12864,14.50206,1.0,,1.0,,1.0,,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,9/11/2022,5,,,,45 m²,Fully furnished,,,,,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,1.0,,,,,,,,,
"CZK 10,000","CZK 2,200","CZK 20,000",731776,Studio,10/1/2022,13,Prefab concrete,,,25 m²,Fully furnished,Very good,,G,,,,90.35,334.37,180.12,161.08,60.98,190.91,204.53,131.75,1042.05,295.0,Prague - Vokovice,50.0981,14.35827,1.0,1.0,,,1.0,,,,,
"CZK 20,000","CZK 4,343","CZK 30,000",731129,2+kk,9/5/2022,3,Brick,Up to 10 years,Luxurious,55 m²,Fully furnished,New-build,Personal,B,Distance,1.0,1.0,225.8,186.58,162.91,156.93,59.19,229.02,808.23,113.99,1814.25,141.14,Prague - Jinonice,50.05661,14.3731,1.0,1.0,1.0,,,,,,,
"CZK 29,925","CZK 9,975",,731240,1 bedroom,10/4/2022,2,,,,30 m²,Fully furnished,,,,,,,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,1.0,,,,,,,,,
"CZK 24,581","CZK 8,194",,731408,Studio,10/7/2022,1,,,,28 m²,Fully furnished,,,,,,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,
"CZK 24,500","CZK 3,900","CZK 28,400",647743,2+kk,9/5/2022,6,Brick,,Luxurious,52 m²,Fully furnished,Very good,Personal,D,Central,,,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,1.0,,,1.0,,,1.0,Complete,,
"CZK 29,250","CZK 9,750",,730836,2+kk,10/31/2022,1,,,,40 m²,Fully furnished,,,,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,Prefab concrete,,,53 m²,Unfurnished,Very good,Personal,G,Distance,,,102.94,180.37,269.43,254.61,232.0,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,1.0,1.0,,,1.0,,,Complete,,
"CZK 12,000","CZK 3,000","CZK 15,000",645239,Small studio,10/1/2022,3,Brick,Up to 10 years,Standard,33 m²,Partly,New-build,Personal,B,Distance,1.0,,144.37,1519.12,831.87,2175.27,613.06,1565.58,1200.65,1702.47,1184.09,625.33,"Sicherova, Prague - Kyje",50.115288,14.562752,1.0,,1.0,1.0,,,,,,
"CZK 26,000","CZK 6,300","CZK 50,000",549924,3+1,10/1/2022,3,Brick,,Luxurious,80 m²,Fully furnished,Very good,Cooperative,,Distance,1.0,1.0,217.06,836.0,532.68,1632.55,390.74,731.29,193.67,639.92,883.9,714.81,"Nová Šárka, Prague - Liboc",50.092312,14.3189191,,1.0,,1.0,,,,Interior,,
"CZK 9,800",CZK 0,"CZK 8,500",731767,2 bedroom,9/15/2022,2,Brick,,,63 m²,Fully furnished,Good,,E,,,,141.3,356.04,135.26,687.52,94.88,543.66,183.66,98.76,642.78,455.58,Prague - Vinohrady,50.07231,14.44043,1.0,,,,,,,,,
"CZK 20,500","CZK 3,600","CZK 30,000",731765,2+kk,10/1/2022,2,Brick,,,42 m²,Partly,Very good,,G,,,,191.47,877.18,113.29,595.83,91.16,183.52,272.02,494.55,359.42,223.04,Prague - Libeň,50.10712,14.49347,,1.0,,,,,,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,10/1/2022,2,Brick,Over 50 years,Standard,34 m²,Fully furnished,Good,,G,,,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,,,,,,1.0,,Bathroom unit,,
"CZK 13,000","CZK 3,500","CZK 14,000",409950,Studio,9/1/2022,1,Brick,,Standard,30 m²,Partly,Very good,Personal,,Central,,,408.49,947.86,441.84,918.42,430.3,926.26,700.91,1117.13,453.39,125.52,"Jaroslava Foglara, Prague - Stodůlky",50.0387763,14.3310056,,,,1.0,,,,,,
"CZK 22,500","CZK 4,200","CZK 22,500",671251,2+kk,10/1/2022,3,Other,,Luxurious,73 m²,Unfurnished,New-build,Personal,B,,1.0,1.0,422.58,1854.97,1714.61,2090.14,503.48,1958.45,1226.98,1964.17,708.64,1134.59,"Mezi Vodami, Prague - Hodkovičky",50.018801138595,14.400669513707,1.0,1.0,1.0,1.0,1.0,,1.0,,,
"CZK 34,500","CZK 11,500",,728709,2+kk,10/8/2022,6,,,,45 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 14,500","CZK 4,500","CZK 20,000",247725,2+kk,9/15/2022,8,Other,,,42 m²,Partly,,Personal,,Central,,,148.89,722.0,290.75,457.7,331.86,343.41,213.6,366.3,871.84,97.64,Prague - Prosek,50.1190881,14.4943656,,,,,,,,,,
"CZK 30,675","CZK 10,225",,731228,Studio,9/4/2022,2,,,,30 m²,Fully furnished,,,,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,1.0,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,Prefab concrete,,Standard,75 m²,Fully furnished,Very good,Personal,C,Central,,,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,1.0,,,,,,,Complete,,
"CZK 18,000","CZK 4,000","CZK 20,000",731757,2+kk,10/1/2022,3,Brick,,,55 m²,Fully furnished,Very good,,G,,,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,,1.0,,,,,,,,
"CZK 17,900","CZK 3,500","CZK 30,000",496763,2+kk,10/1/2022,7,Brick,Up to 10 years,Standard,57 m²,Partly,New-build,Personal,B,Distance,1.0,,276.39,226.65,74.03,1574.47,223.18,1030.5,998.89,625.56,805.85,142.05,"Svitákova, Prague - Stodůlky",50.0473402,14.3031131,1.0,,1.0,,,,,,,
"CZK 41,250","CZK 13,750",,719999,2+kk,10/16/2022,1,,,,55 m²,Fully furnished,,,,,,,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,1.0,,,,,,,,,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,3,,,,30 m²,Fully furnished,,,,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,1.0,,,,,,,,,
"CZK 30,000","CZK 9,000","CZK 60,000",731752,3+kk,10/1/2022,10,Other,,,120 m²,Fully furnished,New-build,,C,,1.0,,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,1.0,1.0,1.0,1.0,1.0,,,,,
"CZK 19,000","CZK 5,120","CZK 38,000",652836,Studio,10/1/2022,2,Brick,Up to 10 years,Luxurious,59 m²,Fully furnished,New-build,Personal,A,Distance,1.0,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 24,900","CZK 2,500","CZK 30,000",690553,2+kk,11/1/2022,5,Brick,Up to 10 years,Standard,58 m²,Partly,Very good,Personal,B,Electric boiler,,,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,1.0,,,,,,,Complete,,
"CZK 25,920","CZK 8,640",,730786,2+kk,10/16/2022,2,,,,50 m²,Fully furnished,,,,,,,256.88,230.57,115.16,212.72,190.01,251.36,415.49,530.5,578.5,441.78,"Čajkovského, Prague - Žižkov",50.0830128,14.4521943,1.0,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,10/1/2022,8,Low-energy,,Luxurious,38 m²,Partly,New-build,Personal,B,Central,1.0,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,1.0,1.0,1.0,1.0,,,1.0,,,
"CZK 13,000","CZK 6,000","CZK 19,000",681499,Studio,10/1/2022,1,Brick,,,40 m²,Fully furnished,Very good,Personal,F,Distance,,,153.1,467.97,106.55,224.73,285.57,487.53,190.0,338.31,720.17,416.19,"Jerevanská, Prague - Vršovice",50.0705441,14.4709632,,1.0,,,,,,,,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,Brick,,,66 m²,Partly,Very good,Personal,G,Electric boiler,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,,,,,,,,Complete,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,Brick,,,67 m²,Partly,Very good,Personal,,Central,1.0,,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,1.0,,,,,,,,,
"CZK 11,500","CZK 2,500","CZK 14,000",731747,Studio,8/30/2022,2,Other,,,18 m²,Partly,New-build,,B,,,,611.24,780.27,433.45,420.1,219.24,740.32,581.38,100.21,449.61,338.75,Prague - Vysočany,50.10672,14.50538,,,1.0,,,,,,,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,Low-energy,,,50 m²,Fully furnished,New-build,,G,,,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,1.0,,,1.0,,1.0,1.0,,,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,Brick,,,74 m²,Fully furnished,Very good,,D,,,,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,1.0,,,,,,,,,
"CZK 13,000",CZK 0,"CZK 13,000",731744,1 bedroom,8/30/2022,-2,Brick,,,25 m²,Partly,Very good,,G,,,,526.23,1761.75,670.71,1678.77,518.16,1314.39,103.82,711.14,1340.53,1014.3,Prague - Smíchov,50.05165,14.40599,1.0,,,1.0,,1.0,,,,
"CZK 24,413","CZK 8,137",,731741,Studio,10/6/2022,1,,,,35 m²,Fully furnished,,,,,1.0,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,1.0,,,,,,1.0,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,9/14/2022,4,,,,70 m²,Fully furnished,,,,,,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,1.0,,,,,,,,,
"CZK 37,500","CZK 12,500",,717602,2+kk,9/4/2022,5,,,,56 m²,Fully furnished,,,,,,,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,1.0,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 25,000",647821,4+kk,9/1/2022,2,Prefab concrete,,,74 m²,Partly,Good,Personal,B,,,,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,,,,,1.0,,,,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,Brick,,,25 m²,Fully furnished,New-build,Personal,G,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,,,,,,,,,,
"CZK 25,000","CZK 3,500","CZK 25,000",731053,3+1,1/15/2023,2,Brick,,,80 m²,Partly,Very good,,G,,1.0,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,,1.0,,,,,,,,
"CZK 13,500",CZK 0,"CZK 20,000",731728,2+kk,8/30/2022,6,Brick,,,42 m²,Partly,Very good,,E,,,,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,,1.0,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",731719,2+kk,9/5/2022,2,Brick,,,39 m²,Fully furnished,Good,,C,,,,112.71,680.29,98.55,583.99,92.22,493.64,176.53,500.12,341.52,268.34,Prague - Nusle,50.06146,14.43617,1.0,,,,,,,,,
"CZK 15,500","CZK 4,000","CZK 19,500",731640,2 bedroom,9/15/2022,1,Brick,,,57 m²,Partly,Good,,B,Central,,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,,,,1.0,,,,,,
"CZK 37,500","CZK 12,500",,728060,1 bedroom,9/24/2022,2,,,,50 m²,Fully furnished,,,,,,,187.82,338.29,111.0,241.4,39.4,347.76,25.85,486.49,569.58,575.91,"Karmelitská, Prague - Malá Strana",50.08657,14.4033198,,,,,,,,,,
"CZK 15,750","CZK 5,250",,730902,1 bedroom,9/25/2022,3,,,,30 m²,Fully furnished,,,,,,,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,
"CZK 12,999","CZK 2,999","CZK 26,000",661680,Studio,10/1/2022,3,Other,,Luxurious,34 m²,Fully furnished,Very good,Personal,D,Distance,,,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,,1.0,,1.0,1.0,,,Complete,,
"CZK 22,500","CZK 4,281","CZK 45,000",728700,3+kk,8/5/2022,4,Prefab concrete,,,68 m²,Partly,Very good,Personal,G,Central,,,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,1.0,1.0,,,1.0,,,,,
"CZK 15,500","CZK 5,000","CZK 20,500",704676,Studio,9/1/2022,1,Brick,,,25 m²,Fully furnished,New-build,Personal,G,Central,,,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,1.0,,,,,,,Complete,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,Prefab concrete,Up to 10 years,Standard,56 m²,Partly,Very good,Personal,G,Distance,1.0,,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,1.0,,,1.0,,,,Interior,,
"CZK 16,000","CZK 4,000","CZK 20,000",588117,1 bedroom,10/1/2022,3,Brick,30 - 50 years,Standard,33 m²,Fully furnished,Very good,Personal,,Central,,,80.93,772.53,296.07,305.04,11.12,272.3,712.28,491.69,107.1,150.48,"Na Dolinách, Prague - Nusle",50.057065,14.430227,1.0,,,1.0,,,,Interior,,
"CZK 12,000","CZK 3,500","CZK 36,000",731716,Small studio,8/30/2022,11,Prefab concrete,,,27 m²,Fully furnished,Very good,,G,,,,136.06,726.01,218.73,718.67,65.95,178.47,358.47,369.3,1202.72,252.72,Prague - Braník,50.02487,14.42535,1.0,,,,,,,,,
"CZK 12,500","CZK 3,500","CZK 12,500",731165,Studio,8/25/2022,4,Prefab concrete,,,33 m²,Partly,Good,,G,,1.0,,182.11,1074.41,283.25,1012.79,371.69,350.69,363.12,206.49,164.67,174.46,Prague - Střížkov,50.12414,14.48686,1.0,,,,,,,,,
"CZK 37,125","CZK 12,375",,726070,2 bedroom,10/3/2022,2,,,,90 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 23,000","CZK 3,500","CZK 46,000",730684,3+1,8/21/2022,1,Brick,,,90 m²,Partly,Good,,G,,,,277.75,748.23,269.12,722.31,157.77,746.58,201.36,325.29,680.02,360.28,Prague - Strašnice,50.07413,14.49928,,,,,,,1.0,,,
"CZK 13,500",CZK 800,"CZK 10,000",731707,Studio,8/30/2022,4,Brick,,,40 m²,Partly,New-build,,G,,1.0,1.0,192.27,910.61,150.25,326.7,59.39,306.72,360.7,594.12,374.26,65.73,Prague - Libeň,50.10481,14.488,1.0,1.0,1.0,1.0,,,,,,
"CZK 20,625","CZK 6,875",,728424,2 bedroom,10/2/2022,10,,,,45 m²,Fully furnished,,,,,,,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,1.0,,,,,,,,,
"CZK 21,750","CZK 7,250",,728426,Studio,10/2/2022,12,,,,25 m²,Fully furnished,,,,,,,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,1.0,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 25,000",724007,2 bedroom,10/1/2022,7,Prefab concrete,,,50 m²,Partly,Good,,F,,1.0,,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,1.0,,,,,,,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,Up to 10 years,Standard,65 m²,Unfurnished,Very good,Personal,G,Gas boiler,,,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,1.0,1.0,,,,,,Complete,,
"CZK 14,000","CZK 3,000","CZK 30,000",731675,Studio,9/10/2022,4,Brick,,,34 m²,Fully furnished,Very good,,G,,,,159.96,318.63,144.94,410.41,117.64,270.71,737.06,831.3,943.97,238.54,Prague - Uhříněves,50.03064,14.59533,1.0,1.0,,1.0,1.0,,,,,
"CZK 63,750","CZK 21,250",,729471,3+1,10/10/2022,3,,,,120 m²,Fully furnished,,,,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,9/4/2022,2,,,,90 m²,Fully furnished,,,,,,,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,1.0,,,,,,,,,
"CZK 32,918","CZK 10,972",,731292,Studio,10/28/2022,2,,,,35 m²,Fully furnished,,,,,,,247.87,258.88,108.69,237.41,65.07,538.8,263.81,273.73,806.33,230.99,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,
"CZK 32,400","CZK 10,800",,728253,2 bedroom,10/1/2022,5,,,,65 m²,Fully furnished,,,,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,,,,
"CZK 27,195","CZK 9,065",,730051,2+kk,10/15/2022,1,,,,50 m²,Fully furnished,,,,,1.0,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,,,1.0,,,
"CZK 37,500","CZK 12,500",,720700,2+kk,9/12/2022,2,,,,60 m²,Fully furnished,,,,,,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,1.0,,,,,,,,,
"CZK 29,250","CZK 9,750",,725020,2 bedroom,9/19/2022,3,,,,65 m²,Fully furnished,,,,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,,,,,,,,,
"CZK 20,000","CZK 4,187","CZK 25,000",647400,2 bedroom,9/1/2022,2,Brick,,,75 m²,Fully furnished,Very good,Personal,D,,,,226.19,686.14,110.47,401.84,35.04,380.17,451.86,545.45,479.16,141.68,"Betlémská, Prague - Staré Město",50.083764,14.415128,1.0,,,,,,,,,
"CZK 20,000","CZK 4,187","CZK 25,000",642340,3+1,9/1/2022,2,Brick,,,75 m²,Fully furnished,Very good,Personal,D,,,,226.19,686.14,110.47,401.84,35.04,380.17,451.86,545.45,479.16,141.68,"Betlémská, Prague - Staré Město",50.083764,14.415128,,,,,,,,,,
"CZK 17,800","CZK 3,200","CZK 30,000",662487,2 bedroom,9/1/2022,2,Brick,,,62 m²,Partly,Very good,Personal,G,,,,230.5,1140.69,683.99,849.62,291.59,849.93,1071.43,274.63,780.68,138.49,"Na vysočanských vinicích, Prague - Vysočany",50.11555,14.5086,,1.0,,,1.0,,,,,
"CZK 23,000","CZK 3,570","CZK 25,000",170555,3+1,10/1/2022,3,Brick,,Luxurious,85 m²,Fully furnished,Very good,Personal,,Gas boiler,,,318.77,355.77,102.79,382.71,13.63,136.01,370.98,467.24,515.24,598.09,"Víta Nejedlého, Prague - Žižkov",50.0825316,14.4491416,1.0,,,,,,,Complete,,
"CZK 25,000","CZK 7,000","CZK 50,000",731665,2+kk,9/1/2022,6,Brick,,,68 m²,Fully furnished,Very good,,G,,,1.0,233.47,437.35,169.28,279.19,158.02,212.34,325.01,370.86,210.14,428.9,Prague - Vršovice,50.0674,14.4519,1.0,,,,,,1.0,,,
"CZK 19,500","CZK 1,500","CZK 20,000",731657,2 bedroom,8/29/2022,3,Brick,,,57 m²,Fully furnished,Very good,,G,,1.0,,138.38,1131.58,239.06,223.26,352.89,307.8,173.66,303.82,309.13,384.69,Prague - Žižkov,50.09114,14.47696,1.0,1.0,,,,,,,,
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,Prefab concrete,,,44 m²,Partly,Good,,G,,,,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,1.0,,,,,1.0,,,,
"CZK 16,000","CZK 3,500","CZK 45,000",612642,2 bedroom,1/1/2023,3,Brick,,,56 m²,Partly,Very good,Personal,C,Distance,,,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,,1.0,,,,,,,,
"CZK 7,000","CZK 3,000","CZK 10,000",731641,Studio,9/30/2022,1,Brick,,,25 m²,Fully furnished,Very good,Personal,B,,,,373.67,821.45,917.68,1381.73,368.84,437.95,467.18,1260.2,388.5,390.26,Prague - Řeporyje,50.03704,14.31131,,,,,,,,,,
"CZK 13,500","CZK 1,500","CZK 27,000",685162,Studio,9/23/2021,3,Brick,,,23 m²,Partly,Very good,Personal,G,Central,,,61.08,682.07,69.34,458.73,197.44,457.07,271.67,227.19,718.1,265.8,"Žitomírská, Prague - Vršovice",50.0723,14.45956,1.0,,,,,,,,,
"CZK 25,500","CZK 2,500","CZK 28,000",469980,4+1,9/1/2022,2,Brick,10 to 30 years,Standard,124 m²,Fully furnished,New-build,Personal,D,Gas boiler,1.0,,148.29,680.35,165.33,767.14,170.97,148.39,266.19,704.51,682.45,543.4,"Ve Střešovičkách, Prague - Břevnov",50.0883503,14.3680091,1.0,,1.0,,,,,,,
"CZK 19,990","CZK 2,790","CZK 20,000",731636,2+kk,9/1/2022,2,Brick,,,45 m²,Unfurnished,Very good,,G,Central,,,390.75,265.34,171.22,306.49,105.7,468.21,315.9,391.17,719.11,219.65,Prague - Vinohrady,50.07997,14.45165,,,,,,,,,,
"CZK 17,990","CZK 3,990","CZK 10,000",710368,Studio,9/30/2022,,Brick,,Luxurious,24 m²,Fully furnished,Very good,Personal,G,,,,32.41,96.79,82.75,144.26,47.59,343.35,223.51,385.13,581.11,734.33,Prague - Vinohrady,50.0770962,14.4355937,1.0,,,,,,,Complete,,
"CZK 21,000","CZK 4,000","CZK 50,000",66982,2+kk,9/1/2022,2,Brick,Up to 10 years,,50 m²,Fully furnished,,Personal,,,1.0,,139.26,908.28,218.34,954.72,203.97,449.46,614.57,420.73,746.17,546.81,"Na Neklance, Prague - Smíchov",50.0605758463,14.3996214867,1.0,1.0,,1.0,,,,,,
"CZK 26,000","CZK 2,000","CZK 25,000",729064,2+kk,8/8/2022,6,Brick,,,62 m²,Fully furnished,New-build,,A,,,,133.89,534.98,98.87,163.12,157.02,73.54,334.02,280.84,454.18,358.34,Prague - Nové Město,50.07173,14.41968,1.0,,1.0,,,,,,,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,Prefab concrete,,,74 m²,Partly,Very good,,G,,,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,,,,,1.0,,,,,
"CZK 7,000","CZK 2,499","CZK 7,000",731223,Small studio,8/26/2022,-1,Brick,,,32 m²,Fully furnished,New-build,,A,,,,55.93,1183.25,865.1,1164.8,99.09,1132.03,706.63,821.45,876.06,775.91,Prague - Kyje,50.09897,14.54053,,,,,,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,Brick,Up to 10 years,,24 m²,Fully furnished,Very good,Personal,G,Distance,,,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,1.0,1.0,,,,,,Complete,,
"CZK 28,000",CZK 625,"CZK 56,000",731363,3+1,8/26/2022,1,Brick,Over 50 years,,109 m²,Partly,Very good,,G,,1.0,,203.04,245.39,37.35,392.55,124.08,598.53,111.17,672.8,492.88,392.18,Prague - Malá Strana,50.07999,14.40668,1.0,,,,,,,,,
