Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
536913,"CZK 14,000",50.0848545,14.483906,Prague - Strašnice,Studio,,52 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,ihned,1 to 10 years years,Premium materials and solutions,,Middle floor,Yes,,,,,
111639,"CZK 12,000",50.0908705,14.4234615,"Haštalská, Prague - Staré Město",Studio,Excellent,25 m²,"CZK 1,500","CZK 27,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,60,394,36,180,50,197,274,320,164,166,11. 04. 2022,,Standard materials and solutions,Other,Middle floor,,Interior,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,,42 m²,"CZK 4,000","CZK 14,000",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,174,305,331,840,"1,019","1,366",220,,,,,,Standard materials and solutions,Gas boiler,Raised ground floor,,Interior,,,,
400345,"CZK 14,000",50.1194442,14.4815146,"Hejnická, Prague - Střížkov",2 bedroom,Excellent,64 m²,"CZK 2,000","CZK 28,000",,Personal,Brick building,Partially furnished,3,No,Yes,No,No,Yes,No,No,,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,16. 05. 2022,10 to 30 years years,,Gas boiler,Attic,,,120 m²,,,
713794,"CZK 15,500",50.0848285,14.3763459,"Bělohorská, Prague - Břevnov",Studio,Excellent,29 m²,"CZK 2,000","CZK 20,000",,Other,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,F,53,824,62,397,57,161,81,398,262,273,01. 05. 2022,,,,,,,,,,
607713,"CZK 19,900",50.071796,14.429385,"Fügnerovo náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 1,900","CZK 25,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,G,195,562,237,360,239,190,296,492,736,504,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Attic,Yes,,,,,
596997,"CZK 9,990",50.038205,14.592655,"U Uhříněveské obory, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,40 m²,CZK 1,"CZK 18,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,A,465,"1,251",602,"1,053",670,"1,039",666,566,"1,446",348,12. 04. 2022,,Premium materials and solutions,District heating,,,,,,,
658032,"CZK 21,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000","CZK 24,900",,Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,A,425,383,567,433,477,975,428,"1,467",364,,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Yes,,,,,
713618,"CZK 10,000",50.06458,14.40079,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 1,000","CZK 10,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,G,263,540,292,883,413,627,239,212,455,136,01. 05. 2022,,,,,,,,,,
713765,"CZK 17,000",50.08278,14.50472,"Počernická, Prague - Malešice",2 bedroom,Excellent,52 m²,"CZK 3,000","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,E,135,369,230,326,211,487,531,396,974,160,11. 04. 2022,,Standard materials and solutions,District heating,,,Overall,,,,
529688,"CZK 16,000",50.0748582,14.5011723,"U Kombinátu, Prague - Strašnice",1 bedroom with open-plan kitchen,Good,71 m²,"CZK 5,000","CZK 32,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,,383,822,90,873,249,827,118,397,995,541,01. 09. 2018,10 to 30 years years,Standard materials and solutions,Gas boiler,Attic,,,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,New build,31 m²,"CZK 2,500","CZK 25,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,C,178,355,421,403,"1,191",556,"1,036",237,,,06. 04. 2022,,,,,,,,,,
693907,"CZK 11,999",50.08737,14.46042,"Ostromečská, Prague - Žižkov",2 bedroom,Good,52 m²,"CZK 5,999","CZK 27,999",,Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,G,50,386,148,485,177,358,375,450,277,170,07. 12. 2021,,,District heating,,,,,,,
605756,"CZK 9,980",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",Studio,New build,40 m²,CZK 1,"CZK 18,000",,Personal,Brick building,,2,No,No,No,No,No,No,No,A,220,"1,006",357,800,699,786,300,321,"1,201",51,11. 04. 2022,,,,,,,,,,
632492,"CZK 16,000",50.111335,14.39601,"Šestidomí, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 19,500",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,Yes,G,181,258,998,393,773,866,558,647,331,,04. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,Overall,,,,
713736,"CZK 14,000",50.05164,14.3346,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,B,291,676,225,641,629,196,609,724,869,455,01. 05. 2022,,,,,,,,,,
570551,"CZK 15,000",50.0597191,14.4684711,"Na Křivce, Prague - Michle",1 bedroom,,40 m²,,"CZK 19,998",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,235,"1,005",353,"1,050",364,489,"1,258",420,985,259,01. 05. 2022,,,Gas boiler,Middle floor,,,,,,
377630,"CZK 14,500",50.0854373,14.3450668,"Volavkova, Prague - Břevnov",2 bedroom,,57 m²,"CZK 2,854","CZK 18,000",,Cooperative,Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,,145,578,139,341,63,358,177,166,573,157,10. 04. 2022,,,District heating,Middle floor,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 13,000",,Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,No,Yes,Yes,No,B,123,"1,094",507,"1,191",86,966,252,125,490,18,12. 04. 2022,,,District heating,,,Bathroom unit,,,,
690101,"CZK 19,000",50.08168,14.36474,"Hošťálkova, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 5,000","CZK 25,000",,Personal,Brick building,Furnished,,No,Yes,No,No,No,No,No,G,471,617,427,485,369,576,393,865,515,328,01. 07. 2022,1 to 10 years years,Standard materials and solutions,Other,Ground floor,,Overall,8 m²,,,
713725,"CZK 13,000",50.10219,14.40399,"Raisova, Prague - Bubeneč",2 bedroom,Good,53 m²,"CZK 3,700","CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,G,314,842,165,568,146,620,415,550,577,134,01. 05. 2022,,,,,,,,,,
712727,"CZK 20,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 40,000",,Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,G,238,486,271,285,309,483,254,835,279,151,04. 04. 2022,,,,,,,,,,
216865,"CZK 15,000",50.136703,14.5147525,Prague - Letňany,3 bedroom,Excellent,68 m²,"CZK 2,136","CZK 36,000",,Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,Yes,No,Yes,No,,159,149,727,468,158,119,409,990,560,319,11. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,Interior,,,,
368861,"CZK 11,000",50.0855492,14.4700332,"Jana Želivského, Prague - Žižkov",Studio,,35 m²,"CZK 4,000","CZK 15,986",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,G,23,239,67,341,97,376,517,444,478,500,20. 05. 2022,,,,Middle floor,,,,,,
545954,"CZK 17,800",50.0929923,14.5636808,Prague - Hostavice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 6,500","CZK 50,600",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,,299,"1,492",825,"1,107",247,,,,,,01. 06. 2022,,,,,,,,,,
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,C,326,689,159,654,642,209,622,604,946,558,05. 04. 2022,,,,,,,,,,
643771,"CZK 22,900",50.065524,14.425584,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,600","CZK 23,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,C,145,"1,036",163,291,28,250,632,648,467,258,01. 07. 2022,,,,,,,,,,
587270,"CZK 19,900",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,Excellent,39 m²,"CZK 1,300",,,Personal,Brick building,Furnished,2,No,No,No,No,Yes,Yes,No,G,61,143,110,127,39,497,225,617,198,373,01. 05. 2022,,Premium materials and solutions,,Middle floor,,Overall,,,,
712585,"CZK 13,000",50.10457,14.39648,"N. A. Někrasova, Prague - Bubeneč",1 bedroom,Excellent,57 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,G,127,738,134,167,33,143,316,211,416,52,04. 04. 2022,,Standard materials and solutions,Other,,,Overall,,,,
713681,"CZK 13,000",50.12767,14.42004,"Olštýnská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 2,800","CZK 20,000",,Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,Yes,No,C,324,244,274,314,52,222,726,978,"1,136",350,11. 04. 2022,,,,,,,,,,
705683,"CZK 11,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,249","CZK 14,899","CZK 14,899

                                
                                
                
i",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,C,292,651,149,322,332,382,437,317,442,286,,,,,,,,,,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,773","CZK 16,600",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,,348,583,98,393,284,341,406,"1,061",433,249,21. 05. 2022,1 to 10 years years,,,Middle floor,,,,,,
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,Excellent,31 m²,"CZK 3,828","CZK 25,000",,Personal,Brick building,Unfurnished,1,No,Yes,Yes,No,No,Yes,No,G,134,879,669,"1,248","1,186",682,,,,,19. 04. 2022,1 to 10 years years,Standard materials and solutions,,Ground floor,,,71 m²,,,
456712,"CZK 17,000",50.1046697,14.4538237,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,57 m²,"CZK 4,270","CZK 34,000",,Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,D,83,626,65,321,68,158,631,730,335,356,01. 05. 2022,,,Gas boiler,Top floor,,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",,Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,No,No,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,01. 02. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,Overall,,,,
534922,"CZK 19,000",50.0715416,14.4496461,Prague - Vršovice,1 bedroom with open-plan kitchen,,59 m²,"CZK 4,000","CZK 35,000",,Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,Yes,No,D,154,719,167,265,110,580,208,493,284,405,01. 06. 2022,,,,,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,Excellent,38 m²,"CZK 5,000","CZK 15,000",,Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,D,155,688,102,642,119,330,220,"1,047",563,175,01. 05. 2022,,,,,,,,,,
688197,"CZK 10,000",50.13261,14.4228,"Hlivická, Prague - Bohnice",Studio,Good,40 m²,"CZK 3,315","CZK 20,000",,Personal,Prefab concrete building,Furnished,11,No,No,Yes,Yes,Yes,No,No,G,245,"1,087",195,"1,017",796,275,289,993,"1,235",138,01. 06. 2022,,,,,,,,,,
713641,"CZK 21,900",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,000","CZK 40,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,220,"1,072",524,783,465,671,407,341,958,277,01. 05. 2022,,Standard materials and solutions,Gas boiler,,,,,,,
713635,"CZK 13,000",50.14884,14.52835,"Něvská, Prague - Čakovice",2 bedroom,Excellent,52 m²,"CZK 3,000","CZK 26,000",,Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,G,246,735,499,365,440,796,719,280,,,15. 04. 2022,,,,,,,,,,
602097,"CZK 21,000",50.156475,14.51919,"Bermanova, Prague - Čakovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 5,700","CZK 40,000",,Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,Yes,C,261,799,92,99,"1,383",769,209,121,,,08. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Top floor,,,,,,
712866,"CZK 24,800",50.11094,14.39438,"Podbabská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,87 m²,"CZK 3,500","CZK 50,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,G,199,"1,442",198,829,396,604,735,502,592,448,04. 04. 2022,,,,,,,,,,
597076,"CZK 13,000",50.055288,14.441894,"Nad Studánkou, Prague - Nusle",1 bedroom with open-plan kitchen,,58 m²,"CZK 3,900","CZK 26,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,D,110,"1,054",174,490,137,600,313,287,"1,006",261,01. 04. 2020,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
712844,"CZK 28,000",50.05301,14.49077,"Záběhlická, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 4,800","CZK 28,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,Yes,No,No,No,,255,"1,227",274,"1,200",287,700,476,882,518,332,01. 07. 2022,,,,,,,,,,
709089,"CZK 15,000",49.97318,14.38539,"Romana Blahníka, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 2,900","CZK 30,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,B,385,777,683,655,543,612,"1,095",406,107,,01. 06. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,
712834,"CZK 10,000",50.11056,14.5041,"Prouzova, Prague - Vysočany",Small studio,Excellent,30 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,G,91,311,66,207,108,271,165,494,286,262,10. 04. 2022,,,,,,,,,,
713369,"CZK 17,000",50.11366,14.47593,"Zenklova, Prague - Libeň",3 bedroom,Excellent,57 m²,"CZK 3,000","CZK 20,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,G,164,194,"1,045",205,688,581,"1,249",765,255,,01. 05. 2022,,,,,,,,,,
710246,"CZK 9,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 2,000","CZK 21,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,G,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,01. 05. 2022,,,,,,,,,,
712778,"CZK 30,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,New build,120 m²,"CZK 5,000","CZK 27,000",,Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,Yes,No,Yes,G,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,04. 04. 2022,,,,,,,,,,
713566,"CZK 15,000",50.1262,14.41959,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 2,500","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,No,No,Yes,Yes,No,No,G,231,348,362,303,242,392,734,884,"1,411",430,01. 05. 2022,,,,,,,,,,
712831,"CZK 14,500",50.07631,14.64919,"Račiněveská, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 2,300","CZK 29,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,G,455,497,201,"1,008",267,408,675,864,697,,01. 05. 2022,1 to 10 years years,,Gas boiler,Middle floor,,Interior,,,,
545164,"CZK 12,500",50.1105294,14.4507429,Prague - Holešovice,Studio,New build,22 m²,"CZK 2,000","CZK 12,500",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,,42,972,494,784,474,571,428,"1,247",701,348,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
712743,"CZK 11,500",50.10449,14.4784,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 1,750","CZK 11,500",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,A,69,285,111,311,7,237,333,461,213,358,01. 06. 2022,,,,,,,,,,
713351,"CZK 20,000",50.08196,14.44614,"Ježkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,,,,Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,G,528,534,64,561,15,239,274,263,589,355,25. 04. 2022,,Premium materials and solutions,,Ground floor,,Interior,,,,
624122,"CZK 14,000",50.089335,14.307978,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,000","CZK 16,000",,Personal,Prefab concrete building,Partially furnished,13,Yes,No,Yes,No,No,Yes,No,C,106,194,217,208,204,265,430,"1,354","1,274",129,01. 06. 2022,,,,,,,,,,
511878,"CZK 24,000",50.0772731,14.4545539,"Vinohradská, Prague - Vinohrady",3 bedroom,,104 m²,"CZK 5,000","CZK 24,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,,207,217,10,27,71,369,212,536,997,339,,,,,,,,,,,
713431,"CZK 15,800",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 1,900",,,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,B,102,622,257,413,274,484,238,58,551,172,01. 07. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Yes,Overall,,,,
712729,"CZK 16,200",50.03251,14.60945,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,700","CZK 40,000",,Personal,Prefab concrete building,Partially furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,G,175,"1,088",254,"1,096",595,"1,041",613,"1,116",758,357,30. 04. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Ground floor,,,24 m²,,,
712666,"CZK 35,000",50.13003,14.49452,"Zakšínská, Prague - Střížkov",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 6,000",,,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,C,405,"1,030",257,"1,004",641,531,529,455,"1,222",75,02. 04. 2022,,,,,,,,,,
712718,"CZK 17,000",50.0670831,14.362062,Prague - Košíře,2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,500","CZK 17,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,E,134,"1,188",701,844,84,737,559,715,108,501,31. 05. 2022,,,,,,,,,,
621451,"CZK 11,000",50.036582,14.593744,"V Bytovkách, Prague - Uhříněves",2 bedroom,Excellent,51 m²,"CZK 2,100","CZK 11,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,G,220,"1,006",357,800,699,786,300,321,"1,201",51,01. 05. 2022,,,,,,,,,,
711996,"CZK 16,000",50.09485,14.50428,"Nad Smetankou, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 5,000","CZK 21,000",,Personal,Brick building,Unfurnished,1,No,Yes,Yes,No,Yes,Yes,No,B,554,910,520,"1,455",731,567,847,884,"1,348",232,01. 05. 2022,,,,,,,,,,
680160,"CZK 15,000",50.01324,14.42381,"Daškova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,300","CZK 15,000",,Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,No,Yes,Yes,No,C,205,"1,462",372,"1,363",834,"1,101",260,513,897,182,01. 08. 2022,,,District heating,Middle floor,,,,,,
713427,"CZK 21,990",50.06769694444,14.55528666666,"Honzíkova, Prague - Dolní Měcholupy",2 bedroom with open-plan kitchen,New build,89 m²,"CZK 6,251","CZK 28,241","CZK 28,241

                                
                                
                
i",Cooperative,Brick building,Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,B,686,"1,380",523,442,702,"1,204","1,344",502,,,,,,,,Yes,,,,,
647985,"CZK 12,000",50.036556,14.417238,"Vlnitá, Prague - Braník",1 bedroom,Excellent,50 m²,"CZK 4,000","CZK 5,000",,Personal,Brick building,Unfurnished,,No,Yes,No,No,Yes,No,No,C,514,627,473,447,572,399,312,784,,,25. 04. 2022,,,Central heating,Ground floor,,,,,,
713410,"CZK 16,500",50.0694498,14.3546634,"Zahradníčkova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,000","CZK 39,000",,Personal,Other,Partially furnished,3,No,No,Yes,No,No,No,No,G,128,799,"1,247",498,"1,226",453,"1,132",560,802,,01. 05. 2022,,,,,,,,,,
383816,"CZK 14,000",50.0655629,14.4289828,"Oldřichova, Prague - Nusle",1 bedroom with open-plan kitchen,,46 m²,CZK 720,"CZK 14,720",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,,167,793,73,534,202,218,503,614,335,232,01. 05. 2022,,,,,,,,,,
713415,"CZK 15,990",50.13219944444,14.50963111111,"Chlebovická, Prague - Letňany",2 bedroom,Excellent,57 m²,"CZK 3,936","CZK 19,926","CZK 19,926

                                
                                
                
i",Personal,Prefab concrete building,,2,No,No,Yes,Yes,No,Yes,No,C,165,"1,020",411,489,573,576,224,148,405,281,,,,,,,,,,,
610794,"CZK 13,000",50.155715,14.514947,"Tryskovická, Prague - Čakovice",Studio,New build,51 m²,"CZK 4,500","CZK 20,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,B,598,"1,043",282,211,"1,048",997,158,190,,,01. 08. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,Yes,,,,,
