Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Total number of floors,Renovation,Heating,Front garden,Administration fee,Developer name,Project name,Kód jednotky,New building,Investment Advisor
711808,"CZK 19,500",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,49 m²,"CZK 4,235",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 08. 2022,48,825,83,843,397,816,556,419,"1,060",533,New build,"CZK 19,500",Personal,Brick building,B,,,,,,,,,,,,
716394,"CZK 12,900",50.1063,14.44742,"U Měšťanského pivovaru, Prague - Holešovice",Studio,34 m²,"CZK 4,100",Furnished,6,No,Yes,Yes,No,No,Yes,No,02. 05. 2022,254,314,158,300,71,220,442,674,409,369,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
713848,"CZK 22,500",50.12666,14.45879,"Pakoměřická, Prague - Kobylisy",3 bedroom,78 m²,"CZK 5,500",Unfurnished,1,Yes,No,Yes,No,No,No,No,01. 05. 2022,159,958,318,610,207,287,456,408,597,428,Excellent,"CZK 45,000",Personal,Brick building,C,,,,Interior,Central heating,25 m²,,,,,,
455168,"CZK 19,000",50.0616113,14.4494891,"Kloboučnická, Prague - Nusle",3 bedroom with open-plan kitchen,75 m²,"CZK 3,400",Unfurnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,155,989,249,449,153,628,477,418,896,431,,"CZK 19,000",Personal,Brick building,,,,Middle floor,,District heating,,,,,,,
716386,"CZK 29,900",50.10092,14.42454,"Sochařská, Prague - Bubeneč",2 bedroom with open-plan kitchen,85 m²,CZK 950,Furnished,4,Yes,No,No,No,No,Yes,No,29. 04. 2022,159,213,91,142,78,97,386,255,394,,Excellent,"CZK 60,000",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Middle floor,Interior,Gas boiler,,,,,,,
716384,"CZK 32,000",50.08123,14.42982,"Opletalova, Prague - Nové Město",2 bedroom with open-plan kitchen,70 m²,"CZK 3,000",Partially furnished,7,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,333,299,46,200,55,39,271,954,190,583,Excellent,"CZK 50,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Middle floor,Interior,District heating,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,322 m²,"CZK 15,000",Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,"CZK 165,000",Personal,Brick building,G,,,,,,,,,,,,
369890,"CZK 15,000",50.107010860053,14.388327912828,"Zelená, Prague - Dejvice",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Unfurnished,3,No,No,No,No,No,No,No,,30,"1,308",15,715,145,169,358,259,631,360,Good,"CZK 20,000",Personal,Brick building,,,Premium materials and solutions,,,,,,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,34 m²,"CZK 2,006",Unfurnished,5,No,No,No,No,No,No,No,01. 05. 2022,196,708,196,352,163,483,119,252,413,204,Excellent,"CZK 18,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Middle floor,Interior,Gas boiler,,,,,,,
716375,"CZK 25,000",50.0931827,14.5014335,"Učňovská, Prague - Hrdlořezy",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,257,752,373,"1,102",378,420,608,531,"1,185",363,New build,"CZK 25,000",Personal,Brick building,A,,,,,,,,,,,,
716376,"CZK 9,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",Small studio,27 m²,"CZK 3,500",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,328,768,645,561,460,509,"1,368",908,667,,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
474374,"CZK 16,500",50.0895199,14.4891951,"Pod Jarovem, Prague - Žižkov",2 bedroom with open-plan kitchen,72 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,Yes,No,Yes,No,,90,422,488,675,266,427,421,594,271,351,,"CZK 33,000",Cooperative,Prefab concrete building,,,,,,,,,,,,,
716373,"CZK 12,800",50.05792,14.49438,"Jetelová, Prague - Záběhlice",1 bedroom,35 m²,"CZK 3,500",Partially furnished,3,No,No,No,No,Yes,Yes,No,01. 06. 2022,99,693,212,968,376,262,392,885,146,206,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
715970,"CZK 15,700",50.067,14.4571,"Minská, Prague - Vršovice",2 bedroom,52 m²,CZK 600,Unfurnished,5,Yes,No,No,No,No,No,No,26. 04. 2022,92,228,89,269,103,360,473,574,389,313,Excellent,"CZK 15,700",Personal,Brick building,G,,,,,,,,,,,,
71692,"CZK 14,900",50.086194,14.4430856,"Řehořova, Prague - Žižkov",1 bedroom,50 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,30. 04. 2022,448,720,312,423,264,706,468,508,561,749,Good,"CZK 19,900",Personal,Brick building,,,,Raised ground floor,,District heating,,,,,,,
716372,"CZK 19,000",50.09435,14.49609,"Spojovací, Prague - Žižkov",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,128,509,379,828,52,443,416,527,579,176,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
716371,"CZK 43,541",50.0722637,14.3926388,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,79 m²,"CZK 14,514",Furnished,6,No,No,No,No,No,No,No,01. 05. 2022,10,927,65,618,170,761,228,"1,106",933,331,,,,,,,,,,,,,,,,,
713806,"CZK 9,000",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,127,,,,,,,,,,Excellent,"CZK 22,000",Personal,Brick building,G,,,,,,,,,,,,
680857,"CZK 14,500",50.0698,14.37188,"U Kavalírky, Prague - Košíře",1 bedroom,54 m²,CZK 500,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,37,319,76,51,143,159,418,"1,032",753,86,Excellent,,Personal,Brick building,B,,,Top floor,,Gas boiler,,,,,,,
557589,"CZK 17,500",50.1187312,14.4967253,"Libočanská, Prague - Prosek",1 bedroom with open-plan kitchen,72 m²,"CZK 5,825",Furnished,2,No,No,No,No,Yes,Yes,No,01. 07. 2022,181,822,381,323,217,361,470,396,"1,094",370,Excellent,"CZK 25,000",Personal,Low-energy building,C,10 to 30 years years,,Middle floor,,District heating,,,,,,,
716363,"CZK 17,000",50.10119,14.38411,"Na Vlčovce, Prague - Dejvice",2 bedroom,58 m²,"CZK 5,000",Partially furnished,3,No,No,Yes,No,Yes,No,No,01. 05. 2022,232,"1,161",430,485,405,885,631,457,824,118,Excellent,"CZK 20,000",Cooperative,Brick building,G,,,,,,,,,,,,
716293,"CZK 12,500",50.066,14.29848,"Na Chobotě, Prague - Řepy",1 bedroom with open-plan kitchen,43 m²,"CZK 4,500",Partially furnished,5,No,No,No,No,Yes,Yes,No,29. 04. 2022,103,"1,037",255,999,46,799,784,482,"1,378",88,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,F,,,,,,,,,,,,
33343,"CZK 13,500",50.1059177,14.4486013,"U měšťanského pivovaru, Prague - Holešovice",1 bedroom with open-plan kitchen,35 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,208,391,136,210,95,214,400,672,383,478,Excellent,"CZK 16,500",Personal,Prefab concrete building,,,Premium materials and solutions,Middle floor,Overall,Central heating,,,,,,,
715938,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,110 m²,"CZK 17,000",Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,110,373,218,256,23,273,141,384,214,476,,,,,,,,,,,,,,,,,
716348,"CZK 23,000",50.10569,14.53889,"Chvalská, Prague - Hloubětín",3 bedroom,65 m²,"CZK 7,900",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,15,46,57,65,229,120,506,428,306,294,Good,"CZK 31,000",Personal,Brick building,G,10 to 30 years years,Standard materials and solutions,Raised ground floor,,Electric boiler,,,,,,,
715140,"CZK 20,000",50.08509,14.34136,"Plojharova, Prague - Břevnov",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,16. 05. 2022,262,821,468,622,305,617,156,305,811,399,Excellent,"CZK 40,000",Personal,Brick building,G,over 50 years years,Standard materials and solutions,Middle floor,Interior,District heating,,,,,,,
715186,"CZK 20,000",50.09337,14.48937,"K Lučinám, Prague - Žižkov",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 05. 2022,278,307,64,270,164,285,185,208,320,139,Excellent,"CZK 30,000",Personal,Other,G,,,,,,,,,,,,
494735,"CZK 17,500",50.1155396,14.5633862,"Farkašova, Prague - Kyje",2 bedroom with open-plan kitchen,63 m²,"CZK 4,350",Furnished,2,Yes,No,No,No,No,No,No,01. 07. 2022,204,910,685,"1,279","1,219",697,,,,,New build,"CZK 20,000",Personal,Prefab concrete building,C,1 to 10 years years,Premium materials and solutions,Middle floor,,District heating,,,,,,,
713484,"CZK 70,875",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,90 m²,"CZK 23,625",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 16,750",Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,,
716333,"CZK 45,000",50.0931,14.36735,"Nový lesík, Prague - Střešovice",5 bedroom,170 m²,"CZK 5,000",Partially furnished,2,Yes,Yes,Yes,No,No,No,Yes,01. 05. 2022,266,928,710,"1,132",274,883,879,"1,234",325,288,Good,"CZK 50,000",Personal,Brick building,G,,,,,,,,,,,,
716194,"CZK 18,900",50.07532,14.35971,"Jeřabinová, Prague - Smíchov",1 bedroom with open-plan kitchen,49 m²,"CZK 5,400",Partially furnished,,No,Yes,No,No,No,Yes,No,01. 05. 2022,429,"1,202",675,920,548,519,467,,,,Excellent,"CZK 25,000",Personal,Brick building,B,10 to 30 years years,Standard materials and solutions,Ground floor,Interior,District heating,102 m²,,,,,,
716327,"CZK 20,000",50.05552,14.35149,"Vidoulská, Prague - Jinonice",1 bedroom with open-plan kitchen,65 m²,"CZK 3,800",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,585,"1,034",225,807,451,600,210,796,"1,496",306,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
713524,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 16,550",Furnished,6,No,No,No,No,No,Yes,No,19. 05. 2022,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,850",Furnished,4,Yes,No,No,No,No,Yes,Yes,18. 05. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
715733,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 15,780",Furnished,6,Yes,Yes,No,No,No,Yes,No,01. 05. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
713462,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,70 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,No,31. 05. 2022,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,,,,,
713497,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,38 m²,"CZK 12,875",Furnished,4,No,No,No,No,No,Yes,No,17. 05. 2022,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,,,,,,,
191403,"CZK 13,300",50.0831332,14.4493023,"Bořivojova, Prague - Žižkov",1 bedroom,35 m²,"CZK 2,700",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,364,198,40,225,81,202,206,314,358,577,,"CZK 16,000",Personal,Brick building,,,Standard materials and solutions,,,,,,,,,,
716199,"CZK 14,000",50.12993,14.42601,"Štětínská, Prague - Bohnice",3 bedroom,72 m²,"CZK 6,000",Partially furnished,2,No,No,Yes,Yes,No,No,No,02. 05. 2022,272,670,256,899,603,288,520,547,774,199,Excellent,"CZK 25,000",Cooperative,Prefab concrete building,G,,,Middle floor,,District heating,,,,,,,
577064,"CZK 16,900",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,63 m²,"CZK 3,050",Partially furnished,1,No,No,Yes,No,No,No,No,29. 04. 2022,261,"1,397",338,"1,034",337,306,502,635,535,425,Excellent,"CZK 17,000",Cooperative,Brick building,D,over 50 years years,Standard materials and solutions,Raised ground floor,Interior,Gas boiler,,,,,,,
611061,"CZK 16,000",50.074347,14.438075,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 3,498",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,82,327,32,313,18,259,195,372,740,636,Excellent,"CZK 16,000",Personal,Brick building,C,,,Middle floor,Overall,Central heating,,,,,,,
713528,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,55,370,51,238,66,242,352,396,158,122,,,,,,,,,,,,,,,,,
716322,"CZK 16,500",50.10325,14.50045,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,57 m²,"CZK 4,500",Partially furnished,4,Yes,No,No,No,Yes,Yes,No,15. 07. 2022,368,"1,126",301,531,354,432,401,891,936,619,Excellent,"CZK 30,000",Personal,Other,G,,,,,,,,,,,,
514160,"CZK 15,500",50.1168106,14.498901,Prague - Prosek,1 bedroom with open-plan kitchen,48 m²,"CZK 3,500",Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,152,918,83,269,225,402,523,481,811,65,,"CZK 19,000",Cooperative,Prefab concrete building,,,,Middle floor,Interior,District heating,,,,,,,
716321,"CZK 19,000",50.04359,14.45589,"Počátecká, Prague - Michle",2 bedroom,68 m²,"CZK 4,000",Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,190,754,493,554,150,252,297,579,666,265,Excellent,"CZK 19,000",Personal,Brick building,G,,,,,,,,,,,,
462794,"CZK 17,500",50.0719945,14.4586477,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,89,613,63,390,128,388,202,295,688,336,Excellent,"CZK 17,553",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Top floor,,Gas boiler,,,,,,,
716319,"CZK 15,500",50.10763,14.39085,"Šlejnická, Prague - Dejvice",2 bedroom,55 m²,"CZK 3,000",Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,235,"1,371",4,778,373,178,618,161,676,639,Good,"CZK 18,500",Personal,Brick building,G,,,,,,,,,,,,
712894,"CZK 18,000",50.0744,14.50464,Prague - Strašnice,1 bedroom with open-plan kitchen,76 m²,"CZK 2,000",Furnished,3,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,225,"1,146",268,"1,059",536,955,321,714,"1,128",468,Excellent,"CZK 40,000",Personal,Other,C,10 to 30 years years,Premium materials and solutions,Middle floor,Overall,Gas boiler,,,,,,Yes,
713512,"CZK 27,675",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 9,225",Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,120,534,85,337,48,344,183,195,543,341,,,,,,,,,,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,86 m²,"CZK 19,700",Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,281,192,58,183,11,369,315,297,289,305,,,,,,,,,,,,,,,,,
716317,"CZK 17,000",50.1022068,14.4360584,"U Smaltovny, Prague - Holešovice",2 bedroom,56 m²,"CZK 3,500",Partially furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,378,857,122,337,55,401,423,484,984,,Excellent,"CZK 34,000",Cooperative,Brick building,G,,,,,,,,,,,,
716316,"CZK 7,900",50.07769,14.49927,"Tuklatská, Prague - Strašnice",Studio,28 m²,"CZK 3,500",Unfurnished,8,No,No,No,No,No,Yes,No,01. 05. 2022,149,618,52,485,222,438,440,477,"1,286",255,Good,"CZK 11,400",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
716314,"CZK 15,500",50.10601,14.4356,"Bubenská, Prague - Holešovice",1 bedroom,40 m²,"CZK 3,000",Furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,310,"1,078",541,773,84,477,525,106,677,,Excellent,"CZK 18,500",Personal,Prefab concrete building,G,,,,Overall,Electric boiler,,,,,,,
716313,"CZK 15,000",50.02073,14.45459,"V Štíhlách, Prague - Krč",1 bedroom with open-plan kitchen,39 m²,"CZK 3,000",Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 05. 2022,399,554,442,280,108,793,996,714,596,,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
716189,"CZK 50,000",50.09034,14.42111,"U Staré školy, Prague - Josefov",2 bedroom,105 m²,,Furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,421,119,199,24,216,108,327,317,368,,Excellent,,Personal,Brick building,C,,,,,,,,,,,,40
716311,"CZK 14,000",50.1034592,14.435691,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,485",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,292,936,172,448,127,276,562,344,843,,Excellent,"CZK 28,000",Personal,Brick building,D,,,,,,,,,,,,
313038,"CZK 13,000",50.0730831,14.4684947,"Ruská, Prague - Vršovice",1 bedroom,52 m²,"CZK 1,150",Partially furnished,,No,No,No,No,No,Yes,No,01. 05. 2022,183,752,266,552,259,312,431,316,569,79,,"CZK 13,000",Personal,Brick building,,,,Ground floor,,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 15,367",Furnished,3,No,No,No,No,No,Yes,No,17. 06. 2022,298,541,99,261,14,253,193,593,251,217,,,,,,,,,,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,725",Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
694998,"CZK 23,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,29. 04. 2022,186,544,93,266,23,203,405,367,111,248,New build,"CZK 23,000",Personal,Brick building,B,,,,,,,,,,,,
492410,"CZK 17,000",50.0983131,14.4249055,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,40 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,218,307,78,180,163,214,176,"1,459",502,426,Excellent,"CZK 25,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Other,,,,,,,
656895,"CZK 12,000",50.1060796,14.4540639,Prague - Holešovice,Studio,31 m²,"CZK 4,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,205,629,135,441,133,395,474,894,294,243,Excellent,"CZK 22,000",Personal,Brick building,G,,,,,,,,,,,,
678758,"CZK 10,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",Studio,36 m²,"CZK 2,400",Furnished,13,No,No,No,No,No,Yes,No,09. 05. 2022,355,262,265,205,155,306,637,827,"1,325",333,Excellent,"CZK 12,000",Personal,Low-energy building,C,10 to 30 years years,,,,District heating,,,,,,,
716217,"CZK 22,000",50.1068044,14.4975133,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,60 m²,"CZK 2,980",,2,No,No,Yes,Yes,Yes,Yes,No,Ihned,372,749,467,549,456,489,565,720,354,247,New build,"CZK 35,000",Personal,Low-energy building,A,,,,,,,,,,,Yes,
713465,"CZK 31,725",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 10,575",Furnished,3,No,No,No,No,No,Yes,No,21. 06. 2022,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,,,,,,
715595,"CZK 9,200",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,28 m²,"CZK 2,800",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,91,898,798,906,80,"1,016",679,"1,166",92,520,New build,"CZK 9,200",Personal,Brick building,G,,,,,,,,,,,,
683562,"CZK 16,000",50.08669,14.3467,"Nad Alejí, Prague - Břevnov",2 bedroom,56 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,212,422,286,361,180,300,95,159,517,101,Excellent,"CZK 20,000",Personal,Prefab concrete building,D,,,,Interior,District heating,,,,,,,
635038,"CZK 14,000",50.105327,14.50215,"Freyova, Prague - Vysočany",Studio,32 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,407,741,349,410,281,694,475,506,687,234,Excellent,"CZK 20,000",Personal,Other,B,,,,,,,,,,,Yes,
716301,"CZK 12,990",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,18 m²,"CZK 2,399",Furnished,3,No,No,Yes,No,No,Yes,No,,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,New build,"CZK 15,389",Personal,Brick building,C,,,,,,,"CZK 15,389

                                
                                
                
i",,,,Yes,
716299,"CZK 13,800",50.05615,14.4466,"U Družstva Život, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 2,500",Unfurnished,3,No,No,No,No,No,No,No,01. 05. 2022,392,998,83,491,319,989,294,210,874,330,Good,"CZK 41,400",Personal,Brick building,G,,,,,,,,,,,,
716298,"CZK 14,490",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,29 m²,"CZK 2,399",Furnished,3,No,No,Yes,No,No,No,No,,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,New build,"CZK 16,889",Personal,Brick building,C,,,,,,,"CZK 16,889

                                
                                
                
i",,,,Yes,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,113 m²,"CZK 5,500",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,54,722,20,64,99,38,187,"1,475",177,471,New build,"CZK 87,550",Personal,Brick building,A,,,,,,,,,,,,
716295,"CZK 13,990",50.10328972222,14.51910694444,"Poděbradská, Prague - Vysočany",Studio,27 m²,"CZK 2,399",Furnished,4,No,No,Yes,No,No,Yes,No,,61,"1,433",209,"1,415",762,219,"1,049","1,459","1,008",521,New build,"CZK 16,389",Personal,Brick building,C,,,,,,,"CZK 16,389

                                
                                
                
i",,,,Yes,
576044,"CZK 12,000",50.1251884,14.469121,"U Slovanky, Prague - Libeň",Studio,30 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,Yes,Yes,Yes,28. 08. 2020,222,574,308,376,177,386,513,672,740,181,New build,"CZK 25,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,Middle floor,,District heating,,,,,,Yes,
445647,"CZK 10,500",50.1440866,14.57714,"Bohdanečská, Prague - Vinoř",Studio,69 m²,"CZK 2,200",Partially furnished,1,No,Yes,No,No,No,No,No,,36,47,579,171,562,458,400,158,196,,,,Personal,Brick building,,,,,,,,,,,,,
556222,"CZK 26,000",50.1011508,14.4284798,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,78 m²,"CZK 6,800",Furnished,4,No,No,No,No,No,Yes,No,01. 08. 2022,175,265,141,239,116,220,226,195,584,,,"CZK 30,000",Personal,Brick building,,,Standard materials and solutions,Middle floor,Interior,Gas boiler,,,,,,,
