Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 9,000","CZK 4,000",725660,Studio,8/1/2022,31 m²,Partly,1,,249.96,789.33,283.31,759.9,323.32,767.73,770.16,958.6,386.88,121.21,Prague - Stodůlky,50.03929,14.33233,"CZK 13,000",C,Very good,Brick,,,,Cooperative,,10 to 30 years,,Standard,,,,,,,,
"CZK 12,000","CZK 2,500",453602,Studio,8/1/2022,32 m²,Fully furnished,1,,173.35,1062.56,330.89,507.37,82.3,427.44,522.65,245.54,605.07,299.79,"Na Veselí, Prague - Nusle",50.0550079,14.4399286,"CZK 29,000",B,Very good,Brick,1.0,,,Personal,1.0,,,,Complete,,,,,,,
"CZK 16,000","CZK 4,500",512665,2+kk,6/7/2022,56 m²,Partly,4,1.0,471.13,1427.58,1304.77,2546.6,250.01,607.05,634.02,1572.5,1738.66,222.86,Prague - Kunratice,50.020304,14.4668142,"CZK 41,000",C,Very good,Brick,,,Central,Personal,1.0,,1.0,,,,1.0,,,,,
"CZK 38,040","CZK 12,680",724143,2 bedroom,7/16/2022,70 m²,Fully furnished,5,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",544902,2+kk,7/25/2022,44 m²,Fully furnished,2,1.0,286.76,451.15,231.15,476.52,459.71,501.51,294.91,915.96,622.76,52.77,Prague - Modřany,50.006995,14.4216069,"CZK 25,000",,Very good,Prefab concrete,1.0,,,Personal,,,1.0,,,,,,,,,
"CZK 33,375","CZK 11,125",725729,3+kk,9/1/2022,88 m²,Fully furnished,2,,119.05,2342.79,342.47,1963.2,295.53,418.01,737.58,1682.86,894.29,390.71,"Weberova, Prague - Motol",50.073131,14.3495147,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",725728,2 bedroom,7/13/2022,84 m²,Partly,4,,234.84,513.34,136.66,279.75,104.0,253.12,192.21,263.0,260.73,236.6,Prague - Holešovice,50.09843,14.42826,"CZK 60,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,000",725727,2+kk,7/13/2022,58 m²,Partly,2,1.0,203.6,706.28,733.99,744.93,726.73,851.24,521.57,656.17,1027.14,493.16,Prague - Stodůlky,50.0609,14.30587,"CZK 35,000",B,New-build,Brick,,,Central,,1.0,,1.0,,,,,1.0,,,,
"CZK 19,000","CZK 7,000",717074,3+kk,7/17/2022,70 m²,Partly,4,1.0,308.56,1634.51,436.46,1306.85,349.52,524.17,348.51,340.78,1137.55,177.49,"Nedvězská, Prague - Strašnice",50.06891,14.50447,"CZK 40,000",G,Very good,Prefab concrete,,,Distance,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 48,000","CZK 16,000",717684,3+1,8/2/2022,72 m²,Fully furnished,5,1.0,273.55,299.9,80.57,586.7,68.95,312.33,103.27,252.88,792.89,567.68,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,,,,
"CZK 23,826","CZK 7,942",722729,2+kk,7/25/2022,35 m²,Fully furnished,4,,356.54,736.2,458.21,353.24,376.04,829.05,1040.15,326.58,1014.22,65.27,"Buštěhradská, Prague - Střešovice",50.0968441,14.3897247,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",633374,Small studio,8/15/2022,24 m²,Partly,1,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,"CZK 15,000",D,Very good,Prefab concrete,,,,Personal,,,,,,,,,,,,
"CZK 24,000",CZK 750,725713,3+1,7/13/2022,98 m²,Unfurnished,5,1.0,227.72,531.88,124.7,161.92,64.8,166.44,96.1,714.95,289.32,149.87,Prague - Dejvice,50.0983,14.4019,"CZK 48,000",D,Very good,Brick,1.0,,,,,,1.0,,,,,,,,,
"CZK 12,500","CZK 3,000",725711,1 bedroom,7/13/2022,32 m²,Fully furnished,1,,381.78,822.56,266.19,617.64,295.37,812.55,587.61,1105.18,221.57,428.15,Prague - Podolí,50.05272,14.42149,"CZK 12,500",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 18,075","CZK 6,025",725188,2 bedroom,8/20/2022,90 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 8,670","CZK 2,890",725712,6+kk,8/4/2022,270 m²,Fully furnished,1,,208.45,2004.6,229.88,1900.46,600.62,1532.55,1506.32,534.34,498.05,582.45,"Čistovická, Prague - Řepy",50.0748191,14.32352,,,,,,,,,,,1.0,,,1.0,,,,,,
"CZK 24,000","CZK 3,000",222383,2 bedroom,7/15/2022,104 m²,Partly,5,1.0,236.28,334.71,100.38,327.71,87.7,302.38,168.96,212.24,541.26,221.08,Prague - Vinohrady,50.0792487,14.4494301,"CZK 23,000",,Very good,Brick,1.0,1.0,Electric boiler,Personal,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 26,500","CZK 3,500",548160,2 bedroom,7/15/2022,110 m²,Fully furnished,4,1.0,407.62,349.96,257.83,429.22,140.85,425.87,231.71,489.78,761.34,258.0,Prague - Vinohrady,50.0806157,14.4526379,"CZK 30,000",,Very good,Brick,1.0,1.0,Gas boiler,Personal,,Up to 10 years,1.0,Luxurious,Complete,,,,,,,
"CZK 22,000","CZK 2,470",720439,2+kk,8/1/2022,49 m²,Unfurnished,1,,160.71,772.28,195.79,321.91,144.76,499.92,212.8,449.94,461.39,296.48,Prague - Vršovice,50.0703,14.44855,"CZK 48,940",E,Very good,Brick,1.0,,,,,,,,,1.0,,,,,,
"CZK 27,000","CZK 3,000",725703,3+1,8/1/2022,116 m²,Partly,4,1.0,140.18,290.68,110.45,222.33,54.43,9.28,206.26,186.41,648.17,294.03,Prague - Vinohrady,50.07551,14.45249,"CZK 27,000",G,Very good,Brick,1.0,,,,,,1.0,,,,,,,,,
"CZK 21,000","CZK 4,000",725699,2+kk,7/13/2022,45 m²,Fully furnished,5,1.0,209.29,462.61,88.67,261.45,6.72,268.29,400.23,359.34,176.46,316.91,Prague - Holešovice,50.1018,14.45286,"CZK 21,000",A,New-build,Brick,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,
"CZK 13,500","CZK 3,500",523199,Studio,7/12/2022,30 m²,Fully furnished,3,,307.29,725.08,202.37,437.93,213.34,357.22,376.86,547.87,375.55,281.1,Prague - Libeň,50.1080734,14.4754838,"CZK 25,000",,Very good,Brick,1.0,,,Personal,,Over 50 years,,Luxurious,Complete,,,,,,,
"CZK 14,000","CZK 1,500",725111,2+kk,8/5/2022,46 m²,Partly,1,,172.1,251.25,209.9,234.09,258.03,292.51,532.01,369.71,702.02,371.75,Prague - Smíchov,50.07038,14.37321,"CZK 14,000",D,Good,Brick,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",722787,1 bedroom,8/4/2022,52 m²,Fully furnished,3,1.0,194.81,408.3,97.23,765.36,41.67,716.59,415.49,296.07,511.26,224.74,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,,,,,,,,,,
"CZK 16,074","CZK 5,358",724236,Studio,8/2/2022,27 m²,Fully furnished,3,,356.54,735.0,453.42,353.01,373.67,572.85,1041.11,326.33,1013.94,65.27,"Buštěhradská, Prague - Střešovice",50.0968441,14.3897247,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 2,000",624515,3+1,8/1/2022,88 m²,Partly,2,1.0,101.25,578.76,152.23,280.72,20.28,411.29,440.56,449.28,523.54,353.81,"Křižíkova, Prague - Karlín",50.090315,14.440329,"CZK 40,000",D,Good,Brick,,,Gas boiler,Personal,,,,,Complete,,,,,,,
"CZK 15,900","CZK 3,200",470007,2 bedroom,7/18/2022,45 m²,Partly,3,,136.3,790.23,93.33,494.88,96.56,400.9,222.1,520.8,869.33,441.52,"Plzeňská, Prague - Smíchov",50.0725433,14.3945512,"CZK 20,000",E,,Brick,,,Electric boiler,Personal,,,,Standard,,,,,,,,
"CZK 12,000","CZK 3,500",611442,Studio,7/18/2022,30 m²,Partly,3,,197.99,635.5,221.15,1010.07,244.58,552.73,104.4,326.68,1096.38,476.47,"Pod Radnicí, Prague - Košíře",50.070443,14.382233,"CZK 20,000",B,Very good,Brick,,,Central,Personal,,,,,Interior,,,,,,,
"CZK 12,500","CZK 3,250",627424,1 bedroom,9/1/2022,38 m²,Unfurnished,2,1.0,205.42,932.16,89.38,390.08,40.56,370.1,299.68,513.51,325.95,74.31,"Drahobejlova, Prague - Libeň",50.105359,14.4883,"CZK 18,700",D,Good,Brick,1.0,,Gas boiler,Personal,,10 to 30 years,,Standard,,,,,,,,
"CZK 19,404","CZK 6,468",723356,Studio,8/5/2022,24 m²,Fully furnished,5,1.0,204.75,529.92,107.76,271.28,117.3,198.17,381.93,473.46,640.15,688.11,"Tyršova, Prague - Nové Město",50.073014,14.4308483,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 2,442",725685,2+kk,7/13/2022,66 m²,Fully furnished,6,,126.79,1011.24,41.62,469.16,119.64,449.18,251.92,434.74,278.19,103.86,Prague - Libeň,50.10565,14.4889,"CZK 46,000",C,Good,Other,,,,,,,,,,1.0,,,,,,
"CZK 29,000","CZK 12,000",725590,4+1,7/12/2022,136 m²,Partly,2,,166.28,190.82,202.06,2892.78,140.69,421.06,210.07,210.07,283.79,331.84,Prague - Kbely,50.13462,14.54703,"CZK 40,000",G,Very good,Other,,,,,,,,,Complete,,,,,,,
"CZK 10,000","CZK 2,000",725094,Studio,7/8/2022,26 m²,Fully furnished,2,,36.07,1066.76,124.23,918.46,44.41,1169.13,233.37,226.85,451.53,261.82,Prague - Vysočany,50.10016,14.48732,"CZK 10,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 7,000","CZK 1,500",667408,3+1,6/7/2021,18 m²,Partly,1,1.0,99.95,1329.92,53.75,724.8,237.6,158.34,502.95,282.52,805.27,501.25,"Zelená, Prague - Dejvice",50.10709,14.39007,"CZK 8,500",E,Good,Brick,1.0,,,Personal,1.0,,1.0,,,1.0,,,,,,
"CZK 30,000","CZK 5,000",720025,4+kk,5/26/2022,205 m²,Fully furnished,2,,143.78,617.35,175.98,620.9,426.86,797.39,579.82,342.54,703.85,218.67,Prague - Malešice,50.08557,14.50313,"CZK 50,000",G,Good,Brick,,1.0,,,1.0,,1.0,,,1.0,,,,,,
"CZK 18,000","CZK 1,000",617977,2 bedroom,9/1/2022,55 m²,Partly,4,,186.37,619.57,175.81,381.77,104.01,399.54,179.51,100.63,578.43,197.9,"Volavkova, Prague - Břevnov",50.085434,14.345057,"CZK 18,000",B,Very good,Prefab concrete,,,Distance,Cooperative,,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 18,900","CZK 5,439",725676,3+1,7/13/2022,83 m²,Fully furnished,5,1.0,428.44,162.83,314.22,1203.07,335.55,203.21,346.44,285.13,467.47,81.18,Prague - Stodůlky,50.03685,14.34212,"CZK 20,000",C,Good,Prefab concrete,1.0,1.0,Distance,,,,,,,,,,,,,
"CZK 27,900","CZK 9,300",725668,3+1,8/7/2022,77 m²,Fully furnished,3,,217.58,668.84,575.6,2899.17,191.48,619.18,158.56,1906.53,1598.73,99.72,"Dědinská, Prague - Ruzyně",50.0910977,14.3024601,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,000",641473,2+kk,9/1/2022,44 m²,Fully furnished,1,1.0,58.64,232.21,128.61,524.14,57.31,571.77,168.73,519.82,339.9,331.64,"Šeříková, Prague - Malá Strana",50.081416,14.406251,"CZK 22,000",G,Very good,Brick,1.0,,Gas boiler,Personal,,,,,,,,,,,,
"CZK 10,000","CZK 2,500",725662,4+kk,7/13/2022,100 m²,Fully furnished,4,1.0,160.73,1122.03,599.74,1468.66,237.3,1031.33,749.65,974.29,653.66,297.64,Prague - Chodov,50.04021,14.49933,"CZK 10,000",G,New-build,Prefab concrete,1.0,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 21,000","CZK 5,000",374117,3+kk,7/11/2022,87 m²,Fully furnished,4,1.0,117.05,823.22,11.69,1957.28,76.44,777.06,480.62,1026.53,837.49,415.25,"Pelušková, Prague - Kyje",50.108922776213,14.557565977246,"CZK 21,000",,,Prefab concrete,,,,Personal,,Up to 10 years,1.0,Standard,,,1.0,,,,,
"CZK 26,500","CZK 3,000",723884,3+kk,6/30/2022,68 m²,Fully furnished,2,1.0,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,"CZK 50,000",B,New-build,Brick,1.0,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 15,000","CZK 3,500",556736,2+kk,7/14/2022,46 m²,Unfurnished,4,1.0,179.93,579.1,184.03,542.39,137.15,302.13,74.49,521.62,624.84,438.88,"Legerova, Prague - Nové Město",50.0705328,14.4306153,"CZK 15,000",,Very good,Brick,,,,Personal,,,,Standard,,,,,,,,
"CZK 33,713","CZK 11,237",725654,2 bedroom,7/31/2022,52 m²,Fully furnished,2,1.0,287.68,346.93,109.02,355.1,39.49,367.95,202.54,270.49,573.92,246.76,"Ondříčkova, Prague - Žižkov",50.0796687,14.4498244,,,,,,,,,,,,,,,,,,,,
"CZK 15,900",CZK 133,725651,Studio,8/9/2022,27 m²,Fully furnished,12,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,"CZK 31,800",A,Very good,Other,1.0,,,,1.0,,,,,,,1.0,,,,
"CZK 11,000","CZK 1,000",725207,Small studio,9/1/2022,26 m²,Unfurnished,4,1.0,75.55,616.99,107.9,44.65,87.64,198.35,291.0,364.57,310.03,371.84,Prague - Žižkov,50.08835,14.46802,"CZK 24,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",725437,Small studio,8/1/2022,37 m²,Fully furnished,1,1.0,160.12,1211.08,874.77,1059.67,532.16,998.72,786.91,1128.48,670.21,41.85,Prague - Řeporyje,50.03857,14.32246,"CZK 30,000",C,New-build,Low-energy,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,
"CZK 14,500","CZK 1,700",644343,2+kk,8/1/2022,53 m²,Partly,2,,354.86,1203.0,310.31,1279.99,328.24,423.54,199.87,663.16,161.44,80.67,"Krejčího, Prague - Libeň",50.113661,14.466423,"CZK 25,000",F,Very good,Brick,1.0,,,Cooperative,,,1.0,,,,,,,,,
"CZK 34,500","CZK 11,500",721077,2+kk,8/3/2022,45 m²,Fully furnished,6,1.0,149.44,274.13,59.7,440.76,20.27,421.03,58.77,552.06,690.27,456.83,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 800,725309,2+kk,7/10/2022,70 m²,Partly,-1,,332.97,629.04,99.32,585.25,132.21,548.83,513.06,355.21,508.48,84.45,Prague - Vinohrady,50.07061,14.44506,"CZK 16,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",718920,2+kk,8/4/2022,60 m²,Fully furnished,3,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,1.0,,,1.0,,,,,,
"CZK 33,750","CZK 11,250",719175,2 bedroom,7/17/2022,50 m²,Fully furnished,-1,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 57,000","CZK 19,000",724522,3+1,9/1/2022,130 m²,Fully furnished,3,,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,,,,,,1.0,,,,,
"CZK 33,750","CZK 11,250",724600,2+kk,9/2/2022,56 m²,Fully furnished,4,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,,,,,,,,,,,
"CZK 15,750","CZK 5,250",724740,1 bedroom,9/3/2022,30 m²,Fully furnished,3,,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,,,,,,,,,,,
"CZK 24,863","CZK 8,287",725228,2+kk,9/8/2022,40 m²,Fully furnished,1,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",725615,3+1,7/12/2022,75 m²,Partly,2,,232.12,5.18,458.98,3278.39,848.82,3283.8,403.44,84.36,757.46,514.95,Prague - Kolovraty,50.01347,14.62818,"CZK 35,000",G,Very good,Brick,,1.0,,,1.0,,,,,,,,,,,
"CZK 35,000","CZK 7,000",597573,3+kk,3/4/2020,110 m²,Fully furnished,3,1.0,255.01,599.24,251.55,991.02,179.85,671.74,495.94,630.62,589.0,146.9,"U Nikolajky, Prague - Smíchov",50.066055,14.393442,"CZK 70,000",B,Very good,Other,1.0,,Central,Personal,1.0,,1.0,Luxurious,,,1.0,,,,,
"CZK 14,900","CZK 3,000",484706,Studio,8/1/2022,34 m²,Fully furnished,3,1.0,133.81,931.84,212.89,914.8,204.63,473.01,609.13,415.29,782.48,511.54,"Na Neklance, Prague - Smíchov",50.060573,14.3988692,"CZK 20,000",,Very good,Brick,1.0,,Central,Personal,,10 to 30 years,1.0,,,,,,,,,
"CZK 21,000","CZK 2,500",634258,2 bedroom,7/7/2022,59 m²,Unfurnished,1,1.0,48.27,404.93,137.69,285.69,35.2,378.92,83.4,118.81,459.69,297.0,"Petrské Náměstí, Prague - Nové Město",50.091699,14.431651,"CZK 21,000",G,Very good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 14,850","CZK 3,000",725049,Studio,7/7/2022,27 m²,Unfurnished,3,1.0,549.23,662.36,441.09,761.17,468.73,740.0,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,"CZK 29,700",B,New-build,Brick,1.0,,,Personal,1.0,,,,,1.0,,1.0,,,,
"CZK 35,000","CZK 6,000",713112,3+kk,4/18/2022,110 m²,Fully furnished,6,1.0,252.76,1920.14,1411.93,1912.8,1276.75,1370.42,489.11,1567.99,1490.61,183.09,"U Zátiší, Prague - Hodkovičky",50.02094,14.41331,"CZK 60,000",A,Very good,Brick,,,,Personal,,,,,,1.0,1.0,,,,,
"CZK 15,000","CZK 3,000",492414,Studio,10/1/2021,33 m²,Fully furnished,1,1.0,118.63,378.73,450.16,1226.31,312.48,1061.25,741.78,782.69,1006.02,394.17,Prague - Hlubočepy,50.0313721,14.3622288,"CZK 15,000",B,New-build,Low-energy,,,Distance,Personal,1.0,Up to 10 years,,Standard,,1.0,1.0,,,,,
"CZK 25,380","CZK 8,460",723857,2 bedroom,8/12/2022,35 m²,Fully furnished,5,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 8,000",725610,3+1,7/12/2022,98 m²,Fully furnished,3,,76.73,221.17,161.29,371.76,108.95,123.08,305.59,502.06,660.41,175.74,Prague - Smíchov,50.06817,14.40018,"CZK 45,000",G,Very good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 4,200",725608,2+kk,7/12/2022,43 m²,Fully furnished,8,1.0,328.12,739.27,195.06,805.46,159.43,791.04,175.31,209.92,465.91,327.95,Prague - Michle,50.04707,14.46314,"CZK 14,000",G,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",706465,2+kk,7/12/2022,56 m²,Unfurnished,4,1.0,600.15,938.21,1258.49,1517.16,202.13,1054.39,1343.63,1171.63,324.3,162.26,"Hlučkova, Prague - Letňany",50.14234,14.52168,"CZK 36,000",B,New-build,Brick,,,Other,Personal,,,1.0,,,,,1.0,,,,
"CZK 29,700","CZK 9,900",724815,Studio,8/28/2022,60 m²,Fully furnished,7,1.0,204.58,531.92,237.32,185.78,101.59,263.53,168.9,377.42,303.47,580.99,"Mánesova, Prague - Vinohrady",50.0778888,14.4403889,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 1,500",445268,Studio,6/15/2020,25 m²,Fully furnished,2,1.0,199.16,1772.66,1264.45,1765.32,1203.62,1323.12,540.96,1520.69,1417.47,109.95,"Pod Lysinami, Prague - Hodkovičky",50.0222594,14.4146541,"CZK 12,900",B,New-build,Other,,,Distance,Personal,,Up to 10 years,,Luxurious,Complete,,,1.0,,,,
"CZK 14,000","CZK 4,500",725597,2+kk,8/1/2022,43 m²,Fully furnished,3,1.0,152.02,701.89,468.65,437.58,240.46,448.81,403.1,410.12,1117.13,378.62,Prague - Prosek,50.11884,14.49549,"CZK 18,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",725599,3+kk,7/12/2022,70 m²,Partly,2,1.0,186.77,1641.07,196.74,1313.4,168.75,198.81,624.89,235.7,844.96,32.07,Prague - Strašnice,50.06901,14.51091,"CZK 35,000",G,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 18,900","CZK 3,000",725594,2+kk,8/1/2022,64 m²,Partly,2,1.0,312.75,709.44,672.23,713.76,959.04,780.68,694.7,305.37,654.72,252.49,Prague - Háje,50.032,14.53934,"CZK 37,800",C,New-build,Other,1.0,,,,,,,,,,,1.0,,,,
"CZK 11,500","CZK 2,000",725596,Studio,7/12/2022,29 m²,Partly,1,,222.83,1516.23,439.97,1357.86,35.47,806.42,657.08,655.13,756.49,470.8,Prague - Libeň,50.11569,14.47244,"CZK 11,500",D,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 2,000",725593,2+kk,7/18/2022,56 m²,Partly,2,,249.75,207.6,184.22,275.89,122.97,297.68,80.66,939.83,165.92,490.29,Prague - Nové Město,50.08354,14.43059,"CZK 49,800",G,Very good,Brick,,,,,,Over 50 years,,,Complete,,,,,,,
"CZK 18,500",CZK 500,725484,2 bedroom,8/1/2022,75 m²,Partly,3,1.0,154.43,493.89,83.08,189.3,69.93,271.3,597.66,594.35,290.57,363.14,Prague - Holešovice,50.10428,14.45279,"CZK 20,000",G,Very good,Brick,1.0,,,,,,,,Complete,,,,,,,
"CZK 22,000","CZK 3,000",311816,2 bedroom,7/12/2022,46 m²,Fully furnished,3,1.0,140.52,931.28,212.86,415.83,141.84,828.45,460.55,460.02,899.19,361.44,"ulice Kloboučnická, Prague - Nusle",50.0613501,14.4500792,"CZK 22,000",,Very good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 17,900","CZK 2,000",632623,Studio,7/12/2022,30 m²,Fully furnished,6,1.0,139.85,930.61,212.2,415.16,141.18,827.78,459.88,459.35,898.53,360.77,"Kloboučnická, Prague - Nusle",50.061349,14.45007,"CZK 17,900",G,Very good,Brick,,,,Personal,,,,Standard,Complete,1.0,,,,,,
"CZK 9,600","CZK 1,475",725488,Small studio,8/1/2022,35 m²,Partly,7,,122.24,580.14,325.51,1126.71,315.69,270.49,588.5,422.78,1085.2,24.77,Prague - Kamýk,50.01808,14.44601,"CZK 10,000",G,Good,Prefab concrete,,1.0,Central,,,,,Standard,,,,,,,,
"CZK 16,000","CZK 6,500",499382,2+kk,7/18/2022,47 m²,Partly,6,1.0,172.0,190.15,24.39,151.37,65.65,146.66,330.67,505.93,147.29,479.54,"Kamenická, Prague - Holešovice",50.1004858,14.4268931,"CZK 18,500",,Very good,Brick,,,Electric boiler,Personal,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 16,125","CZK 5,375",725589,3+1,7/18/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",725587,Studio,8/15/2022,33 m²,Partly,,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,"CZK 18,000",G,Very good,Brick,,,,,,,,,,1.0,,,,,,
"CZK 21,000","CZK 4,500",473444,2+kk,9/1/2022,48 m²,Fully furnished,17,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,"CZK 42,000",B,,Brick,,,,Personal,,Up to 10 years,1.0,,,,1.0,,,,,
"CZK 11,000","CZK 2,000",531676,Small studio,7/12/2022,24 m²,Fully furnished,9,,287.4,552.12,45.19,594.8,598.29,570.2,327.15,187.02,581.53,164.54,"Hostýnská, Prague - Malešice",50.0823042,14.4937458,"CZK 11,000",,,Prefab concrete,,,,Cooperative,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",723520,1 bedroom,7/16/2022,30 m²,Fully furnished,3,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 20,000",717693,2+kk,8/14/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 2,800",725572,2+kk,8/1/2022,58 m²,Fully furnished,2,,337.03,1072.93,226.01,998.03,650.5,486.61,572.49,449.08,1170.05,93.25,Prague - Střížkov,50.13037,14.49293,"CZK 25,000",C,New-build,Other,,,,,,,1.0,,,,,,,,,
"CZK 16,262",CZK 738,603337,2+kk,10/1/2022,42 m²,,4,,132.31,82.89,106.99,210.19,42.31,428.15,244.27,431.07,272.39,265.09,"Černokostelecká, Prague - Strašnice",50.076502,14.491788,"CZK 34,000",E,Good,Brick,,,,Personal,,,,,Interior,,,,,,,
"CZK 19,900","CZK 4,500",725563,3+1,7/12/2022,75 m²,Partly,3,1.0,138.8,997.25,474.06,1016.91,473.0,1038.49,211.74,267.65,744.9,26.06,Prague - Michle,50.04592,14.46583,"CZK 35,000",C,Very good,Prefab concrete,1.0,1.0,,,,,1.0,,,,,,,,,
"CZK 6,000","CZK 3,000",413102,Studio,5/12/2021,24 m²,Fully furnished,2,,253.56,1033.66,372.0,990.89,263.04,417.24,805.51,823.05,313.14,77.75,Prague - Malešice,50.0842092,14.5135598,"CZK 6,000",,,Prefab concrete,,,,Personal,,,1.0,,,,,,,,,
"CZK 16,900","CZK 3,100",617632,2+kk,6/25/2022,44 m²,Partly,2,1.0,339.5,258.78,154.1,328.9,36.49,237.37,731.05,965.96,1127.37,353.92,"Olštýnská, Prague - Troja",50.127794,14.42029,"CZK 40,000",B,Very good,Prefab concrete,,,Distance,Personal,,Up to 10 years,1.0,Standard,Interior,,,,,,,
