Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Reconstruction,Heating,Parking,Balcony,Terrace,New-build,Enclosed balcony,Designe,Garage,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 12,500","CZK 5,500","CZK 36,000",337513,2+kk,7/1/2022,1,Prefab concrete,,40 m²,Fully furnished,Very good,Personal,,,,228.84,852.5,135.82,1493.77,395.02,899.59,499.03,1127.2,241.58,107.95,"Štúrova, Prague - Lhotka",50.0253603,14.4514434,,Complete,Distance,,,,,,,,,,
"CZK 26,900","CZK 4,000","CZK 60,000",324528,3+kk,8/1/2022,2,Other,,76 m²,Fully furnished,,Personal,C,1.0,,,,,,,,,,,,"Zakšínská, Prague - Střížkov",50.1310861,14.4941387,Up to 10 years,,Electric boiler,,1.0,,1.0,1.0,Standard,1.0,,,
"CZK 20,300","CZK 3,000","CZK 50,000",690121,3+1,7/20/2022,1,Prefab concrete,,76 m²,Partly,Good,Personal,G,,,533.56,1433.83,494.75,1509.19,504.83,1498.72,84.61,192.74,792.93,118.56,"Urbánkova, Prague - Modřany",50.00206,14.43246,,Interior,Central,1.0,,,,1.0,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",724488,2 bedroom,7/2/2022,4,Brick,,50 m²,Fully furnished,Wrong,,G,,,108.27,732.16,259.51,569.38,182.54,480.93,545.87,580.84,976.25,255.65,Prague - Strašnice,50.0776,14.50304,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",724486,3+kk,7/2/2022,5,Prefab concrete,,66 m²,Fully furnished,Very good,,G,,1.0,309.03,931.93,419.23,2591.51,650.09,1438.97,349.52,1707.87,845.82,252.27,Prague - Kamýk,50.00735,14.45384,,Complete,Central,,,,,1.0,Standard,,,,
"CZK 25,000","CZK 1,600","CZK 48,000",652210,4+kk,7/4/2022,1,Brick,,104 m²,Unfurnished,Very good,Personal,D,,1.0,339.67,681.0,88.32,387.89,38.18,463.73,389.47,371.96,490.62,70.52,"Puškinovo Náměstí, Prague - Bubeneč",50.102945,14.401963,,Complete,Gas boiler,,,,,,,,,,
"CZK 14,400","CZK 3,000","CZK 28,800",724468,2+kk,7/18/2022,4,Brick,,42 m²,Fully furnished,Very good,,G,1.0,1.0,334.55,965.65,174.62,684.3,197.82,433.6,391.64,161.5,126.26,45.75,Prague - Libeň,50.10832,14.49069,,,,,,,,,,,,,
"CZK 18,000","CZK 5,500","CZK 23,500",602552,2 bedroom,8/1/2022,2,Brick,,40 m²,Fully furnished,Very good,Personal,G,,,236.6,194.46,171.08,262.74,136.12,284.54,67.52,952.98,179.07,477.14,"Růžová, Prague - Nové Město",50.0836,14.430418,Over 50 years,Complete,Other,,,,,,Standard,,,,
"CZK 7,650","CZK 2,000",CZK 0,724464,Small studio,7/2/2022,2,Brick,,21 m²,Partly,Good,,G,,1.0,213.87,403.45,469.89,1568.62,184.86,1216.34,469.76,365.09,368.14,276.51,Prague - Střešovice,50.08935,14.38393,,,,1.0,,,,,,,,,
"CZK 12,500","CZK 5,000","CZK 24,000",724462,2+kk,7/2/2022,12,Prefab concrete,,40 m²,Fully furnished,Very good,,G,,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,,,,1.0,,,,,,1.0,,,
"CZK 28,500","CZK 4,000","CZK 28,500",724459,2 bedroom,7/2/2022,1,Brick,,67 m²,Fully furnished,Very good,,G,,,150.85,444.96,280.68,350.29,94.62,286.23,25.39,16.18,419.87,700.95,Prague - Vinohrady,50.07959,14.43616,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 30,000",538709,3+1,7/1/2022,6,Prefab concrete,,70 m²,Fully furnished,Good,Personal,,1.0,1.0,235.84,281.78,44.66,1913.85,250.82,407.91,401.69,341.03,681.14,330.11,"U Dvojdomů, Prague - Hostivař",50.050969,14.5419828,,,,,1.0,,,1.0,,,,,
"CZK 6,000","CZK 2,800","CZK 8,800",399727,2 bedroom,7/2/2022,1,Brick,,57 m²,Fully furnished,,Personal,,1.0,,114.31,60.85,136.83,184.68,121.58,133.1,177.88,527.86,154.18,386.09,"Slavníkova, Prague - Břevnov",50.0844859,14.3650719,Over 50 years,,Gas boiler,,,,,,,,,,
"CZK 18,500","CZK 5,116","CZK 18,500",724451,2+kk,8/1/2022,1,Brick,,42 m²,Fully furnished,Very good,,G,,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,Up to 10 years,,,,,,,,Standard,,,,
"CZK 23,000","CZK 3,944","CZK 25,000",659097,2+kk,9/1/2022,1,Brick,,58 m²,Fully furnished,New-build,Personal,B,,1.0,480.56,1973.94,169.45,1648.48,1294.97,766.39,1094.91,1383.24,1086.76,157.32,"Pod Harfou, Prague - Vysočany",50.10422,14.5085,,,,1.0,1.0,,,,,1.0,,,
"CZK 24,000",CZK 600,"CZK 24,000",663624,2 bedroom,7/1/2022,5,Brick,,72 m²,Partly,Very good,Personal,D,1.0,,117.45,214.72,82.71,72.96,71.35,28.69,497.42,424.84,542.02,127.98,"Jičínská, Prague - Vinohrady",50.0774,14.4609,,,,,,,,,Standard,,,,
"CZK 19,000","CZK 5,100","CZK 30,000",512972,3+1,7/4/2022,8,Prefab concrete,,71 m²,Fully furnished,Very good,Cooperative,B,,1.0,383.07,597.84,68.08,727.67,390.7,640.79,251.07,156.04,1495.24,154.97,Prague - Kobylisy,50.1304976,14.4755318,,Complete,,1.0,1.0,,,1.0,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",723591,Studio,7/9/2022,5,Brick,,34 m²,Fully furnished,Very good,,C,,1.0,256.52,443.42,142.51,340.32,120.47,267.21,416.68,386.95,691.92,739.88,Prague - Nové Město,50.07291,14.43148,,,,,,,,,,,,,
"CZK 16,500","CZK 3,500","CZK 33,000",256301,2+kk,7/2/2022,2,Brick,,54 m²,Partly,Very good,Personal,,,,349.81,1035.2,141.67,586.71,277.22,604.28,422.01,284.88,313.49,273.6,"Hořanská, Prague - Žižkov",50.0905093,14.4796408,,Complete,Central,,,,,,,,,,
"CZK 12,500","CZK 2,500","CZK 15,000",547854,Small studio,9/1/2022,2,Prefab concrete,,36 m²,Partly,Very good,Cooperative,,1.0,1.0,283.15,1316.89,209.18,1364.92,389.46,484.64,244.54,718.15,1091.35,142.26,"Černého, Prague - Střížkov",50.1305732,14.4858855,10 to 30 years,Interior,Distance,1.0,,,,1.0,,,,,
"CZK 15,000","CZK 1,000","CZK 15,000",724420,1 bedroom,7/1/2022,4,Brick,,45 m²,Fully furnished,Good,,G,1.0,1.0,64.45,381.46,152.72,386.63,117.12,356.86,113.1,118.29,646.57,676.32,Prague - Vinohrady,50.07515,14.43964,,,Gas boiler,,,,,,Standard,,,,
"CZK 13,000","CZK 2,979","CZK 16,000",724411,Studio,7/1/2022,1,Brick,,25 m²,Fully furnished,New-build,,C,1.0,1.0,549.23,662.36,441.09,761.17,468.73,740.0,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,,,,,,1.0,,,,,,,
"CZK 13,000","CZK 2,000","CZK 26,000",410897,2 bedroom,8/1/2022,1,Brick,,75 m²,Partly,,Personal,,,,196.88,485.2,235.18,466.75,249.05,412.04,535.68,412.05,423.94,257.76,"Konzumní, Prague - Hloubětín",50.1060851,14.5328716,,,,,,,,,,,,,
"CZK 8,690","CZK 3,000",CZK 0,717177,Studio,6/1/2022,2,Brick,,28 m²,Partly,Very good,Personal,G,1.0,,482.04,774.37,651.57,2085.85,515.76,750.21,791.76,1553.63,1343.79,826.85,"Pasteurova, Prague - Krč",50.01784,14.46071,,,,,,,,,,,,,
"CZK 11,950","CZK 1,600",CZK 0,347548,Small studio,4/30/2022,1,Brick,,30 m²,Fully furnished,,Personal,B,,1.0,304.76,566.1,249.71,527.86,109.08,555.09,518.41,213.65,522.33,256.61,"Kotlaska, Prague - Libeň",50.1065516,14.4791928,,,,1.0,,,1.0,,,,,,
"CZK 24,900","CZK 4,000","CZK 40,000",577288,2+kk,7/6/2022,6,Brick,,60 m²,Fully furnished,Very good,Personal,C,1.0,1.0,184.01,142.82,5.8,325.89,135.94,425.24,130.98,356.18,84.86,98.76,"Drahobejlova, Prague - Libeň",50.1060756,14.4904958,,,Gas boiler,1.0,1.0,,,,,,,,
"CZK 14,000","CZK 3,000","CZK 20,000",724385,2+kk,7/1/2022,,Prefab concrete,,38 m²,Unfurnished,Very good,,G,1.0,,174.9,343.4,177.66,273.28,252.99,339.93,480.33,646.33,1462.13,199.64,Prague - Bohnice,50.12906,14.41612,,,,,,,,,,,,,
"CZK 18,800","CZK 4,500","CZK 30,000",332969,3+kk,9/15/2022,3,Brick,,62 m²,Partly,New-build,,B,,1.0,461.71,507.64,380.53,2194.14,476.69,610.55,927.81,336.9,503.38,150.08,"Kytínská, Prague - Hostivař",50.0530514,14.5446761,Up to 10 years,,Distance,1.0,1.0,,1.0,,Luxurious,1.0,,,
"CZK 15,000","CZK 3,400","CZK 25,000",724389,2+kk,7/1/2022,6,Prefab concrete,,41 m²,Unfurnished,Very good,,G,,1.0,102.75,496.26,255.84,493.57,215.16,312.99,606.32,145.02,802.82,77.54,Prague - Hlubočepy,50.03164,14.37233,,,,1.0,,,,,,1.0,,,
"CZK 18,500","CZK 3,600","CZK 37,000",235804,3+1,8/1/2022,7,Prefab concrete,,78 m²,Partly,Very good,Personal,C,,1.0,298.21,1339.23,117.22,1728.47,549.85,491.05,172.37,805.9,1773.32,59.38,"Zdiměřická, Prague - Chodov",50.0229294,14.5126768,30 - 50 years,Complete,,,,,,1.0,Standard,,,,
"CZK 12,500",CZK 0,"CZK 15,000",724377,2+kk,7/11/2022,1,Prefab concrete,,42 m²,Partly,Very good,,G,1.0,1.0,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 40,000",280444,1 bedroom,7/17/2022,3,Brick,,34 m²,Partly,,Cooperative,,,,225.17,650.59,178.6,124.5,56.63,328.41,619.13,614.09,559.55,273.86,"Roháčova, Prague - Žižkov",50.0889635833,14.4647992849,,Complete,,,1.0,,,,,,,,
"CZK 22,500","CZK 3,872","CZK 45,000",724375,2+kk,7/1/2022,4,Low-energy,,60 m²,Partly,New-build,,B,1.0,1.0,106.03,481.75,390.44,175.11,299.15,480.32,163.74,458.39,261.53,280.66,Prague - Vršovice,50.06896,14.46471,,,,,1.0,,1.0,,,,,,
"CZK 30,000","CZK 7,000","CZK 70,000",720483,4+kk,5/30/2022,4,Brick,,100 m²,Partly,New-build,,G,1.0,1.0,482.95,2156.35,1774.98,2150.51,563.85,2018.82,1466.63,2024.54,689.82,1388.76,Prague - Hodkovičky,50.01916,14.40095,,,,1.0,1.0,,1.0,1.0,,1.0,,,
"CZK 8,250","CZK 3,738","CZK 11,988",724369,Small studio,7/1/2022,6,Prefab concrete,,20 m²,Partly,Very good,,G,,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,,,,,,,,,,,,,
"CZK 11,000","CZK 3,900","CZK 22,000",318965,Studio,7/1/2022,,Brick,,36 m²,Fully furnished,,Personal,,,1.0,223.44,981.59,819.73,1191.69,381.55,450.66,479.89,1171.21,401.21,333.32,"Radouňova, Prague - Řeporyje",50.037946,14.3129709,,,Central,,,1.0,,,,,,,
"CZK 39,000","CZK 6,000","CZK 50,000",360662,3+1,9/1/2022,2,Brick,,132 m²,Partly,Very good,Personal,G,1.0,,233.39,1012.59,639.48,1120.68,597.19,1099.32,837.76,1205.03,563.58,207.62,"Fráni Šrámka, Prague - Smíchov",50.0694751,14.3887278,Over 50 years,Complete,Gas boiler,,1.0,,,,,1.0,,,
"CZK 14,800","CZK 3,200","CZK 14,800",535200,1 bedroom,8/1/2022,3,Brick,,52 m²,Fully furnished,Very good,Personal,A,1.0,,59.26,163.57,125.6,2367.17,119.48,310.61,307.09,185.78,1294.9,325.42,Prague - Braník,50.0355664,14.4120967,Up to 10 years,Complete,Gas boiler,,1.0,1.0,,1.0,Luxurious,,,,
"CZK 8,800","CZK 1,700","CZK 10,500",718486,Studio,5/13/2022,,Brick,,30 m²,Partly,Very good,Personal,G,1.0,1.0,25.48,1119.67,621.63,1479.3,485.88,1109.32,935.78,776.48,1149.97,323.58,"U Háje, Prague - Braník",50.04094,14.42202,,,,1.0,1.0,,1.0,1.0,,1.0,,,
"CZK 13,500","CZK 1,395","CZK 29,790",698447,Studio,8/15/2022,5,Brick,,45 m²,Unfurnished,Very good,Personal,C,1.0,1.0,185.78,340.6,66.76,22.91,21.38,246.81,153.49,643.7,382.12,114.7,"Dejvická, Prague - Dejvice",50.09815,14.39999,,Complete,,,,,,,,,,,
"CZK 19,000","CZK 2,500","CZK 21,500",724331,2+kk,7/1/2022,5,Other,,52 m²,Unfurnished,New-build,Personal,C,,1.0,136.05,1483.82,345.64,1465.37,811.27,355.02,1072.87,1504.86,1033.31,515.62,Prague - Hloubětín,50.10264,14.52004,Up to 10 years,,Central,1.0,1.0,,1.0,,,1.0,,,
"CZK 17,800","CZK 2,800","CZK 22,000",622342,2+kk,9/1/2022,1,Brick,,49 m²,,Very good,Personal,B,,,221.69,310.92,154.97,323.61,160.75,178.87,409.62,660.6,146.18,337.47,"Osadní, Prague - Holešovice",50.106094,14.446594,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 2,500","CZK 29,000",111504,Studio,7/1/2022,1,Brick,,26 m²,Fully furnished,Very good,Personal,,,,240.97,846.78,236.22,403.09,99.86,402.2,312.86,405.03,416.48,251.58,"Rybalkova, Prague - Vršovice",50.0700662,14.4478064,Up to 10 years,Complete,Central,1.0,,,,,Standard,,,,
"CZK 22,000","CZK 6,000","CZK 30,000",60964,4+kk,7/1/2022,2,Brick,,92 m²,Partly,Very good,Personal,B,,,321.19,1066.64,359.29,967.68,553.67,693.89,731.92,362.54,227.13,418.41,"Nad kapličkou , Prague - Strašnice",50.0849864223,14.4896364212,,,Central,1.0,,1.0,,1.0,,,,,
"CZK 16,490",CZK 0,"CZK 16,490",724286,3+kk,8/1/2022,1,Brick,,63 m²,Partly,Very good,,G,,,371.33,379.58,241.53,312.02,381.19,461.46,257.12,338.52,402.14,329.82,Prague - Nusle,50.0636,14.4359,,,,,,,,,,,,,
"CZK 21,900","CZK 4,500","CZK 52,000",387768,2 bedroom,7/1/2022,5,Brick,,64 m²,Partly,,Personal,,,1.0,224.07,495.37,262.51,429.38,146.72,229.44,300.68,300.68,552.1,807.07,"Španělská, Prague - Vinohrady",50.0797241,14.4347705,,Interior,,,,,,,,,,,
"CZK 6,000","CZK 3,000","CZK 9,000",661029,Small studio,5/3/2021,3,Other,,20 m²,Fully furnished,Very good,,D,,1.0,137.0,232.53,164.22,167.0,281.89,551.5,244.56,363.41,312.88,352.34,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,,,Distance,,,,,,Standard,,,,
"CZK 16,000","CZK 3,900","CZK 30,000",633986,2+kk,7/1/2022,3,Brick,,43 m²,Fully furnished,Very good,Cooperative,G,,1.0,248.73,517.92,177.98,409.83,52.97,388.62,89.35,255.17,74.96,226.55,"Šrobárova, Prague - Vinohrady",50.076081,14.468274,,Complete,,,,,,,,,,,
"CZK 28,000","CZK 6,000","CZK 28,000",723716,5+kk,8/1/2022,3,Prefab concrete,,91 m²,Partly,Good,Personal,G,,,129.54,648.79,352.88,745.82,235.17,809.06,356.07,206.09,457.89,99.15,Prague - Horní Měcholupy,50.0465,14.55732,Up to 10 years,Complete,Central,1.0,1.0,,,,Standard,,,,
"CZK 17,500","CZK 6,000","CZK 23,500",723652,2+kk,7/1/2022,2,Brick,,58 m²,Partly,New-build,,B,1.0,1.0,262.65,484.16,230.56,802.92,722.65,428.82,704.38,573.08,1007.93,286.91,Prague - Stodůlky,50.04304,14.31343,Up to 10 years,,Central,1.0,1.0,,1.0,,,1.0,,,
"CZK 29,990",CZK 0,"CZK 60,000",722477,2+kk,7/1/2022,3,Brick,,88 m²,Fully furnished,Very good,Personal,G,1.0,,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,Over 50 years,Complete,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 30,000",724322,3+1,7/11/2022,4,Brick,,70 m²,Partly,Good,,G,,,256.66,453.58,479.75,588.16,273.23,457.92,664.75,331.05,388.95,210.56,Prague - Žižkov,50.0897,14.49225,,,Central,,1.0,,,,Standard,,,,
"CZK 12,000","CZK 4,000",CZK 0,324151,2+kk,7/1/2022,1,Brick,,60 m²,Partly,Good,Personal,,1.0,1.0,131.1,442.06,136.66,411.8,159.98,412.87,371.47,538.97,433.97,83.85,"Žerotínova, Prague - Žižkov",50.087643,14.4615366,,Complete,,,,,,,Standard,,,,
"CZK 16,000","CZK 3,000","CZK 25,000",723980,2+kk,7/15/2022,7,Prefab concrete,,43 m²,Fully furnished,Very good,Personal,C,1.0,1.0,168.59,428.29,108.17,456.95,333.58,449.12,114.22,408.21,717.75,58.73,Prague - Stodůlky,50.044,14.33541,,Complete,Central,,,,,,,,,,
"CZK 18,490","CZK 3,000","CZK 21,490",724297,2+kk,7/7/2022,2,Brick,"CZK 21,490",55 m²,Unfurnished,New-build,Personal,B,1.0,1.0,535.47,1173.85,367.14,2320.45,365.19,2017.1,796.02,1321.0,1875.6,74.55,"U Traktorky, Prague - Dolní Chabry",50.14025527777,14.4461775,,,,,1.0,,1.0,,,,,,
"CZK 27,000","CZK 7,500","CZK 27,000",682305,3+1,8/1/2022,1,Brick,,70 m²,Partly,Very good,Personal,G,,1.0,160.83,760.81,114.54,503.84,60.83,7.1,68.23,347.03,349.91,272.92,"Bělohorská, Prague - Břevnov",50.08447,14.37427,,Interior,Central,,,,,,Standard,,,,
"CZK 26,000","CZK 4,000","CZK 26,000",724269,4+kk,6/30/2022,2,Brick,,120 m²,Partly,Very good,,G,,,152.79,844.08,128.63,473.17,374.92,922.92,1006.59,832.55,845.52,76.02,Prague - Suchdol,50.13461,14.372,,,,,,,,,,,,,
"CZK 24,990","CZK 3,750","CZK 25,000",524951,3+kk,9/1/2022,2,Brick,,86 m²,Unfurnished,,Cooperative,,1.0,1.0,51.35,155.71,43.29,357.14,21.38,54.78,367.59,376.3,535.3,134.38,Prague - Karlín,50.093109859373,14.446467183666,,,,,,,,,,,,,
"CZK 18,000","CZK 2,500","CZK 40,000",721706,Studio,7/13/2022,3,Brick,,32 m²,Fully furnished,New-build,Personal,B,1.0,1.0,184.77,491.18,211.44,600.21,185.71,463.81,909.61,880.1,1116.52,293.82,Prague - Uhříněves,50.02854,14.59565,Up to 10 years,,Electric boiler,,,,1.0,1.0,Luxurious,,,,
"CZK 9,000","CZK 4,000","CZK 9,000",724267,Studio,7/8/2022,-1,Brick,,30 m²,Partly,Good,,G,,,355.81,1697.25,460.45,1152.64,458.05,445.4,182.91,315.25,215.54,165.6,Prague - Dejvice,50.10441,14.37787,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000","CZK 20,000",257946,2+kk,6/29/2022,3,Brick,,42 m²,Fully furnished,Very good,Personal,C,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,Up to 10 years,Complete,Other,1.0,,,,,Standard,,,,
"CZK 6,000","CZK 1,000","CZK 10,000",723592,Other,6/25/2022,1,Other,,25 m²,Fully furnished,Very good,,C,,,231.24,1224.16,81.26,10.74,37.15,105.4,608.75,959.18,576.79,135.87,Prague - Libeň,50.10424,14.49114,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",724261,2+kk,9/1/2022,3,Brick,,38 m²,Fully furnished,Very good,,G,,1.0,127.88,619.37,162.46,79.26,12.37,109.19,37.76,112.29,389.29,233.62,Prague - Nové Město,50.07543,14.42646,,,,,,,,,,,,,
"CZK 17,500","CZK 2,156","CZK 17,500",724249,2+kk,7/18/2022,2,Prefab concrete,,52 m²,Partly,Very good,,G,1.0,1.0,63.68,792.74,364.53,647.56,245.71,312.94,244.87,508.72,745.89,119.03,Prague - Vokovice,50.09643,14.35185,,,,,,,,1.0,,,,,
"CZK 18,500","CZK 5,000","CZK 23,500",685106,Studio,8/15/2022,5,Brick,,33 m²,Fully furnished,New-build,Personal,B,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,,,1.0,,,,,,,,
"CZK 31,000","CZK 5,000","CZK 36,000",639703,2 bedroom,8/1/2022,1,Brick,,76 m²,Fully furnished,Very good,Personal,G,,,281.04,439.68,100.81,187.07,72.69,444.68,171.71,477.4,342.81,483.28,"Železná, Prague - Staré Město",50.086328,14.422386,,,,1.0,,,,,,,,,
"CZK 18,500","CZK 5,000","CZK 35,000",723793,3+kk,6/27/2022,2,Brick,,67 m²,Partly,Very good,Personal,G,,,240.15,1229.76,663.49,1151.97,207.94,897.97,1163.17,739.5,67.17,192.62,Prague - Strašnice,50.082,14.48192,,,,1.0,,,,,,,,,
"CZK 16,000","CZK 3,100","CZK 20,000",224571,1 bedroom,6/1/2022,5,Brick,,45 m²,Partly,,Personal,F,1.0,,200.81,611.19,186.65,495.89,119.99,424.54,119.97,431.02,429.62,276.97,"Petra Rezka, Prague - Nusle",50.0622453,14.4359978,,Complete,Central,,,1.0,,,,,,,
"CZK 15,000","CZK 5,800","CZK 20,000",445733,2+kk,7/15/2022,2,Brick,,60 m²,Partly,Very good,Personal,,1.0,,381.54,929.0,77.44,451.25,313.48,922.89,279.27,195.43,856.71,286.8,"U Družstva Život, Prague - Nusle",50.05642,14.4470012,,,Gas boiler,1.0,,,,,,,,,
"CZK 30,000","CZK 7,000","CZK 70,000",118686,3+kk,7/1/2022,2,Brick,,110 m²,Fully furnished,Very good,Personal,D,,,357.8,1260.77,961.85,1327.31,647.87,1114.49,769.88,534.69,576.95,211.24,"Na Fialce II, Prague - Řepy",50.0695036,14.3174676,10 to 30 years,,Gas boiler,,1.0,,,,Luxurious,1.0,,,
"CZK 19,000","CZK 2,500","CZK 19,000",478537,2+kk,8/1/2022,11,Prefab concrete,,54 m²,Partly,Very good,Personal,,,1.0,237.14,835.94,220.12,540.54,240.82,241.03,45.23,682.13,226.67,203.82,"Gutova, Prague - Strašnice",50.0702967,14.4929472,Up to 10 years,Complete,Distance,1.0,,,,1.0,Luxurious,,,,
"CZK 21,000","CZK 6,000","CZK 42,000",724165,3+1,6/29/2022,1,Brick,,95 m²,Partly,Very good,,B,,,220.59,1849.6,507.94,488.18,645.6,1182.62,814.47,954.51,458.99,802.82,Prague - Vokovice,50.09405,14.33334,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 20,000",699771,3+1,2/1/2022,2,Brick,,97 m²,Fully furnished,Very good,Other,G,,,80.17,2068.5,773.71,2037.45,873.78,1648.96,1472.38,1688.73,1055.76,1143.7,"Karlovarská, Prague - Řepy",50.07683,14.30342,,,,,,,,,,,,,
"CZK 28,000","CZK 3,500","CZK 31,500",685915,2+kk,7/4/2022,4,Brick,,50 m²,Partly,New-build,Personal,G,1.0,1.0,149.28,184.71,155.75,166.85,78.37,205.49,314.06,421.81,532.64,452.36,"Bořivojova, Prague - Žižkov",50.0835,14.45201,Up to 10 years,Complete,Central,,,,1.0,,Standard,,,,
"CZK 11,000","CZK 4,500","CZK 22,000",489072,Studio,7/1/2022,13,Prefab concrete,,39 m²,Partly,,Personal,C,,1.0,295.25,1482.86,,1680.58,0,768.94,1030.65,1357.27,747.5,568.56,Prague - Krč,50.0295942,14.4496271,,,,,,,,,Standard,,,,
"CZK 17,000","CZK 2,000","CZK 30,000",724187,2+kk,6/29/2022,4,Brick,,40 m²,Partly,Very good,,G,1.0,,47.74,334.45,370.33,445.73,183.85,87.12,586.7,665.07,1052.15,105.66,Prague - Vokovice,50.09736,14.36696,,,,,,1.0,,,,,,,
"CZK 11,000","CZK 2,000","CZK 13,000",425448,Small studio,1/2/2022,1,Brick,,18 m²,Fully furnished,Very good,Personal,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,Up to 10 years,Complete,,,,,,,Standard,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,7/1/2022,1,Brick,,22 m²,Fully furnished,Very good,Personal,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,Up to 10 years,Complete,,,,,,,,,,,
"CZK 11,900","CZK 3,000","CZK 19,000",150673,Studio,8/1/2022,1,Brick,,31 m²,Fully furnished,,Other,,,,340.45,773.04,133.14,754.61,457.55,879.25,251.83,2122.99,1119.22,86.45,"Tulešická, Prague - Zličín",50.0586898,14.2826339,Up to 10 years,,,,,,1.0,,Standard,,,,
"CZK 12,500",CZK 800,"CZK 19,000",724181,1 bedroom,7/25/2022,2,Brick,,27 m²,Partly,Very good,,G,1.0,,147.2,743.4,164.97,447.21,167.27,486.82,642.04,662.98,750.5,580.62,Prague - Nusle,50.06262,14.4464,,,,,1.0,,,,,,,,
"CZK 10,000","CZK 2,500","CZK 12,000",698535,Studio,7/1/2022,2,Prefab concrete,,30 m²,Fully furnished,Very good,Personal,G,,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,,,Central,,,,,,,,,,
"CZK 14,500","CZK 4,500","CZK 19,000",722823,2 bedroom,8/1/2022,2,Brick,,58 m²,Partly,Very good,Personal,G,1.0,1.0,517.27,579.39,339.53,584.7,86.41,513.86,393.31,189.47,94.45,265.87,"Lihovarská, Prague - Libeň",50.10489775,14.48593875,,Complete,Central,1.0,,,,,,,,,
"CZK 24,900","CZK 3,900","CZK 28,800",647743,2+kk,7/8/2022,6,Brick,,52 m²,Fully furnished,Very good,Personal,D,,1.0,321.74,272.7,32.23,180.47,42.93,69.06,244.65,976.37,163.38,571.06,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,,Complete,Central,1.0,,1.0,,,Luxurious,,,,
"CZK 15,700","CZK 2,500","CZK 15,700",598947,2+kk,7/15/2022,2,Brick,,43 m²,Fully furnished,Very good,Cooperative,,,,162.44,907.01,83.45,625.66,61.33,213.35,242.19,464.72,389.43,193.21,"Drahobejlova, Prague - Libeň",50.107035,14.493065,,Complete,Gas boiler,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",724043,Studio,7/1/2022,2,Other,,40 m²,Partly,New-build,,B,,1.0,164.07,1595.57,526.38,1270.11,670.42,579.01,417.83,1251.1,1107.75,499.59,Prague - Vysočany,50.10284,14.51,,,,1.0,,,1.0,1.0,,1.0,,,
"CZK 19,000","CZK 6,000","CZK 38,000",724145,2+kk,6/29/2022,3,Brick,,62 m²,Fully furnished,New-build,,G,,,536.07,1280.24,562.4,949.3,326.63,606.34,381.74,756.64,1072.23,163.05,Prague - Háje,50.02419,14.52576,,,,,,1.0,,,,,,,
