Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Designe,Domácí mazlíčci vítáni,Balcony,Terrace,Garage,Ownership,Balkón 5 m²,Parking,Cellar,Balkón 4 m²,New-build,Age,Balkón 3.2 m²,Terasa 11 m²,Sklep 1 m²,Balkón 2 m²,Sklep 5 m²,Heating,Reconstruction,Balkón 12 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Sklep 10 m²,Balkón 1 m²,Lodžie 4 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 50 m²,Balkón 3 m²,Terasa 24 m²,Sklep 4 m²,Administrative fee,Terasa 12 m²,Lodžie 7 m²,Sklep 8 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Terasa 10 m²,Lodžie 5 m²,Lodžie 10 m²,Terasa 9.7 m²,Sklep 6 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Balkón 6 m²,Sklep 15 m²,Balkón 18 m²,Balkón 10 m²,Terasa 2 m²,Enclosed balcony,Terasa 5 m²,Balkón 73 m²,Terasa 13 m²,Lodžie 6 m²,Terasa 17.3 m²,Terasa 6 m²,Sklep 12 m²,Terasa 28 m²,Terasa 350 m²,Balkón 8 m²,Balkón 29 m²,Terasa 30 m²,Sklep 7 m²,Terasa 27 m²,Terasa 25 m²,Terasa 300 m²,Lodžie 8 m²,Terasa 9 m²,Balkón 7 m²,Terasa 78 m²,Balkón 2.6 m²,Sklep 58 m²,Balkón 6.4 m²,Sklep 1.3 m²,Balkón 2.5 m²,Terasa 14 m²,Terasa 8 m²,Terasa 4 m²,Lodžie 12 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 1.2 m²,Sklep 8.1 m²,Terasa 40 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 3.2 m²,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 17 m²,Balkón 14 m²,Sklep 2.4 m²,Terasa 200 m²,Balkón 9 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Terasa 18 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 20 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Sklep 44 m²
"CZK 20,000","CZK 5,000",150342,2+kk,10/28/2022,100 m²,Fully furnished,1,1.0,212.75,386.25,314.85,965.69,297.42,800.63,481.15,522.06,762.76,245.2,"Werichova, Prague - Hlubočepy",50.0310801,14.3651942,"CZK 25,000",B,,Brick,,,,,1.0,Personal,,1.0,,,,10 to 30 years,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000",747424,Studio,1/1/2023,44 m²,Unfurnished,6,1.0,90.57,499.7,90.96,526.63,147.09,92.51,336.48,285.14,527.98,377.58,"Kubelíkova, Prague - Žižkov",50.08148,14.44679,"CZK 36,000",C,New-build,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",732720,3+1,12/20/2022,55 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,750","CZK 3,850",748420,2+kk,11/5/2022,45 m²,Partly,4,,282.74,1501.46,551.1,1431.34,670.45,1276.67,236.75,921.0,2270.82,235.43,"Dolákova, Prague - Bohnice",50.13446,14.41026,"CZK 30,000",B,Very good,Prefab concrete,,,,,,Personal,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 2,500",457935,Studio,11/1/2022,15 m²,Fully furnished,,,247.9,440.51,97.65,1336.57,197.9,839.83,347.22,337.12,259.45,79.71,"Za Pohořelcem, Prague - Střešovice",50.086802,14.3838861,CZK 0,,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",745338,Studio,11/1/2022,38 m²,Partly,4,1.0,42.16,980.71,35.65,801.41,416.27,652.58,375.7,164.32,685.98,129.58,"Štěchovická, Prague - Strašnice",50.07176,14.49995,"CZK 25,000",G,New-build,Brick,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500",616465,Studio,10/24/2022,24 m²,Fully furnished,3,,283.87,1346.52,331.57,1302.18,556.83,1394.13,702.44,792.89,791.34,485.16,"V Křovinách, Prague - Braník",50.042619,14.425352,"CZK 10,000",D,Very good,Brick,Standard,,,,,Personal,,,,,,10 to 30 years,,,,,,Central,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",748763,2+kk,12/15/2022,50 m²,Partly,2,1.0,136.8,1077.23,126.59,1050.88,249.02,238.27,623.96,381.09,1394.81,157.24,Prague - Smíchov,50.07237,14.38782,"CZK 30,000",B,New-build,Other,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 4,437",725692,2+kk,11/1/2022,36 m²,Partly,2,1.0,280.94,243.0,52.99,269.94,51.49,148.09,81.75,231.68,119.22,596.7,Prague - Žižkov,50.08505,14.4495,"CZK 42,000",C,Good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 2,711",748760,Studio,11/3/2022,33 m²,Partly,8,1.0,474.8,735.23,455.41,409.77,278.71,696.77,513.44,390.75,684.01,221.88,"Freyova, Prague - Vysočany",50.10532666666,14.50215055555,"CZK 17,701",B,New-build,Brick,,,,,,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"CZK 17,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 133,748758,Studio,12/13/2022,27 m²,Fully furnished,11,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,"CZK 35,800",A,Very good,Other,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500",CZK 500,708935,Small studio,11/14/2022,26 m²,Fully furnished,4,,270.52,619.69,283.49,401.58,306.63,369.84,382.65,945.28,384.61,354.07,"Pod Vilami, Prague - Nusle",50.06104,14.44294,"CZK 15,000",G,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,999","CZK 2,500",399261,Small studio,11/15/2022,21 m²,Fully furnished,,,310.33,893.21,384.04,874.76,328.38,820.05,590.9,862.88,744.96,334.08,Prague - Hloubětín,50.1031109,14.5303139,"CZK 15,000",C,Good,Brick,Luxurious,,,,,Personal,,1.0,,,1.0,Up to 10 years,,,,,,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,000",748751,1 bedroom,11/2/2022,40 m²,Fully furnished,,,422.68,799.39,296.43,615.61,482.52,539.81,509.78,623.31,378.97,435.56,"Cetyňská, Prague - Košíře",50.06671,14.369,"CZK 15,000",G,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,100",748753,3 bedroom,11/2/2022,74 m²,Unfurnished,1,1.0,113.63,6227.95,5959.53,,6221.82,5634.38,5806.21,5841.89,,6311.84,Prague - Miškovice,50.15675,14.54376,"CZK 48,000",D,Good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,Central,Interior,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",748725,Small studio,11/7/2022,20 m²,Fully furnished,2,1.0,304.76,566.1,249.71,527.86,109.08,555.09,518.41,213.65,522.33,256.61,"Kotlaska, Prague - Libeň",50.10621,14.47914,"CZK 12,000",B,Very good,Brick,Standard,1.0,,,,Personal,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,800",683784,2+kk,11/1/2022,47 m²,Partly,6,1.0,85.49,224.39,182.67,195.12,271.75,250.68,560.34,460.0,850.68,429.12,"Novodvorská, Prague - Braník",50.02571,14.43493,"CZK 40,000",G,Good,Prefab concrete,,,,,,Cooperative,,,,,,,,,,,,Central,Interior,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 6,000",748747,3+kk,11/2/2022,102 m²,Fully furnished,6,1.0,153.44,380.74,504.8,688.34,451.05,368.92,583.47,542.42,454.53,84.82,"Olšanská, Prague - Žižkov",50.08271,14.46634,"CZK 68,000",G,New-build,Prefab concrete,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 3,000",649336,3+1,11/1/2022,120 m²,Fully furnished,3,,125.67,569.28,79.15,362.64,24.85,230.89,675.28,518.74,504.2,470.12,Prague - Smíchov,50.0698,14.406067,"CZK 33,000",F,Very good,Other,Luxurious,,,,,Personal,,,,,,,,,,,,Gas boiler,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",368666,2 bedroom,1/1/2023,73 m²,Partly,1,,75.24,561.8,65.42,572.0,202.21,332.9,162.06,914.45,308.03,110.5,"Ortenovo náměstí, Prague - Holešovice",50.1083085,14.4466935,"CZK 30,000",,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 3,400",748632,2 bedroom,11/1/2022,56 m²,Partly,3,1.0,438.81,758.43,668.97,2352.84,478.61,776.1,864.48,692.12,1642.62,451.78,"Hrašeho, Prague - Čimice",50.138510468375,14.425097643074,"CZK 41,000",B,New-build,Low-energy,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",748743,2+kk,11/2/2022,55 m²,Fully furnished,2,1.0,280.4,211.48,282.91,1364.19,301.64,1199.13,443.86,809.52,713.3,83.22,Prague - Hlubočepy,50.02853,14.36254,"CZK 46,000",C,New-build,Brick,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 1,000",647732,Studio,11/8/2022,28 m²,Partly,1,,274.26,499.06,223.27,343.72,164.81,114.47,227.15,273.0,249.41,333.49,"Sámova, Prague - Vršovice",50.066928,14.450498,"CZK 8,500",D,Good,Brick,,,,,,Personal,,,,,,Up to 10 years,,,,,,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,000",748048,3+1,10/28/2022,60 m²,Fully furnished,2,1.0,265.12,780.69,188.27,1235.46,62.04,211.64,288.19,247.36,1282.8,211.68,Prague - Chodov,50.02624,14.51602,"CZK 14,500",G,Very good,Prefab concrete,,1.0,,,,,,1.0,,,,30 - 50 years,,,1.0,,,Distance,Exterior,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,200",CZK 800,531714,Studio,12/1/2022,23 m²,Unfurnished,1,,132.42,583.06,169.94,413.17,194.55,341.82,182.57,483.56,360.94,194.25,"Pod Terebkou, Prague - Nusle",50.0624485,14.4369234,"CZK 12,000",,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",748735,3+1,11/2/2022,74 m²,Partly,4,1.0,345.9,483.39,121.03,329.52,316.89,358.6,237.7,751.35,619.84,139.0,Prague - Modřany,50.0078,14.41962,"CZK 22,000",C,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,500",642522,2+kk,11/1/2022,43 m²,Fully furnished,2,,436.1,1654.82,671.03,1584.7,755.37,1430.03,356.68,1044.26,2424.18,355.36,"Dolákova, Prague - Bohnice",50.134687,14.411518,"CZK 29,000",B,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 49,500","CZK 16,500",746686,2 bedroom,11/4/2022,160 m²,Fully furnished,6,1.0,378.41,424.44,160.64,353.94,178.02,209.44,330.47,847.09,220.58,277.38,"Sochařská, Prague - Bubeneč",50.1019195,14.4242685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,725","CZK 6,575",748730,2 bedroom,12/16/2022,90 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,700","CZK 5,500",404350,2 bedroom,11/2/2022,80 m²,Fully furnished,1,,213.07,453.7,159.17,161.04,17.82,87.93,315.99,397.23,605.86,675.29,"Lublaňská, Prague - Vinohrady",50.0734019,14.4319668,"CZK 23,699",,,Brick,,,,,,Personal,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,700","CZK 3,000",444488,Studio,11/3/2022,33 m²,Fully furnished,3,1.0,48.93,1509.76,841.92,2289.52,659.72,1665.45,1210.7,1802.34,1089.8,672.32,Prague - Kyje,50.1152532,14.5607498,"CZK 25,000",,,Brick,Standard,,,,,Personal,,,,1.0,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,500",748722,Studio,11/2/2022,30 m²,Fully furnished,1,,122.4,4811.45,2085.62,6040.49,2487.87,5476.74,2299.39,2291.49,3298.55,2369.51,"Na Cikánce, Prague - Radotín",49.99684,14.3205,"CZK 25,000",G,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,375","CZK 6,125",748711,Studio,12/1/2022,32 m²,Fully furnished,3,1.0,139.49,792.63,156.92,306.05,50.15,84.99,429.59,902.4,481.21,801.27,"Šimáčkova, Prague - Holešovice",50.1030733,14.4335679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,100",748709,2+kk,11/10/2022,54 m²,Partly,5,1.0,87.23,986.0,126.56,812.47,239.12,922.0,733.31,940.21,415.1,340.78,"Kolbenova, Prague - Vysočany",50.11045,14.51322,"CZK 40,000",B,New-build,Other,,,,,1.0,,,,,,1.0,Up to 10 years,,,,,,Central,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,300","CZK 4,700",748298,2+kk,12/1/2022,44 m²,Partly,1,1.0,314.33,1019.13,313.83,1057.76,423.46,1195.95,516.51,1151.6,818.28,226.97,Prague - Chodov,50.0438,14.49665,"CZK 30,600",G,Very good,Prefab concrete,Standard,1.0,,,,Personal,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 5,000",710559,2+kk,12/1/2022,70 m²,Partly,2,1.0,134.74,453.88,291.22,515.88,0.0,576.32,290.18,313.99,716.36,821.91,"U Zvonařky, Prague - Vinohrady",50.06951,14.43465,"CZK 35,000",G,Very good,Brick,,,1.0,,1.0,Personal,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 8,200",748706,3+kk,11/2/2022,80 m²,Unfurnished,10,1.0,225.38,1272.15,157.54,1210.53,317.3,522.95,226.62,293.85,247.22,178.78,"Teplická, Prague - Střížkov",50.12353,14.48445,"CZK 32,000",G,Very good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,200",748704,2+kk,11/2/2022,59 m²,Unfurnished,8,1.0,220.3,522.0,363.55,451.88,231.9,525.81,492.74,617.59,1577.36,193.51,"Radomská, Prague - Bohnice",50.13014,14.41504,"CZK 29,000",G,Good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000",617977,2 bedroom,1/1/2023,55 m²,Partly,4,,186.37,619.57,175.81,381.77,104.01,399.54,179.51,100.63,578.43,197.9,"Volavkova, Prague - Břevnov",50.085434,14.345057,"CZK 18,000",B,Very good,Prefab concrete,Luxurious,,,,,Cooperative,,,,,,Up to 10 years,,,,,,Central,Complete,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,250","CZK 13,750",748703,2+kk,12/30/2022,55 m²,Fully furnished,1,1.0,76.78,949.92,41.94,296.91,109.31,229.41,373.04,327.5,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 50,000","CZK 10,610",682234,5+kk,11/1/2022,162 m²,Partly,11,1.0,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,"CZK 100,000",C,New-build,Other,,,,,1.0,Personal,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",748627,2+kk,11/2/2022,50 m²,Fully furnished,3,1.0,115.95,516.15,114.58,61.19,54.01,467.98,594.63,426.35,411.8,458.98,Prague - Smíchov,50.0719,14.40905,"CZK 50,000",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500",CZK 0,400077,3+1,1/1/2023,109 m²,Partly,2,1.0,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,"CZK 40,000",C,,Brick,,,,,,Personal,,,,,,,,,,,,Central,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,950","CZK 4,650",748698,1 bedroom,12/1/2022,80 m²,Fully furnished,5,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,100","CZK 3,700",748697,1 bedroom,12/1/2022,80 m²,Fully furnished,5,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,125","CZK 6,375",748696,2 bedroom,12/23/2022,35 m²,Fully furnished,4,1.0,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
