Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 31,000","CZK 5,000",743999,2 bedroom,10/5/2022,61 m²,Fully furnished,3,1.0,252.45,189.39,99.26,212.81,108.66,57.97,308.91,463.68,1207.96,276.0,"Kladenská, Prague - Vokovice",50.09632,14.35907,"CZK 62,000",Brick,,Very good,,C,Central,,1.0,1.0,1.0,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",574576,Studio,10/14/2022,48 m²,Partly,3,1.0,232.69,1919.74,1082.41,1678.6,449.34,1326.25,774.06,1387.4,1353.12,696.19,"Vorařská, Prague - Modřany",50.0126803,14.3999078,"CZK 28,000",Brick,,,Personal,C,Central,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",732196,Studio,10/1/2022,42 m²,Fully furnished,3,1.0,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,"CZK 40,000",Low-energy,,New-build,,B,,,,1.0,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,091",730638,3+kk,10/3/2022,68 m²,Partly,8,1.0,359.8,896.27,372.32,643.41,170.94,405.27,358.15,398.69,688.26,211.72,Prague - Chodov,50.02743,14.52485,"CZK 44,000",Prefab concrete,,Very good,,C,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",732416,2+kk,10/1/2022,55 m²,Fully furnished,1,,255.28,1642.21,253.76,1682.19,270.57,259.65,810.52,415.67,1258.27,67.93,Prague - Hostivař,50.04474,14.51544,"CZK 36,000",Other,10 to 30 years,New-build,,G,Central,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",628268,2 bedroom,10/10/2022,51 m²,Fully furnished,2,1.0,111.73,200.86,179.31,222.78,0.65,102.78,351.43,673.58,783.06,230.55,"Radlická, Prague - Smíchov",50.06912,14.401334,"CZK 21,000",Brick,,Very good,Personal,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,120",652836,Studio,10/1/2022,59 m²,Fully furnished,2,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,"CZK 38,000",Brick,Up to 10 years,New-build,Personal,A,Distance,1.0,1.0,1.0,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,000","CZK 2,500",743962,Other,11/1/2022,305 m²,Partly,4,,86.46,441.34,17.12,953.82,7.93,103.39,745.65,717.26,774.67,653.73,Prague - Smíchov,50.06246,14.40442,"CZK 4,575",Brick,Over 50 years,Very good,Personal,C,,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
"CZK 20,000","CZK 6,000",640269,2+kk,11/23/2020,65 m²,Fully furnished,1,,342.67,516.85,244.86,495.38,232.92,785.26,283.25,752.74,780.78,346.31,"Všehrdova, Prague - Staré Město",50.087205,14.411933,"CZK 40,000",Brick,Up to 10 years,Very good,Personal,D,Distance,1.0,,,,,Complete,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",743958,Studio,10/4/2022,35 m²,Partly,2,1.0,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,"Počernická, Prague - Strašnice",50.07918,14.48536,"CZK 35,000",Low-energy,,New-build,,B,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",743956,2+kk,10/4/2022,64 m²,Unfurnished,3,,64.45,541.35,120.34,386.58,181.4,454.53,411.15,252.51,657.82,401.25,"Korunní, Prague - Vinohrady",50.07509,14.45867,"CZK 41,997",Prefab concrete,,New-build,,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 4,386",542993,Studio,11/1/2022,34 m²,Partly,4,,68.21,333.58,70.61,20.67,60.44,117.34,50.47,571.88,260.25,104.45,Prague - Strašnice,50.074945,14.4899841,"CZK 25,000",Brick,,,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",682444,2+kk,11/1/2022,58 m²,Fully furnished,2,,678.11,1006.43,704.5,2040.9,313.57,902.43,568.32,632.32,274.23,254.44,"K Lesu, Prague - Kamýk",50.01109,14.44648,"CZK 20,000",Brick,,New-build,Personal,B,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 6,000",743941,3+1,10/4/2022,100 m²,Unfurnished,4,1.0,150.44,100.0,29.28,134.6,44.54,58.7,145.28,605.6,11.93,378.75,Prague - Břevnov,50.08398,14.36449,"CZK 20,000",Brick,,Very good,,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",743760,2 bedroom,10/24/2022,71 m²,Partly,2,,43.81,694.63,67.68,155.87,0.0,96.76,258.85,836.83,26.95,365.39,"Dejvická, Prague - Dejvice",50.0981,14.40469,"CZK 18,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,150","CZK 2,500",475569,Studio,6/6/2022,44 m²,Fully furnished,3,1.0,220.36,542.54,134.91,214.77,122.85,96.06,368.08,232.46,1419.29,111.62,"Petržílkova, Prague - Stodůlky",50.051419284003,14.349179095801,"CZK 30,000",Other,Up to 10 years,New-build,Personal,B,Central,,1.0,1.0,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 1,200",697436,Studio,12/1/2022,17 m²,Fully furnished,,1.0,164.49,471.06,252.5,422.91,120.29,441.08,185.73,194.47,604.41,829.61,"Španělská, Prague - Vinohrady",50.07949,14.43425,"CZK 20,000",Brick,,Very good,Personal,D,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 7,000",743925,2 bedroom,10/4/2022,75 m²,Partly,3,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,"Levá, Prague - Podolí",50.0566,14.42252,"CZK 36,000",Brick,,Very good,,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",688413,2+kk,11/1/2022,50 m²,Fully furnished,5,1.0,436.32,447.75,355.48,474.68,271.73,411.32,249.46,356.89,607.21,544.6,"Víta Nejedlého, Prague - Žižkov",50.08342,14.44908,"CZK 40,000",Brick,,New-build,Personal,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,118","CZK 2,480",743914,2+kk,10/1/2022,59 m²,,1,,179.19,460.46,246.2,1057.56,363.26,138.98,670.81,284.83,4473.72,205.19,"U Včely, Prague - Zbraslav",49.9697232,14.3870767,"CZK 19,000",Other,,Good,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 2,418",,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,455",743906,Studio,10/4/2022,33 m²,Fully furnished,8,1.0,229.19,256.88,204.23,167.08,172.88,262.64,328.36,408.87,436.79,292.41,Prague - Vysočany,50.10893,14.50102,"CZK 20,000",Other,,New-build,,B,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,500",559382,3+kk,11/1/2022,83 m²,Partly,4,1.0,200.02,246.05,124.47,175.55,111.44,130,359.81,782.3,221.45,359.13,"Sochařská, Prague - Bubeneč",50.1012073,14.4243983,"CZK 60,000",Brick,,,Personal,F,,,1.0,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,000",742985,2 bedroom,9/29/2022,67 m²,Partly,4,1.0,280.17,781.41,158.57,287.19,0.48,286.07,328.5,477.71,460.67,414.74,Prague - Nové Město,50.07903,14.42522,"CZK 24,000",Brick,,Good,,E,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000",743897,Studio,10/4/2022,18 m²,Partly,1,,299.73,255.56,29.01,237.7,122.66,276.35,352.57,377.19,425.19,589.35,"Bořivojova, Prague - Žižkov",50.08341,14.45016,"CZK 20,000",Brick,,Good,,G,Electric boiler,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 8,000",743873,3+1,10/4/2022,130 m²,Unfurnished,2,1.0,336.09,497.36,26.76,403.98,220.78,248.17,235.0,752.99,125.8,338.38,"U Akademie, Prague - Bubeneč",50.10248,14.42587,"CZK 53,000",Brick,,Very good,,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",661869,2 bedroom,10/30/2022,49 m²,Fully furnished,3,1.0,348.87,382.42,142.37,565.11,185.36,289.15,279.58,428.31,720.24,249.01,Prague - Holešovice,50.1012385,14.445747,"CZK 20,000",Brick,,Very good,Personal,B,Other,,1.0,,1.0,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,499",CZK 1,731868,Small studio,9/5/2022,20 m²,Fully furnished,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,"CZK 12,500",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000",743861,2 bedroom,10/4/2022,76 m²,Fully furnished,1,,120.77,1269.24,117.44,985.12,99.83,259.67,625.08,243.63,733.04,268.41,"Nučická, Prague - Strašnice",50.06777,14.49601,CZK 0,Brick,,Very good,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 5,191",743854,2+kk,10/9/2022,45 m²,Fully furnished,16,1.0,474.8,735.23,455.41,409.77,278.71,696.77,513.44,390.75,684.01,221.88,"Freyova, Prague - Vysočany",50.10532666666,14.50215055555,"CZK 23,181",Other,,Very good,Personal,B,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 23,181",,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,300",742941,2+kk,11/1/2022,52 m²,Fully furnished,2,1.0,105.72,452.84,116.6,241.9,34.81,190.75,270.5,378.25,607.69,387.24,"Bořivojova, Prague - Žižkov",50.08343,14.4531,"CZK 25,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",743849,2+kk,11/1/2022,50 m²,Partly,3,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,"CZK 25,000",Brick,,New-build,,C,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",743839,3+1,10/4/2022,72 m²,Partly,1,,140.52,1432.09,674.79,916.59,408.72,631.57,958.97,1234.52,1342.23,715.31,"Rosečská, Prague - Krč",50.03894,14.45525,"CZK 30,000",Brick,,Very good,,G,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,314",743826,Studio,10/4/2022,27 m²,Partly,3,1.0,263.42,267.71,230.78,220.98,208.55,337.88,356.97,335.5,1099.5,155.2,"Českolipská, Prague - Střížkov",50.1248,14.49639,"CZK 20,000",Prefab concrete,,Very good,,G,Central,,,,,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,245",609192,2+kk,11/1/2022,55 m²,Fully furnished,1,,146.52,1222.18,866.83,1230.53,765.99,1175.01,856.27,590.26,603.35,682.46,Prague - Uhříněves,50.027439,14.609663,"CZK 30,000",Brick,Up to 10 years,New-build,Personal,A,Central,,,1.0,1.0,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,000","CZK 1,900",743821,4+kk,10/24/2022,87 m²,Partly,2,1.0,68.1,817.1,73.51,77.08,53.15,156.75,138.0,1144.75,168.73,373.76,"Pod Baštami, Prague - Hradčany",50.09666,14.40395,"CZK 123,000",Brick,,Very good,,G,,,,,,,Complete,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",742916,3+1,9/29/2022,75 m²,Partly,3,1.0,341.86,533.35,489.06,595.18,171.71,561.35,411.81,357.5,443.49,104.43,Prague - Michle,50.04573,14.4548,"CZK 40,000",Prefab concrete,,Very good,,B,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 4,000",742179,2+kk,11/1/2022,61 m²,Partly,7,1.0,172.2,1299.14,576.09,1184.48,701.14,936.2,1129.77,777.73,684.67,355.99,Prague - Strašnice,50.0848,14.484,"CZK 30,000",Brick,,New-build,Personal,B,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,800",727511,2+kk,12/1/2022,50 m²,Fully furnished,1,1.0,546.64,1754.03,472.39,2128.12,684.19,1207.91,1919.23,2714.94,629.65,219.84,Prague - Hostavice,50.08387,14.56249,"CZK 60,000",Brick,Up to 10 years,New-build,Personal,B,Central,,1.0,1.0,1.0,1.0,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000",CZK 0,743764,3+1,11/1/2022,75 m²,Partly,10,1.0,178.22,381.12,370.84,458.86,245.73,377.07,699.79,879.14,690.84,86.68,"Přesličková, Prague - Záběhlice",50.05512,14.51455,"CZK 8,000",Prefab concrete,,Very good,,G,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",661912,Studio,12/1/2022,45 m²,Fully furnished,5,1.0,157.18,710.8,111.11,525.13,139.22,475.42,531.59,972.78,366.82,315.38,"U Uranie, Prague - Holešovice",50.10592,14.45496,"CZK 36,000",Brick,Up to 10 years,Very good,Personal,G,Gas boiler,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,366","CZK 1,634",743786,1 bedroom,11/15/2022,45 m²,Unfurnished,3,1.0,129.24,11.67,129.87,643.14,94.89,101.48,197.83,270.2,412.1,242.21,"Litevská, Prague - Vršovice",50.07158,14.47671,"CZK 40,000",Brick,,Very good,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",691082,2+kk,10/5/2022,46 m²,Unfurnished,-1,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,"CZK 15,000",Brick,,Very good,Personal,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",742876,2+kk,11/1/2022,59 m²,Fully furnished,6,1.0,391.22,610.17,1049.57,1189.13,218.46,726.36,1015.59,962.7,115.38,217.56,Prague - Letňany,50.14071,14.51963,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,B,Central,,,1.0,1.0,1.0,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,509",364468,2+kk,10/4/2022,39 m²,Fully furnished,5,1.0,191.43,442.8,463.07,3131.76,454.14,865.67,992.76,1542.91,1687.11,219.69,"Na domovině, Prague - Libuš",50.0088285,14.4664954,"CZK 30,000",Prefab concrete,,,Personal,,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500",743763,2+kk,11/1/2022,63 m²,Partly,3,1.0,351.27,1167.83,511.36,863.28,649.29,671.89,461.79,751.63,1730.14,79.59,"Otopašská, Prague - Jinonice",50.05673,14.34841,"CZK 19,000",Brick,,Good,,G,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",743660,Studio,11/1/2022,40 m²,Fully furnished,1,,127.95,189.43,95.89,442.02,72.23,255.04,297.51,278.73,248.55,360.93,"Roháčova, Prague - Žižkov",50.08661,14.45395,"CZK 20,000",Wooden,,Very good,,B,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500",CZK 100,740125,2+kk,10/1/2022,75 m²,Fully furnished,1,1.0,158.33,979.99,325.26,907.87,442.93,579.1,220.8,325.99,759.32,80.7,Prague - Prosek,50.11827,14.48981,"CZK 75,000",Brick,Up to 10 years,Very good,Personal,B,Distance,1.0,1.0,1.0,1.0,1.0,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 0,598044,2 bedroom,10/10/2022,50 m²,Partly,,,192.38,1144.93,809.68,2004.64,413.28,1329.82,1015.03,687.67,1326.34,459.9,"Nad Lomem, Prague - Braník",50.043503,14.415674,"CZK 18,000",Brick,Over 50 years,Very good,Personal,F,Gas boiler,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
"CZK 19,000","CZK 1,500",671000,2 bedroom,11/1/2022,104 m²,Partly,5,1.0,62.46,776.04,123.06,87.63,70.73,91.43,258.49,597.26,793.89,227.59,Prague - Krč,50.0442485,14.4501543,"CZK 38,000",Brick,,Very good,Personal,,Gas boiler,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 4,600",251777,2+kk,1/1/2023,66 m²,Fully furnished,3,1.0,349.53,1671.6,600.86,1653.15,1065.34,610.24,1321.28,1342.85,871.31,129.71,"Sousedíkova, Prague - Vysočany",50.1050666,14.5181109,"CZK 36,600",Brick,Up to 10 years,New-build,Personal,C,Central,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",742483,2 bedroom,10/1/2022,69 m²,Fully furnished,2,,186.93,1295.55,380.53,1443.58,89.3,1536.59,793.8,265.81,1117.46,547.55,Prague - Braník,50.04369,14.41948,"CZK 23,000",Brick,,Very good,Personal,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,500","CZK 4,400",743031,4+kk,10/1/2022,106 m²,Partly,5,1.0,321.72,558.9,934.67,1137.86,470.78,675.08,923.51,847.8,367.69,439.55,"Škrábkových, Prague - Letňany",50.14084,14.51772,"CZK 59,000",Brick,Up to 10 years,Very good,,B,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 2,836",728768,2+kk,10/9/2022,43 m²,Fully furnished,4,1.0,107.44,156.77,60.01,805.86,110.11,100.1,468.11,174.74,750.31,129.86,"Podjavorinské, Prague - Chodov",50.03165166666,14.51930527777,"CZK 16,826",Prefab concrete,,Very good,Personal,C,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 16,826",,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177",728763,2 bedroom,8/12/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",Brick,,Very good,Personal,D,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 24,167",,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177",728762,2 bedroom,10/9/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",Brick,,Very good,Personal,D,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 24,167",,,,,,,,,,,,,,,,,,,,,
"CZK 15,700",CZK 800,743743,2 bedroom,11/14/2022,49 m²,Fully furnished,2,,472.13,849.31,199.21,501.07,441.82,1013.58,369.96,248.13,894.63,336.62,"Na Výsledku I, Prague - Nusle",50.05579,14.44723,"CZK 33,000",Brick,Over 50 years,Very good,,C,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",743742,3+1,10/4/2022,73 m²,Partly,12,1.0,404.58,468.98,395.37,596.23,382.39,546.53,652.18,655.6,652.85,168.94,"Narcisová, Prague - Záběhlice",50.0598,14.49882,"CZK 40,000",Prefab concrete,Over 50 years,Good,Personal,G,Central,,1.0,,,,Exterior,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 3,500",503563,3+kk,11/1/2022,85 m²,Fully furnished,6,1.0,184.94,1119.88,4.82,557.36,122.63,426.22,125.1,357.16,286.16,99.74,"Drahobejlova, Prague - Libeň",50.1061197,14.4904433,"CZK 50,000",Brick,,,Personal,C,,,1.0,,1.0,1.0,Interior,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,900","CZK 4,900",742828,2+kk,10/4/2022,88 m²,Fully furnished,1,1.0,366.64,759.14,977.35,2936.28,826.7,647.86,2285.54,654.02,834.15,623.2,"Křižanská, Prague - Ďáblice",50.146695089104,14.473389797494,"CZK 25,000",Low-energy,,New-build,,B,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,490",CZK 299,743707,Studio,10/9/2022,33 m²,Fully furnished,3,,500.14,1329.74,654.66,2596.71,878.89,865.43,1494.93,3021.21,1136.8,388.09,"Úpická, Prague - Dolní Počernice",50.08360611111,14.56736472222,"CZK 12,789",Brick,,New-build,Personal,G,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 12,789",,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500",742826,2+kk,9/28/2022,56 m²,Fully furnished,3,1.0,221.91,139.47,201.31,376.53,51.1,60.57,90.99,239.72,477.29,104.62,Prague - Holešovice,50.1017,14.44638,"CZK 20,000",Brick,,Very good,,G,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 2,770",743697,2+kk,11/1/2022,54 m²,Partly,3,,148.99,890.35,87.38,219.42,175.75,191.85,202.12,263.17,567.13,96.89,"náměstí Interbrigády, Prague - Bubeneč",50.1056,14.39646,"CZK 16,000",Brick,,Very good,,G,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",743694,2+kk,10/3/2022,55 m²,Partly,3,1.0,171.57,512.12,1.14,255.77,119.63,255.54,518.97,468.76,603.22,634.19,"Čestmírova, Prague - Nusle",50.06427,14.44503,"CZK 20,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,990","CZK 6,000",743691,3+kk,10/3/2022,86 m²,Partly,3,1.0,350.53,1025.35,769.55,1940.18,375.47,1811.76,2260.15,750.14,988.33,211.64,Prague - Troja,50.11466,14.40982,"CZK 39,990",Brick,,Very good,,G,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,990","CZK 3,308",743690,2+kk,10/8/2022,59 m²,Partly,,1.0,308.02,1093.09,477.39,788.53,574.54,597.14,491.38,676.88,1735.82,95.89,"Pod stolovou horou, Prague - Jinonice",50.05617305555,14.34803,"CZK 29,298",Other,,New-build,Personal,B,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"CZK 29,298",,,,,,,,,,,,,,,,,,,,,
"CZK 13,900","CZK 4,200",742203,Studio,9/25/2022,27 m²,Partly,1,,175.02,284.46,281.69,1311.03,327.74,702.06,885.26,778.8,970.74,413.38,Prague - Lhotka,50.01871,14.45077,"CZK 15,000",Brick,Up to 10 years,New-build,Personal,A,Central,1.0,,1.0,,,,,,,Luxurious,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",743680,3+kk,11/1/2022,74 m²,Partly,2,,191.47,917.92,389.95,840.98,392.41,614.64,350.34,468.25,821.69,446.44,"Hekova, Prague - Řepy",50.07026,14.30245,"CZK 22,000",Brick,,New-build,,C,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",743676,4+1,10/3/2022,81 m²,Partly,3,1.0,221.24,948.86,107.16,1041.07,311.37,182.25,162.55,150.75,617.35,144.1,Prague - Kunratice,50.02148,14.48806,"CZK 23,000",Prefab concrete,,Good,,C,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
