Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Terrace,Cellar,Balcony,New-build,Parking,Ownership,Heating,Designe,Garage,Age,Reconstruction,"You will rent this apartment for approximately CZK 18,038 CZK","You will rent this apartment for approximately CZK 20,978 CZK","You will rent this apartment for approximately CZK 13,021 CZK","You will rent this apartment for approximately CZK 14,785 CZK","You will rent this apartment for approximately CZK 15,067 CZK","You will rent this apartment for approximately CZK 19,842 CZK","You will rent this apartment for approximately CZK 16,685 CZK","You will rent this apartment for approximately CZK 26,628 CZK","You will rent this apartment for approximately CZK 15,484 CZK",Enclosed balcony,"You will rent this apartment for approximately CZK 13,555 CZK","You will rent this apartment for approximately CZK 11,653 CZK","You will rent this apartment for approximately CZK 14,502 CZK","You will rent this apartment for approximately CZK 16,168 CZK","You will rent this apartment for approximately CZK 19,295 CZK",Administrative fee,"You will rent this apartment for approximately CZK 19,219 CZK",Domácí mazlíčci vítáni,"You will rent this apartment for approximately CZK 22,478 CZK","You will rent this apartment for approximately CZK 11,958 CZK","You will rent this apartment for approximately CZK 16,710 CZK","You will rent this apartment for approximately CZK 14,973 CZK","You will rent this apartment for approximately CZK 10,802 CZK","You will rent this apartment for approximately CZK 13,881 CZK","You will rent this apartment for approximately CZK 17,882 CZK","You will rent this apartment for approximately CZK 16,430 CZK","You will rent this apartment for approximately CZK 16,433 CZK","You will rent this apartment for approximately CZK 13,310 CZK","You will rent this apartment for approximately CZK 16,917 CZK","You will rent this apartment for approximately CZK 18,373 CZK","You will rent this apartment for approximately CZK 12,389 CZK","You will rent this apartment for approximately CZK 12,342 CZK","You will rent this apartment for approximately CZK 18,271 CZK","You will rent this apartment for approximately CZK 25,924 CZK","You will rent this apartment for approximately CZK 15,979 CZK","You will rent this apartment for approximately CZK 10,688 CZK","You will rent this apartment for approximately CZK 20,472 CZK","You will rent this apartment for approximately CZK 14,704 CZK","You will rent this apartment for approximately CZK 14,436 CZK","You will rent this apartment for approximately CZK 13,970 CZK","You will rent this apartment for approximately CZK 20,023 CZK","You will rent this apartment for approximately CZK 14,724 CZK","You will rent this apartment for approximately CZK 18,643 CZK","You will rent this apartment for approximately CZK 19,743 CZK","You will rent this apartment for approximately CZK 11,793 CZK","You will rent this apartment for approximately CZK 14,967 CZK","You will rent this apartment for approximately CZK 21,299 CZK","You will rent this apartment for approximately CZK 10,879 CZK","You will rent this apartment for approximately CZK 15,662 CZK","You will rent this apartment for approximately CZK 15,864 CZK","You will rent this apartment for approximately CZK 10,343 CZK","You will rent this apartment for approximately CZK 23,918 CZK","You will rent this apartment for approximately CZK 20,140 CZK","You will rent this apartment for approximately CZK 16,221 CZK","You will rent this apartment for approximately CZK 13,251 CZK","You will rent this apartment for approximately CZK 17,653 CZK","You will rent this apartment for approximately CZK 21,704 CZK","You will rent this apartment for approximately CZK 16,003 CZK","You will rent this apartment for approximately CZK 16,196 CZK","You will rent this apartment for approximately CZK 17,219 CZK","You will rent this apartment for approximately CZK 11,412 CZK","You will rent this apartment for approximately CZK 15,137 CZK",Plot type,"You will rent this apartment for approximately CZK 15,092 CZK","You will rent this apartment for approximately CZK 12,236 CZK","You will rent this apartment for approximately CZK 15,029 CZK","You will rent this apartment for approximately CZK 15,119 CZK","You will rent this apartment for approximately CZK 13,665 CZK","You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 20,000","CZK 5,500",728974,2+kk,8/7/2022,50 m²,Fully furnished,,,163.17,1460.32,391.65,714.12,243.34,686.55,366.05,249.98,869.35,280.34,Prague - Bubeneč,50.10882,14.4003,"CZK 30,000",G,Very good,Brick,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",725020,2 bedroom,9/19/2022,65 m²,Fully furnished,3,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,990",513052,3+1,9/1/2022,75 m²,Fully furnished,6,1.0,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,"CZK 23,000",A,Good,Prefab concrete,,,1.0,,,Personal,Central,Standard,,,Exterior,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500",728945,Studio,9/1/2022,48 m²,Partly,6,1.0,283.71,111.78,139.21,97.39,143.08,392.78,325.49,345.16,982.74,221.31,Prague - Vinohrady,50.0780149,14.4535639,"CZK 20,000",G,Very good,Brick,1.0,,,,,Personal,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",728962,3+1,10/1/2022,70 m²,Partly,5,1.0,76.47,230.59,118.58,144.76,131.77,179.15,229.8,215.28,573.28,273.54,Prague - Hlubočepy,50.0358,14.37752,"CZK 50,000",G,Very good,Prefab concrete,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",577465,2+kk,8/8/2022,54 m²,Fully furnished,2,,215.92,1028.43,112.45,206.36,186.07,125.43,594.28,371.57,355.19,379.38,"Viktorinova, Prague - Nusle",50.0589996,14.4325461,"CZK 40,000",,Very good,Brick,,1.0,,,,Personal,,,,Over 50 years,Complete,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,700",729704,Studio,9/1/2022,31 m²,Partly,5,1.0,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,"CZK 17,000",B,New-build,Other,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",725587,Studio,8/15/2022,33 m²,Partly,,,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,"CZK 18,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 5,500",726148,2 bedroom,9/1/2022,67 m²,Partly,2,1.0,732.67,524.1,711.78,1524.96,305.51,1047.89,590.4,485.73,128.14,417.23,Prague - Střešovice,50.08958,14.38264,"CZK 28,000",G,Very good,Brick,,1.0,1.0,,1.0,Personal,Central,,,,Complete,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,990","CZK 3,407",729697,2+kk,8/13/2022,58 m²,Unfurnished,2,1.0,356.7,653.35,563.88,2270.73,373.52,776.99,782.38,587.03,1560.51,157.37,"Hrašeho, Prague - Čimice",50.13851916666,14.42648583333,"CZK 25,397",C,New-build,Other,,1.0,1.0,1.0,1.0,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 25,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 3,000",689930,3+1,9/1/2022,80 m²,Fully furnished,2,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,"Novákových, Prague - Libeň",50.10418,14.47862,"CZK 35,000",C,Very good,Brick,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,120","CZK 14,040",724853,2+kk,9/12/2022,45 m²,Fully furnished,4,1.0,336.41,302.29,48.66,211.39,57.6,35.65,274.52,787.09,193.2,587.05,"Opletalova, Prague - Nové Město",50.0812219,14.4297716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",717597,1 bedroom,8/28/2022,30 m²,Fully furnished,2,1.0,22.29,463.39,80.9,95.69,72.35,158.42,361.29,435.63,383.68,450.56,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,000",729455,2+kk,8/10/2022,56 m²,Fully furnished,3,1.0,248.28,1144.48,375.04,1366.78,712.61,394.22,1609.11,747.87,1063.69,167.62,Prague - Michle,50.0574,14.46782,"CZK 30,000",A,New-build,Brick,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 4,000",729694,3+kk,8/12/2022,76 m²,Partly,1,1.0,83.64,611.38,81.87,629.89,10.85,661.05,486.54,529.59,401.64,426.26,Prague - Vinohrady,50.06811,14.43465,"CZK 28,500",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 7,200",584777,3+1,9/1/2022,110 m²,Fully furnished,6,1.0,286.67,574.75,38.34,342.06,12.03,299.95,392.01,283.12,620.33,292.11,"Sudoměřská, Prague - Žižkov",50.079945,14.458475,"CZK 56,000",G,Very good,Brick,1.0,,,,,Personal,,Standard,,,Complete,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,850","CZK 13,950",717609,2+kk,8/18/2022,45 m²,Fully furnished,2,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,850","CZK 9,950",728156,2+kk,8/28/2022,50 m²,Fully furnished,3,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,500",644195,Studio,8/20/2022,33 m²,Fully furnished,2,1.0,496.55,854.28,445.6,499.07,246.28,973.79,305.43,592.5,429.06,385.55,"Kovanecká, Prague - Libeň",50.108302,14.484137,"CZK 25,000",B,New-build,Low-energy,,,,1.0,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",290321,1 bedroom,9/1/2022,45 m²,Partly,4,1.0,127.98,511.89,62.72,208.35,194.67,81.79,438.74,951.83,681.78,234.58,"Nýřanská, Prague - Radotín",49.9834399,14.3630214,"CZK 36,000",,Very good,Brick,,,,,,Personal,,Standard,,10 to 30 years,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 1,500",729685,2+kk,9/1/2022,46 m²,Fully furnished,1,,291.61,184.22,159.81,343.76,98.8,382.28,349.22,55.72,247.17,362.7,Prague - Vinohrady,50.07608,14.46399,"CZK 5,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 600,536575,2 bedroom,9/1/2022,63 m²,Unfurnished,2,1.0,114.37,500.87,116.07,597.14,93.19,224.86,209.59,289.68,252.52,433.1,Prague - Vršovice,50.0657824,14.4497389,"CZK 18,000",,,Brick,,,,,,Personal,Gas boiler,,,,Complete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,118","CZK 3,516",728135,2+kk,9/1/2022,46 m²,,1,,184.43,181.79,99.7,210.45,83.87,202.62,419.0,162.1,393.25,142.55,"Zázvorkova, Prague - Stodůlky",50.0452067,14.3329921,"CZK 16,000",,Good,Other,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 2,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,300","CZK 1,816",728137,2+kk,9/1/2022,46 m²,,1,,253.32,699.11,277.95,669.45,477.72,627.7,170.69,462.17,396.72,56.54,"Zlešická, Prague - Chodov",50.0229149,14.4937916,"CZK 15,934",,Good,Other,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 2,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,100","CZK 4,000",728147,2+kk,9/1/2022,53 m²,,1,,273.36,1267.38,389.76,1364.41,369.62,810.23,645.16,787.05,1076.49,724.9,"Hornoměcholupská, Prague - Horní Měcholupy",50.0489563,14.5619503,"CZK 20,708",,Good,Other,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 2,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",729676,Studio,9/1/2022,36 m²,Partly,,1.0,335.73,1631.27,344.95,2039.5,595.56,1085.15,1796.47,2522.74,541.03,186.38,Prague - Hostavice,50.08528,14.56306,"CZK 26,000",G,New-build,Brick,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 5,000",729675,2 bedroom,9/1/2022,52 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,"CZK 50,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,000",729672,1 bedroom,9/1/2022,55 m²,Partly,1,,257.29,300.15,33.66,194.47,8.77,205.24,71.99,288.83,109.46,536.46,Prague - Žižkov,50.08521,14.45006,"CZK 25,000",C,New-build,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",729669,3+kk,9/3/2022,90 m²,Fully furnished,2,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 133,725651,Studio,10/7/2022,27 m²,Fully furnished,8,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,"CZK 32,000",A,Very good,Other,,1.0,,1.0,1.0,Personal,Central,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",9349,2+kk,9/1/2022,50 m²,Partly,2,,304.48,869.35,195.04,351.24,213.59,304.16,191.51,145.15,539.67,409.18,"Jeseniova, Prague - Žižkov",50.089056,14.473377,"CZK 40,000",E,,Brick,,,,,,Personal,,Standard,,30 - 50 years,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 5,000",430594,2 bedroom,9/1/2022,60 m²,Partly,3,,186.72,293.18,218.25,2597.83,837.29,399.71,1897.0,489.42,844.75,271.76,"Legionářů, Prague - Ďáblice",50.144275696926,14.486294358752,CZK 0,B,Very good,Brick,,,,,,Personal,,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,500",719011,Other,8/13/2022,20 m²,Fully furnished,3,,185.56,664.34,226.63,628.85,163.5,615.3,479.38,174.01,684.95,337.58,"Na Zájezdu, Prague - Vinohrady",50.07336,14.46087,"CZK 10,500",G,Good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,100",729648,2+kk,9/1/2022,43 m²,Partly,10,,142.01,314.5,268.56,2635.66,318.83,312.14,379.46,1691.27,1244.29,72.32,Prague - Ruzyně,50.0892,14.30693,"CZK 20,000",C,Good,Prefab concrete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,600","CZK 2,000",728641,2 bedroom,8/30/2022,37 m²,Fully furnished,3,1.0,105.7,447.1,55.79,107.64,120.84,417.32,298.88,75.56,745.03,298.54,Prague - Vinohrady,50.07675,14.45756,"CZK 25,000",A,Very good,Brick,,,,,,Personal,Other,Luxurious,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,360",551447,2+kk,8/25/2022,51 m²,Partly,2,,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,"CZK 40,000",B,,Brick,1.0,,,1.0,,Personal,Central,Standard,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",729656,2+kk,8/12/2022,44 m²,Partly,3,,77.24,310.53,55.09,128.76,97.46,245.74,254.13,580.63,197.7,207.98,Prague - Vysočany,50.11106,14.50386,"CZK 13,500",F,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",729652,1 bedroom,9/1/2022,45 m²,Fully furnished,4,,196.54,1235.93,253.83,1002.82,297.85,497.67,95.98,558.82,1100.42,126.9,Prague - Modřany,50.00691,14.40377,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,200",437594,2 bedroom,9/1/2022,64 m²,Partly,4,,219.09,1106.44,213.31,832.39,198.15,169.31,501.71,326.11,612.07,249.08,"Krupská, Prague - Strašnice",50.0686082,14.4969042,"CZK 14,000",,Good,Brick,,1.0,,,,Cooperative,Distance,,,30 - 50 years,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 3,700",628422,2+kk,10/1/2020,79 m²,Fully furnished,1,1.0,153.93,922.96,472.52,888.14,468.15,443.13,855.78,428.62,421.85,344.33,"Harmonická, Prague - Stodůlky",50.051045,14.330516,"CZK 30,000",B,New-build,Brick,1.0,,1.0,,,Personal,Distance,Luxurious,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",718922,Studio,9/11/2022,45 m²,Fully furnished,5,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",725391,Studio,8/1/2022,31 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 16,500",A,New-build,Brick,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,200",727402,2 bedroom,10/1/2022,70 m²,Partly,4,,301.78,703.07,65.42,479.72,19.7,478.06,235.91,249.48,483.71,218.62,"Ruská, Prague - Vršovice",50.07222495,14.45512555,"CZK 56,500",E,Very good,Brick,,,1.0,,,Personal,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 3,000","CZK 3,000",547824,4+kk,8/13/2022,6 m²,Fully furnished,5,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,"CZK 2,000",,Good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,000",657536,Studio,11/1/2022,39 m²,Partly,7,1.0,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,"CZK 30,000",B,New-build,Other,1.0,1.0,1.0,,,Personal,Central,Luxurious,,Up to 10 years,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",728709,2+kk,10/8/2022,45 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",649500,2+kk,5/1/2022,53 m²,Fully furnished,1,,15.08,865.08,392.37,1315.18,408.88,415.49,977.08,707.27,742.72,221.51,"Pod Kesnerkou, Prague - Smíchov",50.059194,14.403452,"CZK 22,000",G,Very good,Brick,,1.0,,,1.0,Personal,Gas boiler,Standard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000",CZK 0,425050,2+kk,10/1/2022,63 m²,Fully furnished,6,1.0,89.4,400.63,172.37,246.41,338.79,420.2,289.98,221.48,688.73,299.36,"Bělocerkevská, Prague - Vršovice",50.0708974,14.469628,"CZK 24,000",D,Very good,Brick,,,,1.0,,Personal,Central,Luxurious,,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,100","CZK 3,801",571766,2+kk,7/24/2022,75 m²,Fully furnished,4,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,"CZK 56,200",,,Brick,,1.0,,,,Personal,Gas boiler,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 4,350",729642,2+kk,9/15/2022,60 m²,Fully furnished,,1.0,121.48,1227.99,928.72,1099.69,499.69,876.19,826.93,1182.44,637.73,82.41,Prague - Řeporyje,50.03812,14.32275,"CZK 48,000",C,Very good,Brick,1.0,1.0,,,1.0,,Electric boiler,Luxurious,1.0,10 to 30 years,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500",728905,2+kk,8/20/2022,52 m²,Partly,3,1.0,421.53,1650.45,368.8,2020.44,576.51,1104.33,1815.64,2607.26,521.97,205.56,Prague - Hostavice,50.08478,14.56296,"CZK 30,000",C,New-build,Brick,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",557444,Studio,9/1/2022,38 m²,Unfurnished,6,,455.34,678.21,536.04,983.13,748.64,898.39,554.93,672.94,759.65,344.43,"Padovská, Prague - Horní Měcholupy",50.0428927,14.5489151,"CZK 16,000",C,,Brick,,1.0,1.0,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",603525,Studio,9/1/2022,39 m²,Unfurnished,2,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,"CZK 16,000",C,New-build,Brick,,1.0,1.0,,,Personal,Central,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 4,900",197587,2 bedroom,9/1/2022,61 m²,Unfurnished,3,1.0,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,"CZK 25,000",,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,900","CZK 4,900",729635,3+1,9/1/2022,77 m²,Fully furnished,6,1.0,378.13,329.47,218.08,830.86,307.8,245.23,708.3,212.6,553.81,45.31,Prague - Stodůlky,50.04532,14.31142,"CZK 30,000",G,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
