Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Cellar,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Lift,Heating,Domácí mazlíčci vítáni,Parking,Enclosed balcony,Designe,Reconstruction,New-build,Garage,Age,"You will rent this apartment for approximately CZK 12,389 CZK",Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 10,000",CZK 0,"CZK 20,000",729631,Small studio,8/31/2022,3,Brick,,26 m²,Fully furnished,New-build,,C,,,137.3,643.4,595.04,2614.11,519.43,871.16,518.14,518.14,131.53,491.64,Prague - Kbely,50.13535,14.54158,,1.0,,,,,,,1.0,1.0,,,,
"CZK 13,000","CZK 3,700","CZK 26,000",729447,Studio,8/10/2022,1,Low-energy,,36 m²,Partly,New-build,,B,,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,1.0,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,8/21/2022,4,,,70 m²,Fully furnished,,,,,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,1.0,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,718920,2+kk,9/8/2022,3,,,60 m²,Fully furnished,,,,1.0,,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,1.0,1.0,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,718218,2+kk,9/6/2022,2,,,45 m²,Fully furnished,,,,,,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,1.0,,,,,,,,,,,,
"CZK 16,500","CZK 3,500","CZK 33,000",344688,2+kk,9/1/2022,3,Brick,,56 m²,Partly,Good,Personal,,1.0,1.0,161.68,426.91,79.68,126.79,52.68,105.48,264.09,455.92,553.87,556.62,"Tylovo náměstí, Prague - Vinohrady",50.0744655,14.432219,,1.0,,,,,Standard,Complete,,,,,,
"CZK 24,000","CZK 4,000","CZK 40,000",729621,3+kk,8/12/2022,6,Prefab concrete,,70 m²,Partly,New-build,,A,,,216.33,701.07,257.51,216.98,349.82,333.5,187.16,94.61,601.66,133.58,Prague - Nusle,50.05182,14.43587,,1.0,,,,,,,1.0,,,,,
"CZK 31,500","CZK 10,500",,724600,2+kk,9/5/2022,4,,,56 m²,Fully furnished,,,,,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,,,,,
"CZK 7,500","CZK 1,500","CZK 18,000",688853,Other,7/1/2022,,Brick,,31 m²,Unfurnished,Very good,Personal,G,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 22,000",335870,1 bedroom,9/1/2022,1,Brick,,42 m²,Fully furnished,,Personal,,,,113.05,504.78,200.0,449.57,45.11,409.86,183.12,300.57,258.07,557.17,Prague - Žižkov,50.0867341,14.4483599,1.0,,Electric boiler,,,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 37,500","CZK 12,500",,717602,2+kk,9/1/2022,5,,,56 m²,Fully furnished,,,,,,242.69,541.12,99.79,271.87,177.08,314.62,456.71,820.48,635.04,594.38,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,1.0,,,,,,,,,,,,
"CZK 25,185","CZK 8,395",,727016,2+kk,9/21/2022,2,,,48 m²,Fully furnished,,,,,,135.11,912.46,214.19,950.58,205.94,453.63,610.43,416.59,742.03,542.67,"Na Neklance, Prague - Smíchov",50.0605987,14.3995526,,1.0,,,,,,,,,,,,
"CZK 25,380","CZK 8,460",,723857,2 bedroom,9/5/2022,5,,,35 m²,Fully furnished,,,,,,220.05,826.22,174.81,602.88,97.41,601.22,415.82,330.65,569.7,247.12,"Bulharská, Prague - Vršovice",50.0719625,14.461813,,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",,726063,2 bedroom,9/8/2022,2,,,48 m²,Fully furnished,,,,,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",,725775,2+kk,9/11/2022,4,,,60 m²,Fully furnished,,,,,,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,1.0,,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,726381,2 bedroom,9/22/2022,2,,,50 m²,Fully furnished,,,,,,153.56,470.42,120.26,269.32,119.55,286.64,325.43,408.05,238.94,203.1,"U Obecního dvora, Prague - Staré Město",50.0911861,14.4228786,,,,,,,,,,,,,,
"CZK 31,875","CZK 10,625",,725887,2 bedroom,9/13/2022,2,,,65 m²,Fully furnished,,,,,,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,
"CZK 34,650","CZK 11,550",,726077,2 bedroom,9/15/2022,3,,,100 m²,Fully furnished,,,,,,47.36,89.7,50.91,353.17,50.36,559.15,144.5,503.29,323.37,346.2,"Plaská, Prague - Malá Strana",50.0806597,14.4049697,,1.0,,,,,,,,,,,,
"CZK 30,750","CZK 10,250",,726074,2 bedroom,9/15/2022,5,,,70 m²,Fully furnished,,,,,,285.02,1187.16,200.89,227.74,84.78,244.35,168.54,468.48,402.84,169.45,"Neklanova, Prague - Vyšehrad",50.0668376,14.4198946,,,,,,,,,,,,,,
"CZK 34,500","CZK 11,500",,724514,2 bedroom,9/3/2022,5,,,76 m²,Fully furnished,,,,,,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,1.0,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",,728265,2 bedroom,10/1/2022,1,,,48 m²,Fully furnished,,,,1.0,,391.21,523.69,852.19,2051.14,481.77,1805.15,1748.87,917.01,838.92,1086.22,"Nad Kazankou, Prague - Troja",50.1179747,14.4268704,1.0,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,727478,1 bedroom,9/25/2022,4,,,43 m²,Fully furnished,,,,,,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,1.0,,,,,,,,,,,,
"CZK 23,000","CZK 2,100","CZK 46,000",729597,2+kk,8/11/2022,3,Brick,,63 m²,Fully furnished,New-build,,B,1.0,1.0,20.96,1216.23,409.78,2381.88,391.51,1307.24,432.8,1484.82,532.41,983.95,Prague - Ruzyně,50.08341,14.31238,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 12,500","CZK 3,500","CZK 25,000",696830,1 bedroom,9/1/2022,,Brick,,38 m²,Partly,Very good,Personal,G,,,285.09,886.87,280.34,436.5,58.12,623.71,411.25,449.15,460.6,423.63,"Krymská, Prague - Vršovice",50.07146,14.44815,,,,,,,,,,,,,,
"CZK 16,500","CZK 4,000","CZK 15,500",600300,Studio,3/24/2020,2,Brick,,38 m²,Fully furnished,Very good,Personal,A,,,196.12,161.7,27.52,133.3,69.94,182.48,133.16,350.0,170.63,475.29,"Štítného, Prague - Žižkov",50.085186,14.450925,,1.0,,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 15,800",CZK 740,"CZK 31,600",724909,2 bedroom,7/6/2022,2,Brick,,60 m²,Unfurnished,Good,,G,,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 23,000",600303,2+kk,9/1/2022,4,Brick,,60 m²,Fully furnished,Very good,Personal,A,1.0,,209.59,223.23,37.16,194.83,38.85,132.16,95.36,317.71,278.11,367.81,"Štítného, Prague - Žižkov",50.085184,14.452429,,1.0,,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 12,000","CZK 1,500","CZK 24,000",505631,1 bedroom,8/15/2022,2,Brick,,34 m²,Fully furnished,,Personal,,,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,,,Electric boiler,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 19,500","CZK 4,000","CZK 20,000",593841,2+kk,9/1/2022,3,Brick,,56 m²,Partly,New-build,Personal,G,1.0,,262.67,736.25,283.72,756.23,562.34,942.85,698.71,478.02,754.83,151.91,"Univerzitní, Prague - Malešice",50.086497,14.503346,,1.0,Distance,,1.0,,Standard,,1.0,1.0,Up to 10 years,,,
"CZK 22,000",CZK 0,"CZK 22,000",432247,1 bedroom,9/1/2022,2,Brick,,45 m²,Fully furnished,,Personal,,,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,,,Gas boiler,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",728576,2+kk,8/8/2022,5,Brick,,44 m²,Partly,Very good,Cooperative,C,,1.0,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,,1.0,Central,,,,,,,,,,,
"CZK 9,100","CZK 2,200","CZK 13,000",653273,Studio,9/1/2021,2,Brick,,26 m²,Fully furnished,Very good,Cooperative,G,,,97.26,781.17,123.13,484.98,106.06,531.68,672.99,518.47,689.48,519.4,"V Horkách, Prague - Nusle",50.06172,14.44729,,1.0,Electric boiler,,,,Standard,,,,,,,
"CZK 20,000","CZK 8,000","CZK 28,000",729578,3+kk,9/1/2022,7,Prefab concrete,,60 m²,Partly,Very good,Personal,D,1.0,1.0,320.94,543.82,152.65,630.62,46.44,103.62,115.9,621.44,600.12,518.7,Prague - Břevnov,50.08744,14.36686,,,Central,,,,,Complete,,,,,,
"CZK 12,600","CZK 3,400","CZK 15,000",581251,1 bedroom,9/1/2022,1,Other,,34 m²,Partly,Very good,Personal,D,,,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,,1.0,,,,,Standard,Interior,,,Up to 10 years,,,
"CZK 10,500","CZK 3,800","CZK 10,000",414226,Studio,6/1/2021,1,Brick,,34 m²,Partly,Very good,Personal,G,,,216.13,1240.75,767.01,1463.73,286.37,759.59,645.07,712.97,491.26,181.31,"Divišovská, Prague - Chodov",50.0424256,14.5019995,,1.0,,,,,Standard,,,,10 to 30 years,,,
"CZK 21,412","CZK 2,000","CZK 60,000",729574,2 bedroom,8/11/2022,3,Brick,,55 m²,Partly,Good,,C,1.0,,24.6,456.44,74.68,857.24,14.79,202.57,649.07,620.68,736.2,563.6,Prague - Smíchov,50.06312,14.40452,,,,,,,,,,,,,,
"CZK 14,000","CZK 5,000","CZK 28,000",729563,Small studio,8/11/2022,5,Brick,,36 m²,Partly,Very good,,G,1.0,,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,1.0,,,,,,,,,,,,,
"CZK 18,000","CZK 7,000","CZK 30,000",394739,2+kk,9/1/2022,2,Brick,,52 m²,Fully furnished,Very good,Cooperative,,,1.0,58.7,772.13,163.59,408.47,10.72,545.2,302.58,277.17,993.41,250.58,"U Svépomoci, Prague - Nusle",50.054336,14.4419268,,,Electric boiler,,,,Luxurious,Interior,,,,,,
"CZK 19,950","CZK 4,000","CZK 40,000",729559,2 bedroom,8/11/2022,1,Brick,,60 m²,Unfurnished,Very good,,C,,,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,,1.0,,,,,,,,,,,,
"CZK 34,990","CZK 2,506","CZK 37,496",729558,3+kk,8/16/2022,2,Brick,"CZK 37,496",94 m²,Partly,Very good,Personal,G,,,173.8,456.63,239.43,271.32,21.48,149.46,356.05,212.58,464.28,232.37,"Vinohradská, Prague - Vinohrady",50.07719694444,14.44673861111,,1.0,,,1.0,,,,,,,,,
"CZK 12,000","CZK 5,500","CZK 24,000",728850,2+kk,8/6/2022,3,Prefab concrete,,45 m²,Unfurnished,Good,,G,,,440.25,1018.99,373.61,930.43,430.66,296.16,152.56,483.28,1509.67,219.52,Prague - Černý Most,50.10502,14.5704,,1.0,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 16,000",729555,2 bedroom,8/11/2022,2,Brick,,61 m²,Partly,Very good,,G,,,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,,,1.0,,,,,,,,,,
"CZK 13,000","CZK 2,237","CZK 15,000",729552,Studio,8/11/2022,3,Low-energy,,35 m²,Partly,New-build,,B,,,53.19,336.31,86.12,112.87,128.78,7.35,380.56,498.61,1023.73,114.47,Prague - Malešice,50.08039,14.50081,,,,,1.0,,,,,,,,,
"CZK 24,500","CZK 3,900","CZK 28,400",647743,2+kk,8/17/2022,6,Brick,,52 m²,Fully furnished,Very good,Personal,D,,,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,1.0,1.0,Central,,1.0,,Luxurious,Complete,,,,,,
"CZK 49,900","CZK 10,000","CZK 100,000",607655,4+1,1/15/2022,1,Brick,,145 m²,Fully furnished,Very good,Personal,G,1.0,,311.3,589.1,133.67,266.28,158.68,250.34,458.19,609.91,273.19,516.0,"Krakovská, Prague - Nové Město",50.079114,14.428088,,1.0,,,,,,,,,,,,
"CZK 18,990","CZK 6,589","CZK 25,579",729548,4+1,8/15/2022,8,Prefab concrete,"CZK 25,579",84 m²,Unfurnished,Very good,Personal,G,,,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,,1.0,,,,,,,,,,,,
"CZK 15,990","CZK 3,000","CZK 18,990",729541,2+kk,8/15/2022,2,Brick,"CZK 18,990",45 m²,,New-build,Personal,B,1.0,,487.8,1107.3,352.8,1081.35,801.28,637.38,606.87,532.4,1320.82,117.6,"Zakšínská, Prague - Střížkov",50.13110944444,14.49411111111,,1.0,,,,,,,1.0,,,,,
"CZK 12,000","CZK 3,000","CZK 19,000",726777,Small studio,8/31/2022,1,Brick,,20 m²,Partly,New-build,,G,,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,,,,,1.0,,Standard,,1.0,,10 to 30 years,,,
"CZK 6,000","CZK 3,000","CZK 9,000",661029,Small studio,5/3/2021,3,Other,,20 m²,Fully furnished,Very good,,D,,,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,,1.0,Distance,,,,Standard,,,,,,,
"CZK 13,000","CZK 1,000","CZK 20,000",453183,Small studio,8/11/2022,1,Brick,,40 m²,Partly,,Personal,,,,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,,1.0,,,,,,Complete,,,,,,
"CZK 18,500","CZK 3,000","CZK 18,500",729534,1 bedroom,8/11/2022,1,Brick,,41 m²,Partly,Very good,,G,,1.0,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",CZK 0,186307,2+kk,9/1/2022,1,Brick,,40 m²,Fully furnished,Very good,Personal,A,1.0,1.0,53.22,1341.03,498.16,659.58,103.48,775.22,874.37,298.08,1927.71,513.64,"Ve Žlíbku, Prague - Horní Počernice",50.114987,14.6262925,,,Gas boiler,,1.0,,Luxurious,,,1.0,,,,
"CZK 19,000","CZK 5,000","CZK 19,000",729521,2 bedroom,9/1/2022,3,Other,,60 m²,Partly,Good,,G,,,127.71,423.1,321.53,390.67,224.32,383.23,215.51,322.93,582.57,174.8,Prague - Žižkov,50.08307,14.44477,,,,,,,,,,,,,,
"CZK 29,000","CZK 3,500","CZK 29,000",631330,3+1,6/30/2021,3,Brick,,105 m²,Partly,Very good,Personal,C,,,374.7,678.62,251.58,339.03,15.38,379.01,398.25,550.18,369.1,220.37,"Konviktská, Prague - Staré Město",50.083519,14.416176,,,Gas boiler,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 26,500","CZK 3,000","CZK 60,000",724897,3+1,8/11/2022,2,Brick,,99 m²,Partly,Good,,G,1.0,1.0,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,,,,,1.0,,,,,,,,,
"CZK 14,600","CZK 5,671","CZK 20,000",576034,2+kk,8/14/2022,1,Brick,,44 m²,Fully furnished,Very good,Personal,G,,,137.61,837.11,172.6,282.47,120.62,798.27,367.39,521.92,805.03,254.75,"Dolní, Prague - Nusle",50.0598128,14.4484623,,,,,,,,,,,,,,
"CZK 8,899",CZK 1,"CZK 8,900",729517,5+1,9/1/2022,1,Brick,,115 m²,Fully furnished,Very good,,G,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 20,000",729510,2 bedroom,9/1/2022,5,Prefab concrete,,53 m²,Partly,Very good,,G,,,225.96,219.82,222.59,435.53,173.44,235.7,437.33,248.87,717.43,172.35,Prague - Krč,50.04266,14.44284,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 13,000",729500,Small studio,8/11/2022,5,Brick,,29 m²,Partly,Good,,C,,1.0,280.15,488.97,236.1,615.19,205.78,408.81,259.84,454.97,217.69,359.73,Prague - Vinohrady,50.06602,14.4335,,1.0,,1.0,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 26,000",729494,3+1,8/11/2022,2,Brick,,104 m²,Partly,Very good,,E,,,291.44,1001.99,108.47,511.99,244.01,596.53,347.29,296.17,378.89,306.52,Prague - Žižkov,50.09091,14.47911,,,,,,,,,,,,,,
"CZK 23,500","CZK 3,500","CZK 35,000",569174,2+kk,10/1/2022,-1,Brick,,48 m²,Fully furnished,Very good,Personal,B,,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,1.0,,Other,,,,Luxurious,Complete,,,Up to 10 years,,,
"CZK 13,500","CZK 4,000","CZK 13,500",399430,1 bedroom,9/1/2022,1,Brick,,45 m²,Partly,Very good,Personal,,,,224.62,651.71,146.46,149.36,148.75,349.55,679.28,484.53,469.98,373.73,"Jindřicha Plachty, Prague - Smíchov",50.0708313,14.4082987,,,Gas boiler,,,,Standard,Interior,,,,,,
"CZK 15,000","CZK 3,500","CZK 15,000",598847,Studio,8/1/2022,1,Brick,,42 m²,Partly,New-build,Personal,A,,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,,,Geothermal,,,,Luxurious,,1.0,,Up to 10 years,,,
"CZK 15,500",CZK 0,"CZK 20,000",348859,2 bedroom,9/1/2022,1,Brick,,55 m²,Partly,Very good,Personal,,,,377.86,952.52,268.88,785.46,427.06,919.2,278.57,123.86,840.54,359.97,"Zdařilá, Prague - Nusle",50.0551428,14.4464394,,,,,,,Standard,Complete,,,Over 50 years,,,
"CZK 13,500","CZK 2,800","CZK 17,000",88993,Studio,9/1/2022,1,Brick,,30 m²,Fully furnished,New-build,Personal,B,,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,1.0,1.0,Distance,,,,,,1.0,,,,,
"CZK 21,000","CZK 4,500","CZK 42,000",131474,2+kk,9/1/2022,6,Brick,,64 m²,Fully furnished,Very good,Personal,,1.0,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,,1.0,,,,,Luxurious,Complete,,,10 to 30 years,,,
"CZK 11,000","CZK 1,000","CZK 10,000",208147,Small studio,8/15/2022,1,Brick,,30 m²,Partly,Very good,Personal,A,,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,,,Gas boiler,,,,Standard,Complete,1.0,,Up to 10 years,,,
"CZK 28,500","CZK 6,500","CZK 57,000",729473,3+kk,9/1/2022,1,Other,,80 m²,Fully furnished,New-build,,B,1.0,,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 10,000","CZK 2,500","CZK 12,500",639608,Small studio,8/15/2022,6,Prefab concrete,,26 m²,Fully furnished,Good,Cooperative,G,,1.0,53.36,482.88,324.57,600.02,145.25,893.67,415.19,403.26,1123.61,286.55,"Jabloňová, Prague - Záběhlice",50.056008,14.506324,,1.0,Central,,,,Standard,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",728811,Studio,8/5/2022,4,Low-energy,,35 m²,Fully furnished,Very good,Personal,B,,1.0,526.76,1019.91,431.15,1156.37,479.61,952.31,597.42,464.21,605.37,264.73,Prague - Háje,50.0379,14.52104,,1.0,,,1.0,,,,,,Up to 10 years,,,
"CZK 30,000","CZK 3,600","CZK 60,000",729463,3+1,8/10/2022,1,Brick,,82 m²,Partly,Very good,,E,1.0,,130.19,731.82,192.86,278.58,122.02,432.24,524.15,519.11,464.56,303.79,Prague - Žižkov,50.08774,14.46488,,1.0,,,,,,,,1.0,,,,
"CZK 14,000","CZK 1,500","CZK 20,000",729462,1 bedroom,9/1/2022,3,Brick,,55 m²,Partly,Very good,,G,1.0,1.0,309.95,875.58,129.91,388.71,138.04,921.33,432.31,406.9,820.23,143.03,Prague - Nusle,50.05754,14.44587,,,,,,,,,,,,,,
"CZK 22,950","CZK 6,050","CZK 29,000",729461,3+kk,8/10/2022,7,Brick,,64 m²,Fully furnished,Very good,,G,,1.0,118.26,104.46,115.27,117.85,301.03,138.11,396.16,317.59,242.47,232.25,Prague - Hloubětín,50.10496,14.53836,,1.0,,,1.0,1.0,,Complete,,,,,,
"CZK 14,500","CZK 3,500","CZK 29,000",509706,2+kk,9/1/2022,5,Prefab concrete,,44 m²,Partly,,Personal,D,,,232.66,691.04,252.66,1520.0,426.73,381.53,707.27,420.94,767.02,179.28,Prague - Kamýk,50.0156196,14.4454164,,1.0,Central,,,,,Exterior,,,,,,
"CZK 20,000","CZK 5,500","CZK 20,000",729449,3+kk,8/15/2022,5,Prefab concrete,,68 m²,Fully furnished,Good,Cooperative,E,,,271.5,644.87,201.1,583.24,551.64,211.59,204.86,181.93,650.7,76.59,Prague - Prosek,50.12079,14.49128,,,,1.0,,1.0,,,,,,,,
"CZK 22,000","CZK 3,700","CZK 22,000",729445,Studio,9/15/2022,4,Brick,,63 m²,Partly,Very good,Personal,G,,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,,,,,,,,,,,,,,
"CZK 15,000","CZK 7,500","CZK 30,000",729427,2+kk,9/1/2022,,Brick,,54 m²,Fully furnished,Very good,Personal,G,,,25.96,374.17,20.45,2174.28,72.28,647.45,261.01,485.72,1325.26,370.94,Prague - Braník,50.03968,14.41073,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 26,000",729413,Studio,8/10/2022,1,Brick,,34 m²,Fully furnished,Very good,,G,,,317.5,991.78,1084.62,1424.17,1066.47,1450.5,583.91,1402.22,1034.28,929.42,Prague - Radotín,49.99108,14.35213,,,Other,,1.0,,Luxurious,,,,Up to 10 years,,,
"CZK 18,500","CZK 3,000","CZK 21,000",729446,4+1,10/1/2022,5,Brick,,93 m²,Fully furnished,Very good,,G,1.0,1.0,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,,1.0,,,,,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 31,500",729444,3+1,8/10/2022,5,Prefab concrete,,63 m²,Fully furnished,Very good,,G,,1.0,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,,1.0,,,,1.0,,,,,,,,
"CZK 32,000","CZK 5,000","CZK 32,000",552412,3+kk,6/1/2022,1,Brick,,80 m²,Unfurnished,New-build,Personal,A,,1.0,118.18,1172.49,550.27,1154.04,822.92,1099.33,1102.6,1134.14,1024.25,363.37,"Saarinenova, Prague - Hloubětín",50.10777,14.52681,1.0,1.0,Distance,,1.0,,Luxurious,,1.0,1.0,Up to 10 years,,,
"CZK 20,800","CZK 5,200","CZK 40,000",729439,4+1,8/10/2022,,Brick,,76 m²,Fully furnished,Good,,G,,,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,,,,,1.0,1.0,,,,,,,,
"CZK 14,500","CZK 3,000","CZK 20,000",729438,1 bedroom,8/17/2022,5,Brick,,48 m²,Unfurnished,Very good,,G,,,434.9,655.87,466.9,607.76,169.97,682.28,547.75,382.87,338.16,559.67,Prague - Libeň,50.09945,14.4709,,,,,,,,,,,,,,
"CZK 13,800","CZK 2,980","CZK 20,000",729431,Studio,9/30/2022,3,Brick,,46 m²,Fully furnished,New-build,,C,,1.0,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,Prague - Vinohrady,50.06918,14.43767,1.0,1.0,,,,,,,1.0,,,,,
"CZK 10,500","CZK 2,500","CZK 20,000",729432,1 bedroom,8/10/2022,2,Brick,,31 m²,Partly,Very good,,G,1.0,,201.93,722.9,107.15,655.7,326.23,503.61,120.12,1079.9,478.73,108.23,Prague - Holešovice,50.10958,14.44779,,,,1.0,,,,,,,,,,
"CZK 22,500","CZK 4,000","CZK 50,000",728770,3+kk,11/1/2022,4,Prefab concrete,,61 m²,Fully furnished,Very good,,D,,,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,,1.0,,,,1.0,,,,,,,,
"CZK 14,200","CZK 3,800","CZK 18,000",638486,2+kk,11/12/2020,5,Brick,,46 m²,Partly,Very good,Personal,G,,1.0,306.75,623.82,97.76,347.36,108.73,363.67,337.77,449.29,436.64,155.98,"U Libeňského pivovaru, Prague - Libeň",50.1070664,14.4751144,,1.0,Gas boiler,,,,,Complete,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",729401,1 bedroom,8/20/2022,4,Brick,,50 m²,Fully furnished,Very good,,G,1.0,,106.52,290.12,235.44,650.23,250.41,747.03,479.29,465.91,207.56,184.0,Prague - Záběhlice,50.05658,14.50479,,,,,,,,,,,,,,
