Price,Fees,Refundable security deposit,Listing ID,Layout,Condition,Ownership,EPC,Floor space,Avaliable from,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Reconstruction,Fully furnished,Heating,Designe,Cellar,Balcony,Terrace,Enclosed balcony,Age,New-build,Parking,Garage,Domácí mazlíčci vítáni,Administrative fee,Plot type
"CZK 28,100","CZK 3,801","CZK 56,200",571766,2+kk,,Personal,,75 m²,7/24/2022,4,Brick,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,,Fully furnished,Gas boiler,Luxurious,1.0,,,,,,,,,,
"CZK 18,500","CZK 5,500","CZK 30,000",728905,2+kk,New-build,,C,52 m²,8/20/2022,3,Brick,1.0,421.53,1650.45,368.8,2020.44,576.51,1104.33,1815.64,2607.26,521.97,205.56,Prague - Hostavice,50.08478,14.56296,,Partly,,,1.0,1.0,,,,1.0,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",557444,Studio,,Personal,C,38 m²,9/1/2022,6,Brick,,455.34,678.21,536.04,983.13,748.64,898.39,554.93,672.94,759.65,344.43,"Padovská, Prague - Horní Měcholupy",50.0428927,14.5489151,,Unfurnished,Distance,,1.0,1.0,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",603525,Studio,New-build,Personal,C,39 m²,9/1/2022,2,Brick,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,,Unfurnished,Central,,1.0,1.0,,,,,,1.0,,,
"CZK 25,900","CZK 4,900","CZK 30,000",729635,3+1,Very good,Personal,G,77 m²,9/1/2022,6,Prefab concrete,1.0,378.13,329.47,218.08,830.86,307.8,245.23,708.3,212.6,553.81,45.31,Prague - Stodůlky,50.04532,14.31142,,Fully furnished,,,,,,1.0,,,,,,,
"CZK 14,999","CZK 2,500","CZK 17,500",598559,2+kk,New-build,Personal,B,55 m²,9/1/2022,2,Brick,,91.39,310.67,92.06,91.12,15.07,54.1,374.99,679.58,586.87,437.09,"Čestmírova, Prague - Nusle",50.064342,14.442252,Complete,Partly,,Luxurious,1.0,1.0,,,Up to 10 years,,1.0,,,,
"CZK 11,000","CZK 1,000","CZK 12,000",287227,Studio,,Personal,,25 m²,9/1/2021,2,Brick,,323.68,1197.48,307.68,357.49,262.34,316.16,373.23,595.86,400.59,133.66,"Nad Ohradou, Prague - Žižkov",50.0919092,14.4717412,,Partly,Gas boiler,,,1.0,,,Up to 10 years,,1.0,,,,
"CZK 13,000","CZK 3,700","CZK 26,000",729447,Studio,New-build,,B,36 m²,8/10/2022,1,Low-energy,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,,Partly,,,1.0,,1.0,,,1.0,1.0,1.0,,,
"CZK 7,500","CZK 1,500","CZK 18,000",688853,Other,Very good,Personal,G,31 m²,7/1/2022,,Brick,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,,Unfurnished,,,,,,,,,,,,,
"CZK 15,800",CZK 740,"CZK 31,600",724909,2 bedroom,Good,,G,60 m²,7/6/2022,2,Brick,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,,Unfurnished,,,,,,,,,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",505631,1 bedroom,,Personal,,34 m²,8/15/2022,2,Brick,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,Complete,Fully furnished,Electric boiler,Standard,,,,,Up to 10 years,,,,,,
"CZK 22,000",CZK 0,"CZK 22,000",432247,1 bedroom,,Personal,,45 m²,9/1/2022,2,Brick,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,,Fully furnished,Gas boiler,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",728576,2+kk,Very good,Cooperative,C,44 m²,8/8/2022,5,Brick,1.0,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,,Partly,Central,,1.0,,,,,,,,,,
"CZK 12,600","CZK 3,400","CZK 15,000",581251,1 bedroom,Very good,Personal,D,34 m²,9/1/2022,1,Other,1.0,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,Interior,Partly,,Standard,,,,,Up to 10 years,,,,,,
"CZK 14,000","CZK 5,000","CZK 28,000",729563,Small studio,Very good,,G,36 m²,8/11/2022,5,Brick,,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,,Partly,,,,1.0,1.0,,,,,,,,
"CZK 18,000","CZK 7,000","CZK 30,000",394739,2+kk,Very good,Cooperative,,52 m²,9/1/2022,2,Brick,,58.7,772.13,163.59,408.47,10.72,545.2,302.58,277.17,993.41,250.58,"U Svépomoci, Prague - Nusle",50.054336,14.4419268,Interior,Fully furnished,Electric boiler,Luxurious,1.0,,,,,,,,,,
"CZK 19,950","CZK 4,000","CZK 40,000",729559,2 bedroom,Very good,,C,60 m²,8/11/2022,1,Brick,1.0,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,,Unfurnished,,,,,,,,,,,,,
"CZK 34,990","CZK 2,506","CZK 37,496",729558,3+kk,Very good,Personal,G,94 m²,8/21/2022,2,Brick,1.0,173.8,456.63,239.43,271.32,21.48,149.46,356.05,212.58,464.28,232.37,"Vinohradská, Prague - Vinohrady",50.07719694444,14.44673861111,,Partly,,,,,,,,,1.0,,,"CZK 37,496",
"CZK 12,000","CZK 5,500","CZK 24,000",728850,2+kk,Good,,G,45 m²,8/6/2022,3,Prefab concrete,1.0,440.25,1018.99,373.61,930.43,430.66,296.16,152.56,483.28,1509.67,219.52,Prague - Černý Most,50.10502,14.5704,,Unfurnished,,,,,,,,,,,,,
"CZK 18,990","CZK 6,589","CZK 25,579",729548,4+1,Very good,Personal,G,84 m²,8/21/2022,8,Prefab concrete,1.0,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,,Unfurnished,,,,,,,,,,,,"CZK 25,579",
"CZK 15,990","CZK 3,000","CZK 18,990",729541,2+kk,New-build,Personal,B,45 m²,8/21/2022,2,Brick,1.0,487.8,1107.3,352.8,1081.35,801.28,637.38,606.87,532.4,1320.82,117.6,"Zakšínská, Prague - Střížkov",50.13110944444,14.49411111111,,,,,,1.0,,,,1.0,,,,"CZK 18,990",
"CZK 13,000","CZK 1,000","CZK 20,000",453183,Small studio,,Personal,,40 m²,8/11/2022,1,Brick,1.0,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,Complete,Partly,,,,,,,,,,,,,
"CZK 18,500","CZK 3,000","CZK 18,500",729534,1 bedroom,Very good,,G,41 m²,8/11/2022,1,Brick,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,,Partly,,,1.0,,,,,,,,,,
"CZK 8,899",CZK 1,"CZK 8,900",729517,5+1,Very good,,G,115 m²,9/1/2022,1,Brick,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,,Fully furnished,,,,,,,,,,,,,
"CZK 23,500","CZK 3,500","CZK 35,000",569174,2+kk,Very good,Personal,B,48 m²,10/1/2022,-1,Brick,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,Complete,Fully furnished,Other,Luxurious,,,1.0,,Up to 10 years,,,,,,
"CZK 13,500","CZK 4,000","CZK 13,500",399430,1 bedroom,Very good,Personal,,45 m²,9/1/2022,1,Brick,,224.62,651.71,146.46,149.36,148.75,349.55,679.28,484.53,469.98,373.73,"Jindřicha Plachty, Prague - Smíchov",50.0708313,14.4082987,Interior,Partly,Gas boiler,Standard,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 15,000",598847,Studio,New-build,Personal,A,42 m²,8/1/2022,1,Brick,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,,Partly,Geothermal,Luxurious,,,,,Up to 10 years,1.0,,,,,
"CZK 13,500","CZK 2,800","CZK 17,000",88993,Studio,New-build,Personal,B,30 m²,9/1/2022,1,Brick,1.0,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,,Fully furnished,Distance,,,,1.0,,,1.0,,,,,
"CZK 21,000","CZK 4,500","CZK 42,000",131474,2+kk,Very good,Personal,,64 m²,9/1/2022,6,Brick,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,Complete,Fully furnished,,Luxurious,1.0,1.0,,,10 to 30 years,,,,,,
"CZK 11,000","CZK 1,000","CZK 10,000",208147,Small studio,Very good,Personal,A,30 m²,8/15/2022,1,Brick,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,Complete,Partly,Gas boiler,Standard,,,,,Up to 10 years,1.0,,,,,
"CZK 28,500","CZK 6,500","CZK 60,000",729473,3+kk,New-build,,B,80 m²,9/1/2022,1,Other,1.0,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,,Fully furnished,,,,1.0,,,,1.0,1.0,1.0,,,
"CZK 22,950","CZK 6,050","CZK 29,000",729461,3+kk,Very good,,G,64 m²,8/10/2022,7,Brick,1.0,118.26,104.46,115.27,117.85,301.03,138.11,396.16,317.59,242.47,232.25,Prague - Hloubětín,50.10496,14.53836,Complete,Fully furnished,,,1.0,,,1.0,,,1.0,,,,
"CZK 20,000","CZK 5,500","CZK 20,000",729449,3+kk,Good,Cooperative,E,68 m²,8/15/2022,5,Prefab concrete,,271.5,644.87,201.1,583.24,551.64,211.59,204.86,181.93,650.7,76.59,Prague - Prosek,50.12079,14.49128,,Fully furnished,,,,,,1.0,,,,,1.0,,
"CZK 22,000","CZK 3,700","CZK 22,000",729445,Studio,Very good,Personal,G,63 m²,9/15/2022,4,Brick,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,,Partly,,,,,,,,,,,,,
"CZK 15,000","CZK 7,500","CZK 30,000",729427,2+kk,Very good,Personal,G,54 m²,9/1/2022,,Brick,,25.96,374.17,20.45,2174.28,72.28,647.45,261.01,485.72,1325.26,370.94,Prague - Braník,50.03968,14.41073,,Fully furnished,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 26,000",729413,Studio,Very good,,G,34 m²,8/10/2022,1,Brick,,317.5,991.78,1084.62,1424.17,1066.47,1450.5,583.91,1402.22,1034.28,929.42,Prague - Radotín,49.99108,14.35213,,Fully furnished,Other,Luxurious,,,,,Up to 10 years,,1.0,,,,
"CZK 18,500","CZK 3,000","CZK 21,000",729446,4+1,Very good,,G,93 m²,10/1/2022,5,Brick,1.0,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,,Fully furnished,,,1.0,1.0,,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 31,500",729444,3+1,Very good,,G,63 m²,8/10/2022,5,Prefab concrete,1.0,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,,Fully furnished,,,1.0,,,1.0,,,,,,,
"CZK 20,800","CZK 5,200","CZK 40,000",729439,4+1,Good,,G,76 m²,8/10/2022,,Brick,,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,,Fully furnished,,,,,,1.0,,,1.0,,,,
"CZK 22,500","CZK 4,000","CZK 50,000",728770,3+kk,Very good,,D,61 m²,11/1/2022,4,Prefab concrete,1.0,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,,Fully furnished,,,,,,1.0,,,,,,,
"CZK 15,067","CZK 5,000","CZK 30,000",729377,2 bedroom,Good,,G,55 m²,8/20/2022,1,Brick,,130.65,120.64,226.65,300.62,244.26,210.08,307.33,661.31,211.66,508.06,Prague - Břevnov,50.08472,14.36321,,Fully furnished,,,,,,,,,,,,,
"CZK 18,000","CZK 4,078","CZK 36,000",729375,2+kk,Very good,,C,53 m²,8/10/2022,1,Brick,,91.56,580.59,32.93,585.62,4.62,464.01,508.55,544.72,531.74,284.1,Prague - Michle,50.05046,14.45888,Complete,Partly,,Standard,1.0,1.0,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",729359,2 bedroom,Good,,G,56 m²,8/24/2022,3,Brick,,167.41,1047.78,104.76,345.97,70.48,160.84,111.51,523.79,247.62,232.49,Prague - Vyšehrad,50.06732,14.41801,,Fully furnished,,,,,,,,,,,,,
"CZK 59,000","CZK 9,500","CZK 118,000",432912,5+kk,,Personal,,240 m²,9/1/2022,6,Brick,1.0,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,,Fully furnished,,Luxurious,,1.0,1.0,,,,,,,,
"CZK 17,500","CZK 2,500","CZK 40,000",728527,Studio,Very good,Cooperative,G,32 m²,8/3/2022,3,Brick,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,Complete,Partly,Electric boiler,,1.0,,,,,,,,,,
"CZK 17,990","CZK 4,000","CZK 22,000",729327,2+kk,Very good,,G,48 m²,9/1/2022,3,Brick,1.0,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,,Fully furnished,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000","CZK 30,000",729321,2+kk,Very good,,G,75 m²,9/1/2022,3,Brick,,62.81,229.18,37.28,88.61,0.22,86.73,193.2,250.78,144.15,194.55,Prague - Staré Město,50.09079,14.42614,,Fully furnished,,,,,,,,,,,,,
"CZK 30,500","CZK 2,150","CZK 61,000",729318,3+kk,Very good,,G,98 m²,10/1/2022,2,Brick,,131.04,282.63,76.16,114.98,87.65,66.67,574.2,250.59,635.61,118.55,Prague - Vinohrady,50.07762,14.45995,Complete,Fully furnished,,,1.0,1.0,,,,,1.0,,,,
"CZK 26,000","CZK 4,000","CZK 50,000",661952,4+kk,Very good,Personal,B,60 m²,10/1/2022,2,Brick,,194.51,1080.75,282.22,795.84,73.8,373.72,512.25,255.77,1188.34,176.49,"Holečkova, Prague - Smíchov",50.07329,14.39297,Complete,Fully furnished,,Luxurious,,,,,,,1.0,,,,
"CZK 27,000",CZK 0,"CZK 35,000",487732,2 bedroom,Very good,Personal,B,70 m²,9/1/2022,5,Brick,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,Complete,Fully furnished,,Luxurious,,1.0,,,30 - 50 years,,,,,,
"CZK 13,000","CZK 4,500","CZK 26,000",729305,2+kk,Very good,,G,41 m²,9/1/2022,3,Brick,1.0,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,,Partly,,,,1.0,,,,,,,,,
"CZK 16,900","CZK 3,500","CZK 20,000",583541,2+kk,New-build,Personal,A,60 m²,11/1/2022,2,Brick,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,Complete,Fully furnished,Gas boiler,Standard,1.0,1.0,,1.0,Up to 10 years,,1.0,1.0,,,
"CZK 17,000","CZK 5,500","CZK 34,000",729288,2 bedroom,Very good,,G,51 m²,8/9/2022,3,Brick,1.0,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,,Partly,,,,,,,,,,,,,
"CZK 29,500","CZK 6,000","CZK 60,000",667774,3+kk,Very good,Personal,G,80 m²,9/15/2022,4,Brick,1.0,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,Complete,Fully furnished,,,1.0,,,,,,,,,,
"CZK 19,308","CZK 3,000","CZK 40,000",729276,2+kk,Very good,,G,67 m²,9/12/2022,3,Brick,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,,Fully furnished,,,,1.0,,,,,1.0,,,,
"CZK 17,000","CZK 2,410","CZK 34,000",571042,2+kk,,Personal,,46 m²,8/1/2022,3,Brick,1.0,115.04,910.67,58.66,835.25,34.01,372.09,301.04,269.97,102.07,144.7,"Bělohorská, Prague - Břevnov",50.0850112,14.3789362,Complete,Partly,,,,,,,,,1.0,,,,
"CZK 18,000","CZK 5,000","CZK 46,000",728153,Studio,Very good,,G,23 m²,8/1/2022,,Brick,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,,Fully furnished,,Standard,,,,,Up to 10 years,,1.0,,,,
"CZK 21,500","CZK 4,200","CZK 30,000",621022,2+kk,Very good,Personal,D,68 m²,9/1/2020,4,Brick,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,,Partly,Distance,Standard,,1.0,,,10 to 30 years,,,1.0,,,
"CZK 12,500","CZK 2,600","CZK 20,000",681431,Studio,Very good,Personal,G,32 m²,8/10/2022,2,Prefab concrete,1.0,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,,Fully furnished,,,1.0,,,,,,1.0,,,,
"CZK 8,000",CZK 0,"CZK 8,000",83969,3+1,,Personal,A,80 m²,9/1/2022,5,Prefab concrete,1.0,216.28,288.05,286.73,258.61,205.43,266.44,287.95,507.27,616.75,205.9,"Brdičkova, Prague - Stodůlky",50.0435032,14.3300848,,Fully furnished,,,,,,,,,1.0,,,,
"CZK 20,000",CZK 1,"CZK 40,000",729242,2 bedroom,Very good,,G,65 m²,8/9/2022,3,Brick,,41.06,683.12,60.19,451.26,68.46,458.12,263.36,133.96,373.0,291.83,Prague - Vršovice,50.0704,14.46059,,Unfurnished,,,,,,,,,,,,,
"CZK 17,000","CZK 7,000","CZK 34,000",729238,4+kk,Very good,,G,103 m²,8/15/2022,1,Other,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,,Partly,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",CZK 0,728741,Studio,Very good,,G,48 m²,8/25/2022,2,Other,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,,Unfurnished,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",CZK 0,728742,Studio,Very good,,G,42 m²,8/25/2022,2,Other,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,Complete,Unfurnished,,,,,,,,,,,,,
"CZK 40,000","CZK 10,000",CZK 0,728751,2+kk,Very good,,G,74 m²,8/25/2022,3,Other,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,Complete,Unfurnished,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000","CZK 30,000",546603,4+kk,Very good,Personal,B,94 m²,10/1/2022,2,Brick,,252.64,1786.07,339.48,1343.33,121.57,664.57,874.09,517.53,121.91,140.28,Prague - Letňany,50.1444167,14.5069968,Complete,Unfurnished,Electric boiler,,1.0,,,,Up to 10 years,,1.0,,,,
"CZK 24,000","CZK 4,000","CZK 48,000",729219,2+kk,New-build,Personal,B,62 m²,10/1/2022,8,Brick,1.0,174.3,970.54,39.31,895.64,476.02,323.89,470.1,346.69,1007.32,78.8,Prague - Střížkov,50.12917,14.49331,,Fully furnished,Central,Luxurious,,1.0,,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 25,000","CZK 3,000","CZK 25,000",729220,2+kk,Very good,,G,50 m²,8/9/2022,2,Brick,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,,Unfurnished,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000","CZK 25,000",729217,2+kk,Very good,,G,50 m²,8/9/2022,2,Brick,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,,Unfurnished,,,,,,,,,,,,,
"CZK 11,500","CZK 3,100","CZK 23,000",729209,Studio,New-build,,G,23 m²,8/22/2022,3,Low-energy,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,,Partly,,,1.0,,,,,,,,,,
"CZK 30,000","CZK 5,967","CZK 55,000",729202,3+kk,New-build,,C,84 m²,10/1/2022,6,Brick,1.0,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,,Partly,,,,1.0,,,,1.0,1.0,1.0,,,
"CZK 12,500","CZK 5,500","CZK 20,000",535787,2+kk,,Personal,,45 m²,9/1/2022,4,Prefab concrete,1.0,400.69,581.2,115.56,801.04,107.93,474.58,190.59,822.58,484.6,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,Complete,Partly,,,,,,,,,,,,,
"CZK 20,000",CZK 850,"CZK 25,000",413470,2 bedroom,Very good,Personal,G,71 m²,9/1/2022,4,Brick,,248.94,735.12,54.07,227.84,66.68,310.21,357.9,95.57,411.28,380.53,"Trojická, Prague - Nové Město",50.0705526,14.4159105,,Partly,,,,,,,,,,,,,
"CZK 26,000","CZK 4,000","CZK 26,000",726412,3+kk,Very good,Personal,G,55 m²,9/1/2022,1,Brick,,110.56,129.83,135.71,231.47,30.61,425.17,229.3,557.24,377.32,204.43,"Újezd, Prague - Malá Strana",50.08327825,14.4041547,,Partly,,,1.0,1.0,,,,,,,,,
"CZK 18,500","CZK 3,500",CZK 0,265593,2+kk,,Personal,,66 m²,10/1/2022,9,Brick,1.0,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,,Fully furnished,,,,1.0,,,,1.0,,,,,
"CZK 6,000","CZK 1,000","CZK 5,000",692180,3+1,Very good,Other,G,65 m²,9/2/2022,1,Prefab concrete,1.0,129.39,654.2,376.46,1487.44,204.23,416.42,217.88,217.88,198.57,263.06,"Brodského, Prague - Chodov",50.0376,14.50418,,Fully furnished,,Standard,,1.0,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",729141,2 bedroom,New-build,,G,52 m²,8/8/2022,3,Brick,,127.28,2111.35,245.44,2086.26,713.84,1446.1,1054.89,704.11,703.85,213.33,Prague - Ruzyně,50.07659,14.32312,,Unfurnished,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 17,000",566615,2+kk,,Cooperative,D,50 m²,8/20/2022,2,Brick,,114.2,1322.09,241.11,1249.22,163.52,612.28,492.74,471.65,593.19,408.08,"V Zahradách, Prague - Libeň",50.1153277,14.4734875,Complete,Fully furnished,Electric boiler,,,,,,,,,,,,
"CZK 11,000","CZK 4,000","CZK 15,000",729112,Studio,New-build,,G,30 m²,8/8/2022,3,Brick,1.0,342.78,726.85,790.48,1771.92,162.54,1113.67,1404.44,1181.38,1220.0,810.76,Prague - Lhotka,50.01785,14.45167,,Partly,,,1.0,1.0,,,,1.0,1.0,,,,
"CZK 16,500","CZK 1,000","CZK 17,500",517734,Studio,Very good,Personal,C,26 m²,8/8/2022,5,Other,,225.16,992.05,501.59,1158.21,138.33,992.2,544.33,660.8,585.73,617.98,Prague - Hostivař,50.0523305,14.5329657,Complete,Fully furnished,Distance,Standard,1.0,1.0,1.0,,Up to 10 years,,1.0,,,,
"CZK 12,000","CZK 4,700","CZK 12,000",726861,Studio,Very good,,G,24 m²,7/21/2022,5,Brick,1.0,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,,Fully furnished,,,,,,,,,,,,,
"CZK 14,000","CZK 4,700","CZK 14,000",726862,Studio,Very good,,G,26 m²,7/21/2022,4,Brick,1.0,389.43,1234.26,348.2,485.56,0,296.91,183.12,321.71,403.16,139.33,Prague - Vyšehrad,50.06577,14.41999,,Fully furnished,,,,,,,,,,,,,
"CZK 19,500","CZK 3,958","CZK 19,500",207886,3+1,Very good,Personal,,85 m²,8/8/2022,3,Brick,1.0,215.07,199.76,67.98,279.67,1.73,316.54,159.27,201.67,187.13,407.23,"Preslova, Prague - Smíchov",50.0739895,14.4062617,,Partly,Gas boiler,Standard,,,,,Over 50 years,,,,,,
"CZK 15,000","CZK 6,000","CZK 20,000",729098,3+kk,Good,,G,62 m²,8/8/2022,4,Prefab concrete,,350.63,315.52,225.33,282.69,231.57,180.87,243.18,561.85,1121.23,213.69,Prague - Vokovice,50.09591,14.35742,,Partly,,,1.0,,,1.0,,,,,,,
"CZK 11,000","CZK 2,000",CZK 0,360488,1 bedroom,,Personal,,25 m²,8/15/2022,-1,Brick,,125.71,1245.54,386.18,917.87,162.24,594.83,224.47,416.46,968.46,288.78,"Žernovská, Prague - Strašnice",50.0664375,14.5023922,Interior,Partly,Gas boiler,Standard,,,,,Over 50 years,,,,,,
"CZK 17,000","CZK 4,000","CZK 17,000",691082,2+kk,Very good,Personal,,46 m²,8/10/2022,-1,Brick,,223.32,626.58,264.4,591.09,201.26,577.54,517.14,211.77,647.19,299.82,"Na Zájezdu, Prague - Vinohrady",50.07367,14.46134,,Unfurnished,,Standard,,,,,,,,,,,
"CZK 16,500","CZK 5,000","CZK 33,000",729039,2+kk,Very good,,G,42 m²,8/8/2022,6,Prefab concrete,1.0,367.59,398.07,131.61,483.36,175.47,197.64,772.54,273.87,330.6,286.39,Prague - Chodov,50.02777,14.4907,,Fully furnished,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500","CZK 16,000",593117,Studio,Very good,Personal,G,36 m²,8/15/2022,4,Brick,,340.92,534.31,283.89,648.21,533.9,564.77,625.44,510.29,487.63,500.53,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",50.071856,14.371181,,Partly,Central,Standard,,1.0,1.0,,,,,,,,
