Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Balcony,Cellar,Lift,New-build,Parking,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Ownership,Designe,Reconstruction,Terrace,Heating,Enclosed balcony,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 33,750","CZK 11,250",,724600,2+kk,9/2/2022,4,,56 m²,Fully furnished,,,,,,,,,91.98,204.34,98.75,50.9,42.55,154.76,196.57,433.55,409.29,205.78,"náměstí Bratří Synků, Prague - Nusle",50.0640124,14.439955,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,718218,2+kk,7/6/2022,2,,45 m²,Fully furnished,,,,,1.0,,,,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 15,000",655889,2+kk,8/1/2022,5,G,41 m²,Partly,Very good,Prefab concrete,,,1.0,,,,115.91,449.01,165.69,364.84,146.49,417.57,628.96,336.44,397.27,79.79,"Kovařovicova, Prague - Krč",50.04237,14.43795,,Personal,,,,,1.0,,,,
"CZK 15,000","CZK 3,010","CZK 15,000",724554,Studio,8/1/2022,5,G,38 m²,Fully furnished,Very good,Prefab concrete,1.0,,1.0,,,,315.67,988.1,523.0,748.54,344.96,791.15,693.83,329.38,477.17,307.51,Prague - Žižkov,50.08858,14.48141,Up to 10 years,,,,,,,,,,
"CZK 15,500","CZK 8,000",CZK 0,724582,4+kk,7/14/2022,9,C,63 m²,Partly,Very good,Prefab concrete,,1.0,1.0,,,1.0,253.59,643.72,53.28,280.84,314.16,375.62,390.76,203.87,435.71,207.14,Prague - Háje,50.02864,14.52961,,,,,,,1.0,,,,
"CZK 20,000","CZK 6,000","CZK 30,000",483897,3+kk,8/1/2022,2,,92 m²,Fully furnished,Very good,Brick,,1.0,,,1.0,,137.91,1008.34,405.32,637.44,539.18,1087.18,1284.46,996.81,1069.33,273.85,"Uzoučká, Prague - Suchdol",50.13279,14.36972,Up to 10 years,Personal,Standard,,,Gas boiler,,,,,
"CZK 8,500","CZK 5,000",CZK 0,523647,Studio,7/14/2022,5,C,31 m²,Partly,,Prefab concrete,,1.0,1.0,,,,112.67,622.4,409.67,1455.64,237.43,444.99,181.86,186.08,181.86,314.31,"Brodského, Prague - Chodov",50.0375938,14.5041351,,Personal,,Complete,,Central,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",617958,3+1,7/1/2022,2,,75 m²,Unfurnished,Good,Prefab concrete,1.0,,1.0,,,,213.98,700.66,231.78,676.94,221.26,684.78,108.59,557.51,102.32,86.41,"Drimlova, Prague - Stodůlky",50.039086,14.337624,10 to 30 years,Personal,,,,Central,,,,,
"CZK 30,000","CZK 8,000","CZK 30,000",606434,3+1,9/12/2022,2,G,106 m²,Partly,Good,Brick,1.0,,1.0,,,,278.74,223.11,343.94,342.19,68.45,417.84,193.38,839.03,1058.67,308.53,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,,Personal,Standard,Complete,,Central,,,,,
"CZK 18,000","CZK 5,500","CZK 23,500",724573,2+kk,7/3/2022,4,G,55 m²,Partly,Very good,Brick,,1.0,1.0,,1.0,,107.33,379.42,91.24,282.93,161.43,388.98,731.08,257.07,502.24,175.6,Prague - Dejvice,50.10023,14.39253,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 20,000",724572,Studio,7/3/2022,4,C,44 m²,Fully furnished,New-build,Brick,,,1.0,1.0,,,145.74,122.09,199.62,338.5,304.59,445.73,360.63,454.11,826.39,399.99,"Pod Klamovkou, Prague - Košíře",50.0693726,14.37604275,,Personal,Luxurious,Complete,,Central,,,,,
"CZK 19,900","CZK 1,900","CZK 39,000",724571,2+kk,8/1/2022,3,G,45 m²,Partly,Very good,Brick,,,,,,,185.36,165.49,252.08,2475.46,225.26,207.32,392.19,267.6,1105.89,136.41,Prague - Braník,50.03559,14.41069,,,,,,,,,,,
"CZK 27,000","CZK 8,400","CZK 35,400",400077,3+1,7/1/2022,2,C,109 m²,Partly,,Brick,1.0,,1.0,,,,217.79,597.56,265.89,683.05,336.87,315.43,400.63,752.22,652.55,483.58,"Talichova, Prague - Břevnov",50.0879235,14.3636788,,Personal,,,1.0,Central,,,,,
"CZK 25,000","CZK 6,500","CZK 25,000",443057,3+kk,8/1/2022,5,,68 m²,Fully furnished,,Brick,,1.0,1.0,,,,322.53,458.92,300.29,485.87,265.43,360.84,370.67,553.6,711.95,373.27,"Radlická, Prague - Smíchov",50.066358,14.4027444,,Personal,,,,Central,,,,,
"CZK 17,500","CZK 4,000","CZK 21,500",724567,2+kk,7/3/2022,3,C,43 m²,Fully furnished,Very good,Low-energy,,,1.0,,,,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,10 to 30 years,Personal,Standard,Complete,,Central,,,,,
"CZK 15,000","CZK 2,000","CZK 17,000",480743,Studio,7/1/2022,4,,43 m²,Unfurnished,New-build,Brick,1.0,,1.0,1.0,1.0,1.0,204.9,251.55,125.07,364.98,282.63,259.02,847.82,736.32,692.68,223.49,"Soukalova, Prague - Modřany",50.0038161,14.4155874,Up to 10 years,Personal,Standard,,,Distance,,,,,
"CZK 14,500","CZK 5,000","CZK 40,000",537244,2 bedroom,8/1/2022,8,C,51 m²,Partly,,Prefab concrete,,1.0,1.0,,1.0,,525.24,735.54,615.0,595.97,506.06,625.79,439.42,413.37,1312.64,101.54,"Tobrucká, Prague - Vokovice",50.1016601,14.3597364,30 - 50 years,Cooperative,,Exterior,,Central,,,,,
"CZK 13,000","CZK 6,000","CZK 18,000",724564,Studio,7/4/2022,4,G,30 m²,Fully furnished,Very good,Brick,,1.0,1.0,,,,173.11,480.68,157.09,182.99,54.28,49.65,571.37,625.94,121.51,764.35,Prague - Karlín,50.09218,14.43936,,,,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 35,000",197576,2+kk,8/1/2021,3,,56 m²,Fully furnished,,Brick,,1.0,1.0,,,,77.17,239.92,106.3,82.01,140.44,135.38,497.16,699.8,348.57,238.06,"Bratří Dohalských, Prague - Vysočany",50.1108029,14.4995092,10 to 30 years,Personal,Standard,,,Distance,,,,,
"CZK 24,000","CZK 5,000","CZK 58,000",609333,2+kk,8/1/2022,3,G,66 m²,Fully furnished,New-build,Brick,,,1.0,,1.0,1.0,70.63,316.15,440.2,605.53,386.45,304.32,500.65,477.82,389.93,167.72,"Olšanská, Prague - Žižkov",50.083025,14.465472,Up to 10 years,Personal,Luxurious,,,Central,,,,,
"CZK 15,000","CZK 2,500","CZK 15,000",723903,2+kk,8/1/2022,1,G,45 m²,Fully furnished,Good,Prefab concrete,,1.0,1.0,,1.0,,75.49,951.99,829.18,2227.48,373.16,438.71,661.21,1599.7,1462.97,464.39,Prague - Krč,50.01986,14.46292,,,Standard,Bathroom unit,,Central,,,,,
"CZK 26,250","CZK 8,750",,723508,2+kk,8/4/2022,3,,48 m²,Fully furnished,,,,,1.0,,,,378.96,558.46,187.78,832.78,50.41,819.92,518.84,300.42,563.69,288.95,"Rybalkova, Prague - Vinohrady",50.0719171,14.4429188,,,,,,,,,,,
"CZK 19,500","CZK 2,300","CZK 40,000",718728,2+kk,5/16/2022,4,C,73 m²,Partly,Very good,Brick,,1.0,1.0,,,1.0,229.47,2023.05,1162.12,1925.67,345.81,1458.48,876.34,1467.0,1212.04,798.47,"Vorařská, Prague - Modřany",50.01368,14.40018,,Personal,,,,,,,,,
"CZK 29,520","CZK 9,840",,717600,2+kk,7/6/2022,3,,39 m²,Fully furnished,,,,,,,,,416.82,407.31,197.18,385.84,61.6,672.56,443.17,554.95,732.4,173.97,"Na Kampě, Prague - Malá Strana",50.0861053,14.4085409,,,,,,,,,,,
"CZK 10,875","CZK 3,625",,724549,1 bedroom,7/30/2022,2,,86 m²,Fully furnished,,,,,,,,,187.92,540.11,78.52,148.85,119.92,344.81,567.68,372.93,358.39,484.06,"Vrázova, Prague - Smíchov",50.0711107,14.4074285,,,,,,,,,,,
"CZK 15,000","CZK 4,500","CZK 30,000",724548,1 bedroom,8/1/2022,1,G,36 m²,Fully furnished,Good,Prefab concrete,,1.0,1.0,,,,218.5,978.72,232.06,501.62,518.54,504.29,182.89,264.21,341.09,424.32,Prague - Letňany,50.13374,14.50727,,,,,,,1.0,,,,
"CZK 43,775","CZK 5,500","CZK 87,550",715590,3+kk,6/1/2022,4,A,113 m²,Unfurnished,New-build,Brick,,1.0,1.0,1.0,,,54.41,721.72,20.35,63.58,98.99,37.75,186.97,1474.95,176.86,470.99,Prague - Holešovice,50.09912,14.43261,,Personal,,Complete,,Central,,,,,
"CZK 33,750","CZK 11,250",,724540,3+kk,8/8/2022,7,,85 m²,Fully furnished,,,,,1.0,,,,43.1,275.33,86.81,107.67,29.44,58.04,584.89,359.35,612.41,136.97,"Jičínská, Prague - Žižkov",50.0780714,14.460831,,,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,7/6/2022,2,,67 m²,Fully furnished,,,1.0,,1.0,,,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,1.0,,,,,,
"CZK 19,000","CZK 2,000","CZK 19,000",292712,2 bedroom,8/1/2022,,A,50 m²,Partly,Very good,Low-energy,,,,,1.0,,103.2,432.16,400.15,340.01,354.51,494.07,755.28,761.41,591.42,593.43,"Při hranici, Prague - Sedlec",50.1354932,14.3835595,Over 50 years,Personal,Standard,Complete,,Geothermal,,,,,
"CZK 20,139","CZK 6,713",,723356,Studio,8/5/2022,5,,24 m²,Fully furnished,,,,,1.0,,,,204.75,529.92,107.76,271.28,117.3,198.17,381.93,473.46,640.15,688.11,"Tyršova, Prague - Nové Město",50.073014,14.4308483,,,,,,,,,,,
"CZK 18,881","CZK 6,294",,717606,Studio,8/31/2022,1,,28 m²,Fully furnished,,,,,,,,,192.2,792.19,136.81,285.46,92.76,475.4,242.58,336.79,507.76,82.3,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,
"CZK 25,000","CZK 4,900","CZK 50,000",722371,2+kk,6/30/2022,,G,52 m²,Fully furnished,Very good,Brick,,,,,,,257.94,176.82,349.18,313.01,110.88,385.78,174.23,537.57,525.12,350.31,Prague - Smíchov,50.07558,14.40817,,,,,,,,,,,
"CZK 26,000","CZK 8,123","CZK 52,000",712288,3+1,7/1/2022,2,G,92 m²,Fully furnished,Very good,Prefab concrete,1.0,,1.0,,,,337.8,318.61,296.95,240.45,420.31,790.8,511.3,195.73,286.08,670.29,"Kazašská, Prague - Vršovice",50.06747,14.46649,,Personal,Standard,,,Distance,,,,,
"CZK 21,500","CZK 1,000","CZK 21,500",563355,3+kk,8/1/2022,3,B,70 m²,Fully furnished,Very good,Brick,,,,,,,339.61,435.48,193.82,449.25,167.41,389.77,241.36,360.95,701.29,294.02,"Herálecká II, Prague - Krč",50.0449923,14.4438755,Up to 10 years,Personal,Standard,Interior,,Distance,,,,,
"CZK 24,000","CZK 8,000",,721726,Studio,8/14/2022,4,,20 m²,Fully furnished,,,,,1.0,,,,135.73,343.51,169.52,240.21,114.43,5.65,313.21,791.73,231.47,538.72,"Washingtonova, Prague - Nové Město",50.0805511,14.4309281,,,,,,,,,,,
"CZK 36,338","CZK 12,112",,720849,5+kk,8/1/2022,1,,180 m²,Fully furnished,,,1.0,,,,,1.0,694.98,2420.26,2010.62,3106.64,842.97,2503.88,2486.48,2324.36,2496.33,921.15,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,1.0,,,,,,
"CZK 27,848","CZK 9,282",,718098,2+kk,7/6/2022,4,,114 m²,Fully furnished,,,1.0,,1.0,,,1.0,320.65,1505.94,574.05,1181.29,15.02,564.66,318.66,392.36,406.3,312.25,"Konojedská, Prague - Strašnice",50.0640089,14.5104168,,,,,1.0,,,,,,
"CZK 32,400","CZK 10,800",,722376,2 bedroom,8/14/2022,2,,62 m²,Fully furnished,,,,,1.0,,,,115.5,432.36,102.25,252.86,101.54,270.19,296.51,392.65,201.07,164.93,"U Obecního dvora, Prague - Staré Město",50.091319,14.4234523,,,,,,,,,,,
"CZK 74,813","CZK 24,937",,722375,4+1,8/17/2022,3,,136 m²,Fully furnished,,,,,1.0,,,,305.35,609.48,123.44,435.97,59.26,202.94,375.9,628.46,401.54,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,724080,1 bedroom,8/28/2022,4,,43 m²,Fully furnished,,,,,1.0,,,,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,
"CZK 45,000","CZK 15,000",,723086,2+kk,8/20/2022,4,,70 m²,Fully furnished,,,,,1.0,,,,285.3,547.87,69.97,206.93,9.84,222.16,245.36,617.77,369.53,523.86,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,
"CZK 12,800","CZK 3,062",CZK 0,197481,1 bedroom,6/28/2022,4,,48 m²,Partly,Good,Brick,,1.0,,,,,219.92,522.99,254.42,318.08,291.14,512.99,288.04,869.5,254.51,133.4,"Podolská, Prague - Podolí",50.0554479,14.4208775,,Personal,Standard,,,Gas boiler,,,,,
"CZK 27,075","CZK 9,025",,724524,1 bedroom,9/1/2022,2,,39 m²,Fully furnished,,,,,1.0,,,,200.22,334.37,57.4,333.4,24.56,267.96,331.64,277.9,705.14,663.88,"Koubkova, Prague - Nové Město",50.0719498,14.4319499,,,,,,,,,,,
"CZK 16,125","CZK 5,375",,724076,Studio,8/9/2022,2,,30 m²,Fully furnished,,,,,,,,,185.09,1643.88,178.27,1325.97,325.36,965.21,1135.22,970.71,218.02,273.93,"U Pekařky, Prague - Libeň",50.1138866,14.4798456,,,,,,,,,,,
"CZK 57,000","CZK 19,000",,724522,3+1,9/1/2022,3,,130 m²,Fully furnished,,,,,,,,1.0,293.94,358.82,65.34,231.82,29.61,399.45,202.79,623.36,368.2,458.02,"Michalská, Prague - Staré Město",50.0859057,14.4200254,,,,,,,,,,,
"CZK 26,250","CZK 8,750",,719202,2+kk,7/6/2022,3,,46 m²,Fully furnished,,,,,,,,,99.77,437.38,81.67,124.22,1.06,339.84,530.75,1037.92,1232.16,690.83,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,,,,
"CZK 17,625","CZK 5,875",,724521,2+kk,9/1/2022,10,,45 m²,Fully furnished,,,,,1.0,,,,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,,,,
"CZK 19,286","CZK 6,428",,724519,2+kk,9/1/2022,6,,40 m²,Fully furnished,,,,,,,,,275.72,613.97,142.96,237.63,75.92,333.81,397.97,134.84,451.34,420.6,"Na Poříčním právu, Prague - Nové Město",50.0712667,14.4160344,,,,,,,,,,,
"CZK 18,060","CZK 6,020",,724517,1 bedroom,9/1/2022,1,,50 m²,Fully furnished,,,,,,,,,205.31,1124.89,579.04,1117.54,553.77,629.21,687.34,826.77,1417.7,569.07,"Na Výspě, Prague - Hodkovičky",50.0236328,14.420109,,,,,,,,,,,
"CZK 16,875","CZK 5,625",,724516,2 bedroom,9/1/2022,-1,,40 m²,Fully furnished,,,1.0,,1.0,,,,169.76,1169.07,646.78,1515.71,269.02,1040.37,796.7,996.01,662.69,344.68,"Babická, Prague - Chodov",50.0406167,14.4989504,,,,,1.0,,,,,,
"CZK 33,375","CZK 11,125",,724515,3+kk,9/1/2022,2,,88 m²,Fully furnished,,,,,,,,,119.05,2342.79,342.47,1963.2,295.53,418.01,737.58,1682.86,894.29,390.71,"Weberova, Prague - Motol",50.073131,14.3495147,,,,,,,,,,,
"CZK 29,850","CZK 9,950",,724078,2+kk,8/28/2022,3,,50 m²,Fully furnished,,,,,1.0,,,,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,
"CZK 31,500","CZK 10,500",,724514,2 bedroom,9/1/2022,5,,76 m²,Fully furnished,,,,,1.0,,,,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,,,,
"CZK 22,000","CZK 6,000","CZK 44,000",724509,4+kk,8/15/2022,4,G,93 m²,Unfurnished,New-build,Brick,,,1.0,1.0,1.0,1.0,285.55,1540.52,258.87,2074.87,630.11,994.4,1705.71,2472.56,600.83,95.63,Prague - Hostavice,50.08567,14.56351,,,,,1.0,,,,,,
"CZK 12,800","CZK 3,300","CZK 25,000",724502,Studio,9/1/2022,5,G,41 m²,Partly,New-build,Brick,,1.0,1.0,1.0,1.0,1.0,353.71,1587.0,421.75,1358.43,500.97,1523.01,1264.99,1471.9,593.16,136.37,Prague - Vysočany,50.11201,14.51458,,,,,,,1.0,,,,
"CZK 21,500","CZK 2,500",CZK 1,554807,3+1,7/1/2021,2,C,76 m²,Fully furnished,Very good,Brick,,1.0,1.0,,1.0,,175.53,470.22,65.07,126.0,78.48,162.78,394.51,655.62,805.59,288.86,Prague - Krč,50.0465752,14.4461258,Up to 10 years,Personal,Luxurious,Complete,,Distance,,,,,
"CZK 16,000","CZK 6,000","CZK 32,000",724498,2+kk,7/2/2022,1,B,43 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,,,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,,,,,,,,,,,
"CZK 18,824","CZK 2,500","CZK 40,000",723888,2 bedroom,6/27/2022,4,C,58 m²,Partly,Good,Brick,1.0,,1.0,,,,270.6,232.91,79.3,455.68,144.54,154.01,180.96,329.69,570.73,144.67,Prague - Holešovice,50.10083,14.44664,,,,,,,,,,,
"CZK 12,500","CZK 5,500","CZK 36,000",337513,2+kk,7/1/2022,1,,40 m²,Fully furnished,Very good,Prefab concrete,,,,,,,228.84,852.5,135.82,1493.77,395.02,899.59,499.03,1127.2,241.58,107.95,"Štúrova, Prague - Lhotka",50.0253603,14.4514434,,Personal,,Complete,,Distance,,,,,
"CZK 26,900","CZK 4,000","CZK 60,000",324528,3+kk,8/1/2022,2,C,76 m²,Fully furnished,,Other,1.0,1.0,,1.0,,1.0,,,,,,,,,,,"Zakšínská, Prague - Střížkov",50.1310861,14.4941387,Up to 10 years,Personal,Standard,,,Electric boiler,1.0,,,,
"CZK 20,300","CZK 3,000","CZK 50,000",690121,3+1,7/20/2022,1,G,76 m²,Partly,Good,Prefab concrete,,,,,1.0,,533.56,1433.83,494.75,1509.19,504.83,1498.72,84.61,192.74,792.93,118.56,"Urbánkova, Prague - Modřany",50.00206,14.43246,,Personal,,Interior,,Central,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",724488,2 bedroom,7/2/2022,4,G,50 m²,Fully furnished,Wrong,Brick,,,,,,,108.27,732.16,259.51,569.38,182.54,480.93,545.87,580.84,976.25,255.65,Prague - Strašnice,50.0776,14.50304,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 25,000",724486,3+kk,7/2/2022,5,G,66 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,,,309.03,931.93,419.23,2591.51,650.09,1438.97,349.52,1707.87,845.82,252.27,Prague - Kamýk,50.00735,14.45384,,,Standard,Complete,,Central,1.0,,,,
"CZK 36,750","CZK 12,250",,723533,2+kk,7/6/2022,6,,56 m²,Fully furnished,,,,,1.0,,,,345.14,1342.2,164.46,1280.58,177.52,640.24,86.84,430.13,282.25,213.81,"Střížkovská, Prague - Střížkov",50.1237895,14.4836132,,,,,,,,,,,
"CZK 18,000","CZK 7,000","CZK 25,000",724454,3+kk,7/2/2022,6,G,62 m²,Partly,Good,Prefab concrete,,,1.0,,,,213.21,267.57,173.44,260.22,223.62,241.27,456.38,482.12,576.63,111.57,Prague - Braník,50.02397,14.43166,,,,,,,1.0,,,,
"CZK 28,500","CZK 9,500",,724302,2+kk,7/31/2022,1,,56 m²,Fully furnished,,,,,,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,,
"CZK 25,000","CZK 1,600","CZK 48,000",652210,4+kk,7/4/2022,1,D,104 m²,Unfurnished,Very good,Brick,,,1.0,,,,339.67,681.0,88.32,387.89,38.18,463.73,389.47,371.96,490.62,70.52,"Puškinovo Náměstí, Prague - Bubeneč",50.102945,14.401963,,Personal,,Complete,,Gas boiler,,,,,
"CZK 13,900","CZK 3,200","CZK 27,800",724470,Small studio,7/2/2022,4,G,20 m²,Fully furnished,Very good,Brick,,,1.0,,,,130.65,607.49,104.12,142.66,62.64,36.22,235.85,310.39,161.52,133.09,Prague - Nové Město,50.07613,14.42899,,,,,,,,,,,
"CZK 38,040","CZK 12,680",,724143,2 bedroom,7/6/2022,5,,70 m²,Fully furnished,,,,,,,,,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,
"CZK 25,808","CZK 8,602",,724292,1 bedroom,7/14/2022,2,,46 m²,Fully furnished,,,,,,,,,450.08,851.94,613.97,1216.3,634.57,923.06,534.48,156.81,999.06,301.07,"U Pernikářky, Prague - Smíchov",50.0745289,14.3827184,,,,,,,,,,,
"CZK 40,800","CZK 13,600",,724135,2+kk,7/6/2022,6,,75 m²,Fully furnished,,,1.0,,1.0,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,1.0,,,,,,
"CZK 14,400","CZK 3,000","CZK 28,800",724468,2+kk,7/18/2022,4,G,42 m²,Fully furnished,Very good,Brick,,1.0,1.0,,,,334.55,965.65,174.62,684.3,197.82,433.6,391.64,161.5,126.26,45.75,Prague - Libeň,50.10832,14.49069,,,,,,,,,,,
"CZK 18,000","CZK 5,500","CZK 23,500",602552,2 bedroom,8/1/2022,2,G,40 m²,Fully furnished,Very good,Brick,,,,,,,236.6,194.46,171.08,262.74,136.12,284.54,67.52,952.98,179.07,477.14,"Růžová, Prague - Nové Město",50.0836,14.430418,Over 50 years,Personal,Standard,Complete,,Other,,,,,
"CZK 7,650","CZK 2,000",CZK 0,724464,Small studio,7/2/2022,2,G,21 m²,Partly,Good,Brick,,,1.0,,1.0,,213.87,403.45,469.89,1568.62,184.86,1216.34,469.76,365.09,368.14,276.51,Prague - Střešovice,50.08935,14.38393,,,,,,,,,,,
"CZK 12,500","CZK 5,000","CZK 24,000",724462,2+kk,7/2/2022,12,G,40 m²,Fully furnished,Very good,Prefab concrete,,,1.0,,1.0,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,7/6/2022,6,,69 m²,Fully furnished,,,1.0,,1.0,,,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,1.0,,,,,,
"CZK 28,500","CZK 4,000","CZK 28,500",724459,2 bedroom,7/2/2022,1,G,67 m²,Fully furnished,Very good,Brick,,,,,1.0,,150.85,444.96,280.68,350.29,94.62,286.23,25.39,16.18,419.87,700.95,Prague - Vinohrady,50.07959,14.43616,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 30,000",538709,3+1,7/1/2022,6,,70 m²,Fully furnished,Good,Prefab concrete,1.0,1.0,1.0,,,,235.84,281.78,44.66,1913.85,250.82,407.91,401.69,341.03,681.14,330.11,"U Dvojdomů, Prague - Hostivař",50.050969,14.5419828,,Personal,,,,,1.0,,,,
"CZK 13,500","CZK 2,500","CZK 16,000",724455,2+kk,7/2/2022,1,B,45 m²,Fully furnished,Very good,Brick,,,,,,,313.69,1332.6,236.49,717.99,264.83,417.77,577.21,576.35,691.56,314.77,Prague - Bubeneč,50.11017,14.39573,,Personal,,,,,,,,,
"CZK 23,826","CZK 7,942",,722729,2+kk,7/13/2022,4,,35 m²,Fully furnished,,,,,,,,,356.54,736.2,458.21,353.24,376.04,829.05,1040.15,326.58,1014.22,65.27,"Buštěhradská, Prague - Střešovice",50.0968441,14.3897247,,,,,,,,,,,
"CZK 6,000","CZK 2,800","CZK 8,800",399727,2 bedroom,7/2/2022,1,,57 m²,Fully furnished,,Brick,,1.0,,,,,114.31,60.85,136.83,184.68,121.58,133.1,177.88,527.86,154.18,386.09,"Slavníkova, Prague - Břevnov",50.0844859,14.3650719,Over 50 years,Personal,,,,Gas boiler,,,,,
"CZK 18,500","CZK 5,116","CZK 18,500",724451,2+kk,8/1/2022,1,G,42 m²,Fully furnished,Very good,Brick,,,,,,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,Up to 10 years,,Standard,,,,,,,,
"CZK 23,000","CZK 3,944","CZK 25,000",659097,2+kk,9/1/2022,1,B,58 m²,Fully furnished,New-build,Brick,1.0,,1.0,,1.0,1.0,480.56,1973.94,169.45,1648.48,1294.97,766.39,1094.91,1383.24,1086.76,157.32,"Pod Harfou, Prague - Vysočany",50.10422,14.5085,,Personal,,,,,,,,,
"CZK 28,688","CZK 9,562",,723982,Studio,8/24/2022,2,,40 m²,Fully furnished,,,1.0,,,,,,87.49,353.69,89.13,198.59,58.79,391.02,424.91,274.28,259.74,601.22,"Zborovská, Prague - Smíchov",50.0730353,14.4083714,,,,,1.0,,,,,,
"CZK 19,800","CZK 4,000","CZK 48,000",655890,2+kk,7/2/2022,3,A,44 m²,Partly,New-build,Brick,1.0,,1.0,,,,239.92,655.2,204.96,337.56,104.06,321.63,457.62,538.53,201.82,444.62,"Krakovská, Prague - Nové Město",50.07848,14.42791,,Personal,,,,,,,,,
"CZK 57,750","CZK 19,250",,723111,4+1,7/24/2022,7,,110 m²,Fully furnished,,,,,1.0,,,1.0,137.99,750.11,161.99,51.36,36.39,308.63,639.86,669.46,545.17,200.72,"Koněvova, Prague - Žižkov",50.0896259,14.4652159,,,,,,,,,,,
"CZK 24,000",CZK 600,"CZK 24,000",663624,2 bedroom,7/1/2022,5,D,72 m²,Partly,Very good,Brick,,1.0,,,,,117.45,214.72,82.71,72.96,71.35,28.69,497.42,424.84,542.02,127.98,"Jičínská, Prague - Vinohrady",50.0774,14.4609,,Personal,Standard,,,,,,,,
"CZK 19,000","CZK 5,100","CZK 30,000",512972,3+1,7/4/2022,8,B,71 m²,Fully furnished,Very good,Prefab concrete,1.0,,1.0,,1.0,,383.07,597.84,68.08,727.67,390.7,640.79,251.07,156.04,1495.24,154.97,Prague - Kobylisy,50.1304976,14.4755318,,Cooperative,,Complete,,,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",723591,Studio,7/9/2022,5,C,34 m²,Fully furnished,Very good,Brick,,,1.0,,,,256.52,443.42,142.51,340.32,120.47,267.21,416.68,386.95,691.92,739.88,Prague - Nové Město,50.07291,14.43148,,,,,,,,,,,
