Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Ownership,Age,Designe,Building type,Heating,EPC,Condition,Enclosed balcony,Lift,Cellar,Balcony,Parking,Garage,New-build,Reconstruction,Terrace,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 18,750","CZK 6,250",726550,Studio,9/18/2022,25 m²,Fully furnished,1,272.71,301.68,85.68,246.48,43.26,206.77,19.97,254.25,110.99,588.48,"Štítného, Prague - Žižkov",50.0855201,14.4494539,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 1,500",415497,Studio,8/1/2022,24 m²,Partly,4,232.84,1024.63,101.62,302.23,66.83,125.14,346.79,301.25,401.11,327.19,"Buchovcova, Prague - Žižkov",50.0905227,14.4724595,"CZK 15,000",Personal,,,Brick,,,,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 1,400",726514,2+kk,8/1/2022,55 m²,Unfurnished,3,146.95,1516.04,82.45,1034.06,184.59,543.01,271.56,795.82,561.32,143.76,Prague - Libeň,50.11317,14.47535,"CZK 36,000",,,,Brick,,G,Very good,,1.0,,1.0,,1.0,,,,,,,
"CZK 13,500","CZK 3,500",723915,1 bedroom,6/28/2022,38 m²,Fully furnished,2,143.93,918.06,70.87,636.72,48.74,284.46,233.75,395.0,379.56,180.62,Prague - Libeň,50.10703,14.49249,"CZK 20,000",,,,Brick,,E,Very good,,,,,,,,,,,,,
"CZK 21,019","CZK 7,006",726510,Studio,8/8/2022,32 m²,Fully furnished,1,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",685259,1 bedroom,8/1/2022,38 m²,,1,182.33,913.11,131.11,399.45,101.96,534.77,326.2,247.84,391.71,371.31,"Na Hlídce, Prague - Žižkov",50.09262,14.4794,"CZK 13,000",Personal,,,Brick,Central,G,Good,,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",726506,2+kk,7/19/2022,44 m²,Partly,13,215.93,295.36,218.93,2616.52,271.82,262.51,304.72,1672.13,1318.21,146.24,Prague - Ruzyně,50.08964,14.30656,"CZK 30,000",,,,Prefab concrete,Central,G,Very good,,1.0,,1.0,1.0,,,Complete,,,,,
"CZK 14,000",CZK 0,726501,Small studio,8/1/2022,29 m²,Partly,2,182.5,605.65,164.8,602.96,170.94,422.38,496.93,127.01,693.43,59.53,Prague - Hlubočepy,50.03114,14.37105,"CZK 14,000",,,,Prefab concrete,,G,Good,,1.0,,,,,,,,,,,
"CZK 13,000","CZK 2,300",726500,Studio,9/1/2022,40 m²,Fully furnished,3,78.05,781.99,253.45,416.85,74.07,277.12,421.99,367.12,957.48,217.33,Prague - Prosek,50.11793,14.49745,"CZK 26,000",,,,Brick,,G,Very good,,1.0,1.0,1.0,1.0,,,,,,,,
"CZK 31,500","CZK 2,100",726497,3+1,8/1/2022,104 m²,Unfurnished,3,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,"CZK 50,000",,,,Brick,,G,Very good,,,,,,,,,,,,,
"CZK 16,000","CZK 6,500",726483,2+kk,7/19/2022,61 m²,Partly,1,300.04,508.32,336.88,637.4,193.96,610.62,115.03,232.53,370.25,191.83,Prague - Vinohrady,50.07344,14.44654,"CZK 30,000",Personal,,,Brick,Central,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 22,478","CZK 7,492",726498,Studio,8/4/2022,30 m²,Fully furnished,3,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,1.0,,,,1.0,,,,,,,
"CZK 20,000","CZK 4,000",490650,2 bedroom,9/1/2022,60 m²,Fully furnished,2,222.28,914.17,194.12,545.04,399.08,272.21,272.34,642.3,210.38,158.47,"Pivovarnická, Prague - Libeň",50.109402009611,14.474792266132,"CZK 20,000",Personal,,Standard,Brick,,C,,,,,,,,,Complete,,,,,
"CZK 15,000","CZK 4,000",726495,2+kk,7/19/2022,48 m²,Fully furnished,1,168.52,601.11,188.98,427.62,114.89,345.84,262.68,771.05,114.89,162.44,Prague - Nusle,50.06141,14.43832,"CZK 30,000",,,,Brick,,F,Very good,,,,,,,,,1.0,,,,
"CZK 25,000","CZK 5,000",726494,2+kk,9/1/2022,60 m²,Fully furnished,1,179.64,657.51,195.05,670.2,72.18,145.32,351.24,1010.16,403.73,262.77,Prague - Holešovice,50.10811,14.44456,"CZK 25,000",,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 16,125","CZK 5,375",725589,3+1,7/29/2022,90 m²,Fully furnished,5,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 37,500","CZK 12,500",720700,2+kk,7/22/2022,60 m²,Fully furnished,2,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 15,000","CZK 3,700",268449,1 bedroom,9/1/2022,42 m²,Partly,2,85.3,498.4,69.9,1055.48,125.73,52.65,854.53,766.24,831.73,643.11,"Pod Barvířkou, Prague - Smíchov",50.0619695,14.4048035,"CZK 15,000",Personal,,,Brick,,D,,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 2,700",535601,Studio,8/1/2022,32 m²,Fully furnished,2,434.1,1219.68,725.34,3829.56,414.97,668.78,1059.56,3252.21,1183.89,372.97,"Honzíkova, Prague - Dolní Měcholupy",50.0670162,14.5542436,"CZK 18,000",Personal,Up to 10 years,Standard,Brick,Distance,B,New-build,,1.0,,1.0,,,1.0,,,,,,
"CZK 14,000","CZK 3,850",726487,Studio,9/15/2022,35 m²,Fully furnished,5,163.65,378.26,112.58,177.1,77.67,255.9,400.4,359.51,258.37,335.06,Prague - Holešovice,50.10228,14.45192,"CZK 28,000",,,,Brick,,C,Very good,,1.0,,1.0,1.0,,,,,,,,
"CZK 28,000","CZK 5,600",726482,3+1,8/1/2022,63 m²,Partly,3,221.61,558.77,284.69,373.32,180.51,358.73,156.11,92.72,563.74,490.1,Prague - Břevnov,50.08562,14.37086,"CZK 28,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 18,000","CZK 5,000",726479,2+kk,8/13/2022,62 m²,Partly,4,28.26,579.24,253.35,1.5,35.74,1007.55,268.75,231.78,568.37,325.55,Prague - Záběhlice,50.06039,14.50577,"CZK 25,000",Personal,,,Brick,,G,New-build,,1.0,1.0,1.0,1.0,,1.0,,,,,,
"CZK 23,000","CZK 3,000",725839,2+kk,7/14/2022,72 m²,Fully furnished,2,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,"CZK 46,000",,,,Low-energy,,B,New-build,,,,,1.0,,1.0,,,,,,
"CZK 15,000","CZK 2,000",620723,Studio,8/1/2022,29 m²,Fully furnished,3,214.85,111.86,183.29,1264.57,201.57,1099.51,477.0,709.91,746.45,109.54,"Hugo Haase, Prague - Hlubočepy",50.029126,14.363101,"CZK 17,000",Personal,Up to 10 years,,Brick,Distance,B,New-build,,1.0,,1.0,,,1.0,,,,,,
"CZK 38,040","CZK 12,680",724143,2 bedroom,7/22/2022,70 m²,Fully furnished,5,92.39,704.33,6.31,418.26,11.89,396.59,447.42,561.87,517.82,191.93,"Karoliny Světlé, Prague - Staré Město",50.0841726,14.4139535,,,,,,,,,,,,,,,,,,,,,
"CZK 29,250","CZK 9,750",725020,2 bedroom,8/22/2022,65 m²,Fully furnished,3,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 14,900","CZK 2,900",601414,Studio,8/1/2022,29 m²,,5,29.34,388.62,90.03,502.38,93.43,641.07,105.62,195.39,244.78,263.61,"Újezd, Prague - Malá Strana",50.083932,14.404541,"CZK 14,900",Personal,,,Brick,,C,Very good,,1.0,1.0,,,,,,,,,,
"CZK 27,000","CZK 3,000",724897,3+1,8/1/2022,99 m²,Partly,2,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,"CZK 60,000",,,,Brick,,G,Good,,,1.0,1.0,1.0,,,,,,,,
"CZK 12,000","CZK 5,000",726470,2+kk,7/19/2022,45 m²,Partly,1,272.08,409.49,271.21,438.16,312.98,430.33,402.97,235.36,473.79,215.21,Prague - Stodůlky,50.04569,14.33654,"CZK 17,000",,,,Prefab concrete,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 12,500","CZK 3,440",681354,Studio,8/30/2021,29 m²,Fully furnished,2,61.09,1303.49,267.25,915.26,93.67,557.73,696.59,935.46,360.9,211.45,"Hejtmánkova, Prague - Libeň",50.11208,14.47626,"CZK 25,000",Personal,,,Brick,,G,Very good,,,1.0,,,,,,,,,,
"CZK 20,000",CZK 700,726469,2 bedroom,8/1/2022,66 m²,Unfurnished,2,214.04,823.45,209.29,373.07,116.33,560.28,347.83,378.1,389.55,370.67,Prague - Vršovice,50.07102,14.44844,"CZK 25,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 15,000","CZK 2,000",480743,Studio,7/1/2022,43 m²,Unfurnished,4,204.9,251.55,125.07,364.98,282.63,259.02,847.82,736.32,692.68,223.49,"Soukalova, Prague - Modřany",50.0038161,14.4155874,"CZK 17,000",Personal,Up to 10 years,Standard,Brick,Distance,,New-build,,1.0,,1.0,1.0,1.0,1.0,,,,,,
"CZK 11,500","CZK 4,500",677359,2+kk,8/1/2022,43 m²,Partly,3,286.66,134.49,581.2,1298.83,131.44,845.62,571.18,172.85,311.96,139.79,"Bukolská, Prague - Bohnice",50.13018,14.43292,"CZK 16,000",Personal,,Standard,Prefab concrete,Distance,C,Very good,,1.0,,,,,,Complete,,,,,
"CZK 17,990","CZK 2,500",537589,2+kk,8/1/2022,45 m²,Fully furnished,2,35.1,359.7,160.15,183.81,113.82,142.42,620.55,445.11,686.8,73.39,"Jičínská, Prague - Žižkov",50.0787851,14.4605997,"CZK 30,000",Personal,,,Brick,,A,Very good,,1.0,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,000",683525,Studio,7/14/2022,37 m²,Partly,9,189.28,893.35,127.81,355.25,16.58,335.28,338.25,551.31,364.37,55.69,"Kurta Konráda, Prague - Libeň",50.1051406,14.4878892,"CZK 25,000",Personal,Up to 10 years,Luxurious,Brick,,B,New-build,1.0,1.0,1.0,,1.0,1.0,,,,,,,
"CZK 13,837","CZK 3,500",726456,2+kk,7/19/2022,48 m²,Partly,3,261.5,1035.2,552.74,3645.08,242.37,484.31,966.76,3067.74,999.41,188.5,Prague - Dolní Měcholupy,50.06649,14.55179,"CZK 17,000",,,,Brick,,C,New-build,,,,1.0,,,,,,,,,
"CZK 29,520","CZK 9,840",717600,2+kk,7/22/2022,39 m²,Fully furnished,3,416.82,407.31,197.18,385.84,61.6,672.56,443.17,554.95,732.4,173.97,"Na Kampě, Prague - Malá Strana",50.0861053,14.4085409,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,500",726390,Studio,8/15/2022,58 m²,Partly,2,228.44,957.44,199.57,296.43,376.5,412.79,276.13,568.31,262.67,359.31,Prague - Letňany,50.13638,14.50581,"CZK 33,000",Personal,,,Brick,,C,Very good,,1.0,1.0,,,1.0,,,1.0,,,,
"CZK 21,000","CZK 3,000",726451,2+kk,7/19/2022,48 m²,Fully furnished,3,188.68,499.12,653.79,1751.9,463.43,820.62,728.32,1269.8,1091.09,261.86,Prague - Hrdlořezy,50.09525,14.50889,"CZK 35,000",Personal,,,Other,Central,B,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
"CZK 16,500","CZK 3,500",652158,2+kk,7/26/2022,55 m²,Fully furnished,5,196.94,398.64,245.42,166.45,207.35,38.86,720.88,817.94,361.6,398.84,"Paříkova, Prague - Vysočany",50.111064,14.497588,"CZK 20,000",Personal,Up to 10 years,Luxurious,Brick,Distance,G,New-build,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,
"CZK 17,500","CZK 3,370",725833,2+kk,9/1/2022,43 m²,Fully furnished,2,290.05,1256.49,405.27,1064.26,680.73,1158.85,676.37,577.05,1456.76,358.73,Prague - Uhříněves,50.03816,14.59286,"CZK 30,000",Personal,Up to 10 years,Standard,Brick,,G,New-build,,1.0,,1.0,1.0,1.0,1.0,,,,,,
"CZK 29,925","CZK 9,975",717597,1 bedroom,7/22/2022,30 m²,Fully furnished,2,22.29,463.39,80.9,95.69,72.35,158.42,361.29,435.63,383.68,450.56,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 19,000","CZK 3,500",715217,2+kk,5/1/2022,37 m²,Partly,1,124.02,1124.46,421.65,753.55,655.3,1203.3,1300.79,1112.93,1125.9,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,"CZK 22,500",Personal,,Standard,Brick,,B,Very good,,,,1.0,,1.0,,,,,,,
"CZK 17,000","CZK 4,000",726439,2 bedroom,8/1/2022,69 m²,Partly,1,108.04,1514.58,158.2,1388.83,58.7,1606.4,369.18,135.26,629.36,746.89,Prague - Podolí,50.04641,14.41687,"CZK 20,500",,,,Brick,,G,Very good,1.0,,1.0,,,,,,,,,,
"CZK 7,000","CZK 2,000",635073,Small studio,3/20/2021,20 m²,Partly,1,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,"CZK 9,000",Personal,,,Brick,Central,G,Good,,,,,,,,,,,,,
"CZK 24,000","CZK 2,500",670273,2 bedroom,8/1/2022,71 m²,Fully furnished,2,155.51,920.08,134.95,654.96,302.26,751.93,896.33,529.57,792.02,228.77,"Evropská, Prague - Dejvice",50.09911,14.37338,"CZK 40,000",Personal,,,Brick,,G,Very good,,,1.0,,,,,Interior,,,,,
"CZK 15,500","CZK 3,900",726433,Studio,8/1/2022,34 m²,Fully furnished,1,463.2,945.54,375.05,924.91,589.99,949.58,1112.16,685.94,632.46,553.32,Prague - Hostivař,50.05571,14.52528,"CZK 31,000",,Up to 10 years,,Other,Central,B,New-build,,1.0,,,1.0,1.0,1.0,,1.0,,,,
"CZK 19,900","CZK 5,000",726434,2 bedroom,7/19/2022,61 m²,Partly,4,201.58,1053.15,693.11,1257.44,290.29,956.58,761.47,1370.07,215.61,162.54,Prague - Střešovice,50.09338,14.36867,"CZK 39,800",,,,Brick,,G,Very good,1.0,,1.0,,,,,,,,,,
"CZK 15,000","CZK 2,000",726429,2+kk,7/19/2022,40 m²,Fully furnished,1,54.76,1096.25,28.01,251.79,245.7,263.24,533.33,301.58,214.33,99.53,Prague - Nusle,50.05569,14.43338,"CZK 15,000",,,,Brick,,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 23,000",CZK 800,725803,3+1,7/14/2022,105 m²,Unfurnished,4,174.31,478.5,120.42,94.53,46.33,21.42,249.47,441.3,567.11,636.54,Prague - Vinohrady,50.07382,14.43183,"CZK 46,000",,,Standard,Brick,,C,Very good,,1.0,,,,,,Complete,,,,,
"CZK 16,000","CZK 6,000",573253,2+kk,7/1/2020,48 m²,Partly,3,340.83,1214.63,288.65,338.45,243.31,301.62,354.19,576.82,381.56,114.63,"Nad Ohradou, Prague - Žižkov",50.091949,14.4719929,"CZK 22,000",Personal,,,Brick,Distance,,Very good,1.0,1.0,,,,,,Interior,,,,,
"CZK 15,600","CZK 3,500",726348,2+kk,7/24/2022,50 m²,Fully furnished,2,172.0,254.87,150.2,650.26,97.71,406.53,264.45,243.54,613.02,373.28,Prague - Vinohrady,50.07453,14.44479,"CZK 19,000",,,Standard,Brick,Electric boiler,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 20,000","CZK 3,000",650307,2+kk,2/11/2021,46 m²,Fully furnished,5,98.41,560.86,49.89,304.51,168.38,304.29,445.82,395.6,530.07,682.93,Prague - Nusle,50.0637,14.44639,"CZK 30,000",Personal,,,Brick,Central,C,New-build,,1.0,,,,,,,,,,,
"CZK 20,000","CZK 4,000",726409,3+kk,8/1/2022,60 m²,Partly,2,266.53,816.61,115.55,795.99,414.03,820.66,908.37,426.44,372.95,376.29,Prague - Hostivař,50.05428,14.5265,"CZK 20,000",,,,Brick,,G,New-build,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 1,000",705768,Small studio,3/1/2022,20 m²,Fully furnished,2,224.19,1024.43,478.96,1064.4,12.36,710.12,279.92,501.55,533.98,345.19,Prague - Hostivař,50.0482863,14.5243139,"CZK 20,000",Personal,,,Prefab concrete,,A,Very good,1.0,1.0,1.0,,1.0,,,,,,,,
"CZK 24,000","CZK 8,000",721726,Studio,8/14/2022,20 m²,Fully furnished,4,135.73,343.51,169.52,240.21,114.43,5.65,313.21,791.73,231.47,538.72,"Washingtonova, Prague - Nové Město",50.0805511,14.4309281,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 10,000","CZK 2,650",617045,Studio,8/3/2022,28 m²,Partly,11,200.44,564.99,114.06,557.64,235.31,221.37,170.22,354.76,867.04,1.18,"Vavřenova, Prague - Braník",50.023499,14.427496,"CZK 15,000",Personal,,Standard,Prefab concrete,Distance,G,Very good,,1.0,1.0,,1.0,,,,,,,,
"CZK 20,000","CZK 4,500",663625,3+1,7/7/2022,69 m²,Unfurnished,,246.06,440.09,163.71,310.3,85.08,481.26,95.62,210.34,773.03,227.74,"Amurská, Prague - Vršovice",50.06945,14.47384,"CZK 40,000",Personal,,,Brick,Central,G,Very good,,1.0,1.0,,,,,,,,,,
"CZK 24,900","CZK 2,000",725593,2+kk,7/18/2022,56 m²,Partly,2,249.75,207.6,184.22,275.89,122.97,297.68,80.66,939.83,165.92,490.29,Prague - Nové Město,50.08354,14.43059,"CZK 49,800",,Over 50 years,,Brick,,G,Very good,,,,,,,,Complete,,,,,
"CZK 16,000","CZK 3,500",629849,2+kk,8/1/2022,50 m²,Unfurnished,3,100.52,785.55,38.85,170.95,143.19,143.38,219.91,311.68,546.11,76.81,"Náměstí Interbrigády, Prague - Bubeneč",50.105502,14.395798,"CZK 16,500",Personal,Over 50 years,Standard,Brick,Gas boiler,G,Very good,,,1.0,,,,,Interior,,,,,
"CZK 19,000","CZK 4,000",620132,2+kk,8/1/2022,67 m²,,2,223.78,311.91,33.03,496.77,42.87,123.69,112.96,121.68,557.72,222.65,"Křižíkova, Prague - Karlín",50.091526,14.445837,"CZK 20,000",Personal,,,Brick,,C,Very good,,,,1.0,,,,,,,,,
"CZK 17,925","CZK 5,975",722005,Studio,8/11/2022,33 m²,Fully furnished,2,101.18,101.45,145.17,163.35,18.04,264.85,443.76,1400.9,420.74,148.07,"Sokolovská, Prague - Karlín",50.0933405,14.449225,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 5,500",725557,2+kk,8/1/2022,56 m²,Partly,,217.61,1378.75,374.8,832.55,346.78,326.66,564.31,93.15,846.7,428.27,Prague - Kobylisy,50.12638,14.44604,"CZK 21,500",,,,Prefab concrete,,G,Good,,,1.0,1.0,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",Personal,,,Brick,Distance,F,Good,,1.0,,,,,,Interior,,,,,
"CZK 15,000","CZK 4,500",644756,2 bedroom,7/1/2022,48 m²,Partly,5,157.83,287.36,196.02,171.83,233.27,279.06,451.39,404.08,789.79,119.75,"Pod Kavalírkou, Prague - Košíře",50.069319,14.372789,"CZK 20,000",Personal,,,Brick,,C,Good,,1.0,1.0,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,8/8/2022,46 m²,Fully furnished,2,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,800",552840,Studio,8/1/2022,38 m²,Partly,2,406.64,1162.89,488.38,3966.26,1123.93,826.64,3491.44,3664.3,1127.35,692.91,"Netlucká, Prague - Dubeč",50.0588888,14.5981154,"CZK 30,000",Personal,,Standard,Brick,,,Very good,1.0,,1.0,1.0,,,,Complete,,,,,
"CZK 33,750","CZK 11,250",724080,1 bedroom,8/28/2022,43 m²,Fully furnished,4,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 42,000","CZK 14,000",724430,2+kk,8/31/2022,70 m²,Fully furnished,6,131.02,427.0,167.64,222.78,153.5,424.47,453.78,447.06,416.6,569.82,"Rubešova, Prague - Vinohrady",50.0782991,14.4323831,,,,,,,,,,1.0,,,,1.0,,,,,,,
"CZK 15,750","CZK 5,250",724740,1 bedroom,9/3/2022,30 m²,Fully furnished,3,217.38,2062.48,1281.33,4705.18,629.6,1074.91,597.5,3134.16,2915.46,646.77,"Švihovská, Prague - Písnice",49.9954018,14.4704771,,,,,,,,,,,,,,,,,,,,,
"CZK 31,875","CZK 10,625",725887,2 bedroom,9/13/2022,65 m²,Fully furnished,2,181.41,298.0,1.34,322.55,4.35,512.55,359.47,791.01,446.67,323.95,"Karlova, Prague - Staré Město",50.0859967,14.4175762,,,,,,,,,,,,,,,,,,,,,
"CZK 33,825","CZK 11,275",726076,2 bedroom,9/15/2022,79 m²,Fully furnished,5,270.45,1172.6,186.32,213.17,97.89,229.78,181.65,481.59,415.95,182.56,"Neklanova, Prague - Vyšehrad",50.0667103,14.4200265,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 36,450","CZK 12,150",726075,3+kk,9/15/2022,82 m²,Fully furnished,6,101.2,551.63,76.94,167.66,45.43,94.55,322.6,504.78,539.56,607.69,"Rumunská, Prague - Vinohrady",50.0739629,14.4309041,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 48,645","CZK 16,215",726073,3+1,9/15/2022,55 m²,Fully furnished,2,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,
"CZK 32,250","CZK 10,750",724079,Studio,8/28/2022,27 m²,Fully furnished,4,275.28,321.52,72.5,617.26,60.27,467.19,25.57,60.76,793.43,562.96,"Americká, Prague - Vinohrady",50.0717643,14.4385436,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 37,500","CZK 12,500",725775,2+kk,9/12/2022,60 m²,Fully furnished,4,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 49,500","CZK 16,500",726069,3+1,9/15/2022,90 m²,Fully furnished,2,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 25,500","CZK 8,500",726381,2 bedroom,9/17/2022,50 m²,Fully furnished,2,153.56,470.42,120.26,269.32,119.55,286.64,325.43,408.05,238.94,203.1,"U Obecního dvora, Prague - Staré Město",50.0911861,14.4228786,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000",CZK 800,453837,1 bedroom,8/1/2022,32 m²,Partly,2,325.45,524.85,327.79,537.53,343.61,426.77,391.31,565.72,724.08,439.2,Prague - Smíchov,50.0658614,14.4029299,"CZK 12,800",Personal,,,Brick,Electric boiler,G,Very good,,,,,,,,,,,,,
"CZK 45,600","CZK 15,200",726059,2+kk,7/31/2022,67 m²,Fully furnished,4,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,
"CZK 18,500","CZK 6,500",726358,3+kk,8/1/2022,85 m²,Unfurnished,3,261.0,557.65,468.19,2175.04,277.83,696.84,686.68,491.33,1464.81,61.67,Prague - Čimice,50.13859,14.42749,"CZK 50,000",,,,Other,,A,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
"CZK 46,530","CZK 15,510",726063,2 bedroom,8/6/2022,48 m²,Fully furnished,2,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,
"CZK 18,825","CZK 6,275",726061,2 bedroom,8/19/2022,70 m²,Fully furnished,6,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 3,500",631288,2+kk,9/1/2022,55 m²,,5,59.39,461.91,21.32,238.56,45.4,236.9,69.04,183.05,542.52,254.59,"Žitomírská, Prague - Vršovice",50.070745,14.457776,"CZK 17,000",Personal,,,Brick,,G,Very good,,1.0,,,,,,,,,,,
"CZK 36,750","CZK 12,250",723533,2+kk,7/22/2022,56 m²,Fully furnished,6,345.14,1342.2,164.46,1280.58,177.52,640.24,86.84,430.13,282.25,213.81,"Střížkovská, Prague - Střížkov",50.1237895,14.4836132,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 29,250","CZK 9,750",724407,2 bedroom,8/11/2022,65 m²,Fully furnished,4,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 14,000","CZK 3,449",723468,Studio,7/18/2022,33 m²,Fully furnished,1,209.05,1346.02,351.81,410.79,407.98,147.5,540.52,1101.43,620.32,613.05,Prague - Libeň,50.1028,14.49695,"CZK 28,000",,,,Brick,Central,B,Very good,,1.0,,,,,,,,,,,
"CZK 27,500","CZK 6,000",726343,3+kk,8/1/2022,74 m²,Partly,1,279.9,1123.77,235.45,1024.39,581.62,429.49,647.64,516.78,1112.92,76.58,Prague - Střížkov,50.12992,14.49165,"CZK 50,000",,Up to 10 years,,Brick,Central,B,New-build,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
"CZK 16,000","CZK 1,600",502766,2+kk,9/1/2022,52 m²,Fully furnished,3,170.68,89.33,56.18,263.34,99.39,326.91,163.71,447.69,191.83,288.48,"Kralická, Prague - Strašnice",50.076006,14.491881,"CZK 30,000",Personal,,Standard,Brick,Distance,C,Good,,,1.0,,1.0,,,Complete,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,7/22/2022,90 m²,Fully furnished,2,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,1.0,,,,,,,,,,,
